Dates,GWW
2018-07-18,296.07000732421875
2018-09-20,295.44000244140625
2018-10-22,292.9100036621094
2019-07-05,305.760009765625
2019-06-03,314.3399963378906
2019-10-09,309.2099914550781
2019-10-11,309.6199951171875
2020-03-17,305.94000244140625
2020-06-04,314.989990234375
2019-10-14,318.0
2020-03-20,316.3299865722656
2018-11-06,322.8299865722656
2019-06-18,328.3800048828125
2019-05-17,326.3399963378906
2019-04-15,320.8699951171875
2019-03-14,305.94000244140625
2019-01-09,303.75
2018-08-02,302.80999755859375
2018-10-05,310.6600036621094
2019-08-21,310.2699890136719
2019-10-17,304.4700012207031
2020-03-23,303.010009765625
2020-06-10,303.19000244140625
2019-02-25,301.4800109863281
2020-01-07,294.7900085449219
2020-03-26,295.95001220703125
2019-10-23,293.1199951171875
