Dates,GWW
2018-06-20,317.3800048828125
2018-06-21,315.760009765625
2018-06-25,316.67999267578125
2018-06-22,312.4599914550781
2018-06-26,308.04998779296875
2018-06-27,311.1600036621094
2018-06-28,308.8399963378906
2018-06-29,312.45001220703125
2018-07-02,308.7900085449219
2018-07-03,311.04998779296875
2018-07-05,300.04998779296875
2018-07-16,302.9200134277344
2018-09-18,306.19000244140625
2019-01-24,310.4700012207031
2019-09-05,313.8900146484375
2018-11-21,313.3299865722656
2020-01-13,313.30999755859375
2020-04-01,311.0
2020-06-19,306.80999755859375
2019-10-29,341.79998779296875
2020-01-16,347.20001220703125
2020-06-22,341.45001220703125
2018-10-03,347.69000244140625
2018-07-31,346.79998779296875
2019-03-12,344.3299865722656
2019-02-08,346.5400085449219
2019-01-07,342.8500061035156
2018-12-06,340.3800048828125
2019-08-19,348.1400146484375
2019-07-18,349.6499938964844
2019-05-15,343.80999755859375
2019-09-20,343.3500061035156
2019-11-01,345.0199890136719
2020-04-07,350.0
2020-06-25,353.82000732421875
2020-06-16,358.6300048828125
2019-11-04,352.5
2020-01-22,354.6099853515625
2019-11-07,365.0
2020-04-13,359.17999267578125
2019-07-01,361.5899963378906
2019-05-30,361.20001220703125
2018-08-15,367.6000061035156
2018-10-18,372.05999755859375
2019-03-27,369.9700012207031
2019-01-22,370.1400146484375
2018-12-21,369.0400085449219
2019-09-03,367.5199890136719
2018-11-19,367.5799865722656
2019-08-02,364.0799865722656
2020-01-28,362.8299865722656
2020-04-16,356.8500061035156
2019-11-13,357.1199951171875
2020-01-31,359.19000244140625
2018-12-04,361.9599914550781
2018-11-02,355.04998779296875
2019-07-16,353.3399963378906
2018-08-30,360.0799865722656
2018-10-01,358.55999755859375
2019-06-14,356.3500061035156
2019-05-13,361.5400085449219
2019-04-11,356.42999267578125
2019-02-06,354.8399963378906
2019-09-18,357.1700134277344
2020-02-03,356.57000732421875
2020-04-22,359.70001220703125
2019-11-19,355.1700134277344
2020-02-06,356.45001220703125
2019-11-22,359.1400146484375
2019-03-25,360.20001220703125
2019-02-21,359.7699890136719
2018-12-19,361.1700134277344
2018-07-12,358.6199951171875
2018-09-14,360.7099914550781
2018-08-13,360.04998779296875
2018-10-16,354.95001220703125
2019-07-31,349.69000244140625
2019-05-28,344.989990234375
2019-04-26,331.42999267578125
2020-04-28,321.9100036621094
2019-11-25,315.6400146484375
2020-02-12,320.7699890136719
2020-05-01,291.4599914550781
2020-05-04,284.6199951171875
2019-06-12,279.4200134277344
2019-04-09,279.1300048828125
2019-03-08,278.6400146484375
2019-02-04,275.30999755859375
2018-07-27,278.05999755859375
2018-08-28,275.45001220703125
2019-01-03,277.3800048828125
2019-08-15,282.0899963378906
2018-10-31,283.3399963378906
2019-09-16,290.239990234375
2020-02-18,287.6700134277344
2020-05-07,292.54998779296875
2018-08-17,290.92999267578125
2019-12-04,289.80999755859375
2020-02-21,296.7900085449219
2018-12-17,296.2699890136719
2019-08-30,294.8299865722656
2018-11-15,295.3500061035156
2019-07-29,299.0299987792969
2019-06-27,302.4700012207031
