Dates,GWW
2018-06-20,312.0
2018-06-21,309.7900085449219
2018-06-25,311.6700134277344
2018-06-22,303.5899963378906
2018-06-26,304.55999755859375
2018-06-27,304.92999267578125
2018-06-28,303.4100036621094
2018-06-29,307.5
2018-07-02,301.6600036621094
2018-07-03,296.4200134277344
2018-07-05,292.9200134277344
2018-07-16,297.4100036621094
2018-09-18,299.010009765625
2019-01-24,301.5799865722656
2019-09-05,301.1099853515625
2018-11-21,307.75
2020-01-13,308.8599853515625
2020-04-01,300.9700012207031
2020-06-19,302.0
2019-10-29,322.54998779296875
2020-01-16,337.55999755859375
2020-06-22,336.17999267578125
2018-10-03,340.0
2018-07-31,334.80999755859375
2019-03-12,335.2099914550781
2019-02-08,340.0
2019-01-07,337.95001220703125
2018-12-06,335.5400085449219
2019-08-19,336.6099853515625
2019-07-18,339.2200012207031
2019-05-15,337.30999755859375
2019-09-20,338.2699890136719
2019-11-01,339.8399963378906
2020-04-07,343.4599914550781
2020-06-25,347.2200012207031
2020-06-16,349.9200134277344
2019-11-04,347.20001220703125
2020-01-22,350.1300048828125
2019-11-07,355.510009765625
2020-04-13,354.6400146484375
2019-07-01,358.55999755859375
2019-05-30,357.1600036621094
2018-08-15,358.4100036621094
2018-10-18,365.54998779296875
2019-03-27,366.489990234375
2019-01-22,366.44000244140625
2018-12-21,362.7099914550781
2019-09-03,363.1300048828125
2018-11-19,359.010009765625
2019-08-02,357.92999267578125
2020-01-28,352.3299865722656
2020-04-16,352.0799865722656
2019-11-13,350.3599853515625
2020-01-31,354.1700134277344
2018-12-04,347.55999755859375
2018-11-02,346.3800048828125
2019-07-16,349.2699890136719
2018-08-30,350.30999755859375
2018-10-01,353.3999938964844
2019-06-14,352.80999755859375
2019-05-13,353.6099853515625
2019-04-11,349.2900085449219
2019-02-06,345.44000244140625
2019-09-18,350.1499938964844
2020-02-03,350.04998779296875
2020-04-22,354.94000244140625
2019-11-19,349.19000244140625
2020-02-06,352.45001220703125
2019-11-22,353.8399963378906
2019-03-25,354.9200134277344
2019-02-21,354.8999938964844
2018-12-19,353.2799987792969
2018-07-12,353.20001220703125
2018-09-14,355.1199951171875
2018-08-13,347.8299865722656
2018-10-16,347.04998779296875
2019-07-31,341.2699890136719
2019-05-28,334.7300109863281
2019-04-26,316.0899963378906
2020-04-28,308.6400146484375
2019-11-25,307.1000061035156
2020-02-12,311.3999938964844
2020-05-01,268.05999755859375
2020-05-04,277.30999755859375
2019-06-12,272.57000732421875
2019-04-09,273.1400146484375
2019-03-08,272.1000061035156
2019-02-04,265.0
2018-07-27,271.6199951171875
2018-08-28,270.29998779296875
2019-01-03,267.6600036621094
2019-08-15,272.3299865722656
2018-10-31,274.2099914550781
2019-09-16,283.75
2020-02-18,277.80999755859375
2020-05-07,284.6099853515625
2018-08-17,284.489990234375
2019-12-04,282.8599853515625
2020-02-21,287.8999938964844
2018-12-17,292.07000732421875
2019-08-30,289.0899963378906
2018-11-15,288.9599914550781
2019-07-29,291.2200012207031
2019-06-27,296.6499938964844
2019-04-24,296.5
2018-07-10,302.7300109863281
2018-09-12,304.5899963378906
2019-02-19,295.010009765625
2019-01-18,295.80999755859375
2020-02-24,297.79998779296875
2020-05-13,300.6400146484375
2019-12-10,302.7900085449219
2020-02-27,300.7799987792969
2019-12-13,308.9700012207031
2020-05-19,309.1000061035156
2019-03-06,312.69000244140625
2018-11-30,300.32000732421875
2019-08-13,289.5799865722656
2019-07-12,288.55999755859375
2019-06-10,280.3500061035156
2019-05-09,284.0799865722656
2018-07-25,286.9800109863281
2018-09-27,284.05999755859375
2018-10-29,282.739990234375
2019-10-16,281.3599853515625
2019-12-16,280.0
2020-03-04,277.4800109863281
2020-05-22,271.32000732421875
2019-10-01,271.739990234375
2019-12-19,266.0799865722656
2018-09-10,266.3699951171875
2019-05-24,272.3999938964844
2018-08-09,280.4100036621094
2019-04-22,279.3399963378906
2019-03-21,274.5899963378906
2019-01-16,266.3299865722656
2019-08-28,272.0199890136719
2018-11-13,273.70001220703125
2018-10-12,270.4100036621094
2019-06-25,273.5199890136719
2020-03-10,276.4100036621094
2020-05-28,281.3999938964844
2019-10-07,281.1400146484375
2020-03-13,282.69000244140625
2019-10-10,288.55999755859375
2020-03-16,289.0299987792969
2020-06-03,301.45001220703125
2018-11-28,298.5199890136719
2018-09-25,295.80999755859375
2018-07-23,280.7099914550781
2018-08-24,285.1000061035156
2019-07-10,286.8399963378906
2019-05-07,288.260009765625
2019-04-05,290.8500061035156
2019-03-04,291.8299865722656
2019-01-31,291.42999267578125
2019-09-12,291.3900146484375
2019-12-31,295.6499938964844
2020-03-19,298.7200012207031
2020-01-03,300.7200012207031
2020-06-09,298.5799865722656
2019-02-15,301.6600036621094
2019-01-14,307.94000244140625
2018-07-06,307.1300048828125
2018-08-07,308.9599914550781
2018-10-10,312.44000244140625
2018-12-13,314.1499938964844
2019-08-26,309.17999267578125
2019-07-25,308.2900085449219
2019-05-22,309.4800109863281
2019-03-19,311.04998779296875
2020-01-06,308.4599914550781
2020-03-25,307.0899963378906
2020-06-12,304.510009765625
2019-10-22,299.4700012207031
2020-01-09,300.70001220703125
2020-06-15,300.69000244140625
2019-10-25,300.0
2020-03-31,295.82000732421875
2020-06-18,291.19000244140625
2019-04-03,290.3500061035156
2018-08-22,293.1000061035156
2018-10-25,296.30999755859375
2019-01-29,295.4599914550781
2018-12-28,296.2699890136719
2018-11-26,297.44000244140625
2019-08-09,298.92999267578125
2019-07-08,295.55999755859375
2019-06-06,297.760009765625
2019-09-10,292.3500061035156
2020-01-15,288.1400146484375
2020-04-03,286.5799865722656
2019-10-31,287.5299987792969
2020-04-06,290.0400085449219
2020-06-24,294.7799987792969
2018-11-09,301.5
2019-07-23,308.5799865722656
2019-06-21,310.4200134277344
2019-05-20,311.0
2019-04-18,313.6000061035156
2018-09-06,314.2099914550781
2018-10-08,305.0799865722656
2019-02-13,297.0
2018-12-11,306.0
2019-09-25,302.55999755859375
2020-01-21,303.4100036621094
2020-04-09,302.7099914550781
2019-11-06,305.29998779296875
2020-01-24,306.5
2020-01-27,289.6099853515625
2020-04-15,285.57000732421875
2018-12-26,292.1000061035156
2019-08-07,288.8299865722656
2019-06-04,291.0
2018-09-21,284.6099853515625
2018-07-19,280.7699890136719
2018-08-20,274.4599914550781
2018-10-23,274.0
2019-05-03,280.5899963378906
2019-04-01,274.1400146484375
2019-02-28,271.57000732421875
2019-11-12,273.8599853515625
2020-01-30,267.6499938964844
2019-11-15,266.2300109863281
2020-04-21,258.7099914550781
2019-04-16,259.2699890136719
2019-03-15,258.4200134277344
2019-02-11,261.29998779296875
2019-01-10,262.9200134277344
2019-08-22,265.010009765625
2018-11-07,272.0
2018-08-03,258.8399963378906
2018-09-04,255.38999938964844
2019-06-19,255.08999633789062
2019-09-23,258.4200134277344
2019-11-18,258.3599853515625
2020-02-05,260.42999267578125
2020-04-24,259.1400146484375
2019-03-29,260.239990234375
2019-11-21,264.79998779296875
2020-04-27,265.7099914550781
2020-02-11,264.0199890136719
2020-04-30,267.0
2019-05-01,270.3599853515625
2019-02-26,269.6300048828125
2019-01-25,273.7200012207031
2018-12-24,274.82000732421875
2019-09-06,267.7300109863281
2018-07-17,269.6499938964844
2018-09-19,271.1199951171875
2019-08-05,268.20001220703125
2019-10-08,272.2699890136719
2019-12-11,271.7300109863281
2019-11-27,270.9200134277344
2020-02-14,267.42999267578125
2020-05-06,264.8299865722656
2019-01-08,265.260009765625
2018-12-07,264.6099853515625
2019-08-20,265.9100036621094
2018-11-05,263.5
2019-07-19,265.0799865722656
2018-10-04,264.5
2019-06-17,265.5
2019-05-16,262.1300048828125
2018-08-01,257.79998779296875
2019-03-13,256.0799865722656
2019-12-03,263.80999755859375
2020-02-20,268.9700012207031
2019-12-06,271.1099853515625
2020-05-12,268.4599914550781
2019-12-09,266.739990234375
2020-02-26,267.0899963378906
2020-05-15,268.0
2019-03-28,270.5799865722656
2018-09-17,284.3599853515625
2018-08-16,295.989990234375
2018-10-19,299.3500061035156
2019-04-29,291.1300048828125
2019-01-23,290.0
2019-09-04,288.3800048828125
2018-11-20,276.7699890136719
2019-07-02,272.3900146484375
2019-05-31,266.80999755859375
2019-12-12,267.6099853515625
2020-05-18,264.8500061035156
2019-09-27,273.8699951171875
2020-03-03,267.739990234375
2020-05-21,262.19000244140625
2019-05-14,260.489990234375
2018-08-31,262.6099853515625
2018-07-30,263.5400085449219
2018-10-02,265.54998779296875
2019-04-12,272.6700134277344
2019-03-11,271.7300109863281
2019-02-07,274.5
2019-07-17,271.5400085449219
2019-09-19,264.6499938964844
2019-10-21,265.7699890136719
2019-12-18,262.8800048828125
2020-03-06,263.0
2019-10-03,270.04998779296875
2020-03-09,272.8599853515625
2020-05-27,263.8299865722656
2019-12-24,267.6199951171875
2020-03-12,270.8999938964844
2018-12-20,276.1499938964844
2019-08-01,279.5899963378906
2018-08-14,280.55999755859375
2018-07-13,290.2799987792969
2018-10-17,291.1099853515625
2019-05-29,294.4100036621094
2019-03-26,292.4599914550781
2019-02-22,288.92999267578125
2019-10-04,288.6099853515625
2019-11-05,290.5199890136719
2019-12-27,289.6000061035156
2020-06-02,289.6700134277344
2019-12-30,283.9200134277344
2020-03-18,286.20001220703125
2020-06-05,288.7099914550781
2019-07-15,291.9200134277344
2018-12-03,292.7300109863281
2019-06-13,281.8900146484375
2019-01-04,278.7799987792969
2018-08-29,281.489990234375
2019-02-05,288.6000061035156
2018-11-01,288.3699951171875
2019-08-16,279.239990234375
2019-04-10,282.5199890136719
2019-09-17,283.82000732421875
2019-10-15,302.0
2020-01-02,301.6300048828125
2020-06-08,304.3299865722656
2019-10-18,306.8500061035156
2020-03-24,308.3599853515625
2020-06-11,309.75
2020-01-08,312.17999267578125
2019-04-25,312.80999755859375
2019-07-30,298.25
2019-02-20,310.489990234375
2018-07-11,314.79998779296875
2018-09-13,315.3599853515625
2018-10-15,311.7200012207031
2019-06-28,307.1400146484375
2018-12-18,305.5
2018-11-16,309.8900146484375
2019-10-02,317.1099853515625
2020-03-27,318.7900085449219
2020-01-10,318.0
2019-10-24,318.5400085449219
2020-03-30,318.25
2020-06-17,322.1300048828125
2020-01-14,323.2200012207031
2020-04-02,321.3699951171875
2019-01-02,320.6600036621094
2019-08-14,321.42999267578125
2018-10-30,316.0
2019-06-11,315.4800109863281
2019-05-10,311.0
2019-04-08,309.1600036621094
2018-08-27,314.79998779296875
2018-07-26,319.44000244140625
2018-09-28,318.8299865722656
2019-03-07,317.70001220703125
2019-10-30,316.5299987792969
2020-01-17,314.75
2020-06-23,309.260009765625
2020-04-08,313.55999755859375
2020-06-26,315.8699951171875
2019-03-22,318.75
2019-01-17,320.7900085449219
2019-08-29,322.9599914550781
2018-11-14,325.1400146484375
2019-06-26,327.6099853515625
2018-09-11,331.7699890136719
2018-07-09,332.80999755859375
2018-08-10,330.45001220703125
2019-04-23,329.239990234375
2019-09-30,330.8800048828125
2020-01-23,334.3800048828125
2019-11-08,335.7900085449219
2020-04-14,336.2900085449219
2019-11-11,334.510009765625
2020-01-29,336.79998779296875
2020-04-17,336.4599914550781
2018-07-24,336.6600036621094
2018-09-26,337.2099914550781
2019-05-08,335.010009765625
2019-03-05,335.25
2019-02-01,333.5
2018-12-31,338.1099853515625
2018-11-29,340.4599914550781
2019-08-12,340.9599914550781
2019-07-11,341.45001220703125
2019-09-13,339.8500061035156
2019-11-14,337.8500061035156
2020-04-20,338.1199951171875
2020-02-04,338.1499938964844
2020-04-23,330.3699951171875
2018-12-14,330.30999755859375
2019-08-27,324.82000732421875
2018-08-08,326.3800048828125
2018-10-11,320.1499938964844
2018-11-12,321.67999267578125
2019-07-26,325.1499938964844
2019-06-24,306.92999267578125
2019-05-23,298.67999267578125
2019-03-20,301.3999938964844
2019-01-15,307.5899963378906
2019-11-20,310.95001220703125
2020-02-07,308.04998779296875
2020-02-10,299.45001220703125
2020-04-29,294.3399963378906
2019-11-26,299.2900085449219
2020-02-13,306.239990234375
2019-01-30,305.239990234375
2018-08-23,304.17999267578125
2018-09-24,304.95001220703125
2018-11-27,306.19000244140625
2018-10-26,306.0799865722656
2019-07-09,302.9800109863281
2019-06-07,292.57000732421875
2019-05-06,283.6499938964844
2019-04-04,283.510009765625
2019-09-11,273.8999938964844
2019-11-29,268.94000244140625
2020-05-05,272.1300048828125
2019-12-02,282.4200134277344
2020-02-19,288.04998779296875
2020-05-08,285.05999755859375
2019-05-21,278.010009765625
2019-03-18,251.6300048828125
2018-09-07,256.3999938964844
2018-08-06,268.6700134277344
2018-10-09,242.22999572753906
2019-02-14,246.3699951171875
2018-12-12,224.0
2019-07-24,225.97999572753906
2019-09-26,226.10000610351562
2019-10-28,226.6199951171875
2019-12-05,212.00999450683594
2020-05-11,200.61000061035156
2019-07-03,221.17999267578125
2020-02-25,230.55999755859375
2020-05-14,228.07000732421875
2020-02-28,238.6999969482422
2019-08-08,241.89999389648438
2019-06-05,248.00999450683594
2018-07-20,233.85000610351562
2018-08-21,233.88999938964844
2018-10-24,234.00999450683594
2019-04-02,245.1699981689453
2019-03-01,253.25999450683594
2019-01-28,256.9100036621094
2018-12-27,273.3599853515625
2019-09-09,272.0
2020-03-02,280.0
2020-05-20,276.54998779296875
2019-12-17,275.42999267578125
2020-03-05,276.1400146484375
2019-02-12,271.7699890136719
2019-01-11,268.510009765625
2018-12-10,271.5299987792969
2019-08-23,256.19000244140625
2018-11-08,259.19000244140625
2019-07-22,270.4800109863281
2019-06-20,282.6700134277344
2018-09-05,278.5799865722656
2019-04-17,271.7099914550781
2019-09-24,265.8599853515625
2019-12-20,263.2699890136719
2020-05-26,274.5400085449219
2019-04-30,278.9800109863281
2019-12-23,279.8800048828125
2020-03-11,281.2699890136719
2020-05-29,278.989990234375
2019-12-26,277.1000061035156
2020-06-01,270.29998779296875
2019-05-02,263.8299865722656
2019-02-27,273.44000244140625
2018-11-23,286.989990234375
2019-08-06,286.4100036621094
2018-07-18,291.1099853515625
2018-09-20,294.2900085449219
2018-10-22,291.4599914550781
2019-07-05,300.0
2019-06-03,308.4200134277344
2019-10-09,308.80999755859375
2019-10-11,306.3900146484375
2020-03-17,303.9700012207031
2020-06-04,311.0400085449219
2019-10-14,315.44000244140625
2020-03-20,312.19000244140625
2018-11-06,319.4800109863281
2019-06-18,321.4800109863281
2019-05-17,324.010009765625
2019-04-15,320.7200012207031
2019-03-14,305.739990234375
2019-01-09,298.42999267578125
2018-08-02,294.80999755859375
2018-10-05,305.510009765625
2019-08-21,309.1300048828125
2019-10-17,303.19000244140625
2020-03-23,299.989990234375
2020-06-10,298.510009765625
2019-02-25,301.2300109863281
2020-01-07,291.7200012207031
2020-03-26,291.3399963378906
2019-10-23,291.2200012207031
