Dates,GWW
2020-03-16,802800.0
2020-06-03,688700.0
2018-11-28,561700.0
2018-09-25,1039600.0
2018-07-23,1596400.0
2018-08-24,815900.0
2019-07-10,432700.0
2019-05-07,423300.0
2019-04-05,673600.0
2019-03-04,654100.0
2019-01-31,428800.0
2019-09-12,307200.0
2019-12-31,357600.0
2020-03-19,409300.0
2020-01-03,391700.0
2020-06-09,362100.0
2019-02-15,368800.0
2019-01-14,488700.0
2018-07-06,399300.0
2018-08-07,296000.0
2018-10-10,328100.0
2018-12-13,293000.0
2019-08-26,477200.0
2019-07-25,361900.0
2019-05-22,232200.0
2019-03-19,356100.0
2020-01-06,262600.0
2020-03-25,350600.0
2020-06-12,337900.0
2019-10-22,631800.0
2020-01-09,404800.0
2020-06-15,425900.0
2019-10-25,312800.0
2020-03-31,329000.0
2020-06-18,356900.0
2019-04-03,218300.0
2018-08-22,308900.0
2018-10-25,401000.0
2019-01-29,383900.0
2018-12-28,444200.0
2018-11-26,247800.0
2019-08-09,347900.0
2019-07-08,235300.0
2019-06-06,310200.0
2019-09-10,446300.0
2020-01-15,308500.0
2020-04-03,421400.0
2019-10-31,367300.0
2020-04-06,384200.0
2020-06-24,427700.0
2018-11-09,509300.0
2019-07-23,442000.0
2019-06-21,389400.0
2019-05-20,304400.0
2019-04-18,410200.0
2018-09-06,313200.0
2018-10-08,339400.0
2019-02-13,497200.0
2018-12-11,415700.0
2019-09-25,687700.0
2020-01-21,292500.0
2020-04-09,301900.0
2019-11-06,314800.0
2020-01-24,520600.0
2020-01-27,881900.0
2020-04-15,633900.0
2018-12-26,584300.0
2019-08-07,468800.0
2019-06-04,280700.0
2018-09-21,566700.0
2018-07-19,1038200.0
2018-08-20,594900.0
2018-10-23,466600.0
2019-05-03,556300.0
2019-04-01,499500.0
2019-02-28,602000.0
2019-11-12,378400.0
2020-01-30,490500.0
2019-11-15,456600.0
2020-04-21,687600.0
2019-04-16,354600.0
2019-03-15,363400.0
2019-02-11,310800.0
2019-01-10,659200.0
2019-08-22,494400.0
2018-11-07,408700.0
2018-08-03,723900.0
2018-09-04,561200.0
2019-06-19,403800.0
2019-09-23,483500.0
2019-11-18,531100.0
2020-02-05,738000.0
2020-04-24,493900.0
2019-03-29,553000.0
2019-11-21,470600.0
2020-04-27,328000.0
2020-02-11,402800.0
2020-04-30,413700.0
2019-05-01,479700.0
2019-02-26,819500.0
2019-01-25,447200.0
2018-12-24,305700.0
2019-09-06,426700.0
2018-07-17,447000.0
2018-09-19,417400.0
2019-08-05,453800.0
2019-10-08,394600.0
2019-12-11,638300.0
2019-11-27,381600.0
2020-02-14,473600.0
2020-05-06,360900.0
2019-01-08,416200.0
2018-12-07,564500.0
2019-08-20,536100.0
2018-11-05,369800.0
2019-07-19,217600.0
2018-10-04,256800.0
2019-06-17,266900.0
2019-05-16,532900.0
2018-08-01,780300.0
2019-03-13,532300.0
2019-12-03,469400.0
2020-02-20,309500.0
2019-12-06,447000.0
2020-05-12,399700.0
2019-12-09,368300.0
2020-02-26,439400.0
2020-05-15,513900.0
2019-03-28,664200.0
2018-09-17,1675700.0
2018-08-16,902300.0
2018-10-19,504700.0
2019-04-29,502900.0
2019-01-23,427100.0
2019-09-04,568500.0
2018-11-20,674900.0
2019-07-02,468300.0
2019-05-31,569200.0
2019-12-12,541100.0
2020-05-18,673400.0
2019-09-27,357600.0
2020-03-03,374500.0
2020-05-21,337300.0
2019-05-14,561600.0
2018-08-31,470600.0
2018-07-30,524900.0
2018-10-02,376700.0
2019-04-12,301000.0
2019-03-11,351800.0
2019-02-07,286300.0
2019-07-17,318200.0
2019-09-19,373500.0
2019-10-21,234800.0
2019-12-18,238800.0
2020-03-06,254000.0
2019-10-03,231500.0
2020-03-09,227800.0
2020-05-27,361900.0
2019-12-24,213600.0
2020-03-12,316100.0
2018-12-20,295000.0
2019-08-01,422200.0
2018-08-14,432200.0
2018-07-13,333200.0
2018-10-17,315400.0
2019-05-29,341500.0
2019-03-26,233900.0
2019-02-22,324100.0
2019-10-04,283900.0
2019-11-05,303400.0
2019-12-27,534500.0
2020-06-02,391700.0
2019-12-30,297700.0
2020-03-18,285700.0
2020-06-05,272000.0
2019-07-15,261100.0
2018-12-03,338400.0
2019-06-13,593000.0
2019-01-04,559900.0
2018-08-29,364200.0
2019-02-05,258400.0
2018-11-01,299800.0
2019-08-16,369700.0
2019-04-10,211900.0
2019-09-17,324300.0
2019-10-15,883000.0
2020-01-02,456200.0
2020-06-08,332600.0
2019-10-18,205100.0
2020-03-24,222200.0
2020-06-11,485800.0
2020-01-08,557900.0
2019-04-25,562900.0
2019-07-30,1019800.0
2019-02-20,439400.0
2018-07-11,327300.0
2018-09-13,414700.0
2018-10-15,426900.0
2019-06-28,290600.0
2018-12-18,428800.0
2018-11-16,405100.0
2019-10-02,322600.0
2020-03-27,296200.0
2020-01-10,292800.0
2019-10-24,392800.0
2020-03-30,322200.0
2020-06-17,253300.0
2020-01-14,269500.0
2020-04-02,186800.0
2019-01-02,258400.0
2019-08-14,266300.0
2018-10-30,364000.0
2019-06-11,298800.0
2019-05-10,333400.0
2019-04-08,273400.0
2018-08-27,370000.0
2018-07-26,307500.0
2018-09-28,323900.0
2019-03-07,323700.0
2019-10-30,125700.0
2020-01-17,242500.0
2020-06-23,240900.0
2020-04-08,346800.0
2020-06-26,470900.0
2019-03-22,275000.0
2019-01-17,356200.0
2019-08-29,225000.0
2018-11-14,340700.0
2019-06-26,475200.0
2018-09-11,551300.0
2018-07-09,531100.0
2018-08-10,304000.0
2019-04-23,345900.0
2019-09-30,231500.0
2020-01-23,773800.0
2019-11-08,325000.0
2020-04-14,70600.0
2019-11-11,257200.0
2020-01-29,176500.0
2020-04-17,173200.0
2018-07-24,212400.0
2018-09-26,376700.0
2019-05-08,355200.0
2019-03-05,316500.0
2019-02-01,325000.0
2018-12-31,321200.0
2018-11-29,261500.0
2019-08-12,225400.0
2019-07-11,203800.0
2019-09-13,289700.0
2019-11-14,227600.0
2020-04-20,256700.0
2020-02-04,483100.0
2020-04-23,399400.0
2018-12-14,260900.0
2019-08-27,261700.0
2018-08-08,229600.0
2018-10-11,233200.0
2018-11-12,483200.0
2019-07-26,531600.0
2019-06-24,800400.0
2019-05-23,807800.0
2019-03-20,507400.0
2019-01-15,376600.0
2019-11-20,350400.0
2020-02-07,373400.0
2020-02-10,578500.0
2020-04-29,271400.0
2019-11-26,222000.0
2020-02-13,316400.0
2019-01-30,245200.0
2018-08-23,185100.0
2018-09-24,175300.0
2018-11-27,181800.0
2018-10-26,160000.0
2019-07-09,200200.0
2019-06-07,255300.0
2019-05-06,291600.0
2019-04-04,443800.0
2019-09-11,704900.0
2019-11-29,713500.0
2020-05-05,523400.0
2019-12-02,560200.0
2020-02-19,484400.0
2020-05-08,447000.0
2019-05-21,485400.0
2019-03-18,949100.0
2018-09-07,486800.0
2018-08-06,597700.0
2018-10-09,701200.0
2019-02-14,543300.0
2018-12-12,602800.0
2019-07-24,599300.0
2019-09-26,534900.0
2019-10-28,413100.0
2019-12-05,474200.0
2020-05-11,473200.0
2019-07-03,711400.0
2020-02-25,465700.0
2020-05-14,429600.0
2020-02-28,316300.0
2019-08-08,330600.0
2019-06-05,383200.0
2018-07-20,412400.0
2018-08-21,460400.0
2018-10-24,332900.0
2019-04-02,414500.0
2019-03-01,600900.0
2019-01-28,325900.0
2018-12-27,447000.0
2019-09-09,271000.0
2020-03-02,457600.0
2020-05-20,282100.0
2019-12-17,291200.0
2020-03-05,364000.0
2019-02-12,299200.0
2019-01-11,230100.0
2018-12-10,364100.0
2019-08-23,858600.0
2018-11-08,435600.0
2019-07-22,340300.0
2019-06-20,406400.0
2018-09-05,471900.0
2019-04-17,371000.0
2019-09-24,253200.0
2019-12-20,280200.0
2020-05-26,286900.0
2019-04-30,295400.0
2019-12-23,284400.0
2020-03-11,200700.0
2020-05-29,220100.0
2019-12-26,271700.0
2020-06-01,351400.0
2019-05-02,281000.0
2019-02-27,435000.0
2018-11-23,234200.0
2019-08-06,262800.0
2018-07-18,266300.0
2018-09-20,330900.0
2018-10-22,284700.0
2019-07-05,487500.0
2019-06-03,336800.0
2019-10-09,250400.0
2019-10-11,882700.0
2020-03-17,306000.0
2020-06-04,366600.0
2019-10-14,357700.0
2020-03-20,258400.0
2018-11-06,443000.0
2019-06-18,347200.0
2019-05-17,243200.0
2019-04-15,204400.0
2019-03-14,290800.0
2019-01-09,294000.0
2018-08-02,532000.0
2018-10-05,275800.0
2019-08-21,204800.0
2019-10-17,262600.0
2020-03-23,398500.0
2020-06-10,231000.0
2019-02-25,338900.0
2020-01-07,378700.0
2020-03-26,287200.0
2019-10-23,635600.0
