Dates,GWW
2018-06-20,312.260009765625
2018-06-21,315.260009765625
2018-06-25,316.510009765625
2018-06-22,312.4599914550781
2018-06-26,306.7200012207031
2018-06-27,306.19000244140625
2018-06-28,305.5400085449219
2018-06-29,307.6000061035156
2018-07-02,307.1300048828125
2018-07-03,311.04998779296875
2018-07-05,298.95001220703125
2018-07-16,298.4599914550781
2018-09-18,299.45001220703125
2019-01-24,307.0899963378906
2019-09-05,304.05999755859375
2018-11-21,311.3999938964844
2020-01-13,309.94000244140625
2020-04-01,309.3800048828125
2020-06-19,302.29998779296875
2019-10-29,329.2300109863281
2020-01-16,341.6300048828125
2020-06-22,341.45001220703125
2018-10-03,340.0
2018-07-31,342.8599853515625
2019-03-12,336.2799987792969
2019-02-08,343.8900146484375
2019-01-07,341.1300048828125
2018-12-06,339.2200012207031
2019-08-19,338.4700012207031
2019-07-18,346.05999755859375
2019-05-15,338.7799987792969
2019-09-20,342.8999938964844
2019-11-01,340.1000061035156
2020-04-07,344.6000061035156
2020-06-25,348.0899963378906
2020-06-16,351.989990234375
2019-11-04,349.489990234375
2020-01-22,351.20001220703125
2019-11-07,355.57000732421875
2020-04-13,357.7799987792969
2019-07-01,359.30999755859375
2019-05-30,360.4599914550781
2018-08-15,359.0299987792969
2018-10-18,366.5400085449219
2019-03-27,368.6400146484375
2019-01-22,368.4700012207031
2018-12-21,368.67999267578125
2019-09-03,365.5400085449219
2018-11-19,364.4599914550781
2019-08-02,360.7200012207031
2020-01-28,362.04998779296875
2020-04-16,353.489990234375
2019-11-13,355.20001220703125
2020-01-31,355.54998779296875
2018-12-04,356.2300109863281
2018-11-02,351.9100036621094
2019-07-16,350.3500061035156
2018-08-30,352.2799987792969
2018-10-01,358.42999267578125
2019-06-14,356.07000732421875
2019-05-13,355.1600036621094
2019-04-11,355.7699890136719
2019-02-06,350.6099853515625
2019-09-18,353.1300048828125
2020-02-03,352.3900146484375
2020-04-22,356.4800109863281
2019-11-19,355.1700134277344
2020-02-06,353.3999938964844
2019-11-22,356.4599914550781
2019-03-25,356.5
2019-02-21,355.3399963378906
2018-12-19,357.25
2018-07-12,353.239990234375
2018-09-14,356.5
2018-08-13,357.54998779296875
2018-10-16,352.1000061035156
2019-07-31,348.3500061035156
2019-05-28,344.4100036621094
2019-04-26,331.42999267578125
2020-04-28,314.3599853515625
2019-11-25,315.6400146484375
2020-02-12,311.3999938964844
2020-05-01,290.0
2020-05-04,281.05999755859375
2019-06-12,278.8500061035156
2019-04-09,275.489990234375
2019-03-08,278.6400146484375
2019-02-04,270.25
2018-07-27,274.6099853515625
2018-08-28,274.9599914550781
