Dates,AMZN
2020-01-02,4029000.0
2020-01-03,3764400.0
2020-01-08,4061800.0
2020-01-06,4044900.0
2020-01-07,3508000.0
2020-01-09,3167300.0
2020-01-10,2853700.0
2020-01-13,2780800.0
2020-01-14,3440900.0
2020-01-15,2892700.0
2020-01-16,2659500.0
2020-01-27,3997300.0
2020-02-20,3707800.0
2020-02-12,3216300.0
2020-04-16,2484600.0
2020-02-04,3766200.0
2020-05-28,3528500.0
2020-07-08,2808000.0
2020-06-19,2088000.0
2020-05-12,6327400.0
2020-06-22,15567300.0
2020-06-03,5899100.0
2020-05-15,5289300.0
2020-03-06,4376200.0
2020-02-27,3183000.0
2020-04-15,5095300.0
2020-02-03,5056200.0
2020-02-11,5746000.0
2020-02-19,3334300.0
2020-04-07,3031800.0
2020-03-30,2606200.0
2020-04-23,2945600.0
2020-05-01,2561200.0
2020-07-14,3131300.0
2020-06-25,4646300.0
2020-06-16,6547000.0
2020-05-18,6219100.0
2020-06-09,5224600.0
2020-05-21,8112100.0
2020-01-17,9493800.0
2020-03-13,6761700.0
2020-03-05,7534500.0
2020-02-26,4772900.0
2020-02-18,4748200.0
2020-04-22,5273600.0
2020-02-10,7813200.0
2020-04-14,7133300.0
2020-04-06,5624800.0
2020-04-30,11346200.0
2020-06-12,8809700.0
2020-06-15,8917300.0
2020-05-27,10917100.0
2020-05-08,9645200.0
2020-07-07,10399900.0
2020-03-31,9817900.0
2020-06-18,7808500.0
2020-04-13,7147100.0
2020-03-20,6479100.0
2020-03-12,6221300.0
2020-01-24,5387900.0
2020-03-04,6126100.0
2020-02-25,5123600.0
2020-04-21,4121900.0
2020-04-29,4336000.0
2020-05-07,3609900.0
2020-05-11,5773200.0
2020-07-10,5114000.0
2020-06-02,3977300.0
2020-05-14,4655600.0
2020-07-13,6716700.0
2020-06-24,8087200.0
2020-06-05,6866600.0
2020-02-28,12038200.0
2020-01-23,7930000.0
2020-04-20,5770700.0
2020-02-24,7476700.0
2020-01-31,4218300.0
2020-03-19,5066600.0
2020-03-27,3831800.0
2020-03-11,5645600.0
2020-03-03,5269400.0
2020-04-28,4591600.0
2020-05-06,9415000.0
2020-06-08,9772600.0
2020-05-20,4865900.0
2020-07-01,3242500.0
2020-06-30,3117800.0
2020-06-11,3396400.0
2020-03-10,3211200.0
2020-03-02,3253700.0
2020-01-22,3074900.0
2020-01-30,4782900.0
2020-02-07,3648100.0
2020-04-03,4235000.0
2020-03-26,4366600.0
2020-03-18,4320500.0
2020-04-27,3998100.0
2020-05-05,5114400.0
2020-05-26,2867100.0
2020-07-06,3568200.0
2020-06-17,5056900.0
2020-05-29,3190200.0
2020-07-09,3529300.0
2020-06-01,2928900.0
2020-01-21,2529900.0
2020-01-29,2671000.0
2020-03-25,2948700.0
2020-03-17,3306400.0
2020-03-09,3970700.0
2020-02-14,5176000.0
2020-02-06,4946000.0
2020-04-02,5800100.0
2020-05-04,5429600.0
2020-04-24,3865100.0
2020-05-13,3585600.0
2020-06-23,2951100.0
2020-06-04,2487800.0
2020-07-15,5777000.0
2020-04-08,3208800.0
2020-06-26,4231700.0
2020-05-19,4526600.0
2020-04-09,2968700.0
2020-04-01,6500800.0
2020-03-24,4223400.0
2020-03-16,3769700.0
2020-01-28,6363400.0
2020-02-05,6593400.0
2020-02-13,6880600.0
2020-02-21,5257500.0
2020-04-17,5037600.0
2020-03-23,6388700.0
2020-06-29,5486000.0
2020-06-10,7720400.0
2020-05-22,7231900.0
2020-07-02,5771900.0
