Dates,AMZN
2020-01-02,1864.1500244140625
2020-01-03,1864.5
2020-01-08,1860.0
2020-01-06,1892.0400390625
2020-01-07,1886.43994140625
2020-01-09,1895.800048828125
2020-01-10,1880.0
2020-01-13,1880.800048828125
2020-01-14,1858.550048828125
2020-01-15,1855.0899658203125
2020-01-16,1866.02001953125
2020-01-27,1857.25
2020-02-20,1860.0
2020-02-12,1883.3399658203125
2020-04-16,1872.760009765625
2020-02-04,1847.43994140625
2020-05-28,1815.3399658203125
2020-07-08,1830.02001953125
2020-06-19,1855.02001953125
2020-05-12,1850.6099853515625
2020-06-22,2002.27001953125
2020-06-03,2000.25
2020-05-15,2015.3699951171875
2020-03-06,2032.0
2020-02-27,2024.800048828125
2020-04-15,2038.0999755859375
2020-02-03,2084.9599609375
2020-02-11,2136.0
2020-02-19,2155.2900390625
2020-04-07,2142.0
2020-03-30,2125.889892578125
2020-04-23,2124.110107421875
2020-05-01,2161.1201171875
2020-07-14,2127.449951171875
2020-06-25,2088.0
2020-06-16,1987.969970703125
2020-05-18,1958.4200439453125
2020-06-09,1960.449951171875
2020-05-21,1882.760009765625
2020-01-17,1811.1300048828125
2020-03-13,1870.0
2020-03-05,1888.0899658203125
2020-02-26,1922.0
2020-02-18,1910.0
2020-04-22,1869.5
2020-02-10,1761.2900390625
2020-04-14,1818.1700439453125
2020-04-06,1801.5
2020-04-30,1675.0
2020-06-12,1680.6199951171875
2020-06-15,1626.030029296875
2020-05-27,1689.239990234375
2020-05-08,1745.0
2020-07-07,1832.6500244140625
2020-03-31,1820.72998046875
2020-06-18,1812.0
2020-04-13,1900.3399658203125
2020-03-20,1885.780029296875
2020-03-12,1889.2900390625
2020-01-24,1899.9200439453125
2020-03-04,1912.3399658203125
2020-02-25,1944.010009765625
2020-04-21,1893.0
2020-04-29,1890.0
2020-05-07,1889.1500244140625
2020-05-11,1930.02001953125
2020-07-10,1997.6199951171875
2020-06-02,2011.1500244140625
2020-05-14,2017.6600341796875
2020-07-13,2038.0
2020-06-24,2186.2099609375
2020-06-05,2245.0
2020-02-28,2335.0
2020-01-23,2316.02001953125
2020-04-20,2386.050048828125
2020-02-24,2279.659912109375
2020-01-31,2351.0
2020-03-19,2382.080078125
2020-03-27,2382.0
2020-03-11,2363.0
2020-03-03,2306.0
2020-04-28,2310.0
2020-05-06,2396.010009765625
2020-06-08,2258.18994140625
2020-05-20,2256.3798828125
2020-07-01,2307.1298828125
2020-06-30,2320.0
2020-06-11,2343.110107421875
2020-03-10,2357.0
2020-03-02,2372.110107421875
2020-01-22,2355.0
2020-01-30,2337.800048828125
2020-02-07,2353.2099609375
2020-04-03,2356.3701171875
2020-03-26,2384.010009765625
2020-03-18,2428.969970703125
2020-04-27,2467.27001953125
2020-05-05,2442.5400390625
2020-05-26,2430.1298828125
2020-07-06,2414.06005859375
2020-06-17,2330.0
2020-05-29,2378.22998046875
2020-07-09,2398.199951171875
2020-06-01,2444.169921875
2020-01-21,2445.31005859375
2020-01-29,2461.169921875
2020-03-25,2450.010009765625
2020-03-17,2437.1298828125
2020-03-09,2487.340087890625
2020-02-14,2525.0
2020-02-06,2626.260009765625
2020-04-02,2536.22998046875
2020-05-04,2503.35009765625
2020-04-24,2508.0
2020-05-13,2576.0
2020-06-23,2631.820068359375
2020-06-04,2636.110107421875
2020-07-15,2659.0
2020-04-08,2669.0
2020-06-26,2718.0400390625
2020-05-19,2721.0
2020-04-09,2712.139892578125
2020-04-01,2688.0
2020-03-24,2630.080078125
2020-03-16,2675.030029296875
2020-01-28,2754.0
2020-02-05,2871.10009765625
2020-02-13,2930.0
2020-02-21,2990.0
2020-04-17,3012.429931640625
2020-03-23,3074.0
2020-06-29,3135.699951171875
2020-06-10,3068.389892578125
2020-05-22,2950.0
2020-07-02,2973.179931640625
