Dates,CPB
2018-06-20,37.220001220703125
2018-06-21,37.86000061035156
2018-06-25,38.63999938964844
2018-06-22,42.880001068115234
2018-06-26,42.29999923706055
2018-06-27,41.25
2018-06-28,41.06999969482422
2018-06-29,40.900001525878906
2018-07-02,41.0
2018-07-03,42.130001068115234
2018-07-05,41.52000045776367
2018-07-16,42.18000030517578
2018-09-18,41.9900016784668
2019-01-24,41.560001373291016
2019-09-05,42.540000915527344
2018-11-21,42.2400016784668
2020-01-13,41.45000076293945
2020-04-01,41.06999969482422
2020-06-19,41.43000030517578
2019-10-29,40.93000030517578
2020-01-16,41.08000183105469
2020-06-22,41.04999923706055
2018-10-03,40.97999954223633
2018-07-31,40.459999084472656
2019-03-12,40.31999969482422
2019-02-08,41.36000061035156
2019-01-07,41.40999984741211
2018-12-06,41.06999969482422
2019-08-19,41.349998474121094
2019-07-18,41.9900016784668
2019-05-15,41.869998931884766
2019-09-20,43.97999954223633
2019-11-01,43.2599983215332
2020-04-07,42.70000076293945
2020-06-25,42.38999938964844
2020-06-16,43.08000183105469
2019-11-04,41.849998474121094
2020-01-22,41.54999923706055
2019-11-07,42.06999969482422
2020-04-13,42.43000030517578
2019-07-01,42.810001373291016
2019-05-30,42.2400016784668
2018-08-15,42.54999923706055
2018-10-18,42.34000015258789
2019-03-27,41.779998779296875
2019-01-22,40.90999984741211
2018-12-21,40.93000030517578
2019-09-03,41.02000045776367
2018-11-19,40.29999923706055
2019-08-02,40.20000076293945
2020-01-28,40.13999938964844
2020-04-16,39.810001373291016
2019-11-13,39.88999938964844
2020-01-31,40.45000076293945
2018-12-04,40.220001220703125
2018-11-02,40.45000076293945
2019-07-16,40.93000030517578
2018-08-30,40.7599983215332
2018-10-01,40.380001068115234
2019-06-14,41.209999084472656
2019-05-13,41.33000183105469
2019-04-11,41.189998626708984
2019-02-06,40.650001525878906
2019-09-18,40.27000045776367
2020-02-03,40.540000915527344
2020-04-22,40.459999084472656
2019-11-19,40.52000045776367
2020-02-06,39.97999954223633
2019-11-22,39.43000030517578
2019-03-25,38.43000030517578
2019-02-21,36.7599983215332
2018-12-19,37.220001220703125
2018-07-12,36.880001068115234
2018-09-14,37.18000030517578
2018-08-13,37.25
2018-10-16,37.380001068115234
2019-07-31,38.59000015258789
2019-05-28,38.31999969482422
2019-04-26,38.4900016784668
2020-04-28,37.75
2019-11-25,37.2599983215332
2020-02-12,38.16999816894531
