Dates,CPB
2018-06-20,37.040000915527344
2018-06-21,37.119998931884766
2018-06-25,37.52000045776367
2018-06-22,40.560001373291016
2018-06-26,41.599998474121094
2018-06-27,41.22999954223633
2018-06-28,40.119998931884766
2018-06-29,40.900001525878906
2018-07-02,40.540000915527344
2018-07-03,41.54999923706055
2018-07-05,41.11000061035156
2018-07-16,41.54999923706055
2018-09-18,41.97999954223633
2019-01-24,41.13999938964844
2019-09-05,41.70000076293945
2018-11-21,42.0
2020-01-13,41.2400016784668
2020-04-01,41.040000915527344
2020-06-19,40.599998474121094
2019-10-29,40.91999816894531
2020-01-16,40.099998474121094
2020-06-22,40.93000030517578
2018-10-03,40.5099983215332
2018-07-31,40.04999923706055
2019-03-12,40.0
2019-02-08,40.540000915527344
2019-01-07,40.84000015258789
2018-12-06,40.689998626708984
2019-08-19,41.099998474121094
2019-07-18,41.68000030517578
2019-05-15,41.36000061035156
2019-09-20,42.439998626708984
2019-11-01,42.75
2020-04-07,42.560001373291016
2020-06-25,41.77000045776367
2020-06-16,41.97999954223633
2019-11-04,41.33000183105469
2020-01-22,41.349998474121094
2019-11-07,41.470001220703125
2020-04-13,41.75
2019-07-01,42.33000183105469
2019-05-30,41.16999816894531
2018-08-15,42.16999816894531
2018-10-18,42.11000061035156
2019-03-27,41.779998779296875
2019-01-22,40.779998779296875
2018-12-21,40.56999969482422
2019-09-03,40.75
2018-11-19,39.9900016784668
2019-08-02,40.0
2020-01-28,38.33000183105469
2020-04-16,39.18000030517578
2019-11-13,39.40999984741211
2020-01-31,39.47999954223633
2018-12-04,39.77000045776367
2018-11-02,40.189998626708984
2019-07-16,40.25
2018-08-30,40.58000183105469
2018-10-01,40.189998626708984
2019-06-14,40.47999954223633
2019-05-13,41.029998779296875
2019-04-11,41.13999938964844
2019-02-06,40.650001525878906
2019-09-18,40.04999923706055
2020-02-03,40.13999938964844
2020-04-22,40.040000915527344
2019-11-19,39.9900016784668
2020-02-06,39.779998779296875
2019-11-22,39.040000915527344
2019-03-25,38.20000076293945
2019-02-21,36.7599983215332
2018-12-19,36.81999969482422
2018-07-12,36.459999084472656
2018-09-14,36.84000015258789
2018-08-13,36.970001220703125
2018-10-16,37.029998779296875
2019-07-31,37.22999954223633
2019-05-28,38.18000030517578
2019-04-26,37.720001220703125
2020-04-28,37.63999938964844
2019-11-25,37.09000015258789
2020-02-12,36.880001068115234
2020-05-01,37.72999954223633
2020-05-04,37.790000915527344
2019-06-12,36.29999923706055
2019-04-09,36.9900016784668
2019-03-08,37.84000015258789
2019-02-04,37.77000045776367
2018-07-27,37.97999954223633
2018-08-28,38.290000915527344
2019-01-03,37.900001525878906
2019-08-15,36.91999816894531
2018-10-31,37.86000061035156
2019-09-16,37.66999816894531
2020-02-18,37.5099983215332
2020-05-07,37.849998474121094
2018-08-17,36.83000183105469
2019-12-04,37.630001068115234
2020-02-21,38.5
2018-12-17,38.369998931884766
2019-08-30,38.369998931884766
2018-11-15,38.86000061035156
2019-07-29,39.09000015258789
2019-06-27,39.2599983215332
2019-04-24,38.9900016784668
2018-07-10,39.0099983215332
2018-09-12,38.689998626708984
2019-02-19,39.790000915527344
2019-01-18,40.43000030517578
2020-02-24,39.619998931884766
2020-05-13,40.529998779296875
2019-12-10,39.04999923706055
2020-02-27,39.5
2019-12-13,39.41999816894531
2020-05-19,39.47999954223633
2019-03-06,39.189998626708984
2018-11-30,38.95000076293945
2019-08-13,38.720001220703125
2019-07-12,38.099998474121094
2019-06-10,37.900001525878906
2019-05-09,37.77000045776367
2018-07-25,38.79999923706055
2018-09-27,38.720001220703125
2018-10-29,39.25
2019-10-16,39.099998474121094
2019-12-16,38.869998931884766
2020-03-04,38.880001068115234
2020-05-22,38.43000030517578
2019-10-01,37.709999084472656
2019-12-19,35.689998626708984
2018-09-10,33.61000061035156
2019-05-24,34.13999938964844
2018-08-09,33.599998474121094
2019-04-22,33.459999084472656
2019-03-21,32.7599983215332
2019-01-16,32.220001220703125
2019-08-28,32.619998931884766
2018-11-13,32.72999954223633
2018-10-12,33.34000015258789
2019-06-25,33.58000183105469
2020-03-10,33.959999084472656
2020-05-28,34.56999969482422
2019-10-07,34.849998474121094
2020-03-13,34.939998626708984
2019-10-10,35.36000061035156
2020-03-16,35.310001373291016
2020-06-03,35.650001525878906
2018-11-28,35.29999923706055
2018-09-25,35.45000076293945
2018-07-23,34.810001373291016
2018-08-24,34.86000061035156
2019-07-10,34.16999816894531
2019-05-07,34.599998474121094
2019-04-05,34.47999954223633
2019-03-04,34.91999816894531
2019-01-31,35.560001373291016
2019-09-12,35.02000045776367
2019-12-31,35.0099983215332
2020-03-19,35.0
2020-01-03,33.68000030517578
2020-06-09,34.060001373291016
2019-02-15,34.349998474121094
2019-01-14,34.220001220703125
2018-07-06,34.61000061035156
2018-08-07,34.5
2018-10-10,34.72999954223633
2018-12-13,34.83000183105469
2019-08-26,34.97999954223633
2019-07-25,35.15999984741211
2019-05-22,33.77000045776367
2019-03-19,32.959999084472656
2020-01-06,32.849998474121094
2020-03-25,34.04999923706055
2020-06-12,36.209999084472656
2019-10-22,36.0
2020-01-09,36.380001068115234
2020-06-15,36.0
2019-10-25,36.099998474121094
2020-03-31,36.15999984741211
2020-06-18,35.97999954223633
2019-04-03,35.93000030517578
2018-08-22,35.91999816894531
2018-10-25,35.099998474121094
2019-01-29,35.369998931884766
2018-12-28,35.63999938964844
2018-11-26,36.060001373291016
2019-08-09,36.52000045776367
2019-07-08,36.38999938964844
2019-06-06,36.52000045776367
2019-09-10,37.7400016784668
2020-01-15,38.20000076293945
2020-04-03,38.38999938964844
2019-10-31,38.369998931884766
2020-04-06,38.02000045776367
2020-06-24,38.33000183105469
2018-11-09,38.040000915527344
2019-07-23,37.90999984741211
2019-06-21,37.619998931884766
2019-05-20,37.36000061035156
2019-04-18,37.52000045776367
2018-09-06,38.189998626708984
2018-10-08,38.459999084472656
2019-02-13,39.189998626708984
2018-12-11,39.2599983215332
2019-09-25,39.540000915527344
2020-01-21,39.540000915527344
2020-04-09,39.84000015258789
2019-11-06,39.59000015258789
2020-01-24,39.209999084472656
2020-01-27,39.41999816894531
2020-04-15,39.27000045776367
2018-12-26,39.040000915527344
2019-08-07,38.869998931884766
2019-06-04,38.2400016784668
2018-09-21,38.630001068115234
2018-07-19,38.36000061035156
2018-08-20,38.7400016784668
2018-10-23,37.93000030517578
