Dates,CPB
2018-06-20,36.5099983215332
2018-06-21,37.0
2018-06-25,37.459999084472656
2018-06-22,40.5
2018-06-26,41.20000076293945
2018-06-27,39.83000183105469
2018-06-28,40.119998931884766
2018-06-29,40.27000045776367
2018-07-02,40.22999954223633
2018-07-03,40.90999984741211
2018-07-05,40.61000061035156
2018-07-16,41.310001373291016
2018-09-18,41.25
2019-01-24,41.040000915527344
2019-09-05,41.349998474121094
2018-11-21,41.15999984741211
2020-01-13,41.0099983215332
2020-04-01,40.380001068115234
2020-06-19,40.529998779296875
2019-10-29,39.970001220703125
2020-01-16,39.849998474121094
2020-06-22,40.47999954223633
2018-10-03,40.06999969482422
2018-07-31,39.619998931884766
2019-03-12,39.68000030517578
2019-02-08,40.540000915527344
2019-01-07,40.619998931884766
2018-12-06,40.599998474121094
2019-08-19,40.34000015258789
2019-07-18,41.0
2019-05-15,41.0
2019-09-20,42.40999984741211
2019-11-01,42.470001220703125
2020-04-07,41.529998779296875
2020-06-25,41.400001525878906
2020-06-16,41.40999984741211
2019-11-04,41.099998474121094
2020-01-22,40.72999954223633
2019-11-07,41.40999984741211
2020-04-13,41.61000061035156
2019-07-01,41.97999954223633
2019-05-30,41.04999923706055
2018-08-15,41.939998626708984
2018-10-18,41.40999984741211
2019-03-27,41.02000045776367
2019-01-22,40.2599983215332
2018-12-21,40.47999954223633
2019-09-03,40.459999084472656
2018-11-19,39.290000915527344
2019-08-02,39.66999816894531
2020-01-28,38.20000076293945
2020-04-16,38.77000045776367
2019-11-13,39.36000061035156
2020-01-31,39.22999954223633
2018-12-04,39.7400016784668
2018-11-02,39.7599983215332
2019-07-16,40.25
2018-08-30,40.0099983215332
2018-10-01,39.59000015258789
2019-06-14,40.029998779296875
2019-05-13,40.7400016784668
2019-04-11,40.72999954223633
2019-02-06,39.7400016784668
2019-09-18,39.7400016784668
2020-02-03,39.88999938964844
2020-04-22,39.9900016784668
2019-11-19,39.72999954223633
2020-02-06,39.040000915527344
2019-11-22,38.83000183105469
2019-03-25,36.68000030517578
2019-02-21,35.88999938964844
2018-12-19,35.97999954223633
2018-07-12,36.220001220703125
2018-09-14,36.400001525878906
2018-08-13,36.5
2018-10-16,36.939998626708984
2019-07-31,37.22999954223633
