Dates,CPB
2018-06-20,4989800.0
2018-06-21,5634400.0
2018-06-25,6081400.0
2018-06-22,28604800.0
2018-06-26,9350200.0
2018-06-27,7389600.0
2018-06-28,4803100.0
2018-06-29,5061000.0
2018-07-02,5149800.0
2018-07-03,5876700.0
2018-07-05,3669900.0
2018-07-16,4273500.0
2018-09-18,3862200.0
2019-01-24,2483400.0
2019-09-05,4419000.0
2018-11-21,2456000.0
2020-01-13,2656500.0
2020-04-01,2541200.0
2020-06-19,2212400.0
2019-10-29,3216800.0
2020-01-16,3770400.0
2020-06-22,3011600.0
2018-10-03,2489000.0
2018-07-31,2217600.0
2019-03-12,3126900.0
2019-02-08,2682200.0
2019-01-07,3008300.0
2018-12-06,2696400.0
2019-08-19,3054200.0
2019-07-18,7630500.0
2019-05-15,6579500.0
2019-09-20,16931500.0
2019-11-01,7073400.0
2020-04-07,6484600.0
2020-06-25,5302900.0
2020-06-16,6282500.0
2019-11-04,4290200.0
2020-01-22,3271100.0
2019-11-07,1942800.0
2020-04-13,2569900.0
2019-07-01,2790800.0
2019-05-30,3481400.0
2018-08-15,2175500.0
2018-10-18,2000500.0
2019-03-27,2252000.0
2019-01-22,4812700.0
2018-12-21,1863700.0
2019-09-03,2829300.0
2018-11-19,4961700.0
2019-08-02,4915200.0
2020-01-28,7527000.0
2020-04-16,4993000.0
2019-11-13,3309900.0
2020-01-31,4529500.0
2018-12-04,2654900.0
2018-11-02,3216300.0
2019-07-16,2056900.0
2018-08-30,2261700.0
2018-10-01,3163900.0
2019-06-14,2641800.0
2019-05-13,1972300.0
2019-04-11,1739500.0
2019-02-06,2350700.0
2019-09-18,1533000.0
2020-02-03,2256700.0
2020-04-22,3421600.0
2019-11-19,1929100.0
2020-02-06,2234800.0
2019-11-22,3007500.0
2019-03-25,6408600.0
2019-02-21,6553600.0
2018-12-19,4544100.0
2018-07-12,5969800.0
2018-09-14,2395400.0
2018-08-13,4251000.0
2018-10-16,7038200.0
2019-07-31,3352400.0
2019-05-28,2188500.0
2019-04-26,3792300.0
2020-04-28,3785100.0
2019-11-25,3122700.0
