Dates,PEG
2018-06-20,53.06999969482422
2018-06-21,53.40999984741211
2018-06-25,53.54999923706055
2018-06-22,54.41999816894531
2018-06-26,54.36000061035156
2018-06-27,54.2599983215332
2018-06-28,54.47999954223633
2018-06-29,54.5
2018-07-02,54.34000015258789
2018-07-03,53.95000076293945
2018-07-05,53.540000915527344
2018-07-16,53.5099983215332
2018-09-18,53.31999969482422
2019-01-24,52.36000061035156
2019-09-05,52.68000030517578
2018-11-21,52.810001373291016
2020-01-13,52.45000076293945
2020-04-01,52.060001373291016
2020-06-19,52.15999984741211
2019-10-29,51.84000015258789
2020-01-16,52.709999084472656
2020-06-22,51.79999923706055
2018-10-03,51.61000061035156
2018-07-31,51.290000915527344
2019-03-12,51.88999938964844
2019-02-08,52.40999984741211
2019-01-07,52.08000183105469
2018-12-06,51.43000030517578
2019-08-19,51.72999954223633
2019-07-18,51.59000015258789
2019-05-15,51.209999084472656
2019-09-20,51.61000061035156
2019-11-01,51.83000183105469
2020-04-07,51.63999938964844
2020-06-25,51.47999954223633
2020-06-16,52.099998474121094
2019-11-04,52.31999969482422
2020-01-22,51.77000045776367
2019-11-07,52.16999816894531
2020-04-13,53.33000183105469
2019-07-01,53.83000183105469
2019-05-30,54.349998474121094
2018-08-15,53.97999954223633
2018-10-18,53.529998779296875
2019-03-27,52.86000061035156
2019-01-22,52.599998474121094
2018-12-21,52.83000183105469
2019-09-03,52.959999084472656
2018-11-19,52.459999084472656
2019-08-02,52.36000061035156
2020-01-28,52.779998779296875
2020-04-16,52.63999938964844
2019-11-13,52.7400016784668
2020-01-31,53.119998931884766
2018-12-04,53.290000915527344
2018-11-02,52.91999816894531
2019-07-16,52.869998931884766
2018-08-30,52.91999816894531
2018-10-01,53.439998626708984
2019-06-14,53.84000015258789
2019-05-13,53.63999938964844
2019-04-11,53.650001525878906
2019-02-06,53.5
2019-09-18,53.209999084472656
2020-02-03,52.25
2020-04-22,52.43000030517578
2019-11-19,52.34000015258789
2020-02-06,51.97999954223633
2019-11-22,51.529998779296875
2019-03-25,51.75
2019-02-21,52.810001373291016
2018-12-19,52.72999954223633
2018-07-12,53.5099983215332
2018-09-14,53.2599983215332
2018-08-13,52.5099983215332
2018-10-16,52.970001220703125
2019-07-31,53.810001373291016
2019-05-28,54.279998779296875
2019-04-26,55.36000061035156
2020-04-28,54.7599983215332
2019-11-25,53.84000015258789
2020-02-12,53.970001220703125
2020-05-01,54.02000045776367
2020-05-04,53.959999084472656
2019-06-12,53.9900016784668
2019-04-09,55.029998779296875
2019-03-08,54.95000076293945
2019-02-04,55.18000030517578
2018-07-27,56.68000030517578
2018-08-28,56.119998931884766
2019-01-03,56.38999938964844
2019-08-15,55.33000183105469
2018-10-31,55.79999923706055
2019-09-16,54.02000045776367
2020-02-18,53.45000076293945
2020-05-07,53.810001373291016
2018-08-17,53.75
2019-12-04,53.400001525878906
2020-02-21,53.189998626708984
2018-12-17,53.36000061035156
2019-08-30,53.90999984741211
2018-11-15,54.959999084472656
2019-07-29,53.79999923706055
2019-06-27,54.29999923706055
2019-04-24,54.68000030517578
2018-07-10,55.040000915527344
2018-09-12,54.58000183105469
2019-02-19,55.09000015258789
2019-01-18,53.59000015258789
2020-02-24,53.529998779296875
2020-05-13,53.5099983215332
2019-12-10,54.540000915527344
2020-02-27,54.84000015258789
2019-12-13,54.75
2020-05-19,55.939998626708984
2019-03-06,55.75
2018-11-30,56.33000183105469
2019-08-13,55.83000183105469
2019-07-12,55.77000045776367
2019-06-10,55.7400016784668
2019-05-09,56.060001373291016
2018-07-25,56.290000915527344
2018-09-27,56.189998626708984
2018-10-29,55.849998474121094
2019-10-16,55.779998779296875
2019-12-16,54.029998779296875
2020-03-04,53.630001068115234
2020-05-22,53.22999954223633
2019-10-01,53.9900016784668
2019-12-19,52.75
2018-09-10,50.7400016784668
2019-05-24,51.43000030517578
2018-08-09,51.970001220703125
2019-04-22,52.099998474121094
2019-03-21,51.79999923706055
2019-01-16,51.630001068115234
2019-08-28,51.529998779296875
2018-11-13,51.90999984741211
2018-10-12,51.790000915527344
2019-06-25,51.91999816894531
2020-03-10,52.09000015258789
2020-05-28,52.189998626708984
2019-10-07,51.529998779296875
2020-03-13,51.630001068115234
2019-10-10,51.66999816894531
2020-03-16,52.29999923706055
2020-06-03,52.34000015258789
2018-11-28,52.810001373291016
2018-09-25,53.380001068115234
2018-07-23,53.279998779296875
2018-08-24,53.34000015258789
2019-07-10,52.93000030517578
2019-05-07,52.90999984741211
2019-04-05,53.47999954223633
2019-03-04,54.68000030517578
2019-01-31,54.630001068115234
2019-09-12,55.0
2019-12-31,55.04999923706055
2020-03-19,55.099998474121094
2020-01-03,55.689998626708984
2020-06-09,55.88999938964844
2019-02-15,56.119998931884766
2019-01-14,56.2400016784668
2018-07-06,56.0099983215332
2018-08-07,56.279998779296875
2018-10-10,56.45000076293945
2018-12-13,56.290000915527344
2019-08-26,56.709999084472656
2019-07-25,56.95000076293945
2019-05-22,57.630001068115234
2019-03-19,57.56999969482422
2020-01-06,57.56999969482422
2020-03-25,58.93000030517578
2020-06-12,59.04999923706055
2019-10-22,59.349998474121094
2020-01-09,59.61000061035156
2020-06-15,59.68000030517578
2019-10-25,59.650001525878906
2020-03-31,59.220001220703125
2020-06-18,59.15999984741211
2019-04-03,59.02000045776367
2018-08-22,59.209999084472656
2018-10-25,59.59000015258789
2019-01-29,59.95000076293945
2018-12-28,59.91999816894531
2018-11-26,59.869998931884766
2019-08-09,59.59000015258789
2019-07-08,59.400001525878906
