Dates,ESS
2018-06-20,232.67999267578125
2018-06-21,233.75
2018-06-25,235.42999267578125
2018-06-22,235.67999267578125
2018-06-26,234.35000610351562
2018-06-27,235.08999633789062
2018-06-28,231.27999877929688
2018-06-29,234.7899932861328
2018-07-02,238.77000427246094
2018-07-03,235.85000610351562
2018-07-05,236.3000030517578
2018-07-16,239.1699981689453
2018-09-18,240.2100067138672
2019-01-24,238.67999267578125
2019-09-05,240.44000244140625
2018-11-21,242.86000061035156
2020-01-13,242.97999572753906
2020-04-01,238.69000244140625
2020-06-19,236.5500030517578
2019-10-29,232.5800018310547
2020-01-16,230.9199981689453
2020-06-22,231.85000610351562
2018-10-03,230.4199981689453
2018-07-31,229.6699981689453
2019-03-12,231.1999969482422
2019-02-08,233.7899932861328
2019-01-07,234.2899932861328
2018-12-06,233.08999633789062
2019-08-19,235.0
2019-07-18,239.86000061035156
2019-05-15,240.69000244140625
2019-09-20,237.3800048828125
2019-11-01,242.44000244140625
2020-04-07,243.35000610351562
2020-06-25,242.85000610351562
2020-06-16,238.8000030517578
2019-11-04,239.42999267578125
2020-01-22,236.5
2019-11-07,237.02000427246094
2020-04-13,236.75
2019-07-01,239.82000732421875
2019-05-30,240.97000122070312
2018-08-15,243.89999389648438
2018-10-18,242.4499969482422
2019-03-27,241.50999450683594
2019-01-22,241.8699951171875
2018-12-21,241.74000549316406
2019-09-03,244.50999450683594
2018-11-19,243.94000244140625
2019-08-02,247.02999877929688
2020-01-28,247.7899932861328
2020-04-16,245.38999938964844
2019-11-13,245.24000549316406
2020-01-31,242.9600067138672
2018-12-04,245.94000244140625
2018-11-02,245.82000732421875
2019-07-16,246.94000244140625
2018-08-30,248.3300018310547
2018-10-01,250.14999389648438
2019-06-14,249.2899932861328
2019-05-13,247.08999633789062
2019-04-11,246.24000549316406
2019-02-06,245.63999938964844
2019-09-18,246.1300048828125
2020-02-03,244.2100067138672
2020-04-22,245.05999755859375
2019-11-19,246.6199951171875
2020-02-06,241.25
2019-11-22,243.13999938964844
2019-03-25,238.6300048828125
2019-02-21,241.74000549316406
2018-12-19,246.77999877929688
2018-07-12,245.8699951171875
2018-09-14,245.3000030517578
2018-08-13,242.77999877929688
2018-10-16,243.60000610351562
2019-07-31,244.05999755859375
2019-05-28,247.97000122070312
2019-04-26,249.5500030517578
2020-04-28,247.8000030517578
2019-11-25,240.8300018310547
2020-02-12,238.44000244140625
2020-05-01,241.7899932861328
2020-05-04,243.92999267578125
2019-06-12,242.7100067138672
2019-04-09,244.30999755859375
2019-03-08,245.25
2019-02-04,241.3800048828125
2018-07-27,244.86000061035156
2018-08-28,251.9499969482422
2019-01-03,254.27999877929688
2019-08-15,250.3300018310547
2018-10-31,257.2799987792969
2019-09-16,256.30999755859375
2020-02-18,251.5
2020-05-07,251.74000549316406
2018-08-17,248.75
2019-12-04,249.25999450683594
2020-02-21,254.0
2018-12-17,253.85000610351562
2019-08-30,253.6300048828125
2018-11-15,254.02999877929688
2019-07-29,254.83999633789062
2019-06-27,256.05999755859375
2019-04-24,251.86000061035156
2018-07-10,250.88999938964844
2018-09-12,256.1099853515625
2019-02-19,257.7799987792969
2019-01-18,258.05999755859375
2020-02-24,258.1000061035156
2020-05-13,257.760009765625
2019-12-10,256.739990234375
2020-02-27,258.0199890136719
2019-12-13,259.8599853515625
2020-05-19,261.79998779296875
2019-03-06,262.6700134277344
2018-11-30,262.70001220703125
2019-08-13,259.3500061035156
2019-07-12,265.8800048828125
2019-06-10,263.9100036621094
2019-05-09,264.6400146484375
2018-07-25,264.739990234375
2018-09-27,258.44000244140625
2018-10-29,261.3900146484375
2019-10-16,263.54998779296875
2019-12-16,255.6199951171875
2020-03-04,258.010009765625
2020-05-22,256.4599914550781
2019-10-01,254.58999633789062
2019-12-19,251.9600067138672
2018-09-10,240.17999267578125
2019-05-24,243.75999450683594
2018-08-09,248.49000549316406
2019-04-22,244.6999969482422
2019-03-21,243.35000610351562
2019-01-16,236.05999755859375
2019-08-28,238.9199981689453
2018-11-13,239.2899932861328
2018-10-12,240.14999389648438
2019-06-25,244.89999389648438
2020-03-10,244.8699951171875
2020-05-28,248.7100067138672
2019-10-07,248.82000732421875
2020-03-13,249.1300048828125
2019-10-10,252.22999572753906
2020-03-16,255.7100067138672
2020-06-03,259.54998779296875
2018-11-28,260.2200012207031
2018-09-25,261.0799865722656
2018-07-23,261.5299987792969
2018-08-24,261.8599853515625
2019-07-10,261.8999938964844
2019-05-07,266.8299865722656
2019-04-05,267.8800048828125
2019-03-04,269.95001220703125
2019-01-31,271.30999755859375
2019-09-12,269.3299865722656
2019-12-31,274.67999267578125
2020-03-19,277.25
2020-01-03,272.760009765625
2020-06-09,275.989990234375
2019-02-15,278.0
2019-01-14,278.45001220703125
2018-07-06,275.6300048828125
2018-08-07,278.4100036621094
2018-10-10,279.2699890136719
2018-12-13,278.7799987792969
2019-08-26,280.0299987792969
2019-07-25,275.7799987792969
2019-05-22,280.7900085449219
2019-03-19,282.6199951171875
2020-01-06,279.989990234375
2020-03-25,279.1199951171875
2020-06-12,280.0299987792969
2019-10-22,280.25
2020-01-09,280.1400146484375
2020-06-15,281.8699951171875
2019-10-25,282.07000732421875
2020-03-31,281.7900085449219
2020-06-18,281.510009765625
2019-04-03,284.7900085449219
2018-08-22,286.1499938964844
2018-10-25,287.5899963378906
2019-01-29,289.3800048828125
2018-12-28,290.1000061035156
2018-11-26,290.1000061035156
2019-08-09,286.1499938964844
2019-07-08,285.7300109863281
2019-06-06,285.0400085449219
2019-09-10,290.2900085449219
2020-01-15,289.6199951171875
2020-04-03,289.0899963378906
2019-10-31,292.8599853515625
2020-04-06,289.5799865722656
2020-06-24,290.3900146484375
2018-11-09,288.8399963378906
2019-07-23,288.3900146484375
2019-06-21,291.3599853515625
2019-05-20,290.67999267578125
2019-04-18,288.3599853515625
2018-09-06,289.3999938964844
2018-10-08,287.6300048828125
2019-02-13,288.19000244140625
2018-12-11,289.1400146484375
2019-09-25,289.0299987792969
2020-01-21,290.5899963378906
2020-04-09,288.07000732421875
2019-11-06,279.3299865722656
2020-01-24,274.7900085449219
2020-01-27,277.3599853515625
2020-04-15,275.8599853515625
2018-12-26,278.6400146484375
2019-08-07,278.57000732421875
2019-06-04,279.989990234375
2018-09-21,281.9200134277344
2018-07-19,277.6000061035156
2018-08-20,282.1300048828125
2018-10-23,283.8399963378906
2019-05-03,283.92999267578125
2019-04-01,284.55999755859375
2019-02-28,283.5199890136719
2019-11-12,279.80999755859375
2020-01-30,278.0799865722656
