Dates,ESS
2018-06-20,218.2239532470703
2018-06-21,219.2425537109375
2018-06-25,219.96212768554688
2018-06-22,219.08370971679688
2018-06-26,219.2425537109375
2018-06-27,217.76605224609375
2018-06-28,221.9297637939453
2018-06-29,225.2079620361328
2018-07-02,222.52322387695312
2018-07-03,222.52322387695312
2018-07-05,224.8594207763672
2018-07-16,226.10289001464844
2018-09-18,224.84059143066406
2019-01-24,226.6680908203125
2019-09-05,228.542724609375
2018-11-21,228.6180877685547
2020-01-13,225.72607421875
2020-04-01,222.4478759765625
2020-06-19,219.24502563476562
2019-10-29,218.1522674560547
2020-01-16,219.05657958984375
2020-06-22,216.05157470703125
2018-10-03,216.33416748046875
2018-07-31,216.40011596679688
2019-03-12,219.24502563476562
2019-02-08,219.96092224121094
2019-01-07,219.76309204101562
2018-12-06,220.24356079101562
2019-08-19,226.50794982910156
2019-07-18,226.9224395751953
2019-05-15,220.60150146484375
2019-09-20,228.3542938232422
2019-11-01,228.69345092773438
2020-04-07,229.20216369628906
2020-06-25,225.37754821777344
2020-06-16,225.6507110595703
2019-11-04,222.9000244140625
2020-01-22,222.43844604492188
2019-11-07,223.06961059570312
2020-04-13,225.8014373779297
2019-07-01,227.01666259765625
2019-05-30,229.2303924560547
2018-08-15,228.9101104736328
2018-10-18,227.24273681640625
2019-03-27,227.67605590820312
2019-01-22,228.1282196044922
2018-12-21,229.98399353027344
2019-09-03,230.21009826660156
2018-11-19,232.4803466796875
2019-08-02,232.9513397216797
2020-01-28,231.0673065185547
2020-04-16,231.9999237060547
2019-11-13,229.74847412109375
2020-01-31,230.9542694091797
2018-12-04,232.02818298339844
2018-11-02,231.86801147460938
2019-07-16,234.84481811523438
2018-08-30,235.7303009033203
2018-10-01,233.6201934814453
2019-06-14,233.8839569091797
2019-05-13,232.02818298339844
2019-04-11,231.97166442871094
2019-02-06,231.18035888671875
2019-09-18,229.75791931152344
2020-02-03,231.13327026367188
2020-04-22,232.9042510986328
2019-11-19,226.8094024658203
2020-02-06,229.04197692871094
2019-11-22,226.1782684326172
2019-03-25,229.6434326171875
2019-02-21,234.21942138671875
2018-12-19,233.07066345214844
2018-07-12,233.09918212890625
2018-09-14,231.87448120117188
2018-08-13,230.89662170410156
2018-10-16,231.36181640625
2019-07-31,235.47259521484375
2019-05-28,237.67514038085938
2019-04-26,234.3903045654297
2020-04-28,227.55484008789062
2019-11-25,226.5390167236328
2020-02-12,228.4187774658203
2020-05-01,232.3206787109375
2020-05-04,230.50738525390625
2019-06-12,231.77952575683594
2019-04-09,233.20359802246094
2019-03-08,230.18458557128906
2019-02-04,231.9694061279297
2018-07-27,239.0707244873047
2018-08-28,241.52957153320312
2019-01-03,235.358642578125
2019-08-15,243.5612335205078
2018-10-31,242.6973114013672
2019-09-16,238.08335876464844
