Dates,ESS
2018-08-08,308.3900146484375
2018-10-11,308.1700134277344
2018-11-12,303.989990234375
2019-07-26,303.5
2019-06-24,303.9700012207031
2019-05-23,307.8399963378906
2019-03-20,309.0199890136719
2019-01-15,309.989990234375
2019-11-20,309.0199890136719
2020-02-07,310.05999755859375
2020-02-10,313.7900085449219
2020-04-29,314.79998779296875
2019-11-26,316.5799865722656
2020-02-13,316.05999755859375
2019-01-30,318.6099853515625
2018-08-23,322.6700134277344
2018-09-24,319.6400146484375
2018-11-27,320.6700134277344
2018-10-26,319.70001220703125
2019-07-09,325.989990234375
2019-06-07,324.9200134277344
2019-05-06,317.1400146484375
2019-04-04,316.8599853515625
2019-09-11,296.69000244140625
2019-11-29,278.20001220703125
2020-05-05,283.6700134277344
2019-12-02,289.1700134277344
2020-02-19,295.2699890136719
2020-05-08,292.989990234375
2019-05-21,284.42999267578125
2019-03-18,275.20001220703125
2018-09-07,280.010009765625
2018-08-06,274.5299987792969
2018-10-09,250.24000549316406
2019-02-14,258.7699890136719
2018-12-12,223.1300048828125
2019-07-24,219.75
2019-09-26,201.25
2019-10-28,201.1699981689453
2019-12-05,192.22000122070312
2020-05-11,175.80999755859375
2019-07-03,177.77000427246094
2020-02-25,183.77000427246094
2020-05-14,198.0
2020-02-28,209.41000366210938
2019-08-08,211.88999938964844
2019-06-05,211.61000061035156
2018-07-20,190.89999389648438
2018-08-21,189.33999633789062
2018-10-24,188.52999877929688
2019-04-02,201.1999969482422
2019-03-01,213.3000030517578
2019-01-28,212.94000244140625
2018-12-27,237.9600067138672
2019-09-09,236.0500030517578
2020-03-02,243.94000244140625
2020-05-20,239.1199951171875
2019-12-17,240.05999755859375
2020-03-05,250.75999450683594
2019-02-12,241.69000244140625
2019-01-11,234.1699981689453
2018-12-10,240.8699951171875
2019-08-23,238.1300048828125
2018-11-08,235.52000427246094
2019-07-22,242.44000244140625
2019-06-20,244.0500030517578
2018-09-05,247.02000427246094
2019-04-17,239.39999389648438
2019-09-24,234.02000427246094
2019-12-20,231.02000427246094
2020-05-26,243.02999877929688
2019-04-30,241.27999877929688
2019-12-23,237.77000427246094
2020-03-11,245.44000244140625
2020-05-29,239.4199981689453
2019-12-26,227.89999389648438
2020-06-01,225.00999450683594
2019-05-02,219.16000366210938
2019-02-27,218.52999877929688
2018-11-23,235.60000610351562
2019-08-06,230.8300018310547
2018-07-18,230.89999389648438
2018-09-20,233.0500030517578
2018-10-22,232.8300018310547
2019-07-05,243.32000732421875
2019-06-03,244.72000122070312
2019-10-09,243.42999267578125
2019-10-11,242.0
2020-03-17,241.41000366210938
2020-06-04,246.27000427246094
2019-10-14,249.42999267578125
2020-03-20,243.49000549316406
2018-11-06,259.0299987792969
2019-06-18,266.44000244140625
2019-05-17,266.25
2019-04-15,258.4599914550781
2019-03-14,243.74000549316406
2019-01-09,239.1199951171875
2018-08-02,240.0399932861328
2018-10-05,248.9499969482422
2019-08-21,242.77999877929688
2019-10-17,238.1199951171875
2020-03-23,233.39999389648438
2020-06-10,229.1300048828125
2019-02-25,230.6999969482422
2020-01-07,224.1999969482422
2020-03-26,224.7100067138672
2019-10-23,224.0
