Dates,ESS
2019-02-22,330.79998779296875
2019-10-04,330.0
2019-11-05,329.6000061035156
2019-12-27,328.0799865722656
2020-06-02,327.4200134277344
2019-12-30,328.8699951171875
2020-03-18,328.8900146484375
2020-06-05,331.6199951171875
2019-07-15,330.5899963378906
2018-12-03,328.1000061035156
2019-06-13,327.4100036621094
2019-01-04,326.9100036621094
2018-08-29,331.1000061035156
2019-02-05,331.45001220703125
2018-11-01,330.92999267578125
2019-08-16,330.7699890136719
2019-04-10,333.32000732421875
2019-09-17,333.29998779296875
2019-10-15,331.3900146484375
2020-01-02,327.8900146484375
2020-06-08,328.989990234375
2019-10-18,329.6600036621094
2020-03-24,330.54998779296875
2020-06-11,331.6600036621094
2020-01-08,332.6300048828125
2019-04-25,334.1700134277344
2019-07-30,333.9200134277344
2019-02-20,328.5
2018-07-11,327.07000732421875
2018-09-13,324.260009765625
2018-10-15,325.6000061035156
2019-06-28,327.8299865722656
2018-12-18,330.5199890136719
2018-11-16,329.8699951171875
2019-10-02,324.3599853515625
2020-03-27,320.6000061035156
2020-01-10,321.3500061035156
2019-10-24,316.8299865722656
2020-03-30,317.2699890136719
2020-06-17,317.1000061035156
2020-01-14,316.07000732421875
2020-04-02,314.989990234375
2019-01-02,316.3999938964844
2019-08-14,319.0199890136719
2018-10-30,324.1499938964844
2019-06-11,323.6300048828125
2019-05-10,323.9800109863281
2019-04-08,318.8399963378906
2018-08-27,316.05999755859375
2018-07-26,313.5400085449219
2018-09-28,313.95001220703125
2019-03-07,313.2799987792969
2019-10-30,314.55999755859375
2020-01-17,311.8699951171875
2020-06-23,307.67999267578125
2020-04-08,312.9800109863281
2020-06-26,312.2799987792969
2019-03-22,313.2300109863281
2019-01-17,312.20001220703125
2019-08-29,313.42999267578125
2018-11-14,310.5799865722656
2019-06-26,306.2799987792969
2018-09-11,302.29998779296875
2018-07-09,301.70001220703125
2018-08-10,301.989990234375
2019-04-23,298.29998779296875
2019-09-30,298.739990234375
2020-01-23,300.0799865722656
2019-11-08,299.010009765625
2020-04-14,299.19000244140625
2019-11-11,300.45001220703125
2020-01-29,301.010009765625
2020-04-17,300.8500061035156
2018-07-24,300.8599853515625
2018-09-26,303.30999755859375
2019-05-08,301.5899963378906
2019-03-05,301.94000244140625
2019-02-01,299.69000244140625
2018-12-31,299.5899963378906
2018-11-29,299.80999755859375
2019-08-12,303.2799987792969
2019-07-11,306.0799865722656
2019-09-13,305.0
2019-11-14,305.3399963378906
2020-04-20,306.25
2020-02-04,308.92999267578125
2020-04-23,312.6099853515625
2018-12-14,314.3299865722656
2019-08-27,313.5
2018-08-08,313.3500061035156
2018-10-11,312.0400085449219
2018-11-12,310.3599853515625
2019-07-26,309.3999938964844
2019-06-24,314.67999267578125
2019-05-23,313.69000244140625
2019-03-20,313.4100036621094
2019-01-15,321.29998779296875
2019-11-20,313.6400146484375
2020-02-07,315.82000732421875
2020-02-10,316.3599853515625
2020-04-29,317.6400146484375
2019-11-26,320.1700134277344
2020-02-13,320.4200134277344
2019-01-30,322.05999755859375
2018-08-23,325.4100036621094
2018-09-24,325.94000244140625
2018-11-27,323.6099853515625
2018-10-26,326.7300109863281
2019-07-09,329.739990234375
2019-06-07,329.69000244140625
2019-05-06,326.5899963378906
2019-04-04,322.1199951171875
2019-09-11,315.7699890136719
2019-11-29,292.7099914550781
2020-05-05,293.9200134277344
2019-12-02,301.1300048828125
2020-02-19,303.2200012207031
2020-05-08,302.30999755859375
2019-05-21,295.6400146484375
2019-03-18,286.7699890136719
2018-09-07,294.42999267578125
2018-08-06,286.6499938964844
2018-10-09,281.9800109863281
2019-02-14,277.0199890136719
2018-12-12,257.19000244140625
2019-07-24,238.9199981689453
2019-09-26,232.9199981689453
2019-10-28,214.85000610351562
2019-12-05,214.8800048828125
2020-05-11,194.60000610351562
2019-07-03,193.42999267578125
2020-02-25,212.86000061035156
2020-05-14,218.75
2020-02-28,234.8000030517578
2019-08-08,232.1300048828125
2019-06-05,224.9499969482422
2018-07-20,207.02999877929688
2018-08-21,202.92999267578125
2018-10-24,201.5
2019-04-02,214.85000610351562
2019-03-01,225.8300018310547
2019-01-28,236.13999938964844
2018-12-27,254.6699981689453
2019-09-09,248.47999572753906
2020-03-02,253.99000549316406
2020-05-20,249.0800018310547
2019-12-17,247.6300048828125
2020-03-05,262.2300109863281
2019-02-12,257.3800048828125
2019-01-11,241.35000610351562
2018-12-10,247.16000366210938
2019-08-23,244.13999938964844
2018-11-08,245.02000427246094
2019-07-22,252.74000549316406
2019-06-20,260.3999938964844
2018-09-05,254.39999389648438
2019-04-17,246.36000061035156
2019-09-24,240.14999389648438
2019-12-20,243.00999450683594
2020-05-26,249.33999633789062
2019-04-30,248.30999755859375
2019-12-23,251.83999633789062
2020-03-11,254.83999633789062
2020-05-29,245.72999572753906
2019-12-26,243.3300018310547
2020-06-01,231.75
2019-05-02,228.60000610351562
2019-02-27,227.52999877929688
2018-11-23,244.22999572753906
2019-08-06,241.86000061035156
2018-07-18,236.0800018310547
2018-09-20,240.6699981689453
2018-10-22,236.9499969482422
2019-07-05,249.55999755859375
2019-06-03,254.22999572753906
2019-10-09,250.52999877929688
2019-10-11,247.5500030517578
2020-03-17,248.99000549316406
2020-06-04,250.75999450683594
2019-10-14,254.25999450683594
2020-03-20,252.27000427246094
2018-11-06,267.7699890136719
2019-06-18,276.44000244140625
2019-05-17,272.0199890136719
2019-04-15,267.010009765625
2019-03-14,252.3699951171875
2019-01-09,252.9600067138672
2018-08-02,248.3800048828125
2018-10-05,257.0299987792969
2019-08-21,256.8599853515625
2019-10-17,243.5
2020-03-23,247.8000030517578
2020-06-10,236.38999938964844
2019-02-25,236.05999755859375
2020-01-07,231.3000030517578
2020-03-26,229.5
2019-10-23,229.91000366210938
