Dates,ITW
2018-06-20,142.97000122070312
2018-06-21,140.75999450683594
2018-06-25,141.4600067138672
2018-06-22,140.9600067138672
2018-06-26,140.9499969482422
2018-06-27,141.0
2018-06-28,138.55999755859375
2018-06-29,138.5399932861328
2018-07-02,138.61000061035156
2018-07-03,139.22999572753906
2018-07-05,140.8800048828125
2018-07-16,139.63999938964844
2018-09-18,143.6999969482422
2019-01-24,144.05999755859375
2019-09-05,141.61000061035156
2018-11-21,142.47000122070312
2020-01-13,143.75
2020-04-01,141.82000732421875
2020-06-19,143.1999969482422
2019-10-29,143.58999633789062
2020-01-16,145.4600067138672
2020-06-22,146.86000061035156
2018-10-03,136.25999450683594
2018-07-31,138.1999969482422
2019-03-12,138.05999755859375
2019-02-08,141.25
2019-01-07,140.2100067138672
2018-12-06,139.72999572753906
2019-08-19,143.3300018310547
2019-07-18,139.1699981689453
2019-05-15,139.02999877929688
2019-09-20,139.5500030517578
2019-11-01,140.57000732421875
2020-04-07,140.33999633789062
2020-06-25,140.39999389648438
2020-06-16,138.50999450683594
2019-11-04,136.47000122070312
2020-01-22,135.88999938964844
2019-11-07,137.3000030517578
2020-04-13,138.58999633789062
2019-07-01,138.9499969482422
2019-05-30,139.42999267578125
2018-08-15,138.2899932861328
2018-10-18,138.05999755859375
2019-03-27,136.16000366210938
2019-01-22,135.13999938964844
2018-12-21,135.5500030517578
2019-09-03,138.1300048828125
2018-11-19,138.3300018310547
2019-08-02,138.6999969482422
2020-01-28,138.55999755859375
2020-04-16,138.8800048828125
2019-11-13,138.94000244140625
2020-01-31,141.36000061035156
2018-12-04,141.07000732421875
2018-11-02,140.6300048828125
2019-07-16,142.4499969482422
2018-08-30,141.52999877929688
2018-10-01,141.6699981689453
2019-06-14,142.8000030517578
2019-05-13,144.88999938964844
2019-04-11,146.1999969482422
2019-02-06,146.38999938964844
2019-09-18,146.74000549316406
2020-02-03,147.99000549316406
2020-04-22,148.44000244140625
2019-11-19,146.02000427246094
2020-02-06,143.50999450683594
2019-11-22,142.92999267578125
2019-03-25,141.97999572753906
2019-02-21,141.1199951171875
2018-12-19,143.13999938964844
2018-07-12,144.7100067138672
2018-09-14,143.6999969482422
2018-08-13,143.50999450683594
2018-10-16,141.00999450683594
2019-07-31,140.6699981689453
2019-05-28,136.8699951171875
2019-04-26,133.0
2020-04-28,129.35000610351562
2019-11-25,130.6699981689453
2020-02-12,131.24000549316406
2020-05-01,133.08999633789062
2020-05-04,132.00999450683594
2019-06-12,128.42999267578125
2019-04-09,127.02999877929688
2019-03-08,127.31999969482422
2019-02-04,126.56999969482422
2018-07-27,119.83000183105469
2018-08-28,122.68000030517578
2019-01-03,124.0999984741211
2019-08-15,125.81999969482422
2018-10-31,129.6999969482422
2019-09-16,127.56999969482422
2020-02-18,129.47000122070312
2020-05-07,130.7100067138672
2018-08-17,130.9499969482422
2019-12-04,131.6999969482422
2020-02-21,133.80999755859375
2018-12-17,133.80999755859375
2019-08-30,132.55999755859375
2018-11-15,131.19000244140625
2019-07-29,132.97999572753906
2019-06-27,133.2100067138672
2019-04-24,135.22999572753906
2018-07-10,135.60000610351562
2018-09-12,133.99000549316406
2019-02-19,133.6699981689453
2019-01-18,134.0500030517578
2020-02-24,134.2100067138672
2020-05-13,135.89999389648438
2019-12-10,135.88999938964844
2020-02-27,138.02999877929688
2019-12-13,135.89999389648438
2020-05-19,139.0500030517578
2019-03-06,139.44000244140625
2018-11-30,132.75999450683594
2019-08-13,133.25999450683594
2019-07-12,129.47000122070312
2019-06-10,130.66000366210938
2019-05-09,131.1300048828125
2018-07-25,132.2100067138672
2018-09-27,133.24000549316406
2018-10-29,131.0399932861328
2019-10-16,128.10000610351562
2019-12-16,127.22000122070312
2020-03-04,125.61000061035156
2020-05-22,125.19999694824219
2019-10-01,124.04000091552734
2019-12-19,118.94999694824219
2018-09-10,123.58999633789062
2019-05-24,125.94000244140625
2018-08-09,124.72000122070312
2019-04-22,126.69000244140625
2019-03-21,126.5999984741211
2019-01-16,123.44999694824219
2019-08-28,127.18000030517578
2018-11-13,127.20999908447266
2018-10-12,130.00999450683594
2019-06-25,129.99000549316406
2020-03-10,131.44000244140625
2020-05-28,130.30999755859375
2019-10-07,130.1699981689453
2020-03-13,130.08999633789062
2019-10-10,129.97000122070312
2020-03-16,132.6699981689453
2020-06-03,136.6699981689453
2018-11-28,132.1699981689453
2018-09-25,131.11000061035156
2018-07-23,130.92999267578125
2018-08-24,133.25
2019-07-10,131.0500030517578
2019-05-07,134.94000244140625
2019-04-05,135.61000061035156
2019-03-04,137.30999755859375
2019-01-31,134.42999267578125
2019-09-12,138.41000366210938
2019-12-31,137.83999633789062
2020-03-19,137.57000732421875
2020-01-03,135.02000427246094
2020-06-09,135.72000122070312
2019-02-15,136.22999572753906
2019-01-14,138.63999938964844
2018-07-06,139.82000732421875
2018-08-07,138.75
2018-10-10,144.2100067138672
2018-12-13,143.25
2019-08-26,143.61000061035156
2019-07-25,143.22000122070312
2019-05-22,144.8300018310547
2019-03-19,145.02000427246094
2020-01-06,144.33999633789062
2020-03-25,145.3000030517578
2020-06-12,144.0800018310547
2019-10-22,144.41000366210938
2020-01-09,144.33999633789062
2020-06-15,143.66000366210938
2019-10-25,142.5500030517578
2020-03-31,140.75
2020-06-18,140.64999389648438
2019-04-03,143.6300048828125
2018-08-22,143.97999572753906
2018-10-25,145.22999572753906
2019-01-29,144.89999389648438
2018-12-28,143.17999267578125
2018-11-26,145.3800048828125
2019-08-09,145.99000549316406
2019-07-08,145.66000366210938
2019-06-06,146.47000122070312
2019-09-10,141.64999389648438
2020-01-15,142.0399932861328
2020-04-03,143.25
2019-10-31,142.6300048828125
2020-04-06,142.85000610351562
2020-06-24,143.52999877929688
2018-11-09,148.33999633789062
2019-07-23,148.74000549316406
2019-06-21,150.1199951171875
2019-05-20,151.75999450683594
2019-04-18,152.1999969482422
2018-09-06,153.91000366210938
2018-10-08,150.99000549316406
2019-02-13,151.69000244140625
2018-12-11,154.3300018310547
2019-09-25,156.39999389648438
2020-01-21,155.6199951171875
2020-04-09,157.75
2019-11-06,156.14999389648438
2020-01-24,158.3300018310547
2020-01-27,157.19000244140625
2020-04-15,157.92999267578125
2018-12-26,156.80999755859375
2019-08-07,151.2100067138672
2019-06-04,153.58999633789062
2018-09-21,155.00999450683594
2018-07-19,155.6300048828125
2018-08-20,154.35000610351562
2018-10-23,154.60000610351562
2019-05-03,157.41000366210938
2019-04-01,155.3300018310547
2019-02-28,151.63999938964844
2019-11-12,151.1300048828125
2020-01-30,151.55999755859375
2019-11-15,152.75999450683594
2020-04-21,147.69000244140625
2019-04-16,148.9499969482422
2019-03-15,150.94000244140625
2019-02-11,152.47000122070312
2019-01-10,150.60000610351562
2019-08-22,149.4199981689453
2018-11-07,151.2100067138672
2018-08-03,149.9600067138672
2018-09-04,146.2899932861328
2019-06-19,145.72000122070312
2019-09-23,142.38999938964844
2019-11-18,141.41000366210938
2020-02-05,140.86000061035156
2020-04-24,139.63999938964844
2019-03-29,140.25999450683594
2019-11-21,145.1699981689453
2020-04-27,147.1699981689453
2020-02-11,148.0500030517578
2020-04-30,151.13999938964844
2019-05-01,152.22000122070312
2019-02-26,152.39999389648438
2019-01-25,150.5
2018-12-24,151.97999572753906
2019-09-06,149.0500030517578
2018-07-17,147.38999938964844
2018-09-19,149.2100067138672
2019-08-05,149.5399932861328
2019-10-08,152.17999267578125
2019-12-11,151.92999267578125
2019-11-27,152.0500030517578
2020-02-14,150.82000732421875
2020-05-06,150.07000732421875
2019-01-08,149.0800018310547
2018-12-07,150.80999755859375
2019-08-20,151.5500030517578
2018-11-05,149.74000549316406
2019-07-19,150.10000610351562
2018-10-04,147.97999572753906
2019-06-17,146.24000549316406
2019-05-16,146.41000366210938
2018-08-01,146.14999389648438
2019-03-13,146.8699951171875
2019-12-03,151.47999572753906
2020-02-20,151.25999450683594
2019-12-06,153.4499969482422
2020-05-12,150.32000732421875
2019-12-09,150.0
2020-02-26,151.27999877929688
2020-05-15,151.9199981689453
2019-03-28,156.92999267578125
2018-09-17,158.7100067138672
2018-08-16,158.63999938964844
2018-10-19,155.6300048828125
2019-04-29,155.74000549316406
2019-01-23,155.88999938964844
2019-09-04,154.22999572753906
2018-11-20,151.41000366210938
2019-07-02,151.6699981689453
2019-05-31,146.67999267578125
2019-12-12,148.97999572753906
2020-05-18,149.02000427246094
2019-09-27,150.85000610351562
2020-03-03,149.52999877929688
2020-05-21,147.86000061035156
2019-05-14,151.8800048828125
2018-08-31,146.58999633789062
2018-07-30,146.6199951171875
2018-10-02,150.22000122070312
2019-04-12,153.02999877929688
2019-03-11,152.16000366210938
2019-02-07,152.1300048828125
2019-07-17,151.80999755859375
2019-09-19,146.36000061035156
2019-10-21,145.3000030517578
2019-12-18,145.0
2020-03-06,145.3000030517578
2019-10-03,148.14999389648438
2020-03-09,149.86000061035156
2020-05-27,145.05999755859375
2019-12-24,146.7899932861328
2020-03-12,151.47999572753906
2018-12-20,152.49000549316406
2019-08-01,153.7100067138672
2018-08-14,157.36000061035156
2018-07-13,159.5399932861328
2018-10-17,159.85000610351562
2019-05-29,159.77000427246094
2019-03-26,156.7899932861328
2019-02-22,157.47999572753906
2019-10-04,157.3000030517578
2019-11-05,155.8699951171875
2019-12-27,155.05999755859375
2020-06-02,154.3000030517578
2019-12-30,152.22000122070312
2020-03-18,154.61000061035156
2020-06-05,155.32000732421875
2019-07-15,154.94000244140625
2018-12-03,156.49000549316406
2019-06-13,152.72999572753906
2019-01-04,149.13999938964844
2018-08-29,149.8300018310547
2019-02-05,151.5
2018-11-01,150.1999969482422
2019-08-16,146.39999389648438
2019-04-10,148.19000244140625
2019-09-17,149.89999389648438
2019-10-15,154.52999877929688
2020-01-02,153.94000244140625
2020-06-08,155.77000427246094
2019-10-18,155.75999450683594
2020-03-24,156.9600067138672
2020-06-11,158.30999755859375
2020-01-08,159.49000549316406
2019-04-25,161.5800018310547
2019-07-30,161.6300048828125
2019-02-20,160.1300048828125
2018-07-11,171.80999755859375
2018-09-13,169.94000244140625
2018-10-15,172.42999267578125
2019-06-28,170.2100067138672
2018-12-18,168.5800018310547
2018-11-16,172.7899932861328
2019-10-02,175.5
2020-03-27,176.17999267578125
2020-01-10,177.5500030517578
2019-10-24,176.50999450683594
2020-03-30,176.41000366210938
2020-06-17,175.24000549316406
2020-01-14,174.77000427246094
2020-04-02,173.3800048828125
2019-01-02,173.66000366210938
2019-08-14,175.16000366210938
2018-10-30,175.83999633789062
2019-06-11,174.4600067138672
2019-05-10,172.44000244140625
2019-04-08,172.6199951171875
2018-08-27,173.55999755859375
2018-07-26,175.17999267578125
2018-09-28,175.3699951171875
2019-03-07,175.11000061035156
2019-10-30,174.3300018310547
2020-01-17,172.0800018310547
2020-06-23,170.7100067138672
2020-04-08,171.63999938964844
2020-06-26,172.75
2019-03-22,174.19000244140625
2019-01-17,174.42999267578125
2019-08-29,174.4499969482422
2018-11-14,176.8699951171875
2019-06-26,179.10000610351562
2018-09-11,177.27000427246094
2018-07-09,177.47000122070312
2018-08-10,177.8000030517578
2019-04-23,178.88999938964844
2019-09-30,178.4600067138672
2020-01-23,180.30999755859375
2019-11-08,181.07000732421875
2020-04-14,180.17999267578125
2019-11-11,181.27999877929688
2020-01-29,181.1300048828125
2020-04-17,179.91000366210938
2018-07-24,179.6300048828125
2018-09-26,181.67999267578125
2019-05-08,179.11000061035156
2019-03-05,178.5399932861328
2019-02-01,177.80999755859375
2018-12-31,178.74000549316406
2018-11-29,179.6300048828125
2019-08-12,178.24000549316406
2019-07-11,179.82000732421875
2019-09-13,178.63999938964844
2019-11-14,178.41000366210938
2020-04-20,179.7899932861328
2020-02-04,180.42999267578125
2020-04-23,177.8800048828125
2018-12-14,177.50999450683594
2019-08-27,179.60000610351562
2018-08-08,176.3000030517578
2018-10-11,173.3699951171875
2018-11-12,175.86000061035156
2019-07-26,175.80999755859375
2019-06-24,177.89999389648438
2019-05-23,174.97999572753906
2019-03-20,176.4600067138672
2019-01-15,182.02999877929688
2019-11-20,185.75999450683594
2020-02-07,186.07000732421875
2020-02-10,183.5399932861328
2020-04-29,183.83999633789062
2019-11-26,187.1300048828125
2020-02-13,189.6699981689453
2019-01-30,189.07000732421875
2018-08-23,187.86000061035156
2018-09-24,186.47999572753906
2018-11-27,187.52999877929688
2018-10-26,190.0
2019-07-09,189.5800018310547
2019-06-07,183.05999755859375
2019-05-06,177.58999633789062
2019-04-04,175.99000549316406
2019-09-11,170.1300048828125
2019-11-29,167.77999877929688
2020-05-05,173.27999877929688
2019-12-02,168.86000061035156
2020-02-19,177.39999389648438
2020-05-08,167.7100067138672
2019-05-21,164.11000061035156
2019-03-18,154.52000427246094
2018-09-07,164.6199951171875
2018-08-06,158.42999267578125
2018-10-09,140.19000244140625
2019-02-14,156.4499969482422
2018-12-12,149.22000122070312
2019-07-24,159.5
2019-09-26,141.75999450683594
2019-10-28,136.3300018310547
2019-12-05,125.77999877929688
2020-05-11,118.08999633789062
2019-07-03,137.6999969482422
2020-02-25,143.52999877929688
2020-05-14,150.49000549316406
2020-02-28,143.3000030517578
2019-08-08,142.35000610351562
2019-06-05,142.1199951171875
2018-07-20,137.27000427246094
