Dates,ITW
2018-06-20,134.5107421875
2018-06-21,132.4314727783203
2018-06-25,133.09007263183594
2018-06-22,132.61965942382812
2018-06-26,132.61024475097656
2018-06-27,132.6572723388672
2018-06-28,131.08682250976562
2018-06-29,131.06788635253906
2018-07-02,131.1341094970703
2018-07-03,131.72068786621094
2018-07-05,133.28167724609375
2018-07-16,132.10855102539062
2018-09-18,135.9495849609375
2019-01-24,136.29019165039062
2019-09-05,133.97230529785156
2018-11-21,134.7859344482422
2020-01-13,135.9968719482422
2020-04-01,134.1709747314453
2020-06-19,135.4765625
2019-10-29,135.84552001953125
2020-01-16,137.61468505859375
2020-06-22,138.9391632080078
2018-10-03,128.91087341308594
2018-07-31,130.74623107910156
2019-03-12,130.61376953125
2019-02-08,133.63172912597656
2019-01-07,132.64781188964844
2018-12-06,132.1936798095703
2019-08-19,135.59954833984375
2019-07-18,131.6638946533203
2019-05-15,131.5314483642578
2019-09-20,132.0234375
2019-11-01,132.9884033203125
2020-04-07,132.7707977294922
2020-06-25,132.8275604248047
2020-06-16,131.03952026367188
2019-11-04,129.10955810546875
2020-01-22,128.56082153320312
2019-11-07,129.89476013183594
2020-04-13,131.11520385742188
2019-07-01,131.45579528808594
2019-05-30,131.90988159179688
2018-08-15,130.83135986328125
2018-10-18,130.61376953125
2019-03-27,128.81625366210938
2019-01-22,127.85126495361328
2018-12-21,128.23916625976562
2019-09-03,130.68002319335938
2018-11-19,130.8692169189453
2019-08-02,131.21923828125
2020-01-28,131.08682250976562
2020-04-16,131.38955688476562
2019-11-13,131.44631958007812
2020-01-31,133.73580932617188
2018-12-04,133.46144104003906
2018-11-02,133.04515075683594
2019-07-16,134.76699829101562
2018-08-30,133.8966064453125
2018-10-01,134.02906799316406
2019-06-14,135.09812927246094
2019-05-13,137.07540893554688
2019-04-11,138.31472778320312
2019-02-06,138.4945068359375
2019-09-18,138.82562255859375
2020-02-03,140.0082244873047
2020-04-22,140.43394470214844
2019-11-19,138.14447021484375
2020-02-06,135.76983642578125
2019-11-22,135.22109985351562
2019-03-25,135.2687530517578
2019-02-21,134.44940185546875
2018-12-19,136.37391662597656
2018-07-12,137.8697052001953
2018-09-14,136.90745544433594
2018-08-13,136.72642517089844
2018-10-16,134.3446044921875
2019-07-31,134.02066040039062
2019-05-28,130.40029907226562
2019-04-26,126.71324157714844
2020-04-28,123.23577880859375
2019-11-25,124.4933853149414
2020-02-12,125.03642272949219
2020-05-01,126.7989730834961
2020-05-04,125.77002716064453
2019-06-12,122.35924530029297
2019-04-09,121.02542877197266
2019-03-08,121.30172729492188
2019-02-04,120.58717346191406
2018-07-27,114.16576385498047
2018-08-28,116.88104248046875
2019-01-03,118.23393249511719
2019-08-15,119.87261962890625
2018-10-31,123.5692138671875
2019-09-16,121.53990173339844
2020-02-18,123.35008239746094
2020-05-07,124.531494140625
2018-08-17,124.7601318359375
2019-12-04,125.47467803955078
2020-02-21,127.48494720458984
2018-12-17,127.48494720458984
2019-08-30,126.29403686523438
2018-11-15,124.98880004882812
2019-07-29,126.6941909790039
2019-06-27,126.91332244873047
2019-04-24,128.8378143310547
2018-07-10,129.1903533935547
2018-09-12,127.65645599365234
2019-02-19,127.35157012939453
2019-01-18,127.71359252929688
2020-02-24,127.86604309082031
2020-05-13,129.4761505126953
2019-12-10,129.46664428710938
2020-02-27,131.50546264648438
2019-12-13,129.4761505126953
2020-05-19,132.47726440429688
2019-03-06,132.8488311767578
2018-11-30,126.48458099365234
2019-08-13,126.9609375
2019-07-12,123.35008239746094
2019-06-10,124.48384094238281
2019-05-09,124.931640625
2018-07-25,125.9605941772461
2018-09-27,126.94190216064453
2018-10-29,124.84587860107422
2019-10-16,122.04485321044922
2019-12-16,121.20643615722656
2020-03-04,119.67256164550781
2020-05-22,119.28192901611328
2019-10-01,118.17676544189453
2019-12-19,113.32735443115234
2018-09-10,117.74803924560547
