Dates,ITW
2018-06-20,143.6300048828125
2018-06-21,142.6199951171875
2018-06-25,143.3699951171875
2018-06-22,141.4199981689453
2018-06-26,142.30999755859375
2018-06-27,143.55999755859375
2018-06-28,140.97999572753906
2018-06-29,140.8699951171875
2018-07-02,138.6699981689453
2018-07-03,140.6999969482422
2018-07-05,141.13999938964844
2018-07-16,140.99000549316406
2018-09-18,144.16000366210938
2019-01-24,144.6199951171875
2019-09-05,143.7899932861328
2018-11-21,144.72000122070312
2020-01-13,144.22000122070312
2020-04-01,144.1300048828125
2020-06-19,143.85000610351562
2019-10-29,144.35000610351562
2020-01-16,145.8699951171875
2020-06-22,148.02999877929688
2018-10-03,138.82000732421875
2018-07-31,140.05999755859375
2019-03-12,138.52999877929688
2019-02-08,141.63999938964844
2019-01-07,141.9199981689453
2018-12-06,141.8699951171875
2019-08-19,144.19000244140625
2019-07-18,143.32000732421875
2019-05-15,140.10000610351562
2019-09-20,139.88999938964844
2019-11-01,140.94000244140625
2020-04-07,142.52000427246094
2020-06-25,140.75
2020-06-16,140.60000610351562
2019-11-04,138.25
2020-01-22,137.4199981689453
2019-11-07,138.16000366210938
2020-04-13,139.0500030517578
2019-07-01,140.25999450683594
2019-05-30,139.85000610351562
2018-08-15,140.3699951171875
2018-10-18,138.75
2019-03-27,138.22999572753906
2019-01-22,136.5
2018-12-21,136.0
2019-09-03,138.61000061035156
2018-11-19,139.14999389648438
2019-08-02,140.60000610351562
2020-01-28,139.85000610351562
2020-04-16,139.63999938964844
2019-11-13,139.19000244140625
2020-01-31,141.5
2018-12-04,142.32000732421875
2018-11-02,140.80999755859375
2019-07-16,144.07000732421875
2018-08-30,142.07000732421875
2018-10-01,143.5
2019-06-14,143.0800018310547
2019-05-13,145.00999450683594
2019-04-11,146.27000427246094
2019-02-06,147.1199951171875
2019-09-18,147.88999938964844
2020-02-03,148.38999938964844
2020-04-22,149.16000366210938
2019-11-19,148.41000366210938
2020-02-06,146.2899932861328
2019-11-22,144.0500030517578
2019-03-25,143.0
2019-02-21,142.3000030517578
2018-12-19,143.33999633789062
2018-07-12,144.82000732421875
2018-09-14,145.0399932861328
2018-08-13,144.27000427246094
2018-10-16,143.6300048828125
2019-07-31,141.0
2019-05-28,140.1699981689453
2019-04-26,136.72999572753906
2020-04-28,133.72999572753906
2019-11-25,132.0399932861328
2020-02-12,132.16000366210938
2020-05-01,133.3000030517578
2020-05-04,132.97999572753906
2019-06-12,130.42999267578125
2019-04-09,128.5800018310547
2019-03-08,128.14999389648438
2019-02-04,127.66999816894531
2018-07-27,126.3499984741211
2018-08-28,124.55999755859375
2019-01-03,125.94000244140625
2019-08-15,129.07000732421875
2018-10-31,130.0399932861328
2019-09-16,132.25999450683594
2020-02-18,129.94000244140625
2020-05-07,133.19000244140625
2018-08-17,131.97000122070312
2019-12-04,132.47999572753906
2020-02-21,133.91000366210938
2018-12-17,134.8000030517578
2019-08-30,133.9499969482422
2018-11-15,132.44000244140625
2019-07-29,134.82000732421875
2019-06-27,135.19000244140625
2019-04-24,136.17999267578125
2018-07-10,136.25
2018-09-12,135.67999267578125
2019-02-19,134.6999969482422
2019-01-18,136.55999755859375
2020-02-24,135.0
2020-05-13,136.0399932861328
2019-12-10,136.0399932861328
2020-02-27,138.0399932861328
2019-12-13,138.02000427246094
2020-05-19,139.19000244140625
2019-03-06,141.8300018310547
2018-11-30,139.11000061035156
2019-08-13,133.5
2019-07-12,135.7899932861328
2019-06-10,131.36000061035156
2019-05-09,133.89999389648438
2018-07-25,134.97000122070312
2018-09-27,135.0500030517578
2018-10-29,133.64999389648438
2019-10-16,130.6300048828125
2019-12-16,129.1699981689453
2020-03-04,130.08999633789062
2020-05-22,126.72000122070312
2019-10-01,128.19000244140625
2019-12-19,123.73999786376953
2018-09-10,123.62999725341797
2019-05-24,125.94000244140625
2018-08-09,126.87999725341797
2019-04-22,126.77999877929688
2019-03-21,126.73999786376953
2019-01-16,126.31999969482422
2019-08-28,127.55000305175781
2018-11-13,128.6699981689453
2018-10-12,130.00999450683594
2019-06-25,131.05999755859375
2020-03-10,131.4600067138672
