Dates,ITW
2018-06-20,142.36000061035156
2018-06-21,140.39999389648438
2018-06-25,141.11000061035156
2018-06-22,139.32000732421875
2018-06-26,140.77999877929688
2018-06-27,140.75999450683594
2018-06-28,136.9499969482422
2018-06-29,138.36000061035156
2018-07-02,136.7899932861328
2018-07-03,138.8800048828125
2018-07-05,139.02999877929688
2018-07-16,139.39999389648438
2018-09-18,139.89999389648438
2019-01-24,142.77999877929688
2019-09-05,141.3800048828125
2018-11-21,141.10000610351562
2020-01-13,142.24000549316406
2020-04-01,141.66000366210938
2020-06-19,141.5800018310547
2019-10-29,143.1300048828125
2020-01-16,142.8800048828125
2020-06-22,144.4499969482422
2018-10-03,134.66000366210938
2018-07-31,134.75
2019-03-12,135.60000610351562
2019-02-08,138.25999450683594
2019-01-07,139.75999450683594
2018-12-06,139.64999389648438
2019-08-19,140.19000244140625
2019-07-18,138.77999877929688
2019-05-15,136.86000061035156
2019-09-20,138.16000366210938
2019-11-01,139.64999389648438
2020-04-07,140.25999450683594
2020-06-25,139.41000366210938
2020-06-16,138.39999389648438
2019-11-04,135.5800018310547
2020-01-22,135.77000427246094
2019-11-07,135.97999572753906
2020-04-13,135.3300018310547
2019-07-01,138.1300048828125
2019-05-30,138.2899932861328
2018-08-15,137.9199981689453
2018-10-18,137.35000610351562
2019-03-27,135.85000610351562
2019-01-22,134.86000061035156
2018-12-21,134.4499969482422
2019-09-03,136.02000427246094
2018-11-19,138.11000061035156
2019-08-02,137.6300048828125
2020-01-28,138.14999389648438
2020-04-16,138.02999877929688
2019-11-13,137.69000244140625
2020-01-31,138.30999755859375
2018-12-04,140.4499969482422
2018-11-02,138.75999450683594
2019-07-16,141.35000610351562
2018-08-30,140.89999389648438
2018-10-01,141.27999877929688
2019-06-14,141.52999877929688
2019-05-13,143.17999267578125
2019-04-11,144.4199981689453
2019-02-06,144.50999450683594
2019-09-18,146.1300048828125
2020-02-03,146.5800018310547
2020-04-22,147.82000732421875
2019-11-19,145.7100067138672
2020-02-06,143.30999755859375
2019-11-22,142.72999572753906
2019-03-25,141.41000366210938
2019-02-21,140.55999755859375
2018-12-19,141.5800018310547
2018-07-12,143.0
2018-09-14,143.27999877929688
2018-08-13,142.39999389648438
2018-10-16,139.91000366210938
2019-07-31,139.3300018310547
2019-05-28,136.8000030517578
2019-04-26,132.88999938964844
2020-04-28,128.75
2019-11-25,128.83999633789062
2020-02-12,130.2899932861328
2020-05-01,130.86000061035156
2020-05-04,130.63999938964844
2019-06-12,126.68000030517578
2019-04-09,126.12999725341797
2019-03-08,126.44999694824219
2019-02-04,121.97000122070312
2018-07-27,119.37999725341797
2018-08-28,120.44999694824219
2019-01-03,120.69000244140625
2019-08-15,123.95999908447266
2018-10-31,125.87000274658203
2019-09-16,127.20999908447266
2020-02-18,126.38999938964844
2020-05-07,129.50999450683594
2018-08-17,129.57000732421875
2019-12-04,130.42999267578125
2020-02-21,131.17999267578125
2018-12-17,133.0800018310547
2019-08-30,130.97000122070312
2018-11-15,130.3000030517578
2019-07-29,131.22000122070312
2019-06-27,131.94000244140625
2019-04-24,131.3000030517578
2018-07-10,133.72000122070312
2018-09-12,133.00999450683594
2019-02-19,132.0
2019-01-18,133.97999572753906
2020-02-24,132.85000610351562
2020-05-13,134.24000549316406
2019-12-10,133.25
2020-02-27,134.30999755859375
2019-12-13,135.69000244140625
2020-05-19,135.41000366210938
2019-03-06,138.30999755859375
2018-11-30,131.9600067138672
2019-08-13,128.50999450683594
2019-07-12,128.82000732421875
2019-06-10,127.43000030517578
2019-05-09,130.47000122070312
2018-07-25,132.11000061035156
2018-09-27,132.58999633789062
2018-10-29,130.35000610351562
2019-10-16,127.3499984741211
2019-12-16,126.26000213623047
2020-03-04,124.58999633789062
2020-05-22,122.98999786376953
2019-10-01,123.33000183105469
2019-12-19,118.91000366210938
2018-09-10,117.75
2019-05-24,120.91000366210938
2018-08-09,124.19999694824219
2019-04-22,124.70999908447266
2019-03-21,124.0
2019-01-16,122.58000183105469
2019-08-28,124.72000122070312
2018-11-13,125.81999969482422
2018-10-12,127.66999816894531
2019-06-25,129.57000732421875
2020-03-10,127.31999969482422
2020-05-28,129.05999755859375
2019-10-07,128.7100067138672
2020-03-13,129.00999450683594
2019-10-10,129.63999938964844
2020-03-16,129.44000244140625
2020-06-03,133.50999450683594
2018-11-28,131.25
2018-09-25,130.05999755859375
2018-07-23,130.08999633789062
2018-08-24,131.39999389648438
2019-07-10,129.72000122070312
2019-05-07,131.44000244140625
2019-04-05,133.72000122070312
2019-03-04,133.83999633789062
2019-01-31,130.0
2019-09-12,134.97000122070312
2019-12-31,136.0500030517578
2020-03-19,136.67999267578125
2020-01-03,134.4499969482422
2020-06-09,133.16000366210938
2019-02-15,135.64999389648438
2019-01-14,137.1300048828125
2018-07-06,138.6699981689453
2018-08-07,138.00999450683594
2018-10-10,139.75
2018-12-13,142.1999969482422
2019-08-26,142.86000061035156
2019-07-25,142.6300048828125
2019-05-22,143.1999969482422
2019-03-19,144.58999633789062
2020-01-06,144.10000610351562
2020-03-25,143.16000366210938
2020-06-12,143.91000366210938
2019-10-22,142.75
2020-01-09,143.1199951171875
2020-06-15,143.27000427246094
2019-10-25,142.52000427246094
2020-03-31,139.88999938964844
2020-06-18,139.11000061035156
2019-04-03,140.41000366210938
2018-08-22,143.30999755859375
2018-10-25,144.1199951171875
2019-01-29,143.69000244140625
2018-12-28,143.0
2018-11-26,143.3000030517578
2019-08-09,145.27000427246094
2019-07-08,143.42999267578125
2019-06-06,145.0399932861328
2019-09-10,141.5
2020-01-15,141.22000122070312
2020-04-03,142.57000732421875
2019-10-31,141.9600067138672
2020-04-06,142.07000732421875
2020-06-24,142.88999938964844
2018-11-09,144.50999450683594
2019-07-23,147.1699981689453
2019-06-21,149.00999450683594
2019-05-20,150.10000610351562
2019-04-18,151.83999633789062
2018-09-06,151.25999450683594
2018-10-08,150.6699981689453
2019-02-13,150.22000122070312
2018-12-11,151.5800018310547
2019-09-25,154.67999267578125
2020-01-21,154.83999633789062
2020-04-09,156.02999877929688
2019-11-06,156.11000061035156
2020-01-24,155.91000366210938
2020-01-27,156.4199981689453
2020-04-15,156.27000427246094
2018-12-26,156.6699981689453
2019-08-07,147.4499969482422
2019-06-04,151.39999389648438
2018-09-21,153.8000030517578
2018-07-19,154.07000732421875
2018-08-20,152.2100067138672
2018-10-23,152.52000427246094
2019-05-03,155.38999938964844
2019-04-01,153.64999389648438
2019-02-28,150.63999938964844
2019-11-12,150.8300018310547
2020-01-30,148.1699981689453
2019-11-15,148.55999755859375
2020-04-21,147.2899932861328
2019-04-16,148.08999633789062
2019-03-15,146.6199951171875
2019-02-11,151.17999267578125
2019-01-10,149.75
2019-08-22,148.75999450683594
2018-11-07,149.6199951171875
2018-08-03,149.9499969482422
2018-09-04,145.4600067138672
2019-06-19,145.47000122070312
2019-09-23,142.30999755859375
2019-11-18,140.30999755859375
2020-02-05,140.10000610351562
2020-04-24,136.9199981689453
2019-03-29,139.39999389648438
2019-11-21,141.5500030517578
2020-04-27,144.83999633789062
2020-02-11,145.91000366210938
2020-04-30,148.67999267578125
2019-05-01,152.13999938964844
2019-02-26,151.75999450683594
2019-01-25,149.9199981689453
2018-12-24,150.5800018310547
2019-09-06,147.25999450683594
2018-07-17,147.2100067138672
2018-09-19,147.4199981689453
2019-08-05,148.32000732421875
2019-10-08,149.89999389648438
2019-12-11,151.4600067138672
2019-11-27,151.82000732421875
2020-02-14,150.63999938964844
2020-05-06,149.1300048828125
2019-01-08,148.10000610351562
2018-12-07,149.14999389648438
2019-08-20,149.97000122070312
2018-11-05,149.0399932861328
2019-07-19,149.1199951171875
2018-10-04,145.4199981689453
2019-06-17,145.75999450683594
2019-05-16,143.80999755859375
2018-08-01,146.07000732421875
2019-03-13,145.25
2019-12-03,147.60000610351562
2020-02-20,150.6999969482422
2019-12-06,149.27000427246094
2020-05-12,150.1699981689453
2019-12-09,148.77000427246094
2020-02-26,150.6199951171875
2020-05-15,151.49000549316406
2019-03-28,152.52000427246094
2018-09-17,155.5
2018-08-16,157.52999877929688
2018-10-19,153.11000061035156
2019-04-29,154.02000427246094
2019-01-23,152.61000061035156
2019-09-04,152.1999969482422
2018-11-20,150.9499969482422
2019-07-02,149.5500030517578
2019-05-31,145.35000610351562
2019-12-12,146.14999389648438
2020-05-18,145.5500030517578
2019-09-27,149.94000244140625
2020-03-03,148.05999755859375
2020-05-21,147.58999633789062
2019-05-14,147.25
2018-08-31,146.5800018310547
2018-07-30,145.22999572753906
2018-10-02,147.86000061035156
2019-04-12,151.6999969482422
2019-03-11,151.17999267578125
2019-02-07,151.55999755859375
2019-07-17,151.0
2019-09-19,145.3300018310547
2019-10-21,144.49000549316406
2019-12-18,144.6300048828125
2020-03-06,143.1199951171875
2019-10-03,146.1999969482422
2020-03-09,148.77999877929688
2020-05-27,144.5
2019-12-24,145.63999938964844
2020-03-12,148.41000366210938
2018-12-20,150.8000030517578
2019-08-01,151.99000549316406
2018-08-14,152.9499969482422
2018-07-13,156.10000610351562
2018-10-17,158.1699981689453
2019-05-29,158.80999755859375
2019-03-26,156.4499969482422
2019-02-22,153.89999389648438
2019-10-04,155.1699981689453
2019-11-05,155.6300048828125
2019-12-27,154.64999389648438
2020-06-02,149.0
2019-12-30,151.07000732421875
2020-03-18,152.32000732421875
2020-06-05,153.86000061035156
2019-07-15,153.41000366210938
2018-12-03,155.0
2019-06-13,152.25
2019-01-04,148.3000030517578
2018-08-29,146.3300018310547
2019-02-05,149.52999877929688
2018-11-01,150.08999633789062
2019-08-16,146.0500030517578
2019-04-10,146.4600067138672
2019-09-17,147.9600067138672
2019-10-15,151.99000549316406
2020-01-02,153.16000366210938
2020-06-08,153.27999877929688
2019-10-18,154.72000122070312
2020-03-24,156.2899932861328
2020-06-11,156.35000610351562
2020-01-08,158.86000061035156
2019-04-25,158.17999267578125
2019-07-30,160.52999877929688
2019-02-20,158.85000610351562
2018-07-11,158.05999755859375
2018-09-13,166.97999572753906
2018-10-15,168.55999755859375
2019-06-28,169.08999633789062
2018-12-18,165.88999938964844
2018-11-16,169.52000427246094
2019-10-02,173.3800048828125
2020-03-27,174.74000549316406
2020-01-10,174.50999450683594
2019-10-24,176.25
2020-03-30,175.00999450683594
2020-06-17,174.8800048828125
2020-01-14,174.3300018310547
2020-04-02,172.22999572753906
2019-01-02,172.72000122070312
2019-08-14,174.16000366210938
2018-10-30,173.49000549316406
2019-06-11,173.88999938964844
2019-05-10,171.08999633789062
2019-04-08,171.69000244140625
2018-08-27,172.5
2018-07-26,173.8300018310547
2018-09-28,174.4499969482422
2019-03-07,173.97999572753906
2019-10-30,173.52000427246094
2020-01-17,171.89999389648438
2020-06-23,169.0800018310547
2020-04-08,171.1999969482422
2020-06-26,171.00999450683594
2019-03-22,174.08999633789062
2019-01-17,173.6999969482422
2019-08-29,173.38999938964844
2018-11-14,174.49000549316406
2019-06-26,176.22999572753906
2018-09-11,176.77999877929688
2018-07-09,177.2100067138672
2018-08-10,177.11000061035156
2019-04-23,177.11000061035156
2019-09-30,177.85000610351562
2020-01-23,178.61000061035156
2019-11-08,179.86000061035156
2020-04-14,179.6999969482422
2019-11-11,179.91000366210938
2020-01-29,180.63999938964844
2020-04-17,179.36000061035156
2018-07-24,178.91000366210938
2018-09-26,178.97999572753906
2019-05-08,177.50999450683594
2019-03-05,176.8000030517578
2019-02-01,176.19000244140625
2018-12-31,177.39999389648438
2018-11-29,178.11000061035156
2019-08-12,178.00999450683594
2019-07-11,178.1999969482422
2019-09-13,178.2100067138672
2019-11-14,177.02000427246094
2020-04-20,178.36000061035156
2020-02-04,179.1300048828125
2020-04-23,177.4199981689453
2018-12-14,176.97999572753906
2019-08-27,175.0500030517578
2018-08-08,175.25999450683594
2018-10-11,170.3800048828125
2018-11-12,172.9199981689453
2019-07-26,175.3000030517578
2019-06-24,173.9199981689453
2019-05-23,174.89999389648438
2019-03-20,174.5800018310547
2019-01-15,178.77999877929688
2019-11-20,183.5399932861328
2020-02-07,184.4499969482422
2020-02-10,182.94000244140625
2020-04-29,182.19000244140625
2019-11-26,184.5500030517578
2020-02-13,187.16000366210938
2019-01-30,187.8800048828125
2018-08-23,186.11000061035156
2018-09-24,185.27000427246094
2018-11-27,186.27000427246094
2018-10-26,187.08999633789062
2019-07-09,188.13999938964844
2019-06-07,181.97000122070312
2019-05-06,176.6199951171875
2019-04-04,175.67999267578125
2019-09-11,169.63999938964844
2019-11-29,162.38999938964844
2020-05-05,164.9600067138672
2019-12-02,168.16000366210938
2020-02-19,170.36000061035156
2020-05-08,166.74000549316406
2019-05-21,160.8800048828125
2019-03-18,150.0
2018-09-07,154.86000061035156
2018-08-06,156.5800018310547
2018-10-09,139.49000549316406
2019-02-14,143.3000030517578
2018-12-12,139.27000427246094
2019-07-24,149.69000244140625
2019-09-26,134.5800018310547
2019-10-28,131.3800048828125
2019-12-05,123.88999938964844
2020-05-11,115.94000244140625
2019-07-03,122.27999877929688
2020-02-25,137.60000610351562
2020-05-14,142.8800048828125
2020-02-28,139.14999389648438
2019-08-08,138.39999389648438
2019-06-05,138.85000610351562
2018-07-20,133.22999572753906
2018-08-21,135.85000610351562
2018-10-24,137.63999938964844
2019-04-02,145.9499969482422
2019-03-01,151.07000732421875
2019-01-28,152.3800048828125
2018-12-27,158.25999450683594
2019-09-09,150.2100067138672
2020-03-02,153.72999572753906
2020-05-20,148.27000427246094
2019-12-17,148.41000366210938
2020-03-05,155.6300048828125
2019-02-12,153.17999267578125
2019-01-11,149.42999267578125
2018-12-10,152.77999877929688
2019-08-23,154.1199951171875
2018-11-08,152.94000244140625
2019-07-22,158.55999755859375
2019-06-20,165.6300048828125
2018-09-05,166.64999389648438
2019-04-17,161.4499969482422
2019-09-24,158.0500030517578
2019-12-20,155.24000549316406
2020-05-26,152.27000427246094
2019-04-30,156.75
2019-12-23,156.25
2020-03-11,159.00999450683594
2020-05-29,158.4600067138672
2019-12-26,154.4600067138672
2020-06-01,150.8800048828125
2019-05-02,148.66000366210938
2019-02-27,153.3300018310547
2018-11-23,161.35000610351562
2019-08-06,161.25999450683594
2018-07-18,163.5
2018-09-20,163.42999267578125
2018-10-22,162.77000427246094
2019-07-05,168.0500030517578
2019-06-03,174.74000549316406
2019-10-09,172.75
2019-10-11,170.0800018310547
2020-03-17,170.99000549316406
2020-06-04,171.08999633789062
2019-10-14,173.32000732421875
2020-03-20,175.8699951171875
2018-11-06,180.97000122070312
2019-06-18,178.8000030517578
2019-05-17,176.75999450683594
2019-04-15,174.42999267578125
2019-03-14,164.99000549316406
2019-01-09,160.6199951171875
2018-08-02,160.33999633789062
2018-10-05,166.83999633789062
2019-08-21,169.42999267578125
2019-10-17,169.32000732421875
2020-03-23,169.4199981689453
2020-06-10,168.58999633789062
2019-02-25,172.4600067138672
2020-01-07,168.11000061035156
2020-03-26,167.4199981689453
2019-10-23,166.4199981689453
