Dates,GPN
2018-06-20,117.0999984741211
2018-06-21,116.80999755859375
2018-06-25,115.20999908447266
2018-06-22,113.37999725341797
2018-06-26,111.13999938964844
2018-06-27,110.44999694824219
2018-06-28,108.54000091552734
2018-06-29,110.0999984741211
2018-07-02,110.6500015258789
2018-07-03,112.87000274658203
2018-07-05,111.33000183105469
2018-07-16,112.30000305175781
2018-09-18,112.80000305175781
2019-01-24,113.11000061035156
2019-09-05,113.20999908447266
2018-11-21,117.23999786376953
2020-01-13,117.80000305175781
2020-04-01,117.93000030517578
2020-06-19,116.63999938964844
2019-10-29,117.9000015258789
2020-01-16,117.9800033569336
2020-06-22,116.88999938964844
2018-10-03,116.81999969482422
2018-07-31,117.80000305175781
2019-03-12,115.08000183105469
2019-02-08,117.61000061035156
2019-01-07,118.02999877929688
2018-12-06,115.25
2019-08-19,112.9800033569336
2019-07-18,112.16000366210938
2019-05-15,115.25
2019-09-20,119.75
2019-11-01,118.7300033569336
2020-04-07,118.80999755859375
2020-06-25,117.91000366210938
2020-06-16,116.48999786376953
2019-11-04,116.01000213623047
2020-01-22,116.13999938964844
2019-11-07,117.08999633789062
2020-04-13,118.0999984741211
2019-07-01,117.77999877929688
2019-05-30,118.0199966430664
2018-08-15,119.01000213623047
2018-10-18,119.30000305175781
2019-03-27,119.0
2019-01-22,120.43000030517578
2018-12-21,120.4800033569336
2019-09-03,122.54000091552734
2018-11-19,123.5
2019-08-02,124.69000244140625
2020-01-28,124.69999694824219
2020-04-16,123.41999816894531
2019-11-13,124.37999725341797
2020-01-31,125.2699966430664
2018-12-04,124.0
2018-11-02,123.80999755859375
2019-07-16,124.5199966430664
2018-08-30,125.05000305175781
2018-10-01,126.87000274658203
2019-06-14,128.3699951171875
2019-05-13,128.8800048828125
2019-04-11,128.35000610351562
2019-02-06,126.97000122070312
2019-09-18,128.97999572753906
2020-02-03,127.66000366210938
2020-04-22,127.58000183105469
2019-11-19,126.9800033569336
2020-02-06,127.88999938964844
2019-11-22,127.73999786376953
2019-03-25,127.43000030517578
2019-02-21,126.61000061035156
2018-12-19,128.22000122070312
2018-07-12,126.44000244140625
2018-09-14,126.16000366210938
2018-08-13,124.73999786376953
2018-10-16,121.9800033569336
2019-07-31,121.6500015258789
2019-05-28,117.63999938964844
2019-04-26,117.55999755859375
2020-04-28,112.43000030517578
2019-11-25,115.5199966430664
2020-02-12,116.75
2020-05-01,116.55999755859375
2020-05-04,120.08000183105469
2019-06-12,119.81999969482422
2019-04-09,118.47000122070312
2019-03-08,116.70999908447266
2019-02-04,114.73999786376953
2018-07-27,115.19999694824219
2018-08-28,111.55000305175781
2019-01-03,113.5
2019-08-15,113.0
2018-10-31,109.5
2019-09-16,111.9000015258789
2020-02-18,114.54000091552734
2020-05-07,115.30000305175781
2018-08-17,112.66999816894531
2019-12-04,111.5999984741211
2020-02-21,113.18000030517578
2018-12-17,114.23999786376953
2019-08-30,113.0
2018-11-15,111.75
2019-07-29,109.66999816894531
2019-06-27,109.66000366210938
2019-04-24,107.26000213623047
2018-07-10,108.54000091552734
2018-09-12,109.37999725341797
2019-02-19,101.08999633789062
2019-01-18,104.36000061035156
2020-02-24,103.1500015258789
2020-05-13,104.77999877929688
2019-12-10,105.88999938964844
2020-02-27,106.72000122070312
2019-12-13,110.44000244140625
2020-05-19,110.66000366210938
2019-03-06,114.2699966430664
2018-11-30,112.27999877929688
2019-08-13,104.94000244140625
2019-07-12,105.80000305175781
2019-06-10,103.2699966430664
2019-05-09,105.37000274658203
2018-07-25,104.5999984741211
2018-09-27,104.66000366210938
2018-10-29,102.52999877929688
2019-10-16,101.1500015258789
2019-12-16,100.25
2020-03-04,101.16000366210938
2020-05-22,100.37000274658203
2019-10-01,99.01000213623047
2019-12-19,95.4800033569336
2018-09-10,95.7699966430664
2019-05-24,99.62999725341797
2018-08-09,103.4000015258789
2019-04-22,103.0999984741211
2019-03-21,101.55000305175781
2019-01-16,100.7300033569336
2019-08-28,100.43000030517578
2018-11-13,102.98999786376953
2018-10-12,108.62000274658203
2019-06-25,107.97000122070312
2020-03-10,108.13999938964844
2020-05-28,109.45999908447266
2019-10-07,109.80000305175781
2020-03-13,110.43000030517578
2019-10-10,113.11000061035156
2020-03-16,112.5
2020-06-03,113.8499984741211
2018-11-28,114.19000244140625
2018-09-25,110.4000015258789
2018-07-23,111.52999877929688
2018-08-24,112.94999694824219
2019-07-10,111.91999816894531
2019-05-07,111.6500015258789
2019-04-05,111.5999984741211
2019-03-04,113.23999786376953
2019-01-31,112.08999633789062
2019-09-12,113.86000061035156
2019-12-31,115.30000305175781
2020-03-19,115.05000305175781
2020-01-03,113.33000183105469
2020-06-09,112.13999938964844
2019-02-15,115.5999984741211
2019-01-14,116.7300033569336
2018-07-06,121.05000305175781
2018-08-07,122.91000366210938
2018-10-10,122.37999725341797
2018-12-13,122.41000366210938
2019-08-26,124.94000244140625
2019-07-25,125.94000244140625
2019-05-22,127.3499984741211
2019-03-19,128.85000610351562
2020-01-06,128.14999389648438
2020-03-25,127.88999938964844
2020-06-12,129.60000610351562
2019-10-22,131.5
2020-01-09,131.8300018310547
2020-06-15,130.69000244140625
2019-10-25,130.07000732421875
2020-03-31,129.50999450683594
2020-06-18,128.32000732421875
2019-04-03,130.5
2018-08-22,132.2899932861328
2018-10-25,132.42999267578125
2019-01-29,132.77999877929688
2018-12-28,132.1699981689453
2018-11-26,135.0
2019-08-09,134.32000732421875
2019-07-08,134.3699951171875
2019-06-06,132.35000610351562
2019-09-10,135.5800018310547
2020-01-15,133.6300048828125
2020-04-03,133.9499969482422
2019-10-31,134.8800048828125
2020-04-06,134.5399932861328
2020-06-24,135.9499969482422
2018-11-09,137.8800048828125
2019-07-23,138.72999572753906
2019-06-21,139.0500030517578
2019-05-20,137.8300018310547
2019-04-18,135.94000244140625
2018-09-06,136.7100067138672
2018-10-08,135.94000244140625
2019-02-13,136.60000610351562
2018-12-11,137.4600067138672
2019-09-25,137.8699951171875
2020-01-21,138.9600067138672
2020-04-09,139.19000244140625
2019-11-06,139.39999389648438
2020-01-24,138.52999877929688
2020-01-27,139.36000061035156
2020-04-15,140.97999572753906
2018-12-26,142.8000030517578
2019-08-07,142.66000366210938
2019-06-04,144.0
2018-09-21,145.32000732421875
2018-07-19,146.0500030517578
2018-08-20,146.91000366210938
2018-10-23,144.0399932861328
2019-05-03,145.32000732421875
2019-04-01,143.0
2019-02-28,146.6199951171875
2019-11-12,143.88999938964844
2020-01-30,143.32000732421875
2019-11-15,145.0399932861328
2020-04-21,143.74000549316406
2019-04-16,144.2100067138672
2019-03-15,145.77999877929688
2019-02-11,149.0399932861328
2019-01-10,150.27999877929688
2019-08-22,148.1699981689453
2018-11-07,149.9199981689453
2018-08-03,150.25999450683594
2018-09-04,149.6699981689453
2019-06-19,151.8000030517578
2019-09-23,147.8300018310547
2019-11-18,148.0
2020-02-05,148.6999969482422
2020-04-24,151.42999267578125
2019-03-29,153.91000366210938
2019-11-21,150.3800048828125
2020-04-27,154.47999572753906
2020-02-11,156.77999877929688
2020-04-30,158.9199981689453
2019-05-01,162.35000610351562
2019-02-26,161.38999938964844
2019-01-25,158.86000061035156
2018-12-24,160.0
2019-09-06,157.9499969482422
2018-07-17,159.4600067138672
2018-09-19,161.0500030517578
2019-08-05,158.60000610351562
2019-10-08,162.9600067138672
2019-12-11,161.36000061035156
2019-11-27,161.63999938964844
2020-02-14,160.47000122070312
2020-05-06,158.6999969482422
2019-01-08,158.8800048828125
2018-12-07,160.3300018310547
2019-08-20,162.5500030517578
2018-11-05,162.8300018310547
2019-07-19,162.5399932861328
2018-10-04,161.91000366210938
2019-06-17,161.97999572753906
2019-05-16,162.49000549316406
2018-08-01,165.6699981689453
2019-03-13,164.39999389648438
2019-12-03,164.61000061035156
2020-02-20,165.0500030517578
2019-12-06,165.75
2020-05-12,164.77000427246094
2019-12-09,165.4199981689453
2020-02-26,168.22999572753906
2020-05-15,165.3000030517578
2019-03-28,163.9600067138672
2018-09-17,164.4499969482422
2018-08-16,161.42999267578125
2018-10-19,167.24000549316406
2019-04-29,169.38999938964844
2019-01-23,169.0800018310547
2019-09-04,167.27999877929688
2018-11-20,164.30999755859375
2019-07-02,164.22000122070312
2019-05-31,158.77999877929688
2019-12-12,155.33999633789062
2020-05-18,152.80999755859375
2019-09-27,158.4600067138672
2020-03-03,160.0500030517578
2020-05-21,158.5500030517578
2019-05-14,155.14999389648438
2018-08-31,156.17999267578125
2018-07-30,155.19000244140625
2018-10-02,158.1699981689453
2019-04-12,160.0
2019-03-11,159.13999938964844
2019-02-07,162.0
2019-07-17,163.2100067138672
2019-09-19,162.02000427246094
2019-10-21,159.52999877929688
2019-12-18,160.38999938964844
2020-03-06,161.63999938964844
2019-10-03,165.13999938964844
2020-03-09,166.61000061035156
2020-05-27,165.05999755859375
2019-12-24,168.4600067138672
2020-03-12,172.19000244140625
2018-12-20,174.6300048828125
2019-08-01,175.27000427246094
2018-08-14,169.69000244140625
2018-07-13,164.61000061035156
2018-10-17,167.27999877929688
2019-05-29,167.8000030517578
2019-03-26,166.27000427246094
2019-02-22,167.0500030517578
2019-10-04,164.25
2019-11-05,164.0800018310547
2019-12-27,163.02999877929688
2020-06-02,160.42999267578125
2019-12-30,161.22000122070312
2020-03-18,159.8800048828125
2020-06-05,160.75999450683594
2019-07-15,160.67999267578125
2018-12-03,157.5500030517578
2019-06-13,159.30999755859375
2019-01-04,157.02000427246094
2018-08-29,156.3800048828125
2019-02-05,159.36000061035156
2018-11-01,159.67999267578125
2019-08-16,158.74000549316406
2019-04-10,158.63999938964844
2019-09-17,160.61000061035156
2019-10-15,163.10000610351562
2020-01-02,163.22000122070312
2020-06-08,164.97999572753906
2019-10-18,164.36000061035156
2020-03-24,165.38999938964844
2020-06-11,163.07000732421875
2020-01-08,161.1300048828125
2019-04-25,161.35000610351562
2019-07-30,155.1699981689453
2019-02-20,157.3000030517578
2018-07-11,160.75
2018-09-13,162.16000366210938
2018-10-15,162.02999877929688
2019-06-28,163.6699981689453
2018-12-18,169.35000610351562
2018-11-16,170.61000061035156
2019-10-02,172.92999267578125
2020-03-27,169.35000610351562
2020-01-10,165.50999450683594
2019-10-24,167.4499969482422
2020-03-30,169.02000427246094
2020-06-17,169.05999755859375
2020-01-14,172.3000030517578
2020-04-02,171.36000061035156
2019-01-02,173.3699951171875
2019-08-14,178.6699981689453
2018-10-30,179.67999267578125
2019-06-11,180.50999450683594
2019-05-10,181.4499969482422
2019-04-08,180.0399932861328
2018-08-27,179.13999938964844
2018-07-26,180.77000427246094
2018-09-28,179.72000122070312
2019-03-07,180.89999389648438
2019-10-30,180.4600067138672
2020-01-17,180.66000366210938
2020-06-23,174.25999450683594
2020-04-08,177.4600067138672
2020-06-26,176.75
2019-03-22,177.5399932861328
2019-01-17,176.22000122070312
2019-08-29,174.2899932861328
2018-11-14,173.91000366210938
2019-06-26,174.75999450683594
2018-09-11,175.3699951171875
2018-07-09,179.6999969482422
2018-08-10,179.64999389648438
2019-04-23,180.3000030517578
2019-09-30,180.9600067138672
2020-01-23,184.86000061035156
2019-11-08,184.0
2020-04-14,182.16000366210938
2019-11-11,183.1300048828125
2020-01-29,183.9499969482422
2020-04-17,182.77999877929688
2018-07-24,180.82000732421875
2018-09-26,183.9499969482422
2019-05-08,183.14999389648438
2019-03-05,184.1300048828125
2019-02-01,188.24000549316406
2018-12-31,187.4199981689453
2018-11-29,190.4499969482422
2019-08-12,192.08999633789062
2019-07-11,191.5800018310547
2019-09-13,193.6999969482422
2019-11-14,192.17999267578125
2020-04-20,195.85000610351562
2020-02-04,196.49000549316406
2020-04-23,197.16000366210938
2018-12-14,200.02000427246094
2019-08-27,200.2899932861328
2018-08-08,200.74000549316406
2018-10-11,194.91000366210938
2018-11-12,196.00999450683594
2019-07-26,199.07000732421875
2019-06-24,197.91000366210938
2019-05-23,198.85000610351562
2019-03-20,196.7899932861328
2019-01-15,201.0
2019-11-20,205.0800018310547
2020-02-07,201.02000427246094
2020-02-10,200.63999938964844
2020-04-29,200.25
2019-11-26,205.16000366210938
2020-02-13,199.61000061035156
2019-01-30,200.7899932861328
2018-08-23,203.50999450683594
2018-09-24,206.0
2018-11-27,208.38999938964844
2018-10-26,206.52999877929688
2019-07-09,207.55999755859375
2019-06-07,197.61000061035156
2019-05-06,201.1300048828125
2019-04-04,190.91000366210938
2019-09-11,185.3800048828125
2019-11-29,176.75
2020-05-05,185.0500030517578
2019-12-02,192.39999389648438
2020-02-19,190.19000244140625
2020-05-08,189.33999633789062
2019-05-21,179.42999267578125
2019-03-18,166.75
2018-09-07,170.30999755859375
2018-08-06,176.52999877929688
2018-10-09,160.0
2019-02-14,165.55999755859375
2018-12-12,150.00999450683594
2019-07-24,141.97000122070312
2019-09-26,135.9600067138672
2019-10-28,132.97000122070312
2019-12-05,132.8699951171875
2020-05-11,116.68000030517578
2019-07-03,121.91000366210938
2020-02-25,141.89999389648438
2020-05-14,149.50999450683594
2020-02-28,145.02000427246094
2019-08-08,144.69000244140625
2019-06-05,148.66000366210938
2018-07-20,135.97999572753906
2018-08-21,131.94000244140625
2018-10-24,129.0
2019-04-02,135.36000061035156
2019-03-01,151.22000122070312
2019-01-28,142.9199981689453
2018-12-27,151.94000244140625
2019-09-09,148.8000030517578
2020-03-02,147.82000732421875
2020-05-20,141.77999877929688
2019-12-17,141.89999389648438
