Dates,GPN
2018-12-26,807200.0
2019-08-07,780100.0
2019-06-04,569900.0
2018-09-21,875000.0
2018-07-19,1147500.0
2018-08-20,1739600.0
2018-10-23,1814700.0
2019-05-03,807700.0
2019-04-01,952300.0
2019-02-28,774700.0
2019-11-12,598000.0
2020-01-30,581500.0
2019-11-15,881900.0
2020-04-21,919400.0
2019-04-16,1067500.0
2019-03-15,872800.0
2019-02-11,835100.0
2019-01-10,844700.0
2019-08-22,692800.0
2018-11-07,566800.0
2018-08-03,567300.0
2018-09-04,661700.0
2019-06-19,5332600.0
2019-09-23,7709400.0
2019-11-18,3366200.0
2020-02-05,2985600.0
2020-04-24,2894000.0
2019-03-29,2418000.0
2019-11-21,2274400.0
2020-04-27,2237600.0
2020-02-11,1709900.0
2020-04-30,1469700.0
2019-05-01,1483700.0
2019-02-26,1129600.0
2019-01-25,1187800.0
2018-12-24,1364100.0
2019-09-06,963400.0
2018-07-17,1060400.0
2018-09-19,1165800.0
2019-08-05,1034800.0
2019-10-08,1174600.0
2019-12-11,1028400.0
2019-11-27,838600.0
2020-02-14,1488200.0
2020-05-06,1053500.0
2019-01-08,1032000.0
2018-12-07,1514600.0
2019-08-20,1060000.0
2018-11-05,1308500.0
2019-07-19,606300.0
2018-10-04,955600.0
2019-06-17,1019400.0
2019-05-16,1646000.0
2018-08-01,1047300.0
2019-03-13,897500.0
2019-12-03,1265700.0
2020-02-20,1113000.0
2019-12-06,850900.0
2020-05-12,836700.0
2019-12-09,1132000.0
2020-02-26,1190000.0
2020-05-15,1385700.0
2019-03-28,1501200.0
2018-09-17,1859100.0
2018-08-16,1919300.0
2018-10-19,2323600.0
2019-04-29,2510300.0
2019-01-23,2236600.0
2019-09-04,1498500.0
2018-11-20,2382100.0
2019-07-02,1421700.0
2019-05-31,2430300.0
2019-12-12,2378900.0
2020-05-18,1989900.0
2019-09-27,1743000.0
2020-03-03,1374000.0
2020-05-21,1201100.0
2019-05-14,938200.0
2018-08-31,1322900.0
2018-07-30,1426900.0
2018-10-02,1547900.0
2019-04-12,1242000.0
2019-03-11,1459600.0
2019-02-07,999200.0
2019-07-17,922500.0
2019-09-19,1117900.0
2019-10-21,722300.0
2019-12-18,1793400.0
2020-03-06,1650800.0
2019-10-03,1919300.0
2020-03-09,1583000.0
2020-05-27,3426100.0
2019-12-24,1452000.0
2020-03-12,2711400.0
2018-12-20,1847800.0
2019-08-01,2686100.0
2018-08-14,2614800.0
2018-07-13,2075800.0
2018-10-17,2428000.0
2019-05-29,2341600.0
2019-03-26,1312300.0
2019-02-22,10914000.0
2019-10-04,3500300.0
2019-11-05,3066200.0
2019-12-27,5203900.0
2020-06-02,3030600.0
2019-12-30,3529700.0
2020-03-18,2426700.0
2020-06-05,2308800.0
2019-07-15,2436200.0
2018-12-03,2183300.0
2019-06-13,2573200.0
2019-01-04,2817500.0
2018-08-29,1904100.0
2019-02-05,1281100.0
2018-11-01,1737500.0
2019-08-16,1609200.0
2019-04-10,1343400.0
2019-09-17,1619800.0
2019-10-15,1261300.0
2020-01-02,1659200.0
2020-06-08,2026300.0
2019-10-18,1756800.0
2020-03-24,1881400.0
2020-06-11,1879100.0
2020-01-08,1076100.0
2019-04-25,2455700.0
2019-07-30,2430900.0
2019-02-20,1255900.0
2018-07-11,1048500.0
2018-09-13,1481700.0
2018-10-15,1580600.0
2019-06-28,1999500.0
2018-12-18,4211900.0
2018-11-16,2101800.0
2019-10-02,1631500.0
2020-03-27,1592800.0
2020-01-10,1183500.0
2019-10-24,1264300.0
2020-03-30,912900.0
2020-06-17,976500.0
2020-01-14,1397100.0
2020-04-02,1668800.0
2019-01-02,2454400.0
2019-08-14,2452100.0
2018-10-30,1701100.0
2019-06-11,1782300.0
2019-05-10,1279800.0
2019-04-08,1168400.0
2018-08-27,1149700.0
2018-07-26,1262200.0
2018-09-28,2291200.0
2019-03-07,1044000.0
2019-10-30,707400.0
2020-01-17,1022500.0
2020-06-23,1392000.0
2020-04-08,1141900.0
2020-06-26,1068800.0
2019-03-22,977800.0
2019-01-17,1827000.0
2019-08-29,2535700.0
2018-11-14,1380800.0
2019-06-26,1718700.0
2018-09-11,1721000.0
2018-07-09,2193400.0
2018-08-10,2656000.0
2019-04-23,2917900.0
2019-09-30,2789600.0
2020-01-23,3715400.0
2019-11-08,1190100.0
2020-04-14,434000.0
2019-11-11,528500.0
2020-01-29,922500.0
2020-04-17,787100.0
2018-07-24,1235500.0
2018-09-26,1816400.0
2019-05-08,1310900.0
2019-03-05,1533000.0
2019-02-01,1520500.0
2018-12-31,1325800.0
2018-11-29,1045200.0
2019-08-12,1336300.0
2019-07-11,1207400.0
2019-09-13,1418000.0
2019-11-14,1754400.0
2020-04-20,1490200.0
2020-02-04,1854600.0
2020-04-23,1631200.0
2018-12-14,1443300.0
2019-08-27,1269700.0
2018-08-08,1206000.0
2018-10-11,1299400.0
2018-11-12,1237300.0
2019-07-26,1081900.0
2019-06-24,1013400.0
2019-05-23,2439400.0
2019-03-20,1427400.0
2019-01-15,1718400.0
2019-11-20,1833100.0
2020-02-07,1370000.0
2020-02-10,1161300.0
2020-04-29,1505100.0
2019-11-26,2100500.0
2020-02-13,2535600.0
2019-01-30,1884200.0
2018-08-23,1801300.0
2018-09-24,2363000.0
2018-11-27,1270200.0
2018-10-26,1979400.0
2019-07-09,1442800.0
2019-06-07,2083700.0
2019-05-06,2814100.0
2019-04-04,2089600.0
2019-09-11,3416400.0
2019-11-29,4061400.0
2020-05-05,3027200.0
2019-12-02,2378800.0
2020-02-19,1490100.0
2020-05-08,2415700.0
2019-05-21,2589100.0
2019-03-18,3144700.0
2018-09-07,4335500.0
2018-08-06,3240100.0
2018-10-09,3537500.0
2019-02-14,2972000.0
2018-12-12,5461600.0
2019-07-24,5254800.0
2019-09-26,4864700.0
2019-10-28,5356300.0
2019-12-05,5212000.0
2020-05-11,5084600.0
2019-07-03,4652600.0
2020-02-25,3411000.0
2020-05-14,3185200.0
2020-02-28,2576800.0
2019-08-08,2651700.0
2019-06-05,3551000.0
2018-07-20,2490700.0
2018-08-21,2833500.0
2018-10-24,2220800.0
2019-04-02,2961400.0
2019-03-01,4128300.0
2019-01-28,2120800.0
2018-12-27,1606700.0
2019-09-09,2514400.0
2020-03-02,2266400.0
2020-05-20,1926300.0
2019-12-17,1898100.0
2020-03-05,3208200.0
2019-02-12,2213700.0
2019-01-11,1939300.0
2018-12-10,1790000.0
2019-08-23,1139300.0
2018-11-08,1336900.0
2019-07-22,1545500.0
2019-06-20,2153300.0
2018-09-05,2357600.0
2019-04-17,1938700.0
2019-09-24,1115600.0
2019-12-20,1110000.0
2020-05-26,1577200.0
2019-04-30,3156600.0
2019-12-23,1876200.0
2020-03-11,1587700.0
2020-05-29,1193900.0
2019-12-26,1100700.0
2020-06-01,1817800.0
2019-05-02,1574800.0
2019-02-27,1494400.0
2018-11-23,2694700.0
2019-08-06,2130600.0
2018-07-18,1799000.0
2018-09-20,1091100.0
2018-10-22,893100.0
2019-07-05,1556700.0
2019-06-03,1749800.0
2019-10-09,1288600.0
2019-10-11,1846200.0
2020-03-17,1401500.0
2020-06-04,1549100.0
2019-10-14,2169700.0
2020-03-20,1780500.0
2018-11-06,2073800.0
2019-06-18,1230600.0
2019-05-17,1621800.0
2019-04-15,1769900.0
2019-03-14,2470300.0
2019-01-09,1467100.0
2018-08-02,1869600.0
2018-10-05,1989100.0
2019-08-21,2016700.0
2019-10-17,1433100.0
2020-03-23,2189100.0
2020-06-10,1785500.0
2019-02-25,1498300.0
2020-01-07,2338900.0
2020-03-26,2039700.0
2019-10-23,13427100.0
