Dates,GPN
2018-06-20,117.5
2018-06-21,117.19999694824219
2018-06-25,115.70999908447266
2018-06-22,113.37999725341797
2018-06-26,111.88999938964844
2018-06-27,110.94000244140625
2018-06-28,110.38999938964844
2018-06-29,112.4800033569336
2018-07-02,112.41999816894531
2018-07-03,112.87000274658203
2018-07-05,112.1500015258789
2018-07-16,113.23999786376953
2018-09-18,113.37000274658203
2019-01-24,114.73999786376953
2019-09-05,116.80000305175781
2018-11-21,117.75
2020-01-13,118.52999877929688
2020-04-01,118.20999908447266
2020-06-19,118.23999786376953
2019-10-29,118.5199966430664
2020-01-16,118.38999938964844
2020-06-22,118.30000305175781
2018-10-03,118.12999725341797
2018-07-31,118.41000366210938
2019-03-12,117.91000366210938
2019-02-08,118.36000061035156
2019-01-07,118.02999877929688
2018-12-06,115.91000366210938
2019-08-19,113.37000274658203
2019-07-18,113.80000305175781
2019-05-15,121.0
2019-09-20,119.75
2019-11-01,119.2300033569336
2020-04-07,119.0
2020-06-25,118.2300033569336
2020-06-16,117.94999694824219
2019-11-04,117.13999938964844
2020-01-22,118.05999755859375
2019-11-07,118.75
2020-04-13,118.62999725341797
2019-07-01,118.18000030517578
2019-05-30,118.91000366210938
2018-08-15,119.68000030517578
2018-10-18,119.80000305175781
2019-03-27,120.52999877929688
2019-01-22,121.43000030517578
2018-12-21,122.19999694824219
2019-09-03,123.45999908447266
2018-11-19,124.6500015258789
2019-08-02,125.55000305175781
2020-01-28,124.9800033569336
2020-04-16,124.8499984741211
2019-11-13,125.77999877929688
2020-01-31,125.2699966430664
2018-12-04,124.58999633789062
2018-11-02,125.2300033569336
2019-07-16,125.72000122070312
2018-08-30,126.87000274658203
2018-10-01,128.4199981689453
2019-06-14,129.25
2019-05-13,129.1999969482422
2019-04-11,128.72999572753906
2019-02-06,128.85000610351562
2019-09-18,129.17999267578125
2020-02-03,127.66000366210938
2020-04-22,128.57000732421875
2019-11-19,127.44000244140625
2020-02-06,128.6699981689453
2019-11-22,128.22999572753906
2019-03-25,127.69000244140625
2019-02-21,128.88999938964844
2018-12-19,128.3800048828125
2018-07-12,126.66000366210938
2018-09-14,126.77999877929688
2018-08-13,124.73999786376953
2018-10-16,122.22000122070312
2019-07-31,121.6500015258789
2019-05-28,119.05000305175781
2019-04-26,117.70999908447266
2020-04-28,115.98999786376953
2019-11-25,117.93000030517578
2020-02-12,117.05000305175781
2020-05-01,120.16000366210938
2020-05-04,120.23999786376953
2019-06-12,120.19999694824219
2019-04-09,119.54000091552734
2019-03-08,117.73999786376953
2019-02-04,115.45999908447266
2018-07-27,116.83999633789062
2018-08-28,114.69000244140625
2019-01-03,114.5
2019-08-15,114.25
2018-10-31,113.2300033569336
2019-09-16,117.69999694824219
2020-02-18,115.01000213623047
2020-05-07,116.48999786376953
2018-08-17,113.94999694824219
2019-12-04,113.2300033569336
2020-02-21,115.66999816894531
2018-12-17,114.98999786376953
2019-08-30,113.55999755859375
2018-11-15,111.83999633789062
2019-07-29,110.56999969482422
2019-06-27,110.41000366210938
2019-04-24,110.2699966430664
2018-07-10,111.02999877929688
2018-09-12,109.55000305175781
2019-02-19,104.41000366210938
2019-01-18,105.52999877929688
2020-02-24,105.0
2020-05-13,106.55000305175781
2019-12-10,106.72000122070312
2020-02-27,111.06999969482422
2019-12-13,111.58000183105469
2020-05-19,112.12999725341797
2019-03-06,114.77999877929688
2018-11-30,112.51000213623047
2019-08-13,106.33999633789062
2019-07-12,107.19999694824219
2019-06-10,104.66999816894531
2019-05-09,105.48999786376953
2018-07-25,106.54000091552734
2018-09-27,105.76000213623047
2018-10-29,103.30000305175781
2019-10-16,102.88999938964844
2019-12-16,101.63999938964844
2020-03-04,104.33999633789062
2020-05-22,101.58999633789062
2019-10-01,99.2699966430664
2019-12-19,97.47000122070312
2018-09-10,101.4800033569336
2019-05-24,102.73999786376953
2018-08-09,103.93000030517578
2019-04-22,103.76000213623047
2019-03-21,103.47000122070312
2019-01-16,101.33999633789062
2019-08-28,103.2699966430664
2018-11-13,105.29000091552734
2018-10-12,108.62000274658203
2019-06-25,109.68000030517578
2020-03-10,110.29000091552734
2020-05-28,110.91000366210938
2019-10-07,111.56999969482422
2020-03-13,112.19999694824219
2019-10-10,114.1500015258789
2020-03-16,114.05999755859375
2020-06-03,114.66999816894531
2018-11-28,114.23999786376953
2018-09-25,111.80999755859375
2018-07-23,112.63999938964844
2018-08-24,113.79000091552734
2019-07-10,111.94000244140625
2019-05-07,112.22000122070312
2019-04-05,114.12000274658203
2019-03-04,114.0
2019-01-31,114.0
2019-09-12,115.5
2019-12-31,115.7300033569336
2020-03-19,115.41999816894531
2020-01-03,114.41999816894531
2020-06-09,114.91999816894531
2019-02-15,116.93000030517578
2019-01-14,117.87000274658203
2018-07-06,123.19999694824219
2018-08-07,123.2300033569336
2018-10-10,123.58000183105469
2018-12-13,124.6500015258789
2019-08-26,125.94000244140625
2019-07-25,126.7699966430664
2019-05-22,127.91000366210938
2019-03-19,129.08999633789062
2020-01-06,128.92999267578125
2020-03-25,129.47000122070312
2020-06-12,130.97000122070312
2019-10-22,132.16000366210938
2020-01-09,132.16000366210938
2020-06-15,130.82000732421875
2019-10-25,130.92999267578125
2020-03-31,130.11000061035156
2020-06-18,130.38999938964844
2019-04-03,131.99000549316406
2018-08-22,132.5
2018-10-25,134.49000549316406
2019-01-29,133.57000732421875
2018-12-28,134.50999450683594
2018-11-26,137.1300048828125
2019-08-09,135.66000366210938
2019-07-08,134.80999755859375
2019-06-06,136.6699981689453
2019-09-10,136.3699951171875
2020-01-15,133.7899932861328
2020-04-03,134.8000030517578
2019-10-31,136.0399932861328
2020-04-06,135.35000610351562
2020-06-24,136.77999877929688
2018-11-09,138.88999938964844
2019-07-23,139.14999389648438
2019-06-21,139.39999389648438
2019-05-20,138.5
2019-04-18,136.92999267578125
2018-09-06,136.7100067138672
2018-10-08,137.05999755859375
2019-02-13,137.42999267578125
2018-12-11,137.58999633789062
2019-09-25,139.17999267578125
2020-01-21,139.30999755859375
2020-04-09,139.82000732421875
2019-11-06,139.47000122070312
2020-01-24,139.82000732421875
2020-01-27,140.7100067138672
2020-04-15,144.1300048828125
2018-12-26,143.44000244140625
2019-08-07,143.83999633789062
2019-06-04,144.89999389648438
2018-09-21,145.89999389648438
2018-07-19,147.5
2018-08-20,147.4199981689453
2018-10-23,146.35000610351562
2019-05-03,146.47999572753906
2019-04-01,147.77000427246094
2019-02-28,147.72999572753906
2019-11-12,145.69000244140625
2020-01-30,146.1300048828125
2019-11-15,147.02999877929688
2020-04-21,144.50999450683594
2019-04-16,147.86000061035156
2019-03-15,149.05999755859375
2019-02-11,152.24000549316406
2019-01-10,151.3699951171875
2019-08-22,149.72999572753906
2018-11-07,150.92999267578125
2018-08-03,151.66000366210938
2018-09-04,149.6699981689453
2019-06-19,158.72999572753906
2019-09-23,155.24000549316406
2019-11-18,148.58999633789062
2020-02-05,153.7899932861328
2020-04-24,154.49000549316406
2019-03-29,154.32000732421875
2019-11-21,153.42999267578125
2020-04-27,157.11000061035156
2020-02-11,158.1199951171875
2020-04-30,161.05999755859375
2019-05-01,162.80999755859375
2019-02-26,161.7100067138672
2019-01-25,159.77999877929688
2018-12-24,160.0
2019-09-06,159.3800048828125
2018-07-17,160.55999755859375
2018-09-19,161.5399932861328
2019-08-05,161.14999389648438
2019-10-08,163.4600067138672
2019-12-11,161.66000366210938
2019-11-27,161.63999938964844
2020-02-14,160.64999389648438
2020-05-06,159.42999267578125
2019-01-08,160.50999450683594
2018-12-07,160.5399932861328
2019-08-20,162.77999877929688
