Dates,CTL
2018-06-20,18.110000610351562
2018-06-21,18.40999984741211
2018-06-25,18.549999237060547
2018-06-22,18.399999618530273
2018-06-26,18.6200008392334
2018-06-27,18.639999389648438
2018-06-28,18.469999313354492
2018-06-29,18.610000610351562
2018-07-02,18.260000228881836
2018-07-03,18.600000381469727
2018-07-05,18.989999771118164
2018-07-16,19.209999084472656
2018-09-18,19.649999618530273
2019-01-24,19.81999969482422
2019-09-05,19.770000457763672
2018-11-21,19.75
2020-01-13,19.719999313354492
2020-04-01,19.479999542236328
2020-06-19,19.549999237060547
2019-10-29,19.469999313354492
2020-01-16,19.18000030517578
2020-06-22,18.729999542236328
2018-10-03,18.43000030517578
2018-07-31,18.610000610351562
2019-03-12,18.059999465942383
2019-02-08,18.260000228881836
2019-01-07,18.260000228881836
2018-12-06,18.389999389648438
2019-08-19,18.56999969482422
2019-07-18,18.56999969482422
2019-05-15,18.350000381469727
2019-09-20,18.760000228881836
2019-11-01,18.639999389648438
2020-04-07,18.559999465942383
2020-06-25,18.399999618530273
2020-06-16,19.43000030517578
2019-11-04,20.809999465942383
2020-01-22,21.3799991607666
2019-11-07,21.920000076293945
2020-04-13,22.079999923706055
2019-07-01,22.65999984741211
2019-05-30,23.1200008392334
2018-08-15,23.43000030517578
2018-10-18,23.739999771118164
2019-03-27,22.34000015258789
2019-01-22,22.399999618530273
2018-12-21,22.739999771118164
2019-09-03,22.709999084472656
2018-11-19,22.459999084472656
2019-08-02,22.040000915527344
2020-01-28,21.350000381469727
2020-04-16,21.229999542236328
2019-11-13,21.059999465942383
2020-01-31,21.420000076293945
2018-12-04,21.709999084472656
2018-11-02,21.809999465942383
2019-07-16,21.709999084472656
2018-08-30,21.829999923706055
2018-10-01,22.43000030517578
2019-06-14,22.56999969482422
2019-05-13,22.239999771118164
2019-04-11,22.68000030517578
2019-02-06,22.760000228881836
2019-09-18,22.709999084472656
2020-02-03,22.200000762939453
2020-04-22,22.530000686645508
2019-11-19,22.690000534057617
2020-02-06,20.899999618530273
2019-11-22,20.549999237060547
2019-03-25,20.739999771118164
2019-02-21,20.8700008392334
2018-12-19,21.25
2018-07-12,21.350000381469727
2018-09-14,21.600000381469727
2018-08-13,21.579999923706055
2018-10-16,21.829999923706055
2019-07-31,21.040000915527344
2019-05-28,20.969999313354492
2019-04-26,20.899999618530273
2020-04-28,20.049999237060547
2019-11-25,20.399999618530273
2020-02-12,20.530000686645508
2020-05-01,20.520000457763672
2020-05-04,20.860000610351562
2019-06-12,20.899999618530273
2019-04-09,21.170000076293945
2019-03-08,21.25
2019-02-04,21.040000915527344
2018-07-27,20.81999969482422
2018-08-28,20.920000076293945
2019-01-03,19.1200008392334
2019-08-15,19.489999771118164
2018-10-31,19.719999313354492
2019-09-16,20.479999542236328
2020-02-18,20.450000762939453
2020-05-07,20.649999618530273
2018-08-17,20.6200008392334
2019-12-04,20.93000030517578
2020-02-21,21.0
2018-12-17,20.889999389648438
2019-08-30,18.100000381469727
2018-11-15,18.8700008392334
2019-07-29,18.719999313354492
2019-06-27,18.649999618530273
2019-04-24,18.639999389648438
2018-07-10,18.899999618530273
2018-09-12,18.950000762939453
2019-02-19,18.350000381469727
2019-01-18,18.09000015258789
2020-02-24,17.649999618530273
2020-05-13,17.989999771118164
2019-12-10,18.31999969482422
2020-02-27,18.360000610351562
2019-12-13,18.450000762939453
2020-05-19,18.510000228881836
2019-03-06,18.639999389648438
2018-11-30,17.790000915527344
2019-08-13,16.8700008392334
2019-07-12,17.309999465942383
2019-06-10,16.549999237060547
2019-05-09,16.889999389648438
2018-07-25,17.149999618530273
2018-09-27,16.75
2018-10-29,16.8700008392334
2019-10-16,16.209999084472656
2019-12-16,16.18000030517578
2020-03-04,15.920000076293945
2020-05-22,15.109999656677246
2019-10-01,14.800000190734863
2019-12-19,14.369999885559082
2018-09-10,13.970000267028809
2019-05-24,14.619999885559082
2018-08-09,15.199999809265137
2019-04-22,14.949999809265137
2019-03-21,14.569999694824219
2019-01-16,15.199999809265137
2019-08-28,15.770000457763672
2018-11-13,15.979999542236328
2018-10-12,16.3799991607666
2019-06-25,16.040000915527344
2020-03-10,15.859999656677246
2020-05-28,15.850000381469727
2019-10-07,16.200000762939453
2020-03-13,16.1200008392334
2019-10-10,15.920000076293945
2020-03-16,15.220000267028809
2020-06-03,15.40999984741211
2018-11-28,15.25
2018-09-25,15.130000114440918
2018-07-23,14.369999885559082
2018-08-24,14.479999542236328
2019-07-10,14.8100004196167
2019-05-07,14.949999809265137
2019-04-05,14.460000038146973
2019-03-04,14.829999923706055
2019-01-31,15.210000038146973
2019-09-12,14.949999809265137
2019-12-31,14.470000267028809
2020-03-19,14.260000228881836
2020-01-03,13.880000114440918
2020-06-09,13.970000267028809
2019-02-15,14.0
2019-01-14,14.239999771118164
2018-07-06,14.479999542236328
2018-08-07,12.739999771118164
2018-10-10,12.890000343322754
2018-12-13,13.84000015258789
2019-08-26,13.829999923706055
2019-07-25,13.260000228881836
2019-05-22,13.34000015258789
2019-03-19,13.119999885559082
2020-01-06,12.800000190734863
2020-03-25,12.890000343322754
2020-06-12,12.930000305175781
2019-10-22,12.880000114440918
2020-01-09,11.65999984741211
2020-06-15,11.819999694824219
2019-10-25,11.520000457763672
2020-03-31,11.699999809265137
2020-06-18,11.920000076293945
2019-04-03,11.970000267028809
2018-08-22,12.100000381469727
2018-10-25,12.050000190734863
2019-01-29,11.899999618530273
2018-12-28,11.90999984741211
2018-11-26,11.979999542236328
2019-08-09,11.850000381469727
2019-07-08,11.760000228881836
2019-06-06,11.779999732971191
2019-09-10,12.109999656677246
2020-01-15,12.0
2020-04-03,12.029999732971191
2019-10-31,12.119999885559082
2020-04-06,12.020000457763672
2020-06-24,11.869999885559082
2018-11-09,12.0600004196167
2019-07-23,12.119999885559082
2019-06-21,12.239999771118164
2019-05-20,12.369999885559082
2019-04-18,12.40999984741211
2018-09-06,12.369999885559082
2018-10-08,12.3100004196167
2019-02-13,12.329999923706055
2018-12-11,12.470000267028809
2019-09-25,12.100000381469727
2020-01-21,11.930000305175781
2020-04-09,11.850000381469727
2019-11-06,12.0600004196167
2020-01-24,11.949999809265137
2020-01-27,11.789999961853027
2020-04-15,11.640000343322754
2018-12-26,11.510000228881836
2019-08-07,11.399999618530273
2019-06-04,11.460000038146973
2018-09-21,11.550000190734863
2018-07-19,11.399999618530273
