Dates,CTL
2018-06-20,18.56999969482422
2018-06-21,18.450000762939453
2018-06-25,18.6200008392334
2018-06-22,18.780000686645508
2018-06-26,18.75
2018-06-27,18.649999618530273
2018-06-28,18.700000762939453
2018-06-29,18.639999389648438
2018-07-02,18.530000686645508
2018-07-03,19.100000381469727
2018-07-05,19.3799991607666
2018-07-16,19.65999984741211
2018-09-18,19.889999389648438
2019-01-24,20.110000610351562
2019-09-05,19.799999237060547
2018-11-21,20.0
2020-01-13,19.8799991607666
2020-04-01,19.610000610351562
2020-06-19,19.6299991607666
2019-10-29,19.510000228881836
2020-01-16,19.229999542236328
2020-06-22,18.760000228881836
2018-10-03,18.81999969482422
2018-07-31,18.709999084472656
2019-03-12,18.260000228881836
2019-02-08,18.389999389648438
2019-01-07,18.3700008392334
2018-12-06,18.639999389648438
2019-08-19,18.770000457763672
2019-07-18,18.56999969482422
2019-05-15,18.729999542236328
2019-09-20,18.829999923706055
2019-11-01,18.700000762939453
2020-04-07,18.639999389648438
2020-06-25,18.540000915527344
2020-06-16,20.969999313354492
2019-11-04,21.3799991607666
2020-01-22,21.8799991607666
2019-11-07,22.360000610351562
2020-04-13,22.469999313354492
2019-07-01,23.329999923706055
2019-05-30,23.479999542236328
2018-08-15,23.860000610351562
2018-10-18,23.979999542236328
2019-03-27,22.420000076293945
2019-01-22,22.809999465942383
2018-12-21,22.75
2019-09-03,22.8700008392334
2018-11-19,22.5
2019-08-02,22.34000015258789
2020-01-28,21.68000030517578
2020-04-16,21.360000610351562
2019-11-13,21.5
2020-01-31,21.649999618530273
2018-12-04,22.0
2018-11-02,21.940000534057617
2019-07-16,21.809999465942383
2018-08-30,22.510000228881836
2018-10-01,22.940000534057617
2019-06-14,22.649999618530273
2019-05-13,22.739999771118164
2019-04-11,22.780000686645508
2019-02-06,23.15999984741211
2019-09-18,22.739999771118164
2020-02-03,22.56999969482422
2020-04-22,22.940000534057617
2019-11-19,22.899999618530273
2020-02-06,21.049999237060547
2019-11-22,20.729999542236328
2019-03-25,20.889999389648438
2019-02-21,21.200000762939453
2018-12-19,21.450000762939453
2018-07-12,21.829999923706055
2018-09-14,21.889999389648438
2018-08-13,21.8700008392334
2018-10-16,21.860000610351562
2019-07-31,21.260000228881836
2019-05-28,21.030000686645508
2019-04-26,20.920000076293945
2020-04-28,20.139999389648438
2019-11-25,20.65999984741211
2020-02-12,20.709999084472656
2020-05-01,21.0
2020-05-04,21.149999618530273
2019-06-12,21.040000915527344
2019-04-09,21.989999771118164
2019-03-08,21.290000915527344
2019-02-04,21.5
2018-07-27,20.84000015258789
2018-08-28,21.06999969482422
2019-01-03,19.3700008392334
2019-08-15,19.760000228881836
2018-10-31,20.459999084472656
2019-09-16,20.639999389648438
2020-02-18,20.579999923706055
2020-05-07,20.969999313354492
2018-08-17,21.0
2019-12-04,21.149999618530273
2020-02-21,21.469999313354492
2018-12-17,21.079999923706055
2019-08-30,18.90999984741211
2018-11-15,19.229999542236328
2019-07-29,18.790000915527344
2019-06-27,19.06999969482422
2019-04-24,18.959999084472656
2018-07-10,19.170000076293945
2018-09-12,19.030000686645508
2019-02-19,18.489999771118164
2019-01-18,18.34000015258789
2020-02-24,17.8799991607666
2020-05-13,18.440000534057617
2019-12-10,18.56999969482422
2020-02-27,18.729999542236328
2019-12-13,18.6200008392334
2020-05-19,18.799999237060547
2019-03-06,18.790000915527344
2018-11-30,17.850000381469727
2019-08-13,17.479999542236328
2019-07-12,17.469999313354492
2019-06-10,17.049999237060547
2019-05-09,16.969999313354492
2018-07-25,17.31999969482422
2018-09-27,16.8799991607666
2018-10-29,17.0
2019-10-16,16.34000015258789
2019-12-16,16.329999923706055
2020-03-04,16.079999923706055
2020-05-22,15.470000267028809
2019-10-01,14.899999618530273
2019-12-19,14.520000457763672
2018-09-10,15.300000190734863
2019-05-24,15.25
2018-08-09,15.270000457763672
2019-04-22,15.149999618530273
2019-03-21,15.4399995803833
2019-01-16,15.510000228881836
2019-08-28,15.949999809265137
2018-11-13,16.299999237060547
2018-10-12,16.719999313354492
2019-06-25,16.170000076293945
2020-03-10,16.0
2020-05-28,16.270000457763672
2019-10-07,16.219999313354492
2020-03-13,16.190000534057617
2019-10-10,15.989999771118164
2020-03-16,15.34000015258789
2020-06-03,15.829999923706055
2018-11-28,15.390000343322754
2018-09-25,15.210000038146973
2018-07-23,14.710000038146973
2018-08-24,14.989999771118164
2019-07-10,15.09000015258789
2019-05-07,15.0
2019-04-05,14.979999542236328
2019-03-04,15.319999694824219
2019-01-31,15.25
2019-09-12,15.029999732971191
2019-12-31,14.579999923706055
2020-03-19,14.350000381469727
2020-01-03,14.119999885559082
2020-06-09,14.210000038146973
2019-02-15,14.109999656677246
2019-01-14,14.550000190734863
2018-07-06,14.699999809265137
2018-08-07,12.779999732971191
2018-10-10,13.739999771118164
2018-12-13,14.100000381469727
2019-08-26,13.899999618530273
2019-07-25,13.329999923706055
2019-05-22,13.4399995803833
2019-03-19,13.170000076293945
2020-01-06,12.979999542236328
2020-03-25,13.100000381469727
2020-06-12,13.1899995803833
2019-10-22,12.970000267028809
2020-01-09,12.149999618530273
2020-06-15,11.970000267028809
2019-10-25,11.5600004196167
2020-03-31,12.109999656677246
2020-06-18,12.300000190734863
2019-04-03,12.34000015258789
2018-08-22,12.220000267028809
2018-10-25,12.100000381469727
2019-01-29,11.920000076293945
2018-12-28,12.09000015258789
2018-11-26,12.069999694824219
2019-08-09,11.90999984741211
2019-07-08,11.899999618530273
2019-06-06,12.109999656677246
2019-09-10,12.170000076293945
2020-01-15,12.020000457763672
2020-04-03,12.300000190734863
2019-10-31,12.119999885559082
2020-04-06,12.050000190734863
2020-06-24,11.989999771118164
2018-11-09,12.369999885559082
2019-07-23,12.130000114440918
2019-06-21,12.369999885559082
2019-05-20,12.390000343322754
2019-04-18,12.550000190734863
2018-09-06,12.529999732971191
2018-10-08,12.390000343322754
2019-02-13,12.550000190734863
2018-12-11,12.59000015258789
2019-09-25,12.119999885559082
2020-01-21,11.970000267028809
2020-04-09,12.25
2019-11-06,12.109999656677246
2020-01-24,12.140000343322754
2020-01-27,11.880000114440918
2020-04-15,11.869999885559082
2018-12-26,11.59000015258789
2019-08-07,11.430000305175781
2019-06-04,11.619999885559082
2018-09-21,11.65999984741211
2018-07-19,11.420000076293945
2018-08-20,11.359999656677246
2018-10-23,11.420000076293945
2019-05-03,11.680000305175781
2019-04-01,11.520000457763672
2019-02-28,11.40999984741211
2019-11-12,11.430000305175781
2020-01-30,10.859999656677246
2019-11-15,10.890000343322754
2020-04-21,10.510000228881836
2019-04-16,11.0
2019-03-15,10.949999809265137
2019-02-11,10.649999618530273
2019-01-10,10.59000015258789
2019-08-22,10.130000114440918
2018-11-07,10.229999542236328
2018-08-03,9.960000038146973
2018-09-04,9.65999984741211
2019-06-19,10.109999656677246
2019-09-23,10.130000114440918
2019-11-18,10.390000343322754
2020-02-05,10.699999809265137
2020-04-24,10.449999809265137
2019-03-29,10.34000015258789
2019-11-21,10.350000381469727
2020-04-27,10.170000076293945
2020-02-11,10.479999542236328
2020-04-30,10.539999961853027
2019-05-01,10.329999923706055
2019-02-26,10.670000076293945
2019-01-25,10.770000457763672
2018-12-24,11.149999618530273
2019-09-06,11.100000381469727
2018-07-17,11.260000228881836
2018-09-19,11.449999809265137
2019-08-05,11.329999923706055
2019-10-08,11.350000381469727
2019-12-11,11.34000015258789
2019-11-27,11.119999885559082
2020-02-14,10.75
2020-05-06,10.90999984741211
2019-01-08,11.640000343322754
2018-12-07,11.760000228881836
2019-08-20,11.699999809265137
2018-11-05,11.640000343322754
2019-07-19,11.75
2018-10-04,11.770000457763672
2019-06-17,11.680000305175781
2019-05-16,11.779999732971191
2018-08-01,11.930000305175781
2019-03-13,12.069999694824219
2019-12-03,12.199999809265137
2020-02-20,12.260000228881836
2019-12-06,12.15999984741211
2020-05-12,11.789999961853027
2019-12-09,11.399999618530273
2020-02-26,11.369999885559082
2020-05-15,11.079999923706055
2019-03-28,11.170000076293945
2018-09-17,11.470000267028809
2018-08-16,11.460000038146973
2018-10-19,11.75
2019-04-29,11.770000457763672
2019-01-23,12.109999656677246
2019-09-04,12.09000015258789
2018-11-20,12.0600004196167
2019-07-02,12.020000457763672
2019-05-31,11.789999961853027
2019-12-12,11.949999809265137
2020-05-18,11.579999923706055
2019-09-27,10.699999809265137
2020-03-03,10.779999732971191
2020-05-21,11.199999809265137
2019-05-14,11.479999542236328
2018-08-31,11.289999961853027
2018-07-30,10.5600004196167
2018-10-02,11.210000038146973
