Dates,CTL
2018-06-20,18.610000610351562
2018-06-21,18.65999984741211
2018-06-25,18.829999923706055
2018-06-22,18.940000534057617
2018-06-26,19.020000457763672
2018-06-27,18.989999771118164
2018-06-28,18.780000686645508
2018-06-29,18.90999984741211
2018-07-02,18.65999984741211
2018-07-03,19.219999313354492
2018-07-05,19.3799991607666
2018-07-16,19.719999313354492
2018-09-18,19.959999084472656
2019-01-24,20.149999618530273
2019-09-05,20.110000610351562
2018-11-21,20.079999923706055
2020-01-13,20.059999465942383
2020-04-01,19.84000015258789
2020-06-19,19.799999237060547
2019-10-29,19.719999313354492
2020-01-16,19.5
2020-06-22,19.200000762939453
2018-10-03,18.93000030517578
2018-07-31,18.950000762939453
2019-03-12,18.670000076293945
2019-02-08,18.670000076293945
2019-01-07,18.690000534057617
2018-12-06,18.690000534057617
2019-08-19,18.979999542236328
2019-07-18,19.020000457763672
2019-05-15,18.8700008392334
2019-09-20,19.06999969482422
2019-11-01,18.889999389648438
2020-04-07,18.790000915527344
2020-06-25,18.75
2020-06-16,21.1200008392334
2019-11-04,21.6200008392334
2020-01-22,22.040000915527344
2019-11-07,22.549999237060547
2020-04-13,22.829999923706055
2019-07-01,23.399999618530273
2019-05-30,23.780000686645508
2018-08-15,23.899999618530273
2018-10-18,24.200000762939453
2019-03-27,23.25
2019-01-22,23.0
2018-12-21,23.010000228881836
2019-09-03,23.010000228881836
2018-11-19,23.0
2019-08-02,22.610000610351562
2020-01-28,21.889999389648438
2020-04-16,21.799999237060547
2019-11-13,21.579999923706055
2020-01-31,21.729999542236328
2018-12-04,22.059999465942383
2018-11-02,22.43000030517578
2019-07-16,22.110000610351562
2018-08-30,22.739999771118164
2018-10-01,23.040000915527344
2019-06-14,23.0
2019-05-13,22.809999465942383
2019-04-11,23.100000381469727
2019-02-06,23.229999542236328
2019-09-18,23.229999542236328
2020-02-03,22.809999465942383
2020-04-22,23.059999465942383
2019-11-19,23.1299991607666
2020-02-06,21.8799991607666
2019-11-22,21.15999984741211
2019-03-25,21.309999465942383
2019-02-21,21.350000381469727
2018-12-19,21.68000030517578
2018-07-12,21.899999618530273
2018-09-14,22.040000915527344
2018-08-13,21.989999771118164
2018-10-16,22.209999084472656
2019-07-31,21.850000381469727
2019-05-28,21.360000610351562
2019-04-26,21.6200008392334
2020-04-28,21.059999465942383
2019-11-25,20.739999771118164
2020-02-12,20.979999542236328
2020-05-01,21.079999923706055
2020-05-04,21.219999313354492
2019-06-12,21.260000228881836
2019-04-09,22.079999923706055
2019-03-08,22.040000915527344
2019-02-04,21.59000015258789
2018-07-27,21.729999542236328
2018-08-28,21.399999618530273
2019-01-03,20.780000686645508
2019-08-15,20.25
2018-10-31,20.530000686645508
2019-09-16,20.950000762939453
2020-02-18,21.040000915527344
