Dates,CTL
2019-09-17,7019400.0
2019-10-15,7310400.0
2020-01-02,7411300.0
2020-06-08,14070300.0
2019-10-18,12312500.0
2020-03-24,6980300.0
2020-06-11,16496600.0
2020-01-08,12326700.0
2019-04-25,12276500.0
2019-07-30,14966400.0
2019-02-20,12552800.0
2018-07-11,6673500.0
2018-09-13,12479100.0
2018-10-15,6394000.0
2019-06-28,9603900.0
2018-12-18,8728800.0
2018-11-16,11165800.0
2019-10-02,15181300.0
2020-03-27,14252300.0
2020-01-10,23376700.0
2019-10-24,44688900.0
2020-03-30,17107000.0
2020-06-17,17048200.0
2020-01-14,18904300.0
2020-04-02,9472500.0
2019-01-02,8293900.0
2019-08-14,9489000.0
2018-10-30,10510900.0
2019-06-11,6753300.0
2019-05-10,11128700.0
2019-04-08,6989400.0
2018-08-27,5648500.0
2018-07-26,11750300.0
2018-09-28,21428700.0
2019-03-07,8293200.0
2019-10-30,5159400.0
2020-01-17,9515800.0
2020-06-23,10681200.0
2020-04-08,6705200.0
2020-06-26,19762300.0
2019-03-22,8035100.0
2019-01-17,6710900.0
2019-08-29,10586400.0
2018-11-14,9143300.0
2019-06-26,9825100.0
2018-09-11,13354400.0
2018-07-09,9478500.0
2018-08-10,17537200.0
2019-04-23,10606400.0
2019-09-30,10795700.0
2020-01-23,17258000.0
2019-11-08,10928400.0
2020-04-14,3427200.0
2019-11-11,8356000.0
2020-01-29,9547600.0
2020-04-17,7441000.0
2018-07-24,8941500.0
2018-09-26,12652500.0
2019-05-08,11253000.0
2019-03-05,17276500.0
2019-02-01,18035100.0
2018-12-31,20760300.0
2018-11-29,10801100.0
2019-08-12,8359300.0
2019-07-11,9128900.0
2019-09-13,12508400.0
2019-11-14,8140000.0
2020-04-20,17802200.0
2020-02-04,15061700.0
2020-04-23,21275900.0
2018-12-14,26902300.0
2019-08-27,9107400.0
2018-08-08,10766700.0
2018-10-11,8533500.0
2018-11-12,8061100.0
2019-07-26,9226100.0
2019-06-24,9594800.0
2019-05-23,9330500.0
2019-03-20,6356600.0
2019-01-15,7784500.0
2019-11-20,8168900.0
2020-02-07,7691600.0
2020-02-10,6845100.0
2020-04-29,11337700.0
2019-11-26,7141000.0
2020-02-13,17786400.0
2019-01-30,29903600.0
2018-08-23,8816600.0
2018-09-24,20970400.0
2018-11-27,9368600.0
2018-10-26,9598300.0
2019-07-09,7082600.0
2019-06-07,7989800.0
2019-05-06,11568100.0
2019-04-04,10896700.0
2019-09-11,16264300.0
2019-11-29,25300900.0
2020-05-05,16969000.0
2019-12-02,11994000.0
2020-02-19,8847600.0
2020-05-08,12252600.0
2019-05-21,11375200.0
2019-03-18,20273700.0
2018-09-07,13882200.0
2018-08-06,15016500.0
2018-10-09,16743800.0
2019-02-14,21023000.0
2018-12-12,20759600.0
2019-07-24,19567300.0
2019-09-26,17499900.0
2019-10-28,13420900.0
2019-12-05,21130900.0
2020-05-11,18642200.0
2019-07-03,12836500.0
2020-02-25,19658700.0
2020-05-14,14728500.0
2020-02-28,18763600.0
2019-08-08,17308300.0
2019-06-05,12839000.0
2018-07-20,11837700.0
2018-08-21,14273800.0
2018-10-24,13572700.0
2019-04-02,15558000.0
2019-03-01,11522300.0
2019-01-28,11226300.0
2018-12-27,15495200.0
2019-09-09,10747600.0
2020-03-02,11693700.0
2020-05-20,11442300.0
2019-12-17,9588400.0
2020-03-05,10458200.0
2019-02-12,10635500.0
2019-01-11,11475300.0
2018-12-10,9982100.0
2019-08-23,12442100.0
2018-11-08,8292600.0
2019-07-22,6501100.0
2019-06-20,7205500.0
2018-09-05,11283600.0
2019-04-17,8126700.0
2019-09-24,8508400.0
2019-12-20,6991400.0
2020-05-26,10611200.0
2019-04-30,18600700.0
2019-12-23,17719300.0
2020-03-11,12027900.0
2020-05-29,12582500.0
2019-12-26,9064100.0
2020-06-01,15795500.0
2019-05-02,12561600.0
2019-02-27,11185700.0
2018-11-23,8970100.0
2019-08-06,9411500.0
2018-07-18,14146200.0
2018-09-20,13711300.0
2018-10-22,6344000.0
2019-07-05,12863800.0
2019-06-03,14913800.0
2019-10-09,9415000.0
2019-10-11,23211700.0
2020-03-17,12529800.0
2020-06-04,9906100.0
2019-10-14,12509300.0
2020-03-20,12411100.0
2018-11-06,14386900.0
2019-06-18,9441500.0
2019-05-17,10078400.0
2019-04-15,13515000.0
2019-03-14,17080100.0
2019-01-09,10859600.0
2018-08-02,16685000.0
2018-10-05,10097600.0
2019-08-21,7444600.0
2019-10-17,7783800.0
2020-03-23,25819800.0
2020-06-10,7943500.0
2019-02-25,8665900.0
2020-01-07,11627900.0
2020-03-26,9189800.0
2019-10-23,16876100.0
