Dates,NI
2018-06-20,24.799999237060547
2018-06-21,24.780000686645508
2018-06-25,25.059999465942383
2018-06-22,25.670000076293945
2018-06-26,25.56999969482422
2018-06-27,25.829999923706055
2018-06-28,26.1200008392334
2018-06-29,26.280000686645508
2018-07-02,26.520000457763672
2018-07-03,26.729999542236328
2018-07-05,26.799999237060547
2018-07-16,26.8799991607666
2018-09-18,26.059999465942383
2019-01-24,26.239999771118164
2019-09-05,26.3799991607666
2018-11-21,26.299999237060547
2020-01-13,26.299999237060547
2020-04-01,26.260000228881836
2020-06-19,26.1200008392334
2019-10-29,25.899999618530273
2020-01-16,26.149999618530273
2020-06-22,25.950000762939453
2018-10-03,25.739999771118164
2018-07-31,25.790000915527344
2019-03-12,25.790000915527344
2019-02-08,26.1200008392334
2019-01-07,26.170000076293945
2018-12-06,25.719999313354492
2019-08-19,26.18000030517578
2019-07-18,25.899999618530273
2019-05-15,26.290000915527344
2019-09-20,26.59000015258789
2019-11-01,26.790000915527344
2020-04-07,26.540000915527344
2020-06-25,26.469999313354492
2020-06-16,26.510000228881836
2019-11-04,26.610000610351562
2020-01-22,26.829999923706055
2019-11-07,26.959999084472656
2020-04-13,27.190000534057617
2019-07-01,27.520000457763672
2019-05-30,27.600000381469727
2018-08-15,27.43000030517578
2018-10-18,27.170000076293945
2019-03-27,27.0
2019-01-22,27.040000915527344
2018-12-21,27.059999465942383
2019-09-03,26.950000762939453
2018-11-19,26.950000762939453
2019-08-02,27.25
2020-01-28,27.149999618530273
2020-04-16,27.06999969482422
2019-11-13,27.1200008392334
2020-01-31,27.540000915527344
2018-12-04,27.68000030517578
2018-11-02,27.350000381469727
2019-07-16,27.6200008392334
2018-08-30,27.729999542236328
2018-10-01,27.889999389648438
2019-06-14,28.079999923706055
2019-05-13,24.790000915527344
2019-04-11,25.729999542236328
2019-02-06,25.920000076293945
2019-09-18,25.540000915527344
2020-02-03,25.229999542236328
2020-04-22,25.549999237060547
2019-11-19,25.290000915527344
2020-02-06,24.889999389648438
2019-11-22,24.559999465942383
2019-03-25,24.780000686645508
2019-02-21,24.920000076293945
2018-12-19,24.790000915527344
2018-07-12,25.059999465942383
2018-09-14,24.809999465942383
2018-08-13,25.049999237060547
2018-10-16,24.969999313354492
2019-07-31,25.049999237060547
2019-05-28,24.989999771118164
2019-04-26,25.079999923706055
2020-04-28,24.649999618530273
2019-11-25,24.309999465942383
2020-02-12,24.75
2020-05-01,25.15999984741211
2020-05-04,25.030000686645508
2019-06-12,25.239999771118164
2019-04-09,25.399999618530273
2019-03-08,25.18000030517578
2019-02-04,25.299999237060547
2018-07-27,26.190000534057617
2018-08-28,25.920000076293945
2019-01-03,25.440000534057617
2019-08-15,25.809999465942383
2018-10-31,25.8799991607666
2019-09-16,25.360000610351562
2020-02-18,25.3700008392334
2020-05-07,25.43000030517578
2018-08-17,25.93000030517578
2019-12-04,26.100000381469727
2020-02-21,26.15999984741211
2018-12-17,25.959999084472656
2019-08-30,26.15999984741211
2018-11-15,26.100000381469727
2019-07-29,25.959999084472656
2019-06-27,25.59000015258789
2019-04-24,25.309999465942383
2018-07-10,25.690000534057617
2018-09-12,25.93000030517578
2019-02-19,25.75
2019-01-18,25.559999465942383
2020-02-24,25.670000076293945
2020-05-13,25.790000915527344
2019-12-10,25.979999542236328
2020-02-27,25.760000228881836
2019-12-13,26.049999237060547
2020-05-19,26.420000076293945
2019-03-06,26.940000534057617
2018-11-30,27.09000015258789
2019-08-13,26.809999465942383
2019-07-12,27.139999389648438
2019-06-10,27.260000228881836
2019-05-09,27.5
2018-07-25,27.190000534057617
2018-09-27,27.6200008392334
2018-10-29,27.489999771118164
2019-10-16,26.639999389648438
2019-12-16,26.479999542236328
2020-03-04,26.3700008392334
2020-05-22,26.280000686645508
2019-10-01,26.049999237060547
2019-12-19,24.889999389648438
2018-09-10,25.059999465942383
2019-05-24,25.329999923706055
2018-08-09,25.479999542236328
2019-04-22,25.350000381469727
2019-03-21,25.06999969482422
2019-01-16,25.100000381469727
2019-08-28,25.540000915527344
2018-11-13,25.68000030517578
2018-10-12,26.15999984741211
2019-06-25,26.139999389648438
2020-03-10,26.670000076293945
2020-05-28,26.389999389648438
2019-10-07,25.920000076293945
2020-03-13,26.34000015258789
2019-10-10,26.450000762939453
2020-03-16,26.729999542236328
2020-06-03,26.649999618530273
2018-11-28,26.549999237060547
2018-09-25,26.829999923706055
2018-07-23,26.850000381469727
2018-08-24,26.360000610351562
2019-07-10,26.190000534057617
2019-05-07,26.350000381469727
2019-04-05,26.75
2019-03-04,27.280000686645508
2019-01-31,26.790000915527344
2019-09-12,26.229999542236328
2019-12-31,26.399999618530273
2020-03-19,26.309999465942383
2020-01-03,26.610000610351562
2020-06-09,26.579999923706055
2019-02-15,26.510000228881836
2019-01-14,26.780000686645508
2018-07-06,26.770000457763672
2018-08-07,26.780000686645508
2018-10-10,27.079999923706055
2018-12-13,26.940000534057617
2019-08-26,26.280000686645508
2019-07-25,26.440000534057617
2019-05-22,26.639999389648438
2019-03-19,26.459999084472656
2020-01-06,26.739999771118164
2020-03-25,26.940000534057617
2020-06-12,26.979999542236328
2019-10-22,26.90999984741211
2020-01-09,26.959999084472656
2020-06-15,26.90999984741211
2019-10-25,27.06999969482422
2020-03-31,27.260000228881836
2020-06-18,27.420000076293945
2019-04-03,27.780000686645508
2018-08-22,28.0
2018-10-25,27.979999542236328
2019-01-29,27.8700008392334
2018-12-28,27.889999389648438
2018-11-26,28.049999237060547
2019-08-09,27.799999237060547
2019-07-08,27.950000762939453
2019-06-06,28.40999984741211
2019-09-10,28.610000610351562
2020-01-15,28.639999389648438
2020-04-03,28.81999969482422
2019-10-31,28.68000030517578
2020-04-06,28.540000915527344
2020-06-24,28.65999984741211
2018-11-09,28.18000030517578
2019-07-23,28.219999313354492
2019-06-21,28.06999969482422
2019-05-20,27.90999984741211
2019-04-18,28.260000228881836
2018-09-06,28.010000228881836
2018-10-08,27.959999084472656
2019-02-13,27.8700008392334
2018-12-11,28.040000915527344
2019-09-25,28.06999969482422
2020-01-21,27.979999542236328
2020-04-09,27.600000381469727
2019-11-06,27.59000015258789
2020-01-24,27.559999465942383
2020-01-27,27.309999465942383
2020-04-15,27.299999237060547
2018-12-26,27.510000228881836
2019-08-07,27.84000015258789
2019-06-04,27.8799991607666
2018-09-21,27.459999084472656
2018-07-19,27.780000686645508
2018-08-20,27.399999618530273
2018-10-23,27.579999923706055
2019-05-03,27.860000610351562
2019-04-01,27.8799991607666
2019-02-28,27.739999771118164
2019-11-12,27.469999313354492
2020-01-30,27.510000228881836
2019-11-15,28.079999923706055
2020-04-21,28.299999237060547
2019-04-16,28.040000915527344
2019-03-15,28.059999465942383
2019-02-11,28.190000534057617
2019-01-10,28.290000915527344
2019-08-22,28.15999984741211
2018-11-07,28.1200008392334
2018-08-03,28.3799991607666
2018-09-04,28.459999084472656
2019-06-19,28.510000228881836
2019-09-23,27.8700008392334
2019-11-18,27.440000534057617
2020-02-05,27.549999237060547
2020-04-24,27.850000381469727
2019-03-29,28.1299991607666
2019-11-21,28.079999923706055
2020-04-27,28.510000228881836
2020-02-11,28.6200008392334
2020-04-30,28.540000915527344
2019-05-01,28.420000076293945
2019-02-26,28.170000076293945
2019-01-25,28.530000686645508
2018-12-24,28.479999542236328
2019-09-06,28.75
2018-07-17,29.15999984741211
2018-09-19,28.989999771118164
2019-08-05,29.440000534057617
2019-10-08,29.420000076293945
2019-12-11,29.360000610351562
2019-11-27,29.329999923706055
2020-02-14,29.34000015258789
2020-05-06,28.690000534057617
2019-01-08,28.610000610351562
2018-12-07,28.799999237060547
2019-08-20,28.59000015258789
2018-11-05,29.079999923706055
2019-07-19,29.510000228881836
2018-10-04,29.450000762939453
2019-06-17,29.399999618530273
2019-05-16,29.559999465942383
2018-08-01,29.5
2019-03-13,29.520000457763672
2019-12-03,29.34000015258789
2020-02-20,29.420000076293945
2019-12-06,29.139999389648438
2020-05-12,29.260000228881836
2019-12-09,29.59000015258789
2020-02-26,29.200000762939453
2020-05-15,29.139999389648438
2019-03-28,29.219999313354492
2018-09-17,29.459999084472656
2018-08-16,29.389999389648438
2018-10-19,29.5
2019-04-29,29.809999465942383
2019-01-23,29.579999923706055
2019-09-04,29.690000534057617
2018-11-20,30.040000915527344
2019-07-02,29.709999084472656
2019-05-31,28.110000610351562
2019-12-12,28.100000381469727
2020-05-18,27.6299991607666
2019-09-27,28.799999237060547
2020-03-03,28.56999969482422
2020-05-21,28.649999618530273
2019-05-14,28.709999084472656
2018-08-31,28.690000534057617
2018-07-30,29.030000686645508
2018-10-02,29.420000076293945
2019-04-12,29.6299991607666
2019-03-11,29.31999969482422
2019-02-07,29.65999984741211
2019-07-17,29.639999389648438
2019-09-19,29.020000457763672
2019-10-21,29.420000076293945
2019-12-18,29.239999771118164
2020-03-06,29.100000381469727
2019-10-03,29.440000534057617
2020-03-09,29.549999237060547
2020-05-27,30.059999465942383
2019-12-24,30.209999084472656
2020-03-12,29.670000076293945
2018-12-20,29.329999923706055
2019-08-01,28.90999984741211
2018-08-14,28.969999313354492
2018-07-13,29.139999389648438
2018-10-17,29.110000610351562
2019-05-29,29.040000915527344
2019-03-26,29.040000915527344
2019-02-22,29.43000030517578
2019-10-04,29.469999313354492
2019-11-05,29.440000534057617
2019-12-27,29.479999542236328
2020-06-02,29.6200008392334
2019-12-30,29.959999084472656
2020-03-18,30.06999969482422
2020-06-05,30.559999465942383
2019-07-15,30.030000686645508
2018-12-03,29.920000076293945
2019-06-13,29.729999542236328
2019-01-04,29.40999984741211
2018-08-29,29.3700008392334
2019-02-05,29.6299991607666
2018-11-01,29.329999923706055
2019-08-16,28.829999923706055
2019-04-10,29.040000915527344
2019-09-17,29.010000228881836
2019-10-15,29.139999389648438
2020-01-02,28.540000915527344
2020-06-08,28.139999389648438
2019-10-18,27.969999313354492
2020-03-24,27.950000762939453
2020-06-11,27.979999542236328
2020-01-08,28.049999237060547
2019-04-25,28.270000457763672
2019-07-30,28.149999618530273
2019-02-20,28.200000762939453
2018-07-11,28.040000915527344
2018-09-13,27.450000762939453
2018-10-15,27.309999465942383
2019-06-28,27.510000228881836
2018-12-18,28.040000915527344
2018-11-16,27.649999618530273
2019-10-02,27.309999465942383
2020-03-27,26.940000534057617
2020-01-10,27.09000015258789
2019-10-24,26.68000030517578
2020-03-30,26.40999984741211
2020-06-17,26.09000015258789
2020-01-14,26.09000015258789
2020-04-02,26.399999618530273
2019-01-02,26.31999969482422
2019-08-14,26.5
2018-10-30,26.25
2019-06-11,26.040000915527344
2019-05-10,26.059999465942383
2019-04-08,26.219999313354492
2018-08-27,26.360000610351562
2018-07-26,26.549999237060547
2018-09-28,26.459999084472656
2019-03-07,26.530000686645508
2019-10-30,26.450000762939453
2020-01-17,26.18000030517578
2020-06-23,26.40999984741211
2020-04-08,26.5
2020-06-26,26.649999618530273
2019-03-22,26.799999237060547
2019-01-17,26.719999313354492
2019-08-29,27.0
2018-11-14,26.889999389648438
2019-06-26,26.670000076293945
2018-09-11,26.8799991607666
2018-07-09,27.170000076293945
2018-08-10,27.260000228881836
2019-04-23,27.549999237060547
2019-09-30,27.610000610351562
2020-01-23,27.760000228881836
2019-11-08,27.450000762939453
2020-04-14,27.43000030517578
2019-11-11,27.350000381469727
2020-01-29,27.290000915527344
2020-04-17,27.520000457763672
2018-07-24,27.84000015258789
2018-09-26,27.18000030517578
2019-05-08,27.399999618530273
2019-03-05,27.389999389648438
2019-02-01,27.6299991607666
2018-12-31,27.65999984741211
2018-11-29,27.75
2019-08-12,27.639999389648438
2019-07-11,27.860000610351562
2019-09-13,28.18000030517578
2019-11-14,28.690000534057617
2020-04-20,28.84000015258789
2020-02-04,29.040000915527344
2020-04-23,29.190000534057617
2018-12-14,29.059999465942383
2019-08-27,29.190000534057617
2018-08-08,29.079999923706055
2018-10-11,28.889999389648438
2018-11-12,29.1200008392334
2019-07-26,29.190000534057617
2019-06-24,29.100000381469727
2019-05-23,29.309999465942383
2019-03-20,29.790000915527344
2019-01-15,29.479999542236328
2019-11-20,29.770000457763672
2020-02-07,29.850000381469727
2020-02-10,29.799999237060547
2020-04-29,29.860000610351562
2019-11-26,29.93000030517578
2020-02-13,29.829999923706055
2019-01-30,30.190000534057617
2018-08-23,30.209999084472656
2018-09-24,30.209999084472656
2018-11-27,30.020000457763672
2018-10-26,30.049999237060547
2019-07-09,29.8799991607666
2019-06-07,29.25
2019-05-06,28.3799991607666
2019-04-04,27.75
2019-09-11,27.299999237060547
2019-11-29,27.020000457763672
2020-05-05,28.559999465942383
2019-12-02,28.3799991607666
2020-02-19,29.860000610351562
2020-05-08,29.6299991607666
2019-05-21,29.459999084472656
2019-03-18,27.690000534057617
2018-09-07,28.520000457763672
2018-08-06,27.100000381469727
2018-10-09,24.020000457763672
2019-02-14,25.18000030517578
2018-12-12,20.940000534057617
2019-07-24,24.56999969482422
2019-09-26,23.600000381469727
2019-10-28,23.360000610351562
2019-12-05,21.0
2020-05-11,20.860000610351562
2019-07-03,21.940000534057617
2020-02-25,22.829999923706055
2020-05-14,24.549999237060547
2020-02-28,24.760000228881836
2019-08-08,26.079999923706055
2019-06-05,24.969999313354492
2018-07-20,23.059999465942383
2018-08-21,23.489999771118164
2018-10-24,22.489999771118164
2019-04-02,24.549999237060547
2019-03-01,24.110000610351562
2019-01-28,25.469999313354492
2018-12-27,26.579999923706055
2019-09-09,25.709999084472656
2020-03-02,26.6200008392334
2020-05-20,25.450000762939453
2019-12-17,25.93000030517578
2020-03-05,26.3799991607666
2019-02-12,25.479999542236328
2019-01-11,25.3799991607666
2018-12-10,26.010000228881836
2019-08-23,25.850000381469727
2018-11-08,26.030000686645508
2019-07-22,26.25
2019-06-20,26.850000381469727
2018-09-05,25.93000030517578
2019-04-17,25.110000610351562
2019-09-24,24.469999313354492
2019-12-20,24.399999618530273
2020-05-26,24.530000686645508
2019-04-30,22.920000076293945
2019-12-23,22.899999618530273
2020-03-11,23.270000457763672
2020-05-29,23.489999771118164
2019-12-26,22.770000457763672
2020-06-01,22.40999984741211
2019-05-02,22.489999771118164
2019-02-27,22.3700008392334
2018-11-23,23.170000076293945
2019-08-06,23.049999237060547
2018-07-18,23.079999923706055
2018-09-20,22.989999771118164
2018-10-22,23.09000015258789
2019-07-05,23.389999389648438
2019-06-03,23.31999969482422
2019-10-09,24.020000457763672
2019-10-11,23.829999923706055
2020-03-17,24.209999084472656
2020-06-04,24.719999313354492
2019-10-14,25.31999969482422
2020-03-20,24.6200008392334
2018-11-06,25.079999923706055
2019-06-18,25.610000610351562
2019-05-17,24.829999923706055
2019-04-15,24.40999984741211
2019-03-14,23.1200008392334
2019-01-09,23.260000228881836
2018-08-02,23.479999542236328
2018-10-05,23.639999389648438
2019-08-21,23.549999237060547
2019-10-17,23.729999542236328
2020-03-23,22.969999313354492
2020-06-10,23.229999542236328
2019-02-25,22.850000381469727
2020-01-07,22.399999618530273
2020-03-26,22.329999923706055
2019-10-23,22.350000381469727
