Dates,NI
2018-06-20,24.540000915527344
2018-06-21,24.479999542236328
2018-06-25,24.729999542236328
2018-06-22,24.989999771118164
2018-06-26,25.510000228881836
2018-06-27,25.479999542236328
2018-06-28,25.8700008392334
2018-06-29,25.860000610351562
2018-07-02,26.25
2018-07-03,26.34000015258789
2018-07-05,26.520000457763672
2018-07-16,26.799999237060547
2018-09-18,25.989999771118164
2019-01-24,25.760000228881836
2019-09-05,26.190000534057617
2018-11-21,26.229999542236328
2020-01-13,26.15999984741211
2020-04-01,26.079999923706055
2020-06-19,26.049999237060547
2019-10-29,25.799999237060547
2020-01-16,25.90999984741211
2020-06-22,25.760000228881836
2018-10-03,25.610000610351562
2018-07-31,25.309999465942383
2019-03-12,25.719999313354492
2019-02-08,25.889999389648438
2019-01-07,26.010000228881836
2018-12-06,25.68000030517578
2019-08-19,25.68000030517578
2019-07-18,25.43000030517578
2019-05-15,25.8700008392334
2019-09-20,26.139999389648438
2019-11-01,26.530000686645508
2020-04-07,26.34000015258789
2020-06-25,26.40999984741211
2020-06-16,26.350000381469727
2019-11-04,26.479999542236328
2020-01-22,26.530000686645508
2019-11-07,26.799999237060547
2020-04-13,26.950000762939453
2019-07-01,27.110000610351562
2019-05-30,27.40999984741211
2018-08-15,27.3700008392334
2018-10-18,27.079999923706055
2019-03-27,26.899999618530273
2019-01-22,26.959999084472656
2018-12-21,26.860000610351562
2019-09-03,26.75
2018-11-19,26.809999465942383
2019-08-02,27.0
2020-01-28,27.049999237060547
2020-04-16,27.020000457763672
2019-11-13,27.100000381469727
2020-01-31,27.059999465942383
2018-12-04,27.3700008392334
2018-11-02,27.299999237060547
2019-07-16,27.239999771118164
2018-08-30,27.530000686645508
2018-10-01,27.65999984741211
2019-06-14,27.670000076293945
2019-05-13,24.68000030517578
2019-04-11,24.790000915527344
2019-02-06,25.450000762939453
2019-09-18,25.260000228881836
2020-02-03,25.1299991607666
2020-04-22,24.719999313354492
2019-11-19,25.290000915527344
2020-02-06,24.809999465942383
2019-11-22,24.559999465942383
2019-03-25,24.56999969482422
2019-02-21,24.700000762939453
2018-12-19,24.709999084472656
2018-07-12,24.809999465942383
2018-09-14,24.6200008392334
2018-08-13,24.530000686645508
2018-10-16,24.899999618530273
2019-07-31,24.8799991607666
2019-05-28,24.93000030517578
2019-04-26,24.8799991607666
2020-04-28,24.469999313354492
2019-11-25,24.190000534057617
2020-02-12,24.290000915527344
2020-05-01,24.479999542236328
2020-05-04,24.90999984741211
2019-06-12,24.989999771118164
2019-04-09,24.93000030517578
2019-03-08,25.06999969482422
2019-02-04,25.079999923706055
2018-07-27,25.149999618530273
2018-08-28,25.760000228881836
2019-01-03,25.239999771118164
2019-08-15,25.459999084472656
