Dates,NI
2019-04-12,29.760000228881836
2019-03-11,29.729999542236328
2019-02-07,29.670000076293945
2019-07-17,29.75
2019-09-19,29.780000686645508
2019-10-21,29.43000030517578
2019-12-18,29.6200008392334
2020-03-06,29.350000381469727
2019-10-03,29.530000686645508
2020-03-09,29.68000030517578
2020-05-27,30.06999969482422
2019-12-24,30.329999923706055
2020-03-12,30.149999618530273
2018-12-20,29.719999313354492
2019-08-01,29.31999969482422
2018-08-14,28.969999313354492
2018-07-13,29.270000457763672
2018-10-17,29.510000228881836
2019-05-29,29.280000686645508
2019-03-26,29.309999465942383
2019-02-22,29.6200008392334
2019-10-04,29.600000381469727
2019-11-05,29.670000076293945
2019-12-27,29.6200008392334
2020-06-02,29.670000076293945
2019-12-30,30.15999984741211
2020-03-18,30.170000076293945
2020-06-05,30.670000076293945
2019-07-15,30.610000610351562
2018-12-03,30.110000610351562
2019-06-13,29.979999542236328
2019-01-04,29.75
2018-08-29,29.489999771118164
2019-02-05,29.649999618530273
2018-11-01,29.6299991607666
2019-08-16,29.31999969482422
2019-04-10,29.1200008392334
2019-09-17,29.1299991607666
2019-10-15,29.389999389648438
2020-01-02,29.239999771118164
2020-06-08,28.670000076293945
2019-10-18,28.260000228881836
2020-03-24,28.200000762939453
2020-06-11,28.1200008392334
2020-01-08,28.15999984741211
2019-04-25,28.34000015258789
2019-07-30,28.459999084472656
2019-02-20,28.420000076293945
2018-07-11,28.31999969482422
2018-09-13,28.010000228881836
2018-10-15,27.5
2019-06-28,27.520000457763672
2018-12-18,28.209999084472656
2018-11-16,28.079999923706055
2019-10-02,27.81999969482422
2020-03-27,27.239999771118164
2020-01-10,27.290000915527344
2019-10-24,27.100000381469727
2020-03-30,26.709999084472656
2020-06-17,26.510000228881836
2020-01-14,26.270000457763672
2020-04-02,26.610000610351562
2019-01-02,26.56999969482422
2019-08-14,26.510000228881836
2018-10-30,26.649999618530273
2019-06-11,26.3700008392334
2019-05-10,26.200000762939453
2019-04-08,26.280000686645508
2018-08-27,26.469999313354492
2018-07-26,26.579999923706055
2018-09-28,26.700000762939453
2019-03-07,26.56999969482422
2019-10-30,26.770000457763672
2020-01-17,26.3700008392334
2020-06-23,26.479999542236328
2020-04-08,26.610000610351562
2020-06-26,26.65999984741211
2019-03-22,26.809999465942383
2019-01-17,26.989999771118164
2019-08-29,27.030000686645508
2018-11-14,27.110000610351562
2019-06-26,26.989999771118164
2018-09-11,26.899999618530273
2018-07-09,27.170000076293945
2018-08-10,27.440000534057617
2019-04-23,27.579999923706055
2019-09-30,27.670000076293945
2020-01-23,27.899999618530273
2019-11-08,27.84000015258789
2020-04-14,27.510000228881836
2019-11-11,27.530000686645508
2020-01-29,27.3799991607666
2020-04-17,27.540000915527344
2018-07-24,27.850000381469727
2018-09-26,28.0
2019-05-08,27.43000030517578
2019-03-05,27.549999237060547
2019-02-01,27.639999389648438
2018-12-31,27.899999618530273
2018-11-29,27.860000610351562
2019-08-12,27.860000610351562
2019-07-11,28.049999237060547
2019-09-13,28.18000030517578
2019-11-14,28.889999389648438
2020-04-20,28.920000076293945
2020-02-04,29.1299991607666
2020-04-23,29.219999313354492
2018-12-14,29.25
2019-08-27,29.200000762939453
2018-08-08,29.209999084472656
2018-10-11,29.34000015258789
2018-11-12,29.239999771118164
2019-07-26,29.239999771118164
2019-06-24,29.270000457763672
2019-05-23,29.34000015258789
2019-03-20,29.84000015258789
2019-01-15,29.920000076293945
2019-11-20,29.81999969482422
2020-02-07,30.010000228881836
2020-02-10,30.110000610351562
2020-04-29,29.860000610351562
2019-11-26,30.149999618530273
2020-02-13,29.850000381469727
2019-01-30,30.190000534057617
2018-08-23,30.290000915527344
2018-09-24,30.459999084472656
2018-11-27,30.239999771118164
2018-10-26,30.100000381469727
2019-07-09,30.229999542236328
2019-06-07,29.81999969482422
2019-05-06,29.290000915527344
2019-04-04,29.209999084472656
2019-09-11,28.729999542236328
2019-11-29,27.559999465942383
2020-05-05,28.559999465942383
2019-12-02,29.100000381469727
2020-02-19,29.8799991607666
2020-05-08,30.100000381469727
2019-05-21,29.6299991607666
2019-03-18,28.489999771118164
2018-09-07,28.6200008392334
2018-08-06,28.049999237060547
2018-10-09,26.020000457763672
2019-02-14,25.190000534057617
2018-12-12,23.739999771118164
2019-07-24,24.8799991607666
2019-09-26,23.93000030517578
2019-10-28,24.030000686645508
2019-12-05,24.209999084472656
2020-05-11,21.59000015258789
2019-07-03,22.139999389648438
2020-02-25,23.5
2020-05-14,24.809999465942383
2020-02-28,25.579999923706055
2019-08-08,26.25
2019-06-05,25.889999389648438
2018-07-20,24.540000915527344
2018-08-21,23.950000762939453
2018-10-24,23.3700008392334
2019-04-02,24.889999389648438
2019-03-01,25.280000686645508
2019-01-28,25.639999389648438
2018-12-27,27.049999237060547
2019-09-09,26.440000534057617
2020-03-02,26.670000076293945
2020-05-20,26.06999969482422
2019-12-17,26.200000762939453
2020-03-05,26.8700008392334
2019-02-12,26.360000610351562
2019-01-11,25.690000534057617
2018-12-10,26.170000076293945
2019-08-23,26.149999618530273
2018-11-08,26.110000610351562
2019-07-22,26.420000076293945
2019-06-20,27.040000915527344
2018-09-05,27.239999771118164
2019-04-17,25.709999084472656
2019-09-24,24.8799991607666
2019-12-20,24.65999984741211
2020-05-26,24.850000381469727
2019-04-30,24.639999389648438
2019-12-23,23.6200008392334
2020-03-11,23.389999389648438
2020-05-29,23.729999542236328
2019-12-26,23.56999969482422
2020-06-01,22.68000030517578
2019-05-02,22.579999923706055
2019-02-27,22.600000381469727
2018-11-23,23.579999923706055
2019-08-06,23.3700008392334
2018-07-18,23.479999542236328
2018-09-20,23.459999084472656
2018-10-22,23.1299991607666
2019-07-05,23.829999923706055
2019-06-03,23.860000610351562
2019-10-09,24.06999969482422
2019-10-11,24.09000015258789
2020-03-17,24.43000030517578
2020-06-04,24.770000457763672
2019-10-14,25.6200008392334
2020-03-20,25.15999984741211
2018-11-06,25.68000030517578
2019-06-18,25.670000076293945
2019-05-17,25.329999923706055
2019-04-15,25.020000457763672
2019-03-14,23.979999542236328
2019-01-09,23.709999084472656
2018-08-02,23.610000610351562
2018-10-05,24.420000076293945
2019-08-21,23.760000228881836
2019-10-17,23.770000457763672
2020-03-23,24.15999984741211
2020-06-10,23.299999237060547
2019-02-25,23.549999237060547
2020-01-07,22.75
2020-03-26,22.3700008392334
2019-10-23,22.489999771118164
