Dates,SO
2018-06-20,45.040000915527344
2018-06-21,45.04999923706055
2018-06-25,45.47999954223633
2018-06-22,45.97999954223633
2018-06-26,46.09000015258789
2018-06-27,46.0
2018-06-28,46.5
2018-06-29,46.310001373291016
2018-07-02,46.41999816894531
2018-07-03,46.83000183105469
2018-07-05,47.02000045776367
2018-07-16,47.54999923706055
2018-09-18,47.689998626708984
2019-01-24,46.25
2019-09-05,47.400001525878906
2018-11-21,47.75
2020-01-13,47.900001525878906
2020-04-01,47.7599983215332
2020-06-19,47.79999923706055
2019-10-29,47.72999954223633
2020-01-16,47.599998474121094
2020-06-22,47.66999816894531
2018-10-03,47.58000183105469
2018-07-31,47.189998626708984
2019-03-12,47.31999969482422
2019-02-08,47.91999816894531
2019-01-07,48.130001068115234
2018-12-06,47.91999816894531
2019-08-19,48.04999923706055
2019-07-18,48.41999816894531
2019-05-15,48.08000183105469
2019-09-20,48.439998626708984
2019-11-01,48.900001525878906
2020-04-07,48.93000030517578
2020-06-25,47.45000076293945
2020-06-16,46.09000015258789
2019-11-04,46.720001220703125
2020-01-22,46.27000045776367
2019-11-07,46.400001525878906
2020-04-13,46.81999969482422
2019-07-01,47.060001373291016
2019-05-30,46.93000030517578
2018-08-15,46.90999984741211
2018-10-18,46.5099983215332
2019-03-27,45.9900016784668
2019-01-22,45.27000045776367
2018-12-21,45.16999816894531
2019-09-03,45.040000915527344
2018-11-19,44.54999923706055
2019-08-02,44.41999816894531
2020-01-28,44.540000915527344
2020-04-16,44.18000030517578
2019-11-13,43.77000045776367
2020-01-31,43.88999938964844
2018-12-04,44.79999923706055
2018-11-02,45.34000015258789
2019-07-16,44.540000915527344
2018-08-30,44.369998931884766
2018-10-01,44.15999984741211
2019-06-14,44.11000061035156
2019-05-13,44.15999984741211
2019-04-11,43.95000076293945
2019-02-06,44.380001068115234
2019-09-18,44.810001373291016
2020-02-03,43.650001525878906
2020-04-22,43.209999084472656
2019-11-19,43.90999984741211
2020-02-06,43.43000030517578
2019-11-22,42.880001068115234
2019-03-25,42.689998626708984
2019-02-21,43.33000183105469
2018-12-19,43.4900016784668
2018-07-12,43.36000061035156
2018-09-14,43.40999984741211
2018-08-13,42.68000030517578
2018-10-16,43.04999923706055
2019-07-31,43.810001373291016
2019-05-28,43.97999954223633
2019-04-26,44.189998626708984
2020-04-28,44.09000015258789
2019-11-25,43.4900016784668
2020-02-12,43.7400016784668
2020-05-01,44.119998931884766
2020-05-04,44.40999984741211
2019-06-12,44.43000030517578
2019-04-09,44.290000915527344
2019-03-08,45.04999923706055
2019-02-04,44.959999084472656
2018-07-27,44.91999816894531
2018-08-28,45.81999969482422
2019-01-03,45.5
2019-08-15,45.040000915527344
2018-10-31,46.0
2019-09-16,45.5
2020-02-18,45.040000915527344
2020-05-07,44.97999954223633
2018-08-17,44.880001068115234
2019-12-04,45.20000076293945
2020-02-21,45.779998779296875
2018-12-17,47.04999923706055
2019-08-30,46.560001373291016
2018-11-15,46.650001525878906
2019-07-29,46.779998779296875
2019-06-27,47.099998474121094
2019-04-24,47.25
2018-07-10,46.880001068115234
2018-09-12,46.790000915527344
2019-02-19,47.09000015258789
2019-01-18,46.5
2020-02-24,45.77000045776367
2020-05-13,45.72999954223633
2019-12-10,45.63999938964844
2020-02-27,46.09000015258789
2019-12-13,46.119998931884766
2020-05-19,46.63999938964844
2019-03-06,47.08000183105469
2018-11-30,47.65999984741211
2019-08-13,47.40999984741211
2019-07-12,46.5
2019-06-10,47.0
2019-05-09,47.400001525878906
2018-07-25,47.560001373291016
2018-09-27,47.150001525878906
2018-10-29,47.5099983215332
2019-10-16,47.400001525878906
2019-12-16,46.20000076293945
2020-03-04,45.7400016784668
2020-05-22,45.279998779296875
2019-10-01,44.939998626708984
2019-12-19,44.939998626708984
2018-09-10,43.13999938964844
2019-05-24,43.599998474121094
2018-08-09,44.0099983215332
2019-04-22,43.959999084472656
2019-03-21,43.88999938964844
2019-01-16,43.7599983215332
2019-08-28,44.119998931884766
2018-11-13,44.5099983215332
2018-10-12,44.61000061035156
2019-06-25,45.79999923706055
2020-03-10,45.599998474121094
2020-05-28,46.220001220703125
2019-10-07,46.189998626708984
2020-03-13,46.08000183105469
2019-10-10,46.529998779296875
2020-03-16,46.86000061035156
2020-06-03,47.099998474121094
2018-11-28,46.959999084472656
2018-09-25,47.06999969482422
2018-07-23,47.599998474121094
2018-08-24,47.849998474121094
2019-07-10,47.5099983215332
2019-05-07,47.58000183105469
2019-04-05,47.4900016784668
2019-03-04,47.93000030517578
2019-01-31,48.540000915527344
2019-09-12,48.099998474121094
2019-12-31,48.56999969482422
2020-03-19,48.56999969482422
2020-01-03,48.540000915527344
2020-06-09,49.0
2019-02-15,49.04999923706055
2019-01-14,49.2599983215332
2018-07-06,49.310001373291016
2018-08-07,49.20000076293945
2018-10-10,48.84000015258789
2018-12-13,48.540000915527344
2019-08-26,49.02000045776367
2019-07-25,49.33000183105469
2019-05-22,50.11000061035156
2019-03-19,50.25
2020-01-06,49.72999954223633
2020-03-25,49.09000015258789
2020-06-12,49.36000061035156
2019-10-22,49.790000915527344
2020-01-09,50.099998474121094
2020-06-15,50.0
2019-10-25,50.22999954223633
2020-03-31,50.27000045776367
2020-06-18,50.52000045776367
2019-04-03,50.90999984741211
2018-08-22,51.439998626708984
2018-10-25,51.650001525878906
2019-01-29,51.75
2018-12-28,51.47999954223633
2018-11-26,51.880001068115234
2019-08-09,51.779998779296875
2019-07-08,51.029998779296875
2019-06-06,51.13999938964844
2019-09-10,51.72999954223633
2020-01-15,52.0
2020-04-03,52.099998474121094
2019-10-31,52.56999969482422
2020-04-06,52.279998779296875
2020-06-24,51.470001220703125
2018-11-09,51.68000030517578
2019-07-23,51.5
2019-06-21,51.599998474121094
2019-05-20,51.68000030517578
2019-04-18,51.290000915527344
2018-09-06,51.619998931884766
2018-10-08,51.5
