Dates,SO
2018-06-20,45.220001220703125
2018-06-21,45.45000076293945
2018-06-25,45.93000030517578
2018-06-22,46.720001220703125
2018-06-26,46.58000183105469
2018-06-27,46.439998626708984
2018-06-28,46.849998474121094
2018-06-29,46.59000015258789
2018-07-02,46.90999984741211
2018-07-03,47.34000015258789
2018-07-05,47.560001373291016
2018-07-16,47.849998474121094
2018-09-18,47.709999084472656
2019-01-24,47.72999954223633
2019-09-05,47.88999938964844
2018-11-21,48.06999969482422
2020-01-13,48.119998931884766
2020-04-01,47.959999084472656
2020-06-19,47.900001525878906
2019-10-29,47.72999954223633
2020-01-16,48.2400016784668
2020-06-22,47.81999969482422
2018-10-03,47.70000076293945
2018-07-31,47.68000030517578
2019-03-12,47.790000915527344
2019-02-08,48.22999954223633
2019-01-07,48.290000915527344
2018-12-06,48.04999923706055
2019-08-19,48.650001525878906
2019-07-18,48.470001220703125
2019-05-15,48.540000915527344
2019-09-20,49.029998779296875
2019-11-01,49.43000030517578
2020-04-07,49.220001220703125
2020-06-25,47.5
2020-06-16,46.869998931884766
2019-11-04,46.81999969482422
2020-01-22,46.459999084472656
2019-11-07,46.81999969482422
2020-04-13,47.43000030517578
2019-07-01,47.619998931884766
2019-05-30,47.099998474121094
2018-08-15,46.939998626708984
2018-10-18,46.56999969482422
2019-03-27,46.0
2019-01-22,45.4900016784668
2018-12-21,45.220001220703125
2019-09-03,45.09000015258789
2018-11-19,44.630001068115234
2019-08-02,44.66999816894531
2020-01-28,44.63999938964844
2020-04-16,44.38999938964844
2019-11-13,44.27000045776367
2020-01-31,44.66999816894531
2018-12-04,45.97999954223633
2018-11-02,45.47999954223633
2019-07-16,44.66999816894531
2018-08-30,44.41999816894531
2018-10-01,44.459999084472656
2019-06-14,44.33000183105469
2019-05-13,44.209999084472656
2019-04-11,44.459999084472656
2019-02-06,44.880001068115234
2019-09-18,44.810001373291016
2020-02-03,43.68000030517578
2020-04-22,44.13999938964844
2019-11-19,44.310001373291016
2020-02-06,43.459999084472656
2019-11-22,43.20000076293945
2019-03-25,43.7400016784668
2019-02-21,43.77000045776367
2018-12-19,43.5
2018-07-12,43.65999984741211
2018-09-14,43.459999084472656
2018-08-13,43.349998474121094
2018-10-16,43.939998626708984
2019-07-31,44.34000015258789
2019-05-28,44.349998474121094
2019-04-26,44.63999938964844
2020-04-28,44.20000076293945
2019-11-25,43.72999954223633
2020-02-12,44.63999938964844
2020-05-01,44.77000045776367
2020-05-04,44.58000183105469
2019-06-12,44.529998779296875
2019-04-09,45.58000183105469
2019-03-08,45.33000183105469
2019-02-04,45.349998474121094
2018-07-27,46.2599983215332
2018-08-28,45.81999969482422
2019-01-03,45.689998626708984
2019-08-15,45.959999084472656
2018-10-31,46.33000183105469
2019-09-16,45.5
2020-02-18,45.16999816894531
2020-05-07,45.0
2018-08-17,45.439998626708984
2019-12-04,45.68000030517578
2020-02-21,47.099998474121094
2018-12-17,47.220001220703125
2019-08-30,47.0
2018-11-15,47.47999954223633
2019-07-29,47.380001068115234
2019-06-27,47.689998626708984
2019-04-24,47.2599983215332
2018-07-10,47.20000076293945
2018-09-12,47.18000030517578
