Dates,SO
2018-06-20,41.13828659057617
2018-06-21,41.357444763183594
2018-06-25,41.83229446411133
2018-06-22,42.55369567871094
2018-06-26,42.087982177734375
2018-06-27,42.3071403503418
2018-06-28,42.3162727355957
2018-06-29,42.28887939453125
2018-07-02,42.82765197753906
2018-07-03,42.91896438598633
2018-07-05,43.43034362792969
2018-07-16,43.61297607421875
2018-09-18,42.343666076660156
2019-01-24,43.22944259643555
2019-09-05,43.62210464477539
2018-11-21,43.81386947631836
2020-01-13,43.79560470581055
2020-04-01,43.567317962646484
2020-06-19,43.51252365112305
2019-10-29,43.421207427978516
2020-01-16,43.75908279418945
2020-06-22,43.39381408691406
2018-10-03,43.24770736694336
2018-07-31,43.412078857421875
2019-03-12,43.421207427978516
2019-02-08,43.905189514160156
2019-01-07,43.804744720458984
2018-12-06,43.74995422363281
2019-08-19,44.38003921508789
2019-07-18,43.905189514160156
2019-05-15,44.26132583618164
2019-09-20,44.6813850402832
2019-11-01,44.736175537109375
2020-04-07,44.818363189697266
2020-06-25,42.80938720703125
2020-06-16,42.745460510253906
2019-11-04,42.124507904052734
2020-01-22,42.37106704711914
2019-11-07,42.66328048706055
2020-04-13,43.055938720703125
2019-07-01,43.37554931640625
2019-05-30,43.44028854370117
2018-08-15,43.10734939575195
2018-10-18,42.54318618774414
2019-03-27,41.85879135131836
2019-01-22,41.74781036376953
2018-12-21,41.64607238769531
2019-09-03,41.27613830566406
2018-11-19,40.99868392944336
2019-08-02,41.19290542602539
2020-01-28,40.869205474853516
2020-04-16,40.490013122558594
2019-11-13,40.59175109863281
2020-01-31,41.30388259887695
2018-12-04,42.32121658325195
2018-11-02,40.99868392944336
2019-07-16,41.02642822265625
2018-08-30,40.850704193115234
2018-10-01,40.80447006225586
2019-06-14,40.96168899536133
2019-05-13,40.60099792480469
2019-04-11,41.05417251586914
2019-02-06,41.424110412597656
2019-09-18,40.4160270690918
2020-02-03,40.036834716796875
2020-04-22,40.702728271484375
2019-11-19,40.536258697509766
2020-02-06,39.5189208984375
2019-11-22,39.45417785644531
2019-03-25,39.990596771240234
2019-02-21,40.323543548583984
2018-12-19,39.93510437011719
2018-07-12,40.16631317138672
2018-09-14,39.57440948486328
2018-08-13,39.7501335144043
2018-10-16,40.42527770996094
2019-07-31,40.61949157714844
2019-05-28,40.80447006225586
2019-04-26,40.63799285888672
2020-04-28,40.2680549621582
2019-11-25,40.30504608154297
2020-02-12,40.89695358276367
2020-05-01,41.165157318115234
2020-05-04,40.980186462402344
2019-06-12,40.97093200683594
2019-04-09,41.683074951171875
2019-03-08,41.5905876159668
2019-02-04,41.368621826171875
2018-07-27,42.56168746948242
2018-08-28,41.8680419921875
2019-01-03,41.48885726928711
2019-08-15,42.44144821166992
2018-10-31,42.376712799072266
2019-09-16,41.64607238769531
2020-02-18,41.52585220336914
2020-05-07,41.377872467041016
2018-08-17,41.84954833984375
2019-12-04,42.23798370361328
2020-02-21,43.4772834777832
2018-12-17,43.07959747314453
2019-08-30,43.29231262207031
2018-11-15,43.366302490234375
2019-07-29,43.71774673461914
2019-06-27,43.83797836303711
2019-04-24,43.63451385498047
2018-07-10,43.92490768432617
2018-09-12,44.0654182434082
2019-02-19,43.709449768066406
2019-01-18,42.74458694458008
2020-02-24,42.82889175415039
2020-05-13,42.7633171081543
2019-12-10,43.17549514770508
2020-02-27,43.20359802246094
2019-12-13,43.59703826904297
2020-05-19,44.33708572387695
2019-03-06,44.48696517944336
2018-11-30,44.252777099609375
