Dates,SO
2018-06-20,44.84000015258789
2018-06-21,44.959999084472656
2018-06-25,45.25
2018-06-22,45.86000061035156
2018-06-26,45.72999954223633
2018-06-27,45.93000030517578
2018-06-28,46.27000045776367
2018-06-29,46.0
2018-07-02,46.369998931884766
2018-07-03,46.70000076293945
2018-07-05,46.83000183105469
2018-07-16,47.470001220703125
2018-09-18,46.189998626708984
2019-01-24,46.02000045776367
2019-09-05,47.31999969482422
2018-11-21,47.59000015258789
2020-01-13,47.540000915527344
2020-04-01,47.4900016784668
2020-06-19,47.5099983215332
2019-10-29,47.18000030517578
2020-01-16,47.599998474121094
2020-06-22,47.20000076293945
2018-10-03,47.130001068115234
2018-07-31,46.65999984741211
2019-03-12,47.310001373291016
2019-02-08,47.75
2019-01-07,47.790000915527344
2018-12-06,47.650001525878906
2019-08-19,48.0
2019-07-18,47.65999984741211
2019-05-15,47.90999984741211
2019-09-20,48.20000076293945
2019-11-01,48.84000015258789
2020-04-07,48.709999084472656
2020-06-25,46.70000076293945
2020-06-16,45.880001068115234
2019-11-04,46.060001373291016
2020-01-22,46.04999923706055
2019-11-07,46.310001373291016
2020-04-13,46.68000030517578
2019-07-01,46.93000030517578
2019-05-30,46.650001525878906
2018-08-15,46.54999923706055
2018-10-18,45.93000030517578
2019-03-27,45.08000183105469
2019-01-22,45.029998779296875
2018-12-21,44.93000030517578
2019-09-03,44.45000076293945
2018-11-19,44.31999969482422
2019-08-02,44.349998474121094
2020-01-28,44.060001373291016
2020-04-16,43.630001068115234
2019-11-13,43.720001220703125
2020-01-31,43.81999969482422
2018-12-04,44.650001525878906
2018-11-02,44.31999969482422
2019-07-16,44.130001068115234
2018-08-30,44.0
2018-10-01,43.709999084472656
2019-06-14,43.65999984741211
2019-05-13,43.61000061035156
2019-04-11,43.810001373291016
2019-02-06,44.22999954223633
2019-09-18,43.54999923706055
2020-02-03,43.099998474121094
2020-04-22,43.150001525878906
2019-11-19,43.61000061035156
2020-02-06,42.68000030517578
2019-11-22,42.56999969482422
2019-03-25,42.650001525878906
2019-02-21,43.279998779296875
2018-12-19,42.93000030517578
2018-07-12,43.2400016784668
2018-09-14,42.5099983215332
2018-08-13,42.540000915527344
2018-10-16,42.97999954223633
2019-07-31,43.66999816894531
2019-05-28,43.810001373291016
2019-04-26,43.93000030517578
2020-04-28,43.369998931884766
2019-11-25,43.029998779296875
2020-02-12,43.599998474121094
2020-05-01,43.900001525878906
2020-05-04,44.15999984741211
2019-06-12,44.09000015258789
