Dates,CHRW
2018-06-20,89.98999786376953
2018-06-21,90.37999725341797
2018-06-25,90.0
2018-06-22,88.22000122070312
2018-06-26,86.0
2018-06-27,84.94999694824219
2018-06-28,83.47000122070312
2018-06-29,83.58999633789062
2018-07-02,83.66000366210938
2018-07-03,85.75
2018-07-05,85.36000061035156
2018-07-16,84.22000122070312
2018-09-18,84.75
2019-01-24,85.87000274658203
2019-09-05,86.5199966430664
2018-11-21,86.04000091552734
2020-01-13,86.69999694824219
2020-04-01,87.19999694824219
2020-06-19,87.0999984741211
2019-10-29,87.79000091552734
2020-01-16,88.44999694824219
2020-06-22,89.5
2018-10-03,90.31999969482422
2018-07-31,90.0
2019-03-12,90.19000244140625
2019-02-08,91.69000244140625
2019-01-07,91.80000305175781
2018-12-06,91.30000305175781
2019-08-19,90.88999938964844
2019-07-18,93.80000305175781
2019-05-15,95.47000122070312
2019-09-20,95.43000030517578
2019-11-01,95.88999938964844
2020-04-07,96.0
2020-06-25,96.12999725341797
2020-06-16,94.58000183105469
2019-11-04,94.4000015258789
2020-01-22,95.1500015258789
2019-11-07,94.1500015258789
2020-04-13,93.2699966430664
2019-07-01,94.94000244140625
2019-05-30,96.43000030517578
2018-08-15,97.01000213623047
2018-10-18,97.01000213623047
2019-03-27,97.22000122070312
2019-01-22,97.26000213623047
2018-12-21,96.62999725341797
2019-09-03,96.7300033569336
2018-11-19,96.94999694824219
2019-08-02,96.2699966430664
2020-01-28,94.94000244140625
2020-04-16,95.69999694824219
2019-11-13,95.86000061035156
2020-01-31,95.47000122070312
2018-12-04,96.37000274658203
2018-11-02,96.94000244140625
2019-07-16,97.04000091552734
2018-08-30,100.0
2018-10-01,99.44999694824219
2019-06-14,99.63999938964844
2019-05-13,98.6500015258789
2019-04-11,100.20999908447266
2019-02-06,96.83999633789062
2019-09-18,97.13999938964844
2020-02-03,97.19000244140625
2020-04-22,96.83000183105469
2019-11-19,97.2699966430664
2020-02-06,96.33999633789062
2019-11-22,96.58000183105469
2019-03-25,97.3499984741211
2019-02-21,97.16999816894531
2018-12-19,98.66000366210938
2018-07-12,97.94000244140625
2018-09-14,97.3499984741211
2018-08-13,97.81999969482422
2018-10-16,97.29000091552734
2019-07-31,97.41999816894531
2019-05-28,97.73999786376953
2019-04-26,95.98999786376953
2020-04-28,92.5
2019-11-25,92.86000061035156
2020-02-12,92.0999984741211
2020-05-01,94.0
