Dates,CHRW
2018-06-20,90.87999725341797
2018-06-21,90.37999725341797
2018-06-25,90.30999755859375
2018-06-22,88.22000122070312
2018-06-26,86.6500015258789
2018-06-27,86.83000183105469
2018-06-28,83.94999694824219
2018-06-29,84.70999908447266
2018-07-02,85.69000244140625
2018-07-03,86.66000366210938
2018-07-05,85.48999786376953
2018-07-16,84.77999877929688
2018-09-18,86.05000305175781
2019-01-24,86.33000183105469
2019-09-05,86.91000366210938
2018-11-21,86.1500015258789
2020-01-13,87.0199966430664
2020-04-01,88.80000305175781
2020-06-19,88.06999969482422
2019-10-29,89.19999694824219
2020-01-16,90.16999816894531
2020-06-22,90.56999969482422
2018-10-03,91.1500015258789
2018-07-31,90.41999816894531
2019-03-12,91.87999725341797
2019-02-08,92.27999877929688
2019-01-07,92.48999786376953
2018-12-06,92.5
2019-08-19,92.62999725341797
2019-07-18,95.9000015258789
2019-05-15,96.05000305175781
2019-09-20,96.26000213623047
2019-11-01,96.38999938964844
2020-04-07,96.38999938964844
2020-06-25,96.76000213623047
2020-06-16,96.18000030517578
2019-11-04,95.2300033569336
2020-01-22,95.1500015258789
2019-11-07,94.55999755859375
2020-04-13,94.70999908447266
2019-07-01,96.41000366210938
2019-05-30,97.48999786376953
2018-08-15,97.91000366210938
2018-10-18,97.80999755859375
2019-03-27,98.80000305175781
2019-01-22,97.7699966430664
2018-12-21,96.83999633789062
2019-09-03,97.4800033569336
2018-11-19,97.26000213623047
2019-08-02,96.5199966430664
2020-01-28,96.12999725341797
2020-04-16,96.37000274658203
2019-11-13,97.26000213623047
2020-01-31,97.0199966430664
2018-12-04,98.0
2018-11-02,97.72000122070312
2019-07-16,100.20999908447266
2018-08-30,101.19999694824219
2018-10-01,99.83999633789062
2019-06-14,99.93000030517578
2019-05-13,100.54000091552734
2019-04-11,100.22000122070312
2019-02-06,97.51000213623047
2019-09-18,98.04000091552734
2020-02-03,98.48999786376953
2020-04-22,97.72000122070312
2019-11-19,98.06999969482422
2020-02-06,96.62000274658203
2019-11-22,97.87999725341797
2019-03-25,97.9800033569336
2019-02-21,98.04000091552734
2018-12-19,98.94999694824219
2018-07-12,98.11000061035156
2018-09-14,98.5999984741211
2018-08-13,98.62000274658203
2018-10-16,98.13999938964844
2019-07-31,98.12000274658203
2019-05-28,98.16000366210938
2019-04-26,95.98999786376953
2020-04-28,93.18000030517578
2019-11-25,93.08999633789062
2020-02-12,93.31999969482422
2020-05-01,94.62999725341797
2020-05-04,94.31999969482422
2019-06-12,94.30999755859375
2019-04-09,93.87999725341797
2019-03-08,91.9800033569336
2019-02-04,90.54000091552734
2018-07-27,88.83999633789062
2018-08-28,88.11000061035156
2019-01-03,87.43000030517578
2019-08-15,88.41999816894531
2018-10-31,88.87000274658203
2019-09-16,92.7300033569336
2020-02-18,91.22000122070312
2020-05-07,92.3499984741211
2018-08-17,89.44999694824219
2019-12-04,89.38999938964844
2020-02-21,90.97000122070312
2018-12-17,91.44999694824219
2019-08-30,91.56999969482422
2018-11-15,90.38999938964844
2019-07-29,89.06999969482422
2019-06-27,90.66999816894531
2019-04-24,91.80000305175781
2018-07-10,91.5
2018-09-12,91.20999908447266
2019-02-19,90.47000122070312
2019-01-18,89.33000183105469
2020-02-24,89.98999786376953
2020-05-13,90.75
2019-12-10,91.05000305175781
2020-02-27,92.51000213623047
2019-12-13,92.25
2020-05-19,92.98999786376953
2019-03-06,94.33999633789062
2018-11-30,92.0999984741211
2019-08-13,90.18000030517578
2019-07-12,90.80999755859375
2019-06-10,88.11000061035156
2019-05-09,89.16000366210938
2018-07-25,89.55999755859375
2018-09-27,88.44000244140625
2018-10-29,85.5
2019-10-16,85.2699966430664
2019-12-16,86.26000213623047
2020-03-04,86.86000061035156
2020-05-22,84.1500015258789
2019-10-01,83.98999786376953
2019-12-19,81.29000091552734
2018-09-10,82.30000305175781
2019-05-24,83.44999694824219
2018-08-09,84.77999877929688
2019-04-22,84.19999694824219
2019-03-21,83.80000305175781
2019-01-16,82.70999908447266
2019-08-28,83.16000366210938
2018-11-13,83.63999938964844
2018-10-12,84.05999755859375
2019-06-25,85.08999633789062
2020-03-10,85.5
2020-05-28,85.97000122070312
2019-10-07,85.98999786376953
2020-03-13,86.06999969482422
2019-10-10,85.94999694824219
2020-03-16,86.37999725341797
2020-06-03,88.73999786376953
2018-11-28,88.63999938964844
2018-09-25,87.18000030517578
2018-07-23,87.4000015258789
2018-08-24,87.70999908447266
2019-07-10,87.30999755859375
2019-05-07,87.2300033569336
2019-04-05,87.7300033569336
2019-03-04,87.4800033569336
2019-01-31,87.94999694824219
2019-09-12,88.62000274658203
2019-12-31,89.7300033569336
2020-03-19,91.19999694824219
2020-01-03,91.11000061035156
2020-06-09,90.48999786376953
2019-02-15,91.12000274658203
2019-01-14,91.69000244140625
2018-07-06,91.08000183105469
2018-08-07,91.4800033569336
2018-10-10,91.93000030517578
2018-12-13,92.44000244140625
2019-08-26,92.23999786376953
2019-07-25,92.48999786376953
2019-05-22,92.5999984741211
2019-03-19,92.72000122070312
2020-01-06,91.58000183105469
2020-03-25,90.91999816894531
2020-06-12,90.41999816894531
2019-10-22,91.98999786376953
2020-01-09,91.12999725341797
2020-06-15,89.12000274658203
2019-10-25,89.30999755859375
2020-03-31,88.19999694824219
2020-06-18,87.58999633789062
2019-04-03,88.91000366210938
2018-08-22,89.69999694824219
2018-10-25,89.80999755859375
2019-01-29,89.8499984741211
2018-12-28,90.12999725341797
2018-11-26,90.08999633789062
2019-08-09,90.20999908447266
2019-07-08,88.62999725341797
2019-06-06,87.5
2019-09-10,86.94999694824219
2020-01-15,84.8499984741211
2020-04-03,85.63999938964844
2019-10-31,86.41000366210938
2020-04-06,86.8499984741211
2020-06-24,87.05000305175781
2018-11-09,88.47000122070312
2019-07-23,88.93000030517578
2019-06-21,90.33000183105469
2019-05-20,90.33000183105469
2019-04-18,89.91999816894531
2018-09-06,90.0
2018-10-08,89.43000030517578
2019-02-13,89.0999984741211
2018-12-11,89.87000274658203
2019-09-25,90.97000122070312
2020-01-21,91.48999786376953
2020-04-09,89.87999725341797
2019-11-06,90.13999938964844
2020-01-24,90.88999938964844
2020-01-27,90.2300033569336
2020-04-15,91.43000030517578
2018-12-26,91.97000122070312
2019-08-07,91.27999877929688
2019-06-04,88.94000244140625
2018-09-21,87.44000244140625
2018-07-19,82.11000061035156
2018-08-20,82.43000030517578
2018-10-23,84.66000366210938
2019-05-03,84.97000122070312
2019-04-01,83.97000122070312
2019-02-28,83.13999938964844
2019-11-12,84.45999908447266
2020-01-30,83.88999938964844
2019-11-15,82.55999755859375
2020-04-21,81.33000183105469
2019-04-16,82.12999725341797
2019-03-15,82.01000213623047
2019-02-11,83.6500015258789
2019-01-10,83.23999786376953
2019-08-22,82.43000030517578
2018-11-07,82.75
2018-08-03,81.62999725341797
2018-09-04,81.62999725341797
2019-06-19,81.26000213623047
2019-09-23,79.81999969482422
2019-11-18,80.0
2020-02-05,80.2300033569336
2020-04-24,79.88999938964844
2019-03-29,80.62000274658203
2019-11-21,80.5199966430664
2020-04-27,81.16000366210938
2020-02-11,80.41000366210938
2020-04-30,80.97000122070312
2019-05-01,81.23999786376953
2019-02-26,81.33999633789062
2019-01-25,82.26000213623047
2018-12-24,83.75
2019-09-06,83.80999755859375
2018-07-17,83.76000213623047
2018-09-19,84.4000015258789
2019-08-05,83.7300033569336
2019-10-08,84.5
2019-12-11,84.0199966430664
2019-11-27,83.48999786376953
2020-02-14,83.19999694824219
2020-05-06,83.69000244140625
2019-01-08,84.87000274658203
2018-12-07,85.36000061035156
2019-08-20,85.55999755859375
2018-11-05,84.7699966430664
2019-07-19,85.22000122070312
2018-10-04,84.98999786376953
2019-06-17,85.02999877929688
2019-05-16,84.05000305175781
2018-08-01,83.98999786376953
2019-03-13,83.05000305175781
2019-12-03,85.66999816894531
2020-02-20,85.23999786376953
2019-12-06,86.01000213623047
2020-05-12,84.5999984741211
2019-12-09,82.66999816894531
2020-02-26,84.3499984741211
2020-05-15,84.38999938964844
2019-03-28,83.54000091552734
2018-09-17,86.83000183105469
2018-08-16,86.36000061035156
2018-10-19,85.2699966430664
2019-04-29,85.80999755859375
2019-01-23,85.87999725341797
2019-09-04,84.41000366210938
2018-11-20,83.29000091552734
2019-07-02,82.62999725341797
2019-05-31,81.48999786376953
2019-12-12,82.19999694824219
2020-05-18,83.66999816894531
2019-09-27,86.47000122070312
2020-03-03,87.05999755859375
2020-05-21,85.11000061035156
2019-05-14,85.58000183105469
2018-08-31,84.01000213623047
2018-07-30,83.16000366210938
2018-10-02,84.33000183105469
2019-04-12,85.80999755859375
2019-03-11,84.83999633789062
2019-02-07,85.16000366210938
2019-07-17,84.7300033569336
2019-09-19,83.58000183105469
2019-10-21,83.20999908447266
2019-12-18,83.91999816894531
2020-03-06,83.52999877929688
2019-10-03,85.30999755859375
2020-03-09,85.5
2020-05-27,84.5
2019-12-24,83.23999786376953
2020-03-12,84.12000274658203
2018-12-20,84.63999938964844
2019-08-01,83.80000305175781
2018-08-14,87.38999938964844
2018-07-13,89.16999816894531
2018-10-17,89.06999969482422
2019-05-29,87.41999816894531
2019-03-26,86.83000183105469
2019-02-22,86.4000015258789
2019-10-04,86.94000244140625
2019-11-05,86.5999984741211
2019-12-27,86.33000183105469
2020-06-02,84.55000305175781
2019-12-30,84.55999755859375
2020-03-18,84.97000122070312
2020-06-05,84.6500015258789
2019-07-15,84.87999725341797
2018-12-03,85.26000213623047
2019-06-13,85.87999725341797
2019-01-04,84.05999755859375
2018-08-29,82.47000122070312
2019-02-05,83.47000122070312
2018-11-01,83.8499984741211
2019-08-16,82.94999694824219
2019-04-10,83.33999633789062
2019-09-17,84.37000274658203
2019-10-15,86.16999816894531
2020-01-02,85.66999816894531
