Dates,CHRW
2018-06-20,90.2699966430664
2018-06-21,89.79000091552734
2018-06-25,88.61000061035156
2018-06-22,85.58999633789062
2018-06-26,84.88999938964844
2018-06-27,83.72000122070312
2018-06-28,83.52999877929688
2018-06-29,83.66000366210938
2018-07-02,85.62000274658203
2018-07-03,84.98999786376953
2018-07-05,84.4000015258789
2018-07-16,84.45999908447266
2018-09-18,85.86000061035156
2019-01-24,85.87999725341797
2019-09-05,85.83999633789062
2018-11-21,85.83000183105469
2020-01-13,86.73999786376953
2020-04-01,87.30000305175781
2020-06-19,87.69999694824219
2019-10-29,88.83999633789062
2020-01-16,89.58999633789062
2020-06-22,90.31999969482422
2018-10-03,89.63999938964844
2018-07-31,89.9800033569336
2019-03-12,91.75
2019-02-08,91.8499984741211
2019-01-07,91.44999694824219
2018-12-06,90.47000122070312
2019-08-19,92.2300033569336
2019-07-18,95.37999725341797
2019-05-15,95.43000030517578
2019-09-20,95.79000091552734
2019-11-01,96.22000122070312
2020-04-07,96.31999969482422
2020-06-25,96.06999969482422
2020-06-16,94.75
2019-11-04,94.9000015258789
2020-01-22,93.94000244140625
2019-11-07,93.97000122070312
2020-04-13,94.56999969482422
2019-07-01,96.4000015258789
2019-05-30,97.13999938964844
2018-08-15,97.37000274658203
2018-10-18,97.20999908447266
2019-03-27,97.2699966430664
2019-01-22,96.4000015258789
2018-12-21,96.5
2019-09-03,96.80999755859375
2018-11-19,96.31999969482422
2019-08-02,96.06999969482422
2020-01-28,95.58000183105469
2020-04-16,96.08000183105469
2019-11-13,96.08999633789062
2020-01-31,96.56999969482422
2018-12-04,97.19999694824219
2018-11-02,96.44000244140625
2019-07-16,100.18000030517578
2018-08-30,99.66000366210938
2018-10-01,99.11000061035156
2019-06-14,98.52999877929688
2019-05-13,100.08999633789062
2019-04-11,96.70999908447266
2019-02-06,97.19000244140625
2019-09-18,96.86000061035156
2020-02-03,96.36000061035156
2020-04-22,97.56999969482422
2019-11-19,96.36000061035156
2020-02-06,96.19000244140625
2019-11-22,97.2300033569336
2019-03-25,97.38999938964844
2019-02-21,97.91999816894531
2018-12-19,97.83999633789062
2018-07-12,97.05000305175781
2018-09-14,97.93000030517578
2018-08-13,97.54000091552734
2018-10-16,97.27999877929688
2019-07-31,97.76000213623047
2019-05-28,96.25
2019-04-26,92.55000305175781
2020-04-28,91.11000061035156
2019-11-25,91.68000030517578
2020-02-12,93.01000213623047
2020-05-01,94.19999694824219
2020-05-04,93.68000030517578
2019-06-12,93.33999633789062
2019-04-09,90.86000061035156
2019-03-08,91.63999938964844
2019-02-04,88.4000015258789
2018-07-27,86.29000091552734
2018-08-28,87.41000366210938
2019-01-03,86.19000244140625
2019-08-15,87.05999755859375
2018-10-31,88.29000091552734
2019-09-16,89.02999877929688
2020-02-18,90.9000015258789
2020-05-07,88.69999694824219
2018-08-17,88.12999725341797
2019-12-04,88.83000183105469
2020-02-21,90.87000274658203
2018-12-17,91.37000274658203
2019-08-30,89.61000061035156
2018-11-15,88.1500015258789
2019-07-29,88.19000244140625
2019-06-27,90.0
2019-04-24,91.26000213623047
2018-07-10,90.80000305175781
2018-09-12,90.56999969482422
2019-02-19,88.04000091552734
2019-01-18,89.23999786376953
2020-02-24,89.2300033569336
2020-05-13,90.69999694824219
2019-12-10,91.02999877929688
2020-02-27,91.88999938964844
2019-12-13,91.75
2020-05-19,92.33000183105469
2019-03-06,91.47000122070312
2018-11-30,88.87000274658203
2019-08-13,90.05000305175781
2019-07-12,87.69000244140625
2019-06-10,87.81999969482422
2019-05-09,88.06999969482422
2018-07-25,88.12000274658203
2018-09-27,84.83000183105469
2018-10-29,84.6500015258789
2019-10-16,84.83999633789062
2019-12-16,84.9800033569336
2020-03-04,83.87999725341797
2020-05-22,82.58999633789062
2019-10-01,80.87000274658203
2019-12-19,79.05999755859375
2018-09-10,82.22000122070312
2019-05-24,83.33000183105469
2018-08-09,83.20999908447266
2019-04-22,84.08999633789062
2019-03-21,82.9800033569336
2019-01-16,79.91999816894531
2019-08-28,82.69000244140625
2018-11-13,83.08999633789062
2018-10-12,83.76000213623047
2019-06-25,84.72000122070312
2020-03-10,85.44000244140625
2020-05-28,85.62999725341797
2019-10-07,85.8499984741211
2020-03-13,85.2300033569336
2019-10-10,85.0199966430664
2020-03-16,86.04000091552734
2020-06-03,88.66999816894531
2018-11-28,86.94999694824219
2018-09-25,86.9800033569336
2018-07-23,86.54000091552734
2018-08-24,87.05000305175781
2019-07-10,86.7699966430664
2019-05-07,86.61000061035156
2019-04-05,86.7300033569336
2019-03-04,86.7699966430664
2019-01-31,87.72000122070312
2019-09-12,88.62000274658203
2019-12-31,89.72000122070312
2020-03-19,90.79000091552734
2020-01-03,90.36000061035156
2020-06-09,90.36000061035156
2019-02-15,90.08999633789062
2019-01-14,91.01000213623047
2018-07-06,90.9000015258789
2018-08-07,90.69999694824219
2018-10-10,91.44999694824219
2018-12-13,91.94999694824219
