Dates,KMB
2018-06-20,101.05000305175781
2018-06-21,99.36000061035156
2018-06-25,100.0
2018-06-22,100.73999786376953
2018-06-26,101.77999877929688
2018-06-27,101.83999633789062
2018-06-28,103.19000244140625
2018-06-29,103.91999816894531
2018-07-02,104.19000244140625
2018-07-03,104.37000274658203
2018-07-05,104.94999694824219
2018-07-16,106.4000015258789
2018-09-18,105.0
2019-01-24,103.16999816894531
2019-09-05,104.5
2018-11-21,104.61000061035156
2020-01-13,104.75
2020-04-01,104.61000061035156
2020-06-19,105.37000274658203
2019-10-29,103.80000305175781
2020-01-16,102.1500015258789
2020-06-22,103.20999908447266
2018-10-03,103.8499984741211
2018-07-31,103.0
2019-03-12,105.4800033569336
2019-02-08,106.44999694824219
2019-01-07,107.02999877929688
2018-12-06,107.1500015258789
2019-08-19,108.12000274658203
2019-07-18,111.37000274658203
2019-05-15,112.38999938964844
2019-09-20,115.5
2019-11-01,115.9000015258789
2020-04-07,113.63999938964844
2020-06-25,112.08999633789062
2020-06-16,111.1500015258789
2019-11-04,109.87999725341797
2020-01-22,109.19000244140625
2019-11-07,110.75
2020-04-13,110.41999816894531
2019-07-01,115.95999908447266
2019-05-30,117.87000274658203
2018-08-15,117.87000274658203
2018-10-18,115.95999908447266
2019-03-27,115.72000122070312
2019-01-22,115.05000305175781
2018-12-21,115.62999725341797
2019-09-03,114.91000366210938
2018-11-19,115.05999755859375
2019-08-02,115.04000091552734
2020-01-28,113.87999725341797
2020-04-16,114.19999694824219
2019-11-13,113.36000061035156
2020-01-31,113.16999816894531
2018-12-04,114.11000061035156
2018-11-02,114.94000244140625
2019-07-16,115.56999969482422
2018-08-30,115.0
2018-10-01,114.52999877929688
2019-06-14,114.91000366210938
2019-05-13,115.19000244140625
2019-04-11,115.55000305175781
2019-02-06,116.12000274658203
2019-09-18,115.87999725341797
2020-02-03,115.77999877929688
2020-04-22,116.58999633789062
2019-11-19,113.91000366210938
2020-02-06,112.37000274658203
2019-11-22,112.30000305175781
2019-03-25,112.54000091552734
2019-02-21,112.62999725341797
2018-12-19,113.0
2018-07-12,113.36000061035156
2018-09-14,112.36000061035156
2018-08-13,110.73999786376953
2018-10-16,112.55999755859375
2019-07-31,111.87999725341797
2019-05-28,113.87999725341797
2019-04-26,111.0
2020-04-28,108.05000305175781
2019-11-25,107.5199966430664
2020-02-12,108.94999694824219
2020-05-01,109.55999755859375
2020-05-04,107.69999694824219
2019-06-12,108.37999725341797
2019-04-09,110.12999725341797
2019-03-08,104.86000061035156
2019-02-04,103.72000122070312
2018-07-27,104.30999755859375
2018-08-28,104.30000305175781
2019-01-03,100.31999969482422
2019-08-15,101.27999877929688
2018-10-31,103.01000213623047
2019-09-16,103.41999816894531
2020-02-18,104.11000061035156
2020-05-07,104.52999877929688
2018-08-17,105.20999908447266
2019-12-04,106.36000061035156
2020-02-21,106.0
2018-12-17,106.44000244140625
2019-08-30,107.4000015258789
2018-11-15,109.20999908447266
2019-07-29,109.19999694824219
2019-06-27,109.95999908447266
2019-04-24,109.41000366210938
2018-07-10,110.33999633789062
2018-09-12,109.83999633789062
2019-02-19,110.08000183105469
2019-01-18,110.29000091552734
2020-02-24,110.4000015258789
2020-05-13,111.5
2019-12-10,113.0199966430664
2020-02-27,113.77999877929688
2019-12-13,113.6500015258789
2020-05-19,114.19999694824219
2019-03-06,112.1500015258789
2018-11-30,112.08999633789062
2019-08-13,110.16000366210938
2019-07-12,112.38999938964844
2019-06-10,111.2699966430664
2019-05-09,113.8499984741211
2018-07-25,113.61000061035156
2018-09-27,114.23999786376953
2018-10-29,116.62999725341797
2019-10-16,113.45999908447266
2019-12-16,112.66000366210938
2020-03-04,112.94999694824219
2020-05-22,112.5
2019-10-01,112.2300033569336
2019-12-19,106.83999633789062
2018-09-10,106.58999633789062
2019-05-24,108.5
2018-08-09,112.33999633789062
2019-04-22,112.06999969482422
2019-03-21,111.01000213623047
2019-01-16,110.20999908447266
2019-08-28,109.7300033569336
2018-11-13,111.8499984741211
2018-10-12,112.5999984741211
2019-06-25,113.45999908447266
2020-03-10,113.62999725341797
2020-05-28,116.19000244140625
2019-10-07,115.51000213623047
2020-03-13,116.0
2019-10-10,114.48999786376953
2020-03-16,113.4000015258789
2020-06-03,116.1500015258789
2018-11-28,114.0199966430664
2018-09-25,109.41000366210938
2018-07-23,110.68000030517578
2018-08-24,108.06999969482422
2019-07-10,107.77999877929688
2019-05-07,107.44000244140625
2019-04-05,107.48999786376953
2019-03-04,107.62999725341797
2019-01-31,111.31999969482422
2019-09-12,111.83999633789062
2019-12-31,111.51000213623047
2020-03-19,111.58999633789062
2020-01-03,112.55999755859375
2020-06-09,113.05999755859375
2019-02-15,115.5
2019-01-14,115.68000030517578
2018-07-06,115.69999694824219
2018-08-07,115.01000213623047
2018-10-10,117.05999755859375
2018-12-13,117.72000122070312
2019-08-26,118.19000244140625
2019-07-25,117.88999938964844
2019-05-22,117.94000244140625
2019-03-19,117.43000030517578
2020-01-06,117.5199966430664
2020-03-25,116.55000305175781
2020-06-12,116.22000122070312
2019-10-22,115.06999969482422
2020-01-09,115.12999725341797
2020-06-15,116.3499984741211
2019-10-25,115.41999816894531
2020-03-31,114.62000274658203
2020-06-18,114.91999816894531
2019-04-03,115.70999908447266
2018-08-22,117.51000213623047
2018-10-25,117.70999908447266
2019-01-29,118.04000091552734
2018-12-28,118.26000213623047
2018-11-26,119.12000274658203
2019-08-09,119.05999755859375
2019-07-08,118.51000213623047
2019-06-06,119.31999969482422
2019-09-10,120.98999786376953
2020-01-15,121.43000030517578
2020-04-03,122.22000122070312
2019-10-31,122.19000244140625
2020-04-06,123.58999633789062
2020-06-24,123.05000305175781
2018-11-09,121.51000213623047
2019-07-23,122.06999969482422
2019-06-21,121.0
2019-05-20,121.6500015258789
2019-04-18,120.97000122070312
2018-09-06,121.12999725341797
2018-10-08,120.7699966430664
2019-02-13,121.11000061035156
2018-12-11,121.45999908447266
2019-09-25,122.04000091552734
2020-01-21,122.72000122070312
2020-04-09,121.94999694824219
2019-11-06,122.91999816894531
2020-01-24,122.41000366210938
2020-01-27,127.93000030517578
2020-04-15,125.41000366210938
2018-12-26,124.37000274658203
2019-08-07,122.81999969482422
2019-06-04,124.25
2018-09-21,124.88999938964844
2018-07-19,125.31999969482422
2018-08-20,125.47000122070312
2018-10-23,125.04000091552734
2019-05-03,126.91999816894531
2019-04-01,126.16000366210938
2019-02-28,125.38999938964844
2019-11-12,125.5199966430664
2020-01-30,125.70999908447266
2019-11-15,125.18000030517578
2020-04-21,126.0
2019-04-16,127.0
2019-03-15,127.30999755859375
2019-02-11,128.0800018310547
2019-01-10,127.81999969482422
2019-08-22,128.52000427246094
2018-11-07,129.75
2018-08-03,129.8800048828125
2018-09-04,130.05999755859375
2019-06-19,130.52999877929688
2019-09-23,128.4499969482422
2019-11-18,127.52999877929688
2020-02-05,128.47999572753906
2020-04-24,127.76000213623047
2019-03-29,128.0
2019-11-21,130.82000732421875
2020-04-27,131.08999633789062
2020-02-11,132.55999755859375
2020-04-30,134.0
2019-05-01,133.44000244140625
2019-02-26,134.0399932861328
2019-01-25,135.05999755859375
2018-12-24,135.75
2019-09-06,136.92999267578125
2018-07-17,136.00999450683594
2018-09-19,134.99000549316406
2019-08-05,134.19000244140625
2019-10-08,135.27999877929688
2019-12-11,135.11000061035156
2019-11-27,136.10000610351562
2020-02-14,136.66000366210938
2020-05-06,133.27000427246094
2019-01-08,133.22000122070312
2018-12-07,133.27999877929688
2019-08-20,133.5500030517578
2018-11-05,135.0500030517578
2019-07-19,137.02000427246094
2018-10-04,135.61000061035156
2019-06-17,136.92999267578125
2019-05-16,135.9600067138672
2018-08-01,137.24000549316406
2019-03-13,136.16000366210938
2019-12-03,137.49000549316406
2020-02-20,138.30999755859375
2019-12-06,138.36000061035156
2020-05-12,137.36000061035156
2019-12-09,136.4199981689453
2020-02-26,135.63999938964844
2020-05-15,133.7100067138672
2019-03-28,133.02999877929688
2018-09-17,134.00999450683594
2018-08-16,133.25
2018-10-19,134.75999450683594
2019-04-29,137.3000030517578
2019-01-23,137.9600067138672
2019-09-04,134.14999389648438
2018-11-20,134.6199951171875
2019-07-02,134.72000122070312
2019-05-31,132.75
2019-12-12,132.9199981689453
2020-05-18,132.32000732421875
2019-09-27,135.80999755859375
2020-03-03,137.14999389648438
2020-05-21,137.67999267578125
2019-05-14,137.72999572753906
2018-08-31,136.57000732421875
2018-07-30,137.27000427246094
2018-10-02,139.8800048828125
2019-04-12,140.7899932861328
2019-03-11,139.92999267578125
2019-02-07,140.6699981689453
2019-07-17,141.02000427246094
2019-09-19,137.57000732421875
2019-10-21,138.91000366210938
2019-12-18,140.33999633789062
2020-03-06,140.60000610351562
2019-10-03,140.42999267578125
2020-03-09,140.5800018310547
2020-05-27,139.69000244140625
2019-12-24,141.5399932861328
2020-03-12,139.27999877929688
2018-12-20,137.3800048828125
2019-08-01,132.05999755859375
2018-08-14,130.5399932861328
2018-07-13,129.2100067138672
2018-10-17,132.39999389648438
2019-05-29,131.8000030517578
2019-03-26,128.2899932861328
2019-02-22,128.66000366210938
2019-10-04,131.58999633789062
2019-11-05,133.0399932861328
2019-12-27,134.0
2020-06-02,136.00999450683594
2019-12-30,136.6300048828125
2020-03-18,136.88999938964844
2020-06-05,137.97000122070312
2019-07-15,140.8000030517578
2018-12-03,141.5399932861328
2019-06-13,140.1999969482422
2019-01-04,137.89999389648438
2018-08-29,138.8300018310547
2019-02-05,139.75
2018-11-01,140.02000427246094
2019-08-16,136.99000549316406
2019-04-10,136.3699951171875
2019-09-17,136.38999938964844
2019-10-15,137.02000427246094
2020-01-02,134.58999633789062
2020-06-08,133.1300048828125
2019-10-18,133.11000061035156
2020-03-24,134.63999938964844
2020-06-11,134.4600067138672
2020-01-08,136.67999267578125
2019-04-25,129.3800048828125
2019-07-30,129.91000366210938
2019-02-20,134.50999450683594
2018-07-11,134.17999267578125
2018-09-13,131.25
2018-10-15,131.07000732421875
2019-06-28,132.6199951171875
2018-12-18,132.07000732421875
2018-11-16,131.6300048828125
2019-10-02,129.00999450683594
2020-03-27,129.19000244140625
2020-01-10,130.8300018310547
2019-10-24,130.8000030517578
2020-03-30,130.63999938964844
2020-06-17,130.8800048828125
2020-01-14,130.88999938964844
2020-04-02,131.75
2019-01-02,131.94000244140625
2019-08-14,131.1999969482422
2018-10-30,131.42999267578125
2019-06-11,132.14999389648438
2019-05-10,132.89999389648438
2019-04-08,133.13999938964844
2018-08-27,131.8000030517578
2018-07-26,132.6199951171875
2018-09-28,133.00999450683594
2019-03-07,134.72999572753906
2019-10-30,135.83999633789062
2020-01-17,135.57000732421875
2020-06-23,135.16000366210938
2020-04-08,135.42999267578125
2020-06-26,135.85000610351562
2019-03-22,136.67999267578125
2019-01-17,136.02000427246094
2019-08-29,135.97000122070312
2018-11-14,136.07000732421875
2019-06-26,135.63999938964844
2018-09-11,134.89999389648438
2018-07-09,135.72999572753906
2018-08-10,134.58999633789062
2019-04-23,134.6199951171875
2019-09-30,135.02999877929688
2020-01-23,136.50999450683594
2019-11-08,136.75999450683594
2020-04-14,136.4600067138672
2019-11-11,136.8699951171875
2020-01-29,137.27000427246094
2020-04-17,136.3000030517578
2018-07-24,135.9600067138672
2018-09-26,135.00999450683594
2019-05-08,134.6199951171875
2019-03-05,135.3300018310547
2019-02-01,135.2899932861328
2018-12-31,135.92999267578125
2018-11-29,136.9199981689453
2019-08-12,138.64999389648438
2019-07-11,140.10000610351562
2019-09-13,140.16000366210938
2019-11-14,141.1699981689453
2020-04-20,142.22000122070312
2020-02-04,143.41000366210938
2020-04-23,143.05999755859375
2018-12-14,144.33999633789062
2019-08-27,138.3000030517578
2018-08-08,143.1199951171875
2018-10-11,142.11000061035156
2018-11-12,143.97000122070312
2019-07-26,143.0
2019-06-24,142.8800048828125
2019-05-23,143.1999969482422
2019-03-20,143.13999938964844
2019-01-15,143.11000061035156
2019-11-20,143.24000549316406
2020-02-07,144.50999450683594
2020-02-10,144.42999267578125
2020-04-29,145.00999450683594
2019-11-26,144.86000061035156
2020-02-13,143.89999389648438
2019-01-30,144.17999267578125
2018-08-23,144.25999450683594
2018-09-24,143.52000427246094
2018-11-27,143.3800048828125
2018-10-26,141.82000732421875
2019-07-09,141.1199951171875
2019-06-07,139.67999267578125
2019-05-06,138.63999938964844
2019-04-04,137.8699951171875
2019-09-11,133.9499969482422
2019-11-29,126.86000061035156
2020-05-05,132.1300048828125
2019-12-02,138.2100067138672
2020-02-19,142.92999267578125
2020-05-08,141.85000610351562
2019-05-21,138.63999938964844
2019-03-18,138.9499969482422
2018-09-07,134.52999877929688
2018-08-06,131.83999633789062
2018-10-09,121.77999877929688
2019-02-14,125.2300033569336
2018-12-12,122.29000091552734
2019-07-24,133.55999755859375
2019-09-26,132.1699981689453
2019-10-28,123.55999755859375
2019-12-05,117.6500015258789
2020-05-11,111.1500015258789
2019-07-03,110.66000366210938
2020-02-25,113.61000061035156
2020-05-14,116.68000030517578
2020-02-28,121.54000091552734
2019-08-08,126.36000061035156
2019-06-05,127.27999877929688
2018-07-20,122.76000213623047
2018-08-21,124.19000244140625
2018-10-24,127.20999908447266
2019-04-02,129.64999389648438
2019-03-01,130.9199981689453
2019-01-28,130.4499969482422
2018-12-27,130.52000427246094
2019-09-09,130.35000610351562
2020-03-02,135.22000122070312
2020-05-20,136.74000549316406
2019-12-17,136.91000366210938
2020-03-05,137.25999450683594
2019-02-12,139.30999755859375
2019-01-11,137.67999267578125
2018-12-10,137.3000030517578
2019-08-23,139.61000061035156
2018-11-08,139.47999572753906
2019-07-22,139.77000427246094
2019-06-20,138.77000427246094
2018-09-05,137.52999877929688
2019-04-17,137.60000610351562
2019-09-24,136.1699981689453
2019-12-20,135.4499969482422
2020-05-26,135.6999969482422
2019-04-30,134.5500030517578
2019-12-23,135.92999267578125
2020-03-11,137.42999267578125
2020-05-29,137.5500030517578
2019-12-26,137.52000427246094
2020-06-01,136.5
2019-05-02,134.22000122070312
2019-02-27,135.94000244140625
2018-11-23,136.30999755859375
2019-08-06,135.1199951171875
2018-07-18,134.25
2018-09-20,135.80999755859375
2018-10-22,136.33999633789062
2019-07-05,135.77000427246094
2019-06-03,134.52999877929688
2019-10-09,138.8000030517578
2019-10-11,139.57000732421875
2020-03-17,140.64999389648438
2020-06-04,140.1999969482422
2019-10-14,141.33999633789062
2020-03-20,137.4199981689453
2018-11-06,135.4499969482422
2019-06-18,137.0800018310547
2019-05-17,136.89999389648438
2019-04-15,137.85000610351562
2019-03-14,136.52000427246094
2019-01-09,135.22000122070312
2018-08-02,133.77000427246094
2018-10-05,139.16000366210938
2019-08-21,140.63999938964844
2019-10-17,141.58999633789062
2020-03-23,141.67999267578125
2020-06-10,141.0500030517578
2019-02-25,140.1699981689453
2020-01-07,137.82000732421875
2020-03-26,136.8800048828125
2019-10-23,136.0
