Dates,KMB
2018-06-20,95.36927032470703
2018-06-21,93.95256805419922
2018-06-25,94.73127746582031
2018-06-22,97.46148681640625
2018-06-26,96.93607330322266
2018-06-27,97.01113891601562
2018-06-28,98.07132720947266
2018-06-29,98.8312759399414
2018-07-02,98.484130859375
2018-07-03,98.13699340820312
2018-07-05,100.17290496826172
2018-07-16,100.24797058105469
2018-09-18,98.65301513671875
2019-01-24,98.287109375
2019-09-05,98.62486267089844
2018-11-21,98.63423919677734
2020-01-13,99.0939712524414
2020-04-01,98.8875732421875
2020-06-19,99.89144897460938
2019-10-29,97.4802474975586
2020-01-16,97.15188598632812
2020-06-22,98.21205139160156
2018-10-03,98.92509460449219
2018-07-31,99.60061645507812
2019-03-12,99.78824615478516
2019-02-08,101.38320922851562
2019-01-07,101.36444091796875
2018-12-06,101.3363037109375
2019-08-19,106.82484436035156
2019-07-18,105.39875793457031
2019-05-15,108.24153900146484
2019-09-20,109.48936462402344
2019-11-01,109.39553833007812
2020-04-07,106.95618438720703
2020-06-25,105.20172882080078
2020-06-16,104.33857727050781
2019-11-04,103.28777313232422
2020-01-22,104.1697006225586
2019-11-07,104.26351165771484
2020-04-13,109.26419830322266
2019-07-01,110.95297241210938
2019-05-30,112.17264556884766
2018-08-15,110.81224060058594
2018-10-18,109.71453094482422
2019-03-27,108.77632904052734
2019-01-22,109.01087951660156
2018-12-21,109.15160369873047
2019-09-03,108.11019134521484
2018-11-19,108.18524169921875
2019-08-02,108.0069808959961
2020-01-28,107.31271362304688
2020-04-16,108.40103912353516
2019-11-13,106.65596008300781
2020-01-31,109.47997283935547
2018-12-04,109.8206558227539
2018-11-02,109.27178192138672
2019-07-16,109.48943328857422
2018-08-30,108.96896362304688
2018-10-01,110.06669616699219
2019-06-14,109.8206558227539
2019-05-13,110.19917297363281
2019-04-11,110.80481719970703
2019-02-06,110.78590393066406
2019-09-18,109.91529083251953
2020-02-03,110.50199890136719
2020-04-22,110.4546890258789
2019-11-19,107.86177825927734
2020-02-06,106.4706802368164
2019-11-22,107.0006103515625
2019-03-25,106.8586654663086
2019-02-21,107.5400161743164
2018-12-19,107.5021743774414
2018-07-12,108.45795440673828
2018-09-14,106.49906921386719
2018-08-13,106.35710906982422
2018-10-16,107.3602066040039
2019-07-31,108.13618469238281
2019-05-28,107.98478698730469
2019-04-26,106.87760162353516
2020-04-28,102.3257827758789
2019-11-25,103.28157043457031
2020-02-12,104.36984252929688
2020-05-01,104.16165161132812
2020-05-04,102.97874450683594
2019-06-12,103.60331726074219
2019-04-09,104.31306457519531
2019-03-08,100.68865203857422
2019-02-04,98.54995727539062
2018-07-27,99.56253051757812
2018-08-28,98.95687866210938
2019-01-03,96.81819152832031
2019-08-15,96.8087387084961
2018-10-31,100.52777099609375
2019-09-16,98.70137786865234
2020-02-18,100.33850860595703
2020-05-07,99.81804656982422
2018-08-17,101.1334228515625
2019-12-04,101.23751831054688
2020-02-21,101.72013854980469
2018-12-17,101.45516204833984
2019-08-30,103.57493591308594
2018-11-15,104.45500946044922
2019-07-29,104.0670166015625
2019-06-27,105.02281188964844
2019-04-24,104.84300231933594
2018-07-10,105.2972412109375
2018-09-12,104.52124786376953
2019-02-19,105.6095199584961
2019-01-18,104.72943878173828
2020-02-24,106.76403045654297
2020-05-13,106.95330810546875
2019-12-10,109.25286865234375
2020-02-27,107.90907287597656
2019-12-13,108.77970123291016
2020-05-19,109.17716217041016
2019-03-06,107.11417388916016
2018-11-30,106.4706802368164
2019-08-13,107.80741882324219
2019-07-12,108.3707504272461
2019-06-10,108.55216217041016
2019-05-09,110.52861022949219
2018-07-25,108.77176666259766
2018-09-27,113.04930877685547
2018-10-29,112.11359405517578
2019-10-16,109.02001953125
2019-12-16,108.31346130371094
2020-03-04,108.73357391357422
2020-05-22,108.91499328613281
2019-10-01,110.71001434326172
2019-12-19,102.02127075195312
2018-09-10,105.74502563476562
2019-05-24,107.76921844482422
2018-08-09,108.0938491821289
2019-04-22,108.79086303710938
2019-03-21,106.738037109375
2019-01-16,105.6399917602539
2019-08-28,106.82395935058594
2018-11-13,108.26571655273438
2018-10-12,109.75521850585938
2019-06-25,108.85770416259766
2020-03-10,111.387939453125
2020-05-28,111.9035415649414
2019-10-07,110.99647521972656
2020-03-13,111.42613220214844
2019-10-10,109.55471801757812
2020-03-16,109.20143127441406
2020-06-03,111.58846282958984
2018-11-28,110.02256774902344
2018-09-25,107.08175659179688
2018-07-23,106.40383911132812
2018-08-24,103.23388671875
2019-07-10,103.16705322265625
2019-05-07,103.26252746582031
2019-04-05,102.99517822265625
2019-03-04,106.34654998779297
2019-01-31,106.69027709960938
2019-09-12,107.6737289428711
2019-12-31,107.14859771728516
2020-03-19,109.00092315673828
2020-01-03,108.23706817626953
2020-06-09,110.46178436279297
2019-02-15,111.51206970214844
2019-01-14,110.75777435302734
2018-07-06,110.84370422363281
2018-08-07,111.56935119628906
2018-10-10,113.08750915527344
2018-12-13,114.16642761230469
2019-08-26,113.2211685180664
2019-07-25,114.31920623779297
2019-05-22,113.7176742553711
2019-03-19,112.45732879638672
2020-01-06,112.4477767944336
2020-03-25,111.39749145507812
2020-06-12,111.55026245117188
2019-10-22,110.45222473144531
2020-01-09,111.17788696289062
2020-06-15,111.40703582763672
2019-10-25,110.88189697265625
2020-03-31,110.9589614868164
2020-06-18,111.63330078125
2019-04-03,113.2806396484375
2018-08-22,113.46366882324219
2018-10-25,114.1283950805664
2019-01-29,114.10912322998047
2018-12-28,115.78535461425781
2018-11-26,115.18806457519531
2019-08-09,115.54452514648438
2019-07-08,115.18806457519531
2019-06-06,117.00880432128906
2019-09-10,117.57719421386719
2020-01-15,117.44232177734375
2020-04-03,118.56945037841797
2019-10-31,118.82955169677734
2020-04-06,119.34976196289062
2020-06-24,119.35939025878906
2018-11-09,118.27080535888672
2019-07-23,118.15519714355469
2019-06-21,117.30745697021484
2019-05-20,117.51939392089844
2019-04-18,117.45195007324219
2018-09-06,117.18221282958984
2018-10-08,116.89320373535156
2019-02-13,117.20149230957031
2018-12-11,118.07813262939453
2019-09-25,118.66577911376953
2020-01-21,118.49237823486328
2020-04-09,118.80065155029297
2019-11-06,118.9258804321289
2020-01-24,119.02222442626953
2020-01-27,125.4766845703125
2020-04-15,121.016357421875
2018-12-26,119.84107208251953
2019-08-07,119.4653549194336
2019-06-04,121.13196563720703
2018-09-21,120.65992736816406
2018-07-19,123.67521667480469
2018-08-20,120.87185668945312
2018-10-23,122.59626007080078
2019-05-03,122.82746124267578
2019-04-01,123.21281433105469
2019-02-28,121.55583190917969
2019-11-12,122.23982238769531
2020-01-30,121.76778411865234
2019-11-15,122.76966094970703
2020-04-21,123.32840728759766
2019-04-16,122.8756332397461
2019-03-15,123.95458221435547
2019-02-11,124.00275421142578
2019-01-10,124.2050552368164
2019-08-22,125.34181213378906
2018-11-07,125.31291198730469
2018-08-03,126.179931640625
2018-09-04,126.11250305175781
2019-06-19,125.8427734375
2019-09-23,123.90641021728516
2019-11-18,123.7137451171875
2020-02-05,125.44779968261719
2020-04-24,123.20317077636719
2019-03-29,126.22810363769531
2019-11-21,126.61343383789062
2020-04-27,128.60757446289062
2020-02-11,129.6852264404297
2020-04-30,130.9764404296875
2019-05-01,130.7822723388672
2019-02-26,130.6851806640625
2019-01-25,132.33563232421875
2018-12-24,133.31617736816406
2019-09-06,133.63653564453125
2018-07-17,133.1996612548828
2018-09-19,132.11231994628906
2019-08-05,131.9181671142578
2019-10-08,132.33563232421875
2019-12-11,131.6365966796875
2019-11-27,133.7724609375
2020-02-14,132.84046936035156
2020-05-06,129.5201873779297
2019-01-08,130.01528930664062
2018-12-07,129.3939666748047
2019-08-20,131.47157287597656
2018-11-05,132.1026153564453
2019-07-19,134.31614685058594
2018-10-04,133.0637664794922
2019-06-17,134.45205688476562
2019-05-16,132.87930297851562
2018-08-01,133.7821807861328
2019-03-13,133.4132537841797
2019-12-03,134.7141571044922
2020-02-20,135.1898956298828
2019-12-06,134.48118591308594
2020-05-12,134.00546264648438
2019-12-09,133.52975463867188
2020-02-26,131.78224182128906
2020-05-15,130.34536743164062
2019-03-28,131.1123504638672
2018-09-17,130.72401428222656
2018-08-16,131.44244384765625
2018-10-19,133.17054748535156
2019-04-29,134.21905517578125
2019-01-23,134.26759338378906
2019-09-04,131.69485473632812
2018-11-20,131.2968292236328
2019-07-02,131.908447265625
2019-05-31,129.7337646484375
2019-12-12,130.59780883789062
2020-05-18,132.16087341308594
2019-09-27,134.5006103515625
2020-03-03,134.33554077148438
2020-05-21,134.1025390625
2019-05-14,135.3549346923828
2018-08-31,132.7239532470703
2018-07-30,135.2093048095703
2018-10-02,136.61703491210938
2019-04-12,138.578125
2019-03-11,136.06365966796875
2019-02-07,137.7723388671875
2019-07-17,137.64613342285156
2019-09-19,134.37440490722656
2019-10-21,136.16075134277344
2019-12-18,137.02479553222656
2020-03-06,137.81117248535156
2019-10-03,137.70437622070312
2020-03-09,136.99566650390625
2020-05-27,137.3839874267578
2019-12-24,138.51986694335938
2020-03-12,136.39784240722656
2018-12-20,134.9994354248047
2019-08-01,130.3250732421875
2018-08-14,128.2519073486328
2018-07-13,128.99513244628906
2018-10-17,130.6282196044922
2019-05-29,129.48406982421875
2019-03-26,125.93428039550781
2019-02-22,129.00489807128906
2019-10-04,130.14903259277344
2019-11-05,131.15628051757812
2019-12-27,132.05593872070312
2020-06-02,133.806396484375
2019-12-30,134.75497436523438
2020-03-18,134.53982543945312
2020-06-05,137.013916015625
2019-07-15,138.9208221435547
2018-12-03,138.91104125976562
2019-06-13,138.5296630859375
2019-01-04,136.7009735107422
2018-08-29,136.63253784179688
2019-02-05,138.47100830078125
2018-11-01,137.0628204345703
2019-08-16,134.08021545410156
2019-04-10,134.31491088867188
2019-09-17,134.8429718017578
2019-10-15,134.58872985839844
2020-01-02,132.11463928222656
2020-06-08,130.9117889404297
2019-10-18,131.7234649658203
2020-03-24,132.6231231689453
2020-06-11,134.1877899169922
2020-01-08,136.11424255371094
2019-04-25,126.52102661132812
2019-07-30,131.32252502441406
2019-02-20,132.20263671875
2018-07-11,131.23451232910156
2018-09-13,128.96578979492188
2018-10-15,130.0023651123047
2019-06-28,130.71621704101562
2018-12-18,129.94369506835938
2018-11-16,129.1222381591797
2019-10-02,126.50146484375
2020-03-27,127.4891357421875
2020-01-10,128.80931091308594
2019-10-24,128.84841918945312
2020-03-30,128.5550537109375
2020-06-17,128.30079650878906
2020-01-14,128.44749450683594
2020-04-02,129.49383544921875
2019-01-02,129.46450805664062
2019-08-14,128.72129821777344
2018-10-30,129.5916290283203
2019-06-11,130.0023651123047
2019-05-10,131.6256866455078
2019-04-08,130.4130859375
2018-08-27,130.57931518554688
2018-07-26,130.40330505371094
2018-09-28,131.59632873535156
2019-03-07,133.24899291992188
2019-10-30,133.3272247314453
2020-01-17,133.28811645507812
2020-06-23,133.02407836914062
2020-04-08,134.45181274414062
2020-06-26,134.5109405517578
2019-03-22,134.9641571044922
