Dates,KMB
2018-06-20,101.6500015258789
2018-06-21,100.13999938964844
2018-06-25,100.97000122070312
2018-06-22,103.87999725341797
2018-06-26,103.31999969482422
2018-06-27,103.4000015258789
2018-06-28,104.52999877929688
2018-06-29,105.33999633789062
2018-07-02,104.97000122070312
2018-07-03,104.5999984741211
2018-07-05,106.7699966430664
2018-07-16,106.8499984741211
2018-09-18,105.1500015258789
2019-01-24,104.76000213623047
2019-09-05,105.12000274658203
2018-11-21,105.12999725341797
2020-01-13,105.62000274658203
2020-04-01,105.4000015258789
2020-06-19,106.47000122070312
2019-10-29,103.9000015258789
2020-01-16,103.55000305175781
2020-06-22,104.68000030517578
2018-10-03,105.44000244140625
2018-07-31,106.16000366210938
2019-03-12,106.36000061035156
2019-02-08,108.05999755859375
2019-01-07,108.04000091552734
2018-12-06,108.01000213623047
2019-08-19,113.86000061035156
2019-07-18,112.33999633789062
2019-05-15,115.37000274658203
2019-09-20,116.69999694824219
2019-11-01,116.5999984741211
2020-04-07,114.0
2020-06-25,112.12999725341797
2020-06-16,111.20999908447266
2019-11-04,110.08999633789062
2020-01-22,111.02999877929688
2019-11-07,111.12999725341797
2020-04-13,116.45999908447266
2019-07-01,118.26000213623047
2019-05-30,119.55999755859375
2018-08-15,118.11000061035156
2018-10-18,116.94000244140625
2019-03-27,115.94000244140625
2019-01-22,116.19000244140625
2018-12-21,116.33999633789062
2019-09-03,115.2300033569336
2018-11-19,115.30999755859375
2019-08-02,115.12000274658203
2020-01-28,114.37999725341797
2020-04-16,115.54000091552734
2019-11-13,113.68000030517578
2020-01-31,116.69000244140625
2018-12-04,116.05000305175781
2018-11-02,115.47000122070312
2019-07-16,115.69999694824219
2018-08-30,115.1500015258789
2018-10-01,116.30999755859375
2019-06-14,116.05000305175781
2019-05-13,116.44999694824219
2019-04-11,117.08999633789062
2019-02-06,117.06999969482422
2019-09-18,116.1500015258789
2020-02-03,116.7699966430664
2020-04-22,116.72000122070312
2019-11-19,113.9800033569336
2020-02-06,112.51000213623047
2019-11-22,113.06999969482422
2019-03-25,112.91999816894531
2019-02-21,113.63999938964844
2018-12-19,113.5999984741211
2018-07-12,114.61000061035156
2018-09-14,112.54000091552734
2018-08-13,112.38999938964844
2018-10-16,113.44999694824219
2019-07-31,114.2699966430664
2019-05-28,114.11000061035156
2019-04-26,112.94000244140625
2020-04-28,108.12999725341797
2019-11-25,109.13999938964844
2020-02-12,110.29000091552734
2020-05-01,110.06999969482422
2020-05-04,108.81999969482422
2019-06-12,109.4800033569336
2019-04-09,110.2300033569336
2019-03-08,106.4000015258789
2019-02-04,104.13999938964844
2018-07-27,105.20999908447266
2018-08-28,104.56999969482422
2019-01-03,102.30999755859375
2019-08-15,102.30000305175781
2018-10-31,106.2300033569336
2019-09-16,104.30000305175781
2020-02-18,106.02999877929688
2020-05-07,105.4800033569336
2018-08-17,106.87000274658203
2019-12-04,106.9800033569336
2020-02-21,107.48999786376953
2018-12-17,107.20999908447266
2019-08-30,109.44999694824219
2018-11-15,110.37999725341797
2019-07-29,109.97000122070312
2019-06-27,110.9800033569336
2019-04-24,110.79000091552734
2018-07-10,111.2699966430664
2018-09-12,110.44999694824219
2019-02-19,111.5999984741211
2019-01-18,110.66999816894531
2020-02-24,112.81999969482422
2020-05-13,113.0199966430664
2019-12-10,115.44999694824219
2020-02-27,114.02999877929688
2019-12-13,114.94999694824219
2020-05-19,115.37000274658203
2019-03-06,113.19000244140625
2018-11-30,112.51000213623047
2019-08-13,112.91000366210938
2019-07-12,113.5
2019-06-10,113.69000244140625
2019-05-09,115.76000213623047
2018-07-25,113.91999816894531
2018-09-27,118.4000015258789
2018-10-29,117.41999816894531
2019-10-16,114.18000030517578
2019-12-16,113.44000244140625
2020-03-04,113.87999725341797
2020-05-22,114.06999969482422
2019-10-01,115.94999694824219
2019-12-19,106.8499984741211
2018-09-10,110.75
2019-05-24,112.87000274658203
2018-08-09,113.20999908447266
2019-04-22,113.94000244140625
2019-03-21,111.79000091552734
2019-01-16,110.63999938964844
2019-08-28,111.87999725341797
2018-11-13,113.38999938964844
2018-10-12,114.94999694824219
2019-06-25,114.01000213623047
2020-03-10,116.66000366210938
2020-05-28,117.19999694824219
2019-10-07,116.25
2020-03-13,116.69999694824219
2019-10-10,114.73999786376953
2020-03-16,114.37000274658203
2020-06-03,116.87000274658203
2018-11-28,115.2300033569336
2018-09-25,112.1500015258789
2018-07-23,111.44000244140625
2018-08-24,108.12000274658203
2019-07-10,108.05000305175781
2019-05-07,108.1500015258789
2019-04-05,107.87000274658203
2019-03-04,111.37999725341797
2019-01-31,111.73999786376953
2019-09-12,112.7699966430664
2019-12-31,112.22000122070312
2020-03-19,114.16000366210938
2020-01-03,113.36000061035156
2020-06-09,115.69000244140625
2019-02-15,116.79000091552734
