Dates,UAL
2018-06-20,73.12000274658203
2018-06-21,73.77999877929688
2018-06-25,74.19000244140625
2018-06-22,72.80000305175781
2018-06-26,71.38999938964844
2018-06-27,71.08000183105469
2018-06-28,69.68000030517578
2018-06-29,69.76000213623047
2018-07-02,69.4000015258789
2018-07-03,69.77999877929688
2018-07-05,70.55000305175781
2018-07-16,71.01000213623047
2018-09-18,71.2300033569336
2019-01-24,71.7699966430664
2019-09-05,70.4000015258789
2018-11-21,69.52999877929688
2020-01-13,70.93000030517578
2020-04-01,72.33000183105469
2020-06-19,72.20999908447266
2019-10-29,75.5999984741211
2020-01-16,80.0
2020-06-22,80.55000305175781
2018-10-03,80.7699966430664
2018-07-31,81.75
2019-03-12,80.4000015258789
2019-02-08,80.44999694824219
2019-01-07,81.02999877929688
2018-12-06,79.62000274658203
2019-08-19,80.26000213623047
2019-07-18,80.7699966430664
2019-05-15,79.19999694824219
2019-09-20,80.88999938964844
2019-11-01,81.2699966430664
2020-04-07,82.31999969482422
2020-06-25,82.63999938964844
2020-06-16,82.91000366210938
2019-11-04,82.25
2020-01-22,81.80999755859375
2019-11-07,81.05000305175781
2020-04-13,81.26000213623047
2019-07-01,82.13999938964844
2019-05-30,81.69000244140625
2018-08-15,82.41000366210938
2018-10-18,85.47000122070312
2019-03-27,85.2300033569336
2019-01-22,84.5999984741211
2018-12-21,84.48999786376953
2019-09-03,85.69999694824219
2018-11-19,86.04000091552734
2019-08-02,86.98999786376953
2020-01-28,86.86000061035156
2020-04-16,86.9000015258789
2019-11-13,87.83999633789062
2020-01-31,88.63999938964844
2018-12-04,88.16000366210938
2018-11-02,87.01000213623047
2019-07-16,87.68000030517578
2018-08-30,87.95999908447266
2018-10-01,88.9000015258789
2019-06-14,87.9800033569336
2019-05-13,89.73999786376953
2019-04-11,90.5
2019-02-06,89.33999633789062
2019-09-18,90.0199966430664
2020-02-03,89.83999633789062
2020-04-22,89.56999969482422
2019-11-19,89.83000183105469
2020-02-06,87.83000183105469
2019-11-22,88.8499984741211
2019-03-25,88.93000030517578
2019-02-21,88.33000183105469
2018-12-19,89.29000091552734
2018-07-12,87.23999786376953
2018-09-14,87.0199966430664
2018-08-13,87.02999877929688
2018-10-16,86.12000274658203
2019-07-31,84.0
2019-05-28,83.70999908447266
2019-04-26,82.80000305175781
2020-04-28,81.08999633789062
2019-11-25,81.30999755859375
2020-02-12,80.4000015258789
2020-05-01,81.5999984741211
2020-05-04,88.0199966430664
2019-06-12,89.0
2019-04-09,87.26000213623047
2019-03-08,87.83999633789062
2019-02-04,87.0199966430664
2018-07-27,86.06999969482422
2018-08-28,82.69000244140625
2019-01-03,84.0999984741211
2019-08-15,85.9800033569336
2018-10-31,84.37999725341797
2019-09-16,87.25
2020-02-18,85.62000274658203
2020-05-07,88.47000122070312
2018-08-17,88.9800033569336
2019-12-04,90.0
2020-02-21,90.22000122070312
2018-12-17,92.08999633789062
2019-08-30,92.41000366210938
2018-11-15,92.36000061035156
2019-07-29,91.62999725341797
2019-06-27,93.02999877929688
2019-04-24,91.4000015258789
2018-07-10,91.83999633789062
2018-09-12,92.31999969482422
2019-02-19,91.19999694824219
2019-01-18,91.91999816894531
2020-02-24,93.2699966430664
2020-05-13,95.55999755859375
2019-12-10,92.37000274658203
2020-02-27,94.11000061035156
2019-12-13,94.04000091552734
2020-05-19,94.9000015258789
2019-03-06,97.66999816894531
2018-11-30,95.02999877929688
2019-08-13,90.94000244140625
2019-07-12,92.23999786376953
2019-06-10,88.05000305175781
2019-05-09,89.48999786376953
2018-07-25,88.91999816894531
2018-09-27,89.62999725341797
2018-10-29,86.58000183105469
2019-10-16,87.87999725341797
2019-12-16,87.16999816894531
2020-03-04,87.77999877929688
2020-05-22,86.27999877929688
2019-10-01,84.04000091552734
2019-12-19,80.91000366210938
2018-09-10,79.8499984741211
2019-05-24,82.81999969482422
2018-08-09,83.54000091552734
2019-04-22,83.73999786376953
2019-03-21,81.69000244140625
2019-01-16,83.26000213623047
2019-08-28,80.87999725341797
2018-11-13,82.56999969482422
2018-10-12,83.30000305175781
2019-06-25,81.2300033569336
2020-03-10,80.7300033569336
2020-05-28,80.68000030517578
2019-10-07,79.27999877929688
2020-03-13,80.58999633789062
2019-10-10,86.8499984741211
2020-03-16,86.6500015258789
2020-06-03,87.13999938964844
2018-11-28,85.37000274658203
2018-09-25,83.69999694824219
2018-07-23,84.5
2018-08-24,84.69999694824219
2019-07-10,83.16999816894531
2019-05-07,84.69999694824219
2019-04-05,85.9000015258789
2019-03-04,87.55999755859375
2019-01-31,87.20999908447266
2019-09-12,87.47000122070312
2019-12-31,88.72000122070312
2020-03-19,89.13999938964844
2020-01-03,89.33000183105469
2020-06-09,87.33999633789062
2019-02-15,88.86000061035156
2019-01-14,89.88999938964844
2018-07-06,88.27999877929688
2018-08-07,88.2699966430664
2018-10-10,89.3499984741211
2018-12-13,87.87000274658203
2019-08-26,88.27999877929688
2019-07-25,88.37000274658203
2019-05-22,88.94000244140625
2019-03-19,90.05000305175781
2020-01-06,89.56999969482422
2020-03-25,88.91999816894531
2020-06-12,87.9000015258789
2019-10-22,88.45999908447266
2020-01-09,87.0999984741211
2020-06-15,84.63999938964844
2019-10-25,84.88999938964844
2020-03-31,83.9800033569336
2020-06-18,81.98999786376953
2019-04-03,81.94000244140625
2018-08-22,82.66999816894531
2018-10-25,80.5
2019-01-29,81.19999694824219
2018-12-28,81.76000213623047
2018-11-26,81.38999938964844
2019-08-09,80.93000030517578
2019-07-08,81.18000030517578
2019-06-06,80.29000091552734
2019-09-10,80.63999938964844
