Dates,UAL
2018-06-20,74.06999969482422
2018-06-21,74.41999816894531
2018-06-25,72.94000244140625
2018-06-22,71.33000183105469
2018-06-26,71.0199966430664
2018-06-27,69.56999969482422
2018-06-28,69.44000244140625
2018-06-29,69.7300033569336
2018-07-02,70.91999816894531
2018-07-03,70.16000366210938
2018-07-05,70.91999816894531
2018-07-16,70.95999908447266
2018-09-18,71.79000091552734
2019-01-24,71.30000305175781
2019-09-05,68.87999725341797
2018-11-21,71.04000091552734
2020-01-13,72.0999984741211
2020-04-01,72.26000213623047
2020-06-19,72.62000274658203
2019-10-29,79.0
2020-01-16,80.58999633789062
2020-06-22,80.91000366210938
2018-10-03,81.58999633789062
2018-07-31,80.04000091552734
2019-03-12,80.55999755859375
2019-02-08,81.23999786376953
2019-01-07,80.01000213623047
2018-12-06,80.06999969482422
2019-08-19,80.4000015258789
2019-07-18,80.0199966430664
2019-05-15,80.8499984741211
2019-09-20,81.33999633789062
2019-11-01,81.83000183105469
2020-04-07,82.31999969482422
2020-06-25,82.79000091552734
2020-06-16,82.75
2019-11-04,81.72000122070312
2020-01-22,81.20999908447266
2019-11-07,81.44000244140625
2020-04-13,81.87000274658203
2019-07-01,81.9000015258789
2019-05-30,82.01000213623047
2018-08-15,85.22000122070312
2018-10-18,85.66000366210938
2019-03-27,84.52999877929688
2019-01-22,84.73999786376953
2018-12-21,85.13999938964844
2019-09-03,85.94000244140625
2018-11-19,86.81999969482422
2019-08-02,87.11000061035156
2020-01-28,86.91999816894531
2020-04-16,87.41999816894531
2019-11-13,88.30000305175781
2020-01-31,88.19000244140625
2018-12-04,87.12999725341797
2018-11-02,87.68000030517578
2019-07-16,88.08999633789062
2018-08-30,89.12000274658203
2018-10-01,87.80000305175781
2019-06-14,89.58000183105469
2019-05-13,90.33000183105469
2019-04-11,90.16000366210938
2019-02-06,90.11000061035156
2019-09-18,89.3499984741211
2020-02-03,89.12000274658203
2020-04-22,89.94000244140625
2019-11-19,87.83999633789062
2020-02-06,87.91999816894531
2019-11-22,88.97000122070312
2019-03-25,88.33999633789062
2019-02-21,89.05999755859375
2018-12-19,87.61000061035156
2018-07-12,86.70999908447266
2018-09-14,87.38999938964844
2018-08-13,86.04000091552734
2018-10-16,84.13999938964844
2019-07-31,83.68000030517578
2019-05-28,81.43000030517578
2019-04-26,78.93000030517578
2020-04-28,80.12000274658203
2019-11-25,80.18000030517578
2020-02-12,81.33999633789062
2020-05-01,83.5199966430664
2020-05-04,88.48999786376953
2019-06-12,87.08999633789062
2019-04-09,87.43000030517578
2019-03-08,88.61000061035156
2019-02-04,86.33000183105469
2018-07-27,82.19000244140625
2018-08-28,85.5999984741211
2019-01-03,84.62999725341797
2019-08-15,84.98999786376953
2018-10-31,85.8499984741211
2019-09-16,85.51000213623047
2020-02-18,88.04000091552734
2020-05-07,88.68000030517578
2018-08-17,89.47000122070312
2019-12-04,89.63999938964844
2020-02-21,92.16000366210938
2018-12-17,92.55999755859375
2019-08-30,92.3499984741211
2018-11-15,91.19999694824219
2019-07-29,92.5999984741211
2019-06-27,91.79000091552734
2019-04-24,91.9800033569336
2018-07-10,92.26000213623047
2018-09-12,92.08999633789062
2019-02-19,91.7699966430664
2019-01-18,92.86000061035156
2020-02-24,94.83999633789062
2020-05-13,91.75
2019-12-10,93.37999725341797
2020-02-27,94.4800033569336
2019-12-13,95.06999969482422
2020-05-19,96.69999694824219
2019-03-06,96.45999908447266
2018-11-30,91.94000244140625
2019-08-13,93.02999877929688
2019-07-12,88.2300033569336
2019-06-10,88.55000305175781
2019-05-09,88.13999938964844
2018-07-25,89.62999725341797
2018-09-27,87.4800033569336
2018-10-29,87.73999786376953
2019-10-16,86.20999908447266
2019-12-16,87.80000305175781
2020-03-04,86.37000274658203
2020-05-22,84.41000366210938
2019-10-01,81.47000122070312
2019-12-19,79.12000274658203
2018-09-10,83.80000305175781
2019-05-24,83.04000091552734
2018-08-09,83.16999816894531
2019-04-22,83.7300033569336
2019-03-21,84.18000030517578
2019-01-16,80.0
2019-08-28,82.68000030517578
2018-11-13,83.2300033569336
2018-10-12,82.37999725341797
2019-06-25,83.76000213623047
2020-03-10,81.37000274658203
2020-05-28,80.06999969482422
2019-10-07,79.91000366210938
2020-03-13,81.19999694824219
2019-10-10,86.36000061035156
2020-03-16,86.73999786376953
2020-06-03,85.58999633789062
2018-11-28,83.33999633789062
2018-09-25,82.87999725341797
2018-07-23,84.02999877929688
2018-08-24,84.13999938964844
2019-07-10,84.5999984741211
2019-05-07,85.66999816894531
2019-04-05,87.47000122070312
2019-03-04,87.2699966430664
2019-01-31,87.48999786376953
2019-09-12,88.62000274658203
2019-12-31,89.45999908447266
2020-03-19,89.75
2020-01-03,87.86000061035156
2020-06-09,88.16999816894531
2019-02-15,89.1500015258789
2019-01-14,87.97000122070312
2018-07-06,88.58000183105469
2018-08-07,88.1500015258789
2018-10-10,88.30999755859375
2018-12-13,89.23999786376953
2019-08-26,88.5
2019-07-25,88.83999633789062
2019-05-22,89.43000030517578
2019-03-19,89.58000183105469
2020-01-06,89.52999877929688
2020-03-25,87.5999984741211
2020-06-12,87.80999755859375
2019-10-22,86.91999816894531
2020-01-09,84.30999755859375
2020-06-15,85.05000305175781
2019-10-25,84.33000183105469
2020-03-31,82.61000061035156
2020-06-18,82.4000015258789
2019-04-03,82.37999725341797
2018-08-22,79.8499984741211
2018-10-25,81.20999908447266
2019-01-29,81.48999786376953
2018-12-28,81.69000244140625
2018-11-26,80.7300033569336
2019-08-09,81.33999633789062
2019-07-08,79.83000183105469
2019-06-06,81.0
2019-09-10,79.62999725341797
2020-01-15,78.12000274658203
2020-04-03,77.48999786376953
2019-10-31,78.52999877929688
2020-04-06,78.5999984741211
2020-06-24,79.77999877929688
2018-11-09,80.87000274658203
2019-07-23,82.7699966430664
2019-06-21,84.19999694824219
2019-05-20,84.63999938964844
2019-04-18,84.91000366210938
2018-09-06,84.58000183105469
2018-10-08,84.25
2019-02-13,84.5199966430664
2018-12-11,85.75
2019-09-25,85.48999786376953
2020-01-21,84.5199966430664
2020-04-09,85.16999816894531
2019-11-06,89.23999786376953
2020-01-24,88.27999877929688
2020-01-27,87.55999755859375
2020-04-15,87.97000122070312
2018-12-26,88.02999877929688
2019-08-07,86.86000061035156
2019-06-04,87.94000244140625
2018-09-21,89.61000061035156
2018-07-19,88.86000061035156
2018-08-20,87.94000244140625
2018-10-23,88.30999755859375
2019-05-03,88.5
2019-04-01,87.79000091552734
2019-02-28,85.68000030517578
2019-11-12,84.63999938964844
2020-01-30,84.12000274658203
2019-11-15,84.79000091552734
2020-04-21,82.06999969482422
2019-04-16,83.44999694824219
2019-03-15,82.3499984741211
2019-02-11,82.58000183105469
2019-01-10,81.5
2019-08-22,81.73999786376953
2018-11-07,82.97000122070312
2018-08-03,81.87999725341797
2018-09-04,80.91000366210938
2019-06-19,80.79000091552734
2019-09-23,79.9000015258789
2019-11-18,79.25
2020-02-05,79.47000122070312
2020-04-24,77.6500015258789
2019-03-29,77.72000122070312
2019-11-21,80.5199966430664
2020-04-27,81.8499984741211
2020-02-11,82.95999908447266
2020-04-30,83.2699966430664
2019-05-01,82.66999816894531
2019-02-26,82.7699966430664
2019-01-25,83.79000091552734
2018-12-24,87.11000061035156
2019-09-06,87.12000274658203
2018-07-17,86.7699966430664
2018-09-19,87.4000015258789
2019-08-05,88.66000366210938
2019-10-08,87.13999938964844
2019-12-11,86.72000122070312
2019-11-27,86.55000305175781
2020-02-14,85.05999755859375
2020-05-06,85.33000183105469
2019-01-08,86.43000030517578
2018-12-07,87.55000305175781
2019-08-20,88.44999694824219
2018-11-05,88.87000274658203
2019-07-19,90.66999816894531
2018-10-04,90.58999633789062
2019-06-17,90.66999816894531
2019-05-16,89.45999908447266
2018-08-01,89.51000213623047
2019-03-13,89.4800033569336
2019-12-03,91.2300033569336
2020-02-20,91.31999969482422
2019-12-06,93.91999816894531
2020-05-12,94.77999877929688
2019-12-09,95.27999877929688
2020-02-26,93.83000183105469
2020-05-15,93.83000183105469
2019-03-28,94.93000030517578
2018-09-17,95.11000061035156
2018-08-16,93.93000030517578
2018-10-19,93.36000061035156
2019-04-29,93.44000244140625
2019-01-23,93.93000030517578
2019-09-04,91.91000366210938
2018-11-20,90.48999786376953
2019-07-02,89.43000030517578
2019-05-31,85.58999633789062
2019-12-12,85.45999908447266
2020-05-18,86.4800033569336
2019-09-27,87.62999725341797
2020-03-03,86.9800033569336
2020-05-21,84.70999908447266
2019-05-14,84.55999755859375
2018-08-31,81.94999694824219
2018-07-30,81.62000274658203
2018-10-02,82.94000244140625
2019-04-12,83.88999938964844
2019-03-11,84.02999877929688
2019-02-07,85.29000091552734
2019-07-17,85.55999755859375
2019-09-19,82.52999877929688
2019-10-21,83.58000183105469
2019-12-18,81.94000244140625
2020-03-06,82.44999694824219
2019-10-03,84.69000244140625
2020-03-09,84.30999755859375
2020-05-27,83.1500015258789
2019-12-24,83.91000366210938
2020-03-12,85.83999633789062
2018-12-20,86.30000305175781
2019-08-01,87.33000183105469
2018-08-14,87.55999755859375
2018-07-13,88.37999725341797
2018-10-17,89.37999725341797
2019-05-29,91.3499984741211
2019-03-26,88.76000213623047
2019-02-22,89.9800033569336
2019-10-04,90.2300033569336
2019-11-05,89.41999816894531
2019-12-27,89.08999633789062
2020-06-02,88.20999908447266
2019-12-30,88.30000305175781
2020-03-18,89.16999816894531
2020-06-05,88.44999694824219
2019-07-15,88.13999938964844
2018-12-03,88.41000366210938
2019-06-13,87.83999633789062
2019-01-04,83.69000244140625
2018-08-29,83.2699966430664
2019-02-05,84.29000091552734
2018-11-01,84.8499984741211
2019-08-16,84.69000244140625
2019-04-10,86.45999908447266
2019-09-17,87.33999633789062
2019-10-15,87.1500015258789
2020-01-02,86.97000122070312
2020-06-08,87.87999725341797
2019-10-18,89.69999694824219
2020-03-24,89.45999908447266
2020-06-11,90.08999633789062
2020-01-08,90.77999877929688
2019-04-25,89.70999908447266
2019-07-30,89.9000015258789
2019-02-20,89.80999755859375
2018-07-11,91.63999938964844
2018-09-13,92.19000244140625
2018-10-15,91.02999877929688
2019-06-28,91.66999816894531
2018-12-18,90.83999633789062
2018-11-16,91.6500015258789
2019-10-02,92.38999938964844
2020-03-27,93.12000274658203
2020-01-10,93.33999633789062
2019-10-24,93.80000305175781
2020-03-30,93.44000244140625
2020-06-17,93.52999877929688
2020-01-14,92.72000122070312
2020-04-02,92.41999816894531
2019-01-02,92.5199966430664
2019-08-14,92.51000213623047
2018-10-30,92.7699966430664
2019-06-11,93.29000091552734
2019-05-10,91.69999694824219
2019-04-08,90.97000122070312
2018-08-27,91.77999877929688
2018-07-26,92.5199966430664
2018-09-28,92.76000213623047
2019-03-07,93.05000305175781
2019-10-30,92.80000305175781
2020-01-17,91.62999725341797
2020-06-23,88.87000274658203
2020-04-08,88.16999816894531
2020-06-26,87.86000061035156
2019-03-22,88.58000183105469
2019-01-17,87.61000061035156
2019-08-29,86.51000213623047
2018-11-14,87.0199966430664
2019-06-26,88.47000122070312
2018-09-11,87.58000183105469
2018-07-09,88.62999725341797
2018-08-10,89.36000061035156
2019-04-23,88.83999633789062
2019-09-30,89.22000122070312
2020-01-23,89.27999877929688
2019-11-08,89.44000244140625
2020-04-14,89.1500015258789
2019-11-11,89.26000213623047
2020-01-29,88.37000274658203
2020-04-17,87.95999908447266
2018-07-24,88.08999633789062
2018-09-26,89.73999786376953
2019-05-08,87.9000015258789
2019-03-05,87.69999694824219
2019-02-01,86.7699966430664
2018-12-31,87.30000305175781
2018-11-29,87.94999694824219
2019-08-12,87.30999755859375
2019-07-11,86.88999938964844
2019-09-13,87.8499984741211
2019-11-14,88.29000091552734
2020-04-20,89.54000091552734
2020-02-04,89.69999694824219
2020-04-23,85.79000091552734
2018-12-14,83.33999633789062
2019-08-27,84.87999725341797
2018-08-08,81.9000015258789
2018-10-11,77.62999725341797
2018-11-12,77.05000305175781
2019-07-26,75.20999908447266
2019-06-24,77.75
2019-05-23,74.80000305175781
2019-03-20,74.91000366210938
2019-01-15,78.88999938964844
2019-11-20,81.8499984741211
2020-02-07,80.5
2020-02-10,79.4800033569336
2020-04-29,79.47000122070312
2019-11-26,80.52999877929688
2020-02-13,82.19999694824219
2019-01-30,80.98999786376953
2018-08-23,79.55000305175781
2018-09-24,80.23999786376953
2018-11-27,79.41999816894531
2018-10-26,79.91000366210938
2019-07-09,78.01000213623047
2019-06-07,75.47000122070312
2019-05-06,70.56999969482422
2019-04-04,66.52999877929688
2019-09-11,64.94000244140625
2019-11-29,61.59000015258789
2020-05-05,61.2599983215332
2019-12-02,58.290000915527344
2020-02-19,59.470001220703125
2020-05-08,51.59000015258789
2019-05-21,52.099998474121094
2019-03-18,46.779998779296875
2018-09-07,52.560001373291016
2018-08-06,49.34000015258789
2018-10-09,37.08000183105469
2019-02-14,41.63999938964844
2018-12-12,35.470001220703125
2019-07-24,30.670000076293945
2019-09-26,21.3799991607666
2019-10-28,21.280000686645508
2019-12-05,24.5
2020-05-11,26.25
2019-07-03,33.0
2020-02-25,36.599998474121094
2020-05-14,35.54999923706055
2020-02-28,32.84000015258789
2019-08-08,30.15999984741211
2019-06-05,31.549999237060547
2018-07-20,25.649999618530273
2018-08-21,23.420000076293945
2018-10-24,22.889999389648438
2019-04-02,24.020000457763672
2019-03-01,24.479999542236328
2019-01-28,27.510000228881836
2018-12-27,31.5
2019-09-09,28.90999984741211
2020-03-02,30.899999618530273
2020-05-20,31.860000610351562
2019-12-17,28.209999084472656
2020-03-05,29.079999923706055
2019-02-12,27.790000915527344
2019-01-11,27.8799991607666
2018-12-10,25.8799991607666
2019-08-23,25.719999313354492
2018-11-08,25.559999465942383
2019-07-22,25.0
2019-06-20,27.84000015258789
2018-09-05,31.209999084472656
2019-04-17,29.579999923706055
2019-09-24,26.6200008392334
2019-12-20,25.260000228881836
2020-05-26,24.1200008392334
2019-04-30,22.90999984741211
2019-12-23,22.75
2020-03-11,25.420000076293945
2020-05-29,23.969999313354492
2019-12-26,22.760000228881836
2020-06-01,20.709999084472656
2019-05-02,20.299999237060547
2019-02-27,19.920000076293945
2018-11-23,24.1299991607666
2019-08-06,23.68000030517578
2018-07-18,24.90999984741211
2018-09-20,25.84000015258789
2018-10-22,25.399999618530273
2019-07-05,29.540000915527344
2019-06-03,30.690000534057617
2019-10-09,28.889999389648438
2019-10-11,28.040000915527344
2020-03-17,29.459999084472656
2020-06-04,29.90999984741211
2019-10-14,33.650001525878906
2020-03-20,39.099998474121094
2018-11-06,42.40999984741211
2019-06-18,48.689998626708984
2019-05-17,44.63999938964844
2019-04-15,39.720001220703125
2019-03-14,33.31999969482422
2019-01-09,39.65999984741211
2018-08-02,39.0
2018-10-05,40.209999084472656
2019-08-21,39.25
2019-10-17,39.34000015258789
2020-03-23,36.84000015258789
2020-06-10,36.540000915527344
2019-02-25,36.08000183105469
2020-01-07,33.06999969482422
2020-03-26,34.689998626708984
2019-10-23,32.88999938964844
