Dates,UAL
2018-06-20,2021300.0
2018-06-21,2000900.0
2018-06-25,3898700.0
2018-06-22,3305200.0
2018-06-26,2366500.0
2018-06-27,2633900.0
2018-06-28,2236600.0
2018-06-29,2170400.0
2018-07-02,1932600.0
2018-07-03,1630200.0
2018-07-05,3860100.0
2018-07-16,2292600.0
2018-09-18,2240800.0
2019-01-24,2681700.0
2019-09-05,6262000.0
2018-11-21,4584700.0
2020-01-13,3067300.0
2020-04-01,3852500.0
2020-06-19,5675100.0
2019-10-29,15644000.0
2020-01-16,10213200.0
2020-06-22,4548800.0
2018-10-03,3541200.0
2018-07-31,3847400.0
2019-03-12,3859900.0
2019-02-08,3915900.0
2019-01-07,3509300.0
2018-12-06,3447700.0
2019-08-19,2567400.0
2019-07-18,4605100.0
2019-05-15,2464600.0
2019-09-20,2009100.0
2019-11-01,2075500.0
2020-04-07,1816900.0
2020-06-25,1498600.0
2020-06-16,1563100.0
2019-11-04,2354100.0
2020-01-22,1832600.0
2019-11-07,1795200.0
2020-04-13,2542300.0
2019-07-01,2041900.0
2019-05-30,1671900.0
2018-08-15,5629900.0
2018-10-18,3152900.0
2019-03-27,1296600.0
2019-01-22,1365400.0
2018-12-21,2389200.0
2019-09-03,1895200.0
2018-11-19,2785000.0
2019-08-02,1907800.0
2020-01-28,1854400.0
2020-04-16,3079500.0
2019-11-13,3083300.0
2020-01-31,4088000.0
2018-12-04,5633000.0
2018-11-02,2442200.0
2019-07-16,3205200.0
2018-08-30,3513400.0
2018-10-01,2467600.0
2019-06-14,3571700.0
2019-05-13,2448500.0
2019-04-11,1646300.0
2019-02-06,1933600.0
2019-09-18,2545600.0
2020-02-03,2409800.0
2020-04-22,4690400.0
2019-11-19,3534900.0
2020-02-06,2061700.0
2019-11-22,2031500.0
2019-03-25,2156200.0
2019-02-21,2091600.0
2018-12-19,2459900.0
2018-07-12,3210500.0
2018-09-14,1945400.0
2018-08-13,2752000.0
2018-10-16,4242500.0
2019-07-31,2897300.0
2019-05-28,4287300.0
2019-04-26,5573800.0
2020-04-28,5567600.0
2019-11-25,2870700.0
2020-02-12,3512600.0
2020-05-01,4965800.0
2020-05-04,10329500.0
2019-06-12,4979800.0
2019-04-09,4582700.0
2019-03-08,3820100.0
2019-02-04,5809000.0
2018-07-27,5220800.0
2018-08-28,4328600.0
2019-01-03,3364300.0
2019-08-15,3902000.0
2018-10-31,4363200.0
2019-09-16,3796500.0
2020-02-18,3398900.0
2020-05-07,3335900.0
2018-08-17,2735500.0
2019-12-04,2187400.0
2020-02-21,3792200.0
2018-12-17,2460300.0
2019-08-30,4254100.0
2018-11-15,2903200.0
2019-07-29,3696600.0
2019-06-27,2387000.0
2019-04-24,3691500.0
2018-07-10,2837900.0
2018-09-12,2684600.0
2019-02-19,3232500.0
2019-01-18,3771600.0
2020-02-24,2688700.0
2020-05-13,4244700.0
2019-12-10,4035900.0
2020-02-27,3438600.0
2019-12-13,3617700.0
2020-05-19,4034100.0
2019-03-06,2800600.0
2018-11-30,5576500.0
2019-08-13,3766800.0
2019-07-12,5052600.0
2019-06-10,3089500.0
2019-05-09,4525100.0
2018-07-25,2868500.0
2018-09-27,3776400.0
2018-10-29,2800700.0
2019-10-16,4051900.0
2019-12-16,3276800.0
2020-03-04,2715100.0
2020-05-22,3966500.0
2019-10-01,10687300.0
2019-12-19,3338600.0
2018-09-10,5253400.0
2019-05-24,4128500.0
2018-08-09,2257400.0
2019-04-22,2663700.0
2019-03-21,2973400.0
2019-01-16,6426200.0
2019-08-28,3808300.0
2018-11-13,2653000.0
2018-10-12,3910000.0
2019-06-25,5332600.0
2020-03-10,7376200.0
2020-05-28,4325300.0
2019-10-07,3951200.0
2020-03-13,5971900.0
2019-10-10,10840600.0
2020-03-16,3571300.0
2020-06-03,3797600.0
2018-11-28,3776300.0
2018-09-25,3916500.0
2018-07-23,4740300.0
2018-08-24,4745100.0
2019-07-10,2762400.0
2019-05-07,2273900.0
2019-04-05,2541300.0
2019-03-04,3762700.0
2019-01-31,1824200.0
2019-09-12,2377400.0
2019-12-31,3083700.0
2020-03-19,2205400.0
2020-01-03,3165300.0
2020-06-09,2197500.0
2019-02-15,2348900.0
2019-01-14,2798500.0
2018-07-06,3680100.0
2018-08-07,1482600.0
2018-10-10,2230300.0
2018-12-13,2224200.0
2019-08-26,3151000.0
2019-07-25,2132500.0
2019-05-22,1907600.0
2019-03-19,2395000.0
2020-01-06,4089400.0
2020-03-25,2466700.0
2020-06-12,2300000.0
2019-10-22,3699400.0
2020-01-09,4094500.0
2020-06-15,2848200.0
2019-10-25,2544100.0
2020-03-31,4565700.0
2020-06-18,2316800.0
2019-04-03,5140500.0
2018-08-22,6055300.0
2018-10-25,3450300.0
2019-01-29,1816200.0
2018-12-28,4860300.0
2018-11-26,2780200.0
2019-08-09,2390400.0
2019-07-08,4660700.0
2019-06-06,2330500.0
