Dates,UAL
2019-09-10,3160000.0
2020-01-15,4731400.0
2020-04-03,3061400.0
2019-10-31,2371500.0
2020-04-06,1563100.0
2020-06-24,2449900.0
2018-11-09,2723200.0
2019-07-23,3795100.0
2019-06-21,4047800.0
2019-05-20,1748400.0
2019-04-18,3018100.0
2018-09-06,1853000.0
2018-10-08,2016700.0
2019-02-13,3547300.0
2018-12-11,2570200.0
2019-09-25,4507500.0
2020-01-21,2324200.0
2020-04-09,3747800.0
2019-11-06,6963700.0
2020-01-24,3508300.0
2020-01-27,2060600.0
2020-04-15,2220800.0
2018-12-26,2049900.0
2019-08-07,2152800.0
2019-06-04,1544900.0
2018-09-21,2561900.0
2018-07-19,2688200.0
2018-08-20,2239600.0
2018-10-23,1868600.0
2019-05-03,1165000.0
2019-04-01,1620400.0
2019-02-28,2400000.0
2019-11-12,1900500.0
2020-01-30,2329000.0
2019-11-15,2841900.0
2020-04-21,3908100.0
2019-04-16,1928500.0
2019-03-15,2371000.0
2019-02-11,1803300.0
2019-01-10,2857900.0
2019-08-22,2355600.0
2018-11-07,2162600.0
2018-08-03,1505800.0
2018-09-04,2231100.0
2019-06-19,2266300.0
2019-09-23,2242100.0
2019-11-18,3133100.0
2020-02-05,1528900.0
2020-04-24,3553800.0
2019-03-29,2065200.0
2019-11-21,3026500.0
2020-04-27,2002500.0
2020-02-11,2390200.0
2020-04-30,1475700.0
2019-05-01,1697800.0
2019-02-26,1894400.0
2019-01-25,1999800.0
2018-12-24,3864900.0
2019-09-06,1652500.0
2018-07-17,1820600.0
2018-09-19,1694100.0
2019-08-05,2091600.0
2019-10-08,3261900.0
2019-12-11,2461900.0
2019-11-27,1507800.0
2020-02-14,2480900.0
2020-05-06,2034700.0
2019-01-08,1394800.0
2018-12-07,3025400.0
2019-08-20,4016500.0
2018-11-05,2237200.0
2019-07-19,1647100.0
2018-10-04,3227300.0
2019-06-17,2514600.0
2019-05-16,3912800.0
2018-08-01,2395300.0
2019-03-13,2262300.0
2019-12-03,2894800.0
2020-02-20,2388300.0
2019-12-06,4706100.0
2020-05-12,6019500.0
2019-12-09,3300500.0
2020-02-26,3360700.0
2020-05-15,2305100.0
2019-03-28,2105100.0
2018-09-17,2344400.0
2018-08-16,3196100.0
2018-10-19,1684800.0
2019-04-29,1957100.0
2019-01-23,1717200.0
2019-09-04,2125300.0
2018-11-20,2518700.0
2019-07-02,2281800.0
2019-05-31,3721800.0
2019-12-12,2369900.0
2020-05-18,2380100.0
2019-09-27,1419900.0
2020-03-03,2078700.0
2020-05-21,2185000.0
2019-05-14,2662800.0
2018-08-31,3250500.0
2018-07-30,3225800.0
2018-10-02,2260500.0
2019-04-12,2268800.0
2019-03-11,1495000.0
2019-02-07,1672600.0
2019-07-17,1310100.0
2019-09-19,3674600.0
2019-10-21,1851400.0
2019-12-18,2213800.0
2020-03-06,2299500.0
2019-10-03,4085100.0
2020-03-09,1928900.0
2020-05-27,2350100.0
2019-12-24,2737800.0
2020-03-12,2968900.0
2018-12-20,2345100.0
2019-08-01,2123100.0
2018-08-14,1711700.0
2018-07-13,2431500.0
2018-10-17,2724700.0
2019-05-29,3000700.0
2019-03-26,3438200.0
2019-02-22,3553500.0
2019-10-04,2153000.0
2019-11-05,2348800.0
2019-12-27,2654900.0
2020-06-02,3082500.0
2019-12-30,1545100.0
2020-03-18,1729500.0
2020-06-05,1282400.0
2019-07-15,1654400.0
2018-12-03,1939400.0
2019-06-13,2419800.0
2019-01-04,4212200.0
2018-08-29,2727000.0
2019-02-05,1936000.0
2018-11-01,2083900.0
2019-08-16,2548000.0
2019-04-10,3124200.0
2019-09-17,2701100.0
2019-10-15,2455700.0
2020-01-02,3421900.0
2020-06-08,4348500.0
2019-10-18,6780700.0
2020-03-24,2482000.0
2020-06-11,2722400.0
2020-01-08,2045100.0
2019-04-25,1997000.0
2019-07-30,1640600.0
2019-02-20,2283500.0
2018-07-11,2218100.0
2018-09-13,1841000.0
2018-10-15,1552300.0
2019-06-28,1694800.0
2018-12-18,1997500.0
2018-11-16,2248300.0
2019-10-02,1905900.0
2020-03-27,2624000.0
2020-01-10,1179300.0
2019-10-24,3014100.0
2020-03-30,914900.0
2020-06-17,1127100.0
2020-01-14,1542000.0
2020-04-02,1822600.0
2019-01-02,1051800.0
2019-08-14,1552700.0
2018-10-30,1808700.0
2019-06-11,1606400.0
2019-05-10,3133900.0
2019-04-08,1630900.0
2018-08-27,1440400.0
2018-07-26,1941700.0
2018-09-28,2042400.0
2019-03-07,1602200.0
2019-10-30,905800.0
2020-01-17,1941600.0
2020-06-23,3352800.0
2020-04-08,2072400.0
2020-06-26,1959700.0
2019-03-22,1485300.0
2019-01-17,2160900.0
2019-08-29,1994800.0
2018-11-14,2418200.0
2019-06-26,2903600.0
2018-09-11,1972800.0
2018-07-09,2090200.0
2018-08-10,2218400.0
2019-04-23,1876900.0
2019-09-30,2172500.0
2020-01-23,3025900.0
2019-11-08,1905900.0
2020-04-14,771100.0
2019-11-11,1039700.0
2020-01-29,1402100.0
2020-04-17,1799900.0
2018-07-24,2073700.0
2018-09-26,2769800.0
2019-05-08,3562900.0
2019-03-05,2652700.0
2019-02-01,2581300.0
2018-12-31,4152500.0
2018-11-29,2252200.0
2019-08-12,2035700.0
2019-07-11,2707600.0
2019-09-13,3243500.0
2019-11-14,1878900.0
2020-04-20,2427500.0
2020-02-04,4221100.0
2020-04-23,9546700.0
2018-12-14,8453200.0
2019-08-27,6194300.0
2018-08-08,6869800.0
2018-10-11,8671300.0
2018-11-12,7575600.0
2019-07-26,5508200.0
2019-06-24,5900400.0
2019-05-23,5196600.0
2019-03-20,3951400.0
2019-01-15,6423900.0
2019-11-20,6993700.0
2020-02-07,5218800.0
2020-02-10,3129700.0
2020-04-29,3492700.0
2019-11-26,2763600.0
2020-02-13,2907100.0
2019-01-30,2998800.0
2018-08-23,3119700.0
2018-09-24,4183400.0
2018-11-27,3350300.0
2018-10-26,2893900.0
2019-07-09,4541400.0
2019-06-07,6332900.0
2019-05-06,8076200.0
2019-04-04,9363900.0
2019-09-11,10246900.0
2019-11-29,9958000.0
2020-05-05,13015200.0
2019-12-02,9208800.0
2020-02-19,10671200.0
2020-05-08,13974700.0
2019-05-21,16492200.0
2019-03-18,12307600.0
2018-09-07,15642900.0
2018-08-06,10899400.0
2018-10-09,19423600.0
2019-02-14,24135300.0
2018-12-12,28259500.0
2019-07-24,21078900.0
2019-09-26,35372700.0
2019-10-28,31611200.0
2019-12-05,37408000.0
2020-05-11,25585800.0
2019-07-03,31502500.0
2020-02-25,32988800.0
2020-05-14,29563600.0
2020-02-28,18379600.0
2019-08-08,18386400.0
2019-06-05,16568800.0
2018-07-20,27541600.0
2018-08-21,25212800.0
2018-10-24,28350300.0
2019-04-02,32386700.0
2019-03-01,43809300.0
2019-01-28,32657700.0
2018-12-27,54118500.0
2019-09-09,36493700.0
2020-03-02,28650600.0
2020-05-20,46775200.0
2019-12-17,44795600.0
2020-03-05,26829600.0
2019-02-12,37042200.0
2019-01-11,28293200.0
2018-12-10,90730600.0
2019-08-23,35812500.0
2018-11-08,34850700.0
2019-07-22,35980000.0
2019-06-20,59812100.0
2018-09-05,52643500.0
2019-04-17,44641900.0
2019-09-24,47710300.0
2019-12-20,63152400.0
2020-05-26,35651700.0
2019-04-30,43355300.0
2019-12-23,44179300.0
2020-03-11,55613200.0
2020-05-29,47362000.0
2019-12-26,40420900.0
2020-06-01,59007900.0
2019-05-02,74107800.0
2019-02-27,39808000.0
2018-11-23,72914800.0
2019-08-06,81388000.0
2018-07-18,56272000.0
2018-09-20,53737300.0
2018-10-22,45062100.0
2019-07-05,88220700.0
2019-06-03,89323200.0
2019-10-09,57057500.0
2019-10-11,64483600.0
2020-03-17,57268700.0
2020-06-04,47473400.0
2019-10-14,85543700.0
2020-03-20,142812800.0
2018-11-06,135585100.0
2019-06-18,89957300.0
2019-05-17,79612800.0
2019-04-15,105254900.0
2019-03-14,104768800.0
2019-01-09,98554800.0
2018-08-02,102434800.0
2018-10-05,71155200.0
2019-08-21,59745500.0
2019-10-17,64927100.0
2020-03-23,101013900.0
2020-06-10,65256600.0
2019-02-25,63531800.0
2020-01-07,65450800.0
2020-03-26,72479500.0
2019-10-23,58993300.0
