Dates,UAL
2018-06-20,74.61000061035156
2018-06-21,75.44000244140625
2018-06-25,75.52999877929688
2018-06-22,72.80000305175781
2018-06-26,71.7699966430664
2018-06-27,71.2300033569336
2018-06-28,69.81999969482422
2018-06-29,70.37000274658203
2018-07-02,70.98999786376953
2018-07-03,70.97000122070312
2018-07-05,71.16000366210938
2018-07-16,71.37000274658203
2018-09-18,72.19000244140625
2019-01-24,71.7699966430664
2019-09-05,70.69999694824219
2018-11-21,71.33999633789062
2020-01-13,72.23999786376953
2020-04-01,72.75
2020-06-19,73.18000030517578
2019-10-29,79.48999786376953
2020-01-16,80.91999816894531
2020-06-22,81.55000305175781
2018-10-03,81.91000366210938
2018-07-31,81.80000305175781
2019-03-12,81.01000213623047
2019-02-08,82.04000091552734
2019-01-07,81.77999877929688
2018-12-06,80.91999816894531
2019-08-19,81.05999755859375
2019-07-18,81.26000213623047
2019-05-15,80.93000030517578
2019-09-20,81.63999938964844
2019-11-01,82.26000213623047
2020-04-07,82.8499984741211
2020-06-25,83.44999694824219
2020-06-16,83.66000366210938
2019-11-04,82.33000183105469
2020-01-22,82.18000030517578
2019-11-07,82.44000244140625
2020-04-13,82.01000213623047
2019-07-01,82.73999786376953
2019-05-30,82.20999908447266
2018-08-15,85.33000183105469
2018-10-18,86.5999984741211
2019-03-27,85.45999908447266
2019-01-22,85.58999633789062
2018-12-21,85.5199966430664
2019-09-03,86.31999969482422
2018-11-19,87.37000274658203
2019-08-02,87.44000244140625
2020-01-28,87.58999633789062
2020-04-16,87.66999816894531
2019-11-13,88.83999633789062
2020-01-31,89.08000183105469
2018-12-04,88.44000244140625
2018-11-02,89.4800033569336
2019-07-16,88.44999694824219
2018-08-30,89.3499984741211
2018-10-01,89.20999908447266
2019-06-14,90.19999694824219
2019-05-13,90.4800033569336
2019-04-11,91.38999938964844
2019-02-06,90.52999877929688
2019-09-18,90.61000061035156
2020-02-03,89.91999816894531
2020-04-22,90.25
2019-11-19,89.83000183105469
2020-02-06,88.04000091552734
2019-11-22,89.45999908447266
2019-03-25,89.98999786376953
2019-02-21,89.33999633789062
2018-12-19,89.58000183105469
2018-07-12,87.44000244140625
2018-09-14,87.91999816894531
2018-08-13,87.76000213623047
2018-10-16,86.75
2019-07-31,84.48999786376953
2019-05-28,84.41000366210938
2019-04-26,82.80000305175781
2020-04-28,81.9800033569336
2019-11-25,81.47000122070312
2020-02-12,81.94999694824219
2020-05-01,84.20999908447266
2020-05-04,89.4800033569336
2019-06-12,89.61000061035156
2019-04-09,88.83000183105469
2019-03-08,89.2300033569336
2019-02-04,87.61000061035156
2018-07-27,86.70999908447266
2018-08-28,86.2699966430664
2019-01-03,85.58000183105469
2019-08-15,86.94999694824219
2018-10-31,86.25
2019-09-16,87.69999694824219
2020-02-18,88.47000122070312
2020-05-07,90.27999877929688
2018-08-17,89.81999969482422
2019-12-04,90.25
2020-02-21,92.33000183105469
2018-12-17,92.8499984741211
2019-08-30,93.5999984741211
2018-11-15,92.69000244140625
2019-07-29,93.37999725341797
2019-06-27,93.47000122070312
2019-04-24,92.66000366210938
2018-07-10,92.5999984741211
2018-09-12,92.94999694824219
2019-02-19,92.79000091552734
2019-01-18,93.37999725341797
2020-02-24,95.08000183105469
2020-05-13,95.80999755859375
2019-12-10,94.19000244140625
2020-02-27,94.72000122070312
2019-12-13,95.44999694824219
2020-05-19,96.80000305175781
2019-03-06,97.8499984741211
2018-11-30,95.52999877929688
2019-08-13,93.2300033569336
2019-07-12,92.6500015258789
2019-06-10,89.87000274658203
2019-05-09,89.6500015258789
