Dates,TSCO
2018-06-20,74.73934936523438
2018-06-21,75.4495849609375
2018-06-25,74.76853942871094
2018-06-22,73.90264129638672
2018-06-26,74.80744934082031
2018-06-27,75.75118255615234
2018-06-28,75.83873748779297
2018-06-29,74.41829681396484
2018-07-02,73.68859100341797
2018-07-03,74.06803131103516
2018-07-05,74.99231719970703
2018-07-16,74.64205932617188
2018-09-18,75.46903991699219
2019-01-24,75.6149673461914
2019-09-05,75.2841796875
2018-11-21,75.18688201904297
2020-01-13,76.12088775634766
2020-04-01,76.29600524902344
2020-06-19,76.782470703125
2019-10-29,76.63653564453125
2020-01-16,77.26892852783203
2020-06-22,77.70673370361328
2018-10-03,78.10563659667969
2018-07-31,76.21817779541016
2019-03-12,76.04305267333984
2019-02-08,78.1834716796875
2019-01-07,74.18478393554688
2018-12-06,75.3133773803711
2019-08-19,75.92631530761719
2019-07-18,74.71016693115234
2019-05-15,76.5197982788086
2019-09-20,76.4906005859375
2019-11-01,76.64627075195312
2020-04-07,77.81376647949219
2020-06-25,79.06881713867188
2020-06-16,78.864501953125
2019-11-04,78.23212432861328
2020-01-22,77.3370361328125
2019-11-07,79.27313232421875
2020-04-13,78.25157928466797
2019-07-01,77.48297882080078
2019-05-30,78.32941436767578
2018-08-15,79.1661148071289
2018-10-18,81.11194610595703
2019-03-27,83.96259307861328
2019-01-22,86.4532470703125
2018-12-21,86.48253631591797
2019-09-03,84.49085235595703
2018-11-19,83.9441146850586
2019-08-02,84.44202423095703
2020-01-28,84.44202423095703
2020-04-16,86.18964385986328
2019-11-13,88.66950988769531
2020-01-31,88.05441284179688
2018-12-04,87.78105163574219
2018-11-02,87.35147094726562
2019-07-16,87.81034851074219
2018-08-30,88.5425796508789
2018-10-01,86.53136444091797
2019-06-14,86.51183319091797
2019-05-13,85.34024810791016
2019-04-11,85.61360931396484
2019-02-06,86.54110717773438
2019-09-18,87.01951599121094
2020-02-03,87.32218170166016
2020-04-22,87.84939575195312
2019-11-19,88.4058837890625
2020-02-06,88.24967956542969
