Dates,TSCO
2018-06-20,76.98999786376953
2018-06-21,78.0
2018-06-25,77.75
2018-06-22,76.7300033569336
2018-06-26,77.13999938964844
2018-06-27,79.04000091552734
2018-06-28,78.63999938964844
2018-06-29,79.0
2018-07-02,76.02999877929688
2018-07-03,76.87999725341797
2018-07-05,77.19999694824219
2018-07-16,77.52999877929688
2018-09-18,78.61000061035156
2019-01-24,77.80000305175781
2019-09-05,77.7699966430664
2018-11-21,77.87999725341797
2020-01-13,78.79000091552734
2020-04-01,78.91999816894531
2020-06-19,79.12999725341797
2019-10-29,79.77999877929688
2020-01-16,79.75
2020-06-22,80.0
2018-10-03,81.16000366210938
2018-07-31,80.5999984741211
2019-03-12,78.83999633789062
2019-02-08,82.33999633789062
2019-01-07,80.06999969482422
2018-12-06,77.66999816894531
2019-08-19,78.52999877929688
2019-07-18,78.31999969482422
2019-05-15,78.81999969482422
2019-09-20,79.87999725341797
2019-11-01,79.26000213623047
2020-04-07,80.38999938964844
2020-06-25,81.38999938964844
2020-06-16,81.8499984741211
2019-11-04,80.87000274658203
2020-01-22,80.68000030517578
2019-11-07,81.76000213623047
2020-04-13,81.2699966430664
2019-07-01,80.94999694824219
2019-05-30,80.69000244140625
2018-08-15,81.98999786376953
2018-10-18,83.6500015258789
2019-03-27,87.19000244140625
2019-01-22,89.19999694824219
2018-12-21,89.62000274658203
2019-09-03,88.98999786376953
2018-11-19,86.77999877929688
2019-08-02,86.63999938964844
2020-01-28,86.91000366210938
2020-04-16,88.47000122070312
2019-11-13,91.41000366210938
2020-01-31,91.91999816894531
2018-12-04,90.95999908447266
2018-11-02,90.55999755859375
2019-07-16,90.19000244140625
2018-08-30,91.41999816894531
2018-10-01,90.77999877929688
2019-06-14,89.41999816894531
2019-05-13,88.80000305175781
2019-04-11,88.56999969482422
2019-02-06,89.18000030517578
2019-09-18,89.83999633789062
2020-02-03,90.0
2020-04-22,90.6500015258789
2019-11-19,90.7300033569336
2020-02-06,91.33000183105469
2019-11-22,91.94000244140625
2019-03-25,91.94999694824219
2019-02-21,92.44999694824219
2018-12-19,91.87999725341797
2018-07-12,90.76000213623047
2018-09-14,89.87000274658203
2018-08-13,89.37999725341797
2018-10-16,88.3499984741211
2019-07-31,88.94999694824219
2019-05-28,90.62999725341797
2019-04-26,88.7699966430664
2020-04-28,87.79000091552734
2019-11-25,87.87000274658203
2020-02-12,87.47000122070312
2020-05-01,89.12999725341797
