Dates,TSCO
2018-06-20,75.45999908447266
2018-06-21,76.61000061035156
2018-06-25,76.05999755859375
2018-06-22,75.45999908447266
2018-06-26,75.79000091552734
2018-06-27,77.2699966430664
2018-06-28,77.36000061035156
2018-06-29,76.38999938964844
2018-07-02,74.93000030517578
2018-07-03,75.93000030517578
2018-07-05,76.43000030517578
2018-07-16,76.61000061035156
2018-09-18,77.23999786376953
2019-01-24,77.12000274658203
2019-09-05,76.70999908447266
2018-11-21,77.0999984741211
2020-01-13,77.22000122070312
2020-04-01,78.08999633789062
2020-06-19,77.20999908447266
2019-10-29,78.27999877929688
2020-01-16,78.51000213623047
2020-06-22,78.75
2018-10-03,79.56999969482422
2018-07-31,77.81999969482422
2019-03-12,76.3499984741211
2019-02-08,78.77999877929688
2019-01-07,75.83999633789062
2018-12-06,76.31999969482422
2019-08-19,77.05999755859375
2019-07-18,75.91999816894531
2019-05-15,76.3499984741211
2019-09-20,78.25
2019-11-01,78.25
2020-04-07,78.58000183105469
2020-06-25,79.51000213623047
2020-06-16,80.55000305175781
2019-11-04,80.0999984741211
2020-01-22,78.80999755859375
2019-11-07,79.77999877929688
2020-04-13,79.5999984741211
2019-07-01,79.26000213623047
2019-05-30,79.55999755859375
2018-08-15,80.56999969482422
2018-10-18,81.18000030517578
2019-03-27,83.37000274658203
2019-01-22,85.9000015258789
2018-12-21,88.08000183105469
2019-09-03,86.13999938964844
2018-11-19,85.18000030517578
2019-08-02,85.61000061035156
2020-01-28,86.19000244140625
2020-04-16,86.5999984741211
2019-11-13,87.81999969482422
2020-01-31,89.33000183105469
2018-12-04,89.48999786376953
2018-11-02,89.30000305175781
2019-07-16,88.56999969482422
2018-08-30,89.11000061035156
2018-10-01,88.41999816894531
2019-06-14,87.79000091552734
2019-05-13,87.12000274658203
2019-04-11,86.54000091552734
2019-02-06,87.6500015258789
2019-09-18,88.41999816894531
2020-02-03,88.43000030517578
2020-04-22,89.66999816894531
2019-11-19,89.5999984741211
2020-02-06,90.04000091552734
2019-11-22,90.36000061035156
2019-03-25,90.66999816894531
2019-02-21,90.47000122070312
2018-12-19,90.16000366210938
2018-07-12,88.80000305175781
2018-09-14,88.69000244140625
2018-08-13,86.81999969482422
2018-10-16,87.19999694824219
2019-07-31,86.44999694824219
2019-05-28,87.69000244140625
2019-04-26,84.72000122070312
2020-04-28,84.37000274658203
2019-11-25,85.4000015258789
2020-02-12,86.1500015258789
2020-05-01,86.36000061035156
