Dates,TSCO
2018-06-20,76.81999969482422
2018-06-21,77.55000305175781
2018-06-25,76.8499984741211
2018-06-22,75.95999908447266
2018-06-26,76.88999938964844
2018-06-27,77.86000061035156
2018-06-28,77.94999694824219
2018-06-29,76.48999786376953
2018-07-02,75.73999786376953
2018-07-03,76.12999725341797
2018-07-05,77.08000183105469
2018-07-16,76.72000122070312
2018-09-18,77.56999969482422
2019-01-24,77.72000122070312
2019-09-05,77.37999725341797
2018-11-21,77.27999877929688
2020-01-13,78.23999786376953
2020-04-01,78.41999816894531
2020-06-19,78.91999816894531
2019-10-29,78.7699966430664
2020-01-16,79.41999816894531
2020-06-22,79.87000274658203
2018-10-03,80.27999877929688
2018-07-31,78.33999633789062
2019-03-12,78.16000366210938
2019-02-08,80.36000061035156
2019-01-07,76.25
2018-12-06,77.41000366210938
2019-08-19,78.04000091552734
2019-07-18,76.79000091552734
2019-05-15,78.6500015258789
2019-09-20,78.62000274658203
2019-11-01,78.77999877929688
2020-04-07,79.9800033569336
2020-06-25,81.2699966430664
2020-06-16,81.05999755859375
2019-11-04,80.41000366210938
2020-01-22,79.48999786376953
2019-11-07,81.4800033569336
2020-04-13,80.43000030517578
2019-07-01,79.63999938964844
2019-05-30,80.51000213623047
2018-08-15,81.37000274658203
2018-10-18,83.37000274658203
2019-03-27,86.30000305175781
2019-01-22,88.86000061035156
2018-12-21,88.58000183105469
2019-09-03,86.54000091552734
2018-11-19,85.9800033569336
2019-08-02,86.48999786376953
2020-01-28,86.48999786376953
2020-04-16,88.27999877929688
2019-11-13,90.81999969482422
2020-01-31,90.19000244140625
2018-12-04,89.91000366210938
2018-11-02,89.47000122070312
2019-07-16,89.94000244140625
2018-08-30,90.69000244140625
2018-10-01,88.62999725341797
2019-06-14,88.61000061035156
2019-05-13,87.41000366210938
2019-04-11,87.69000244140625
2019-02-06,88.63999938964844
2019-09-18,89.12999725341797
2020-02-03,89.44000244140625
2020-04-22,89.9800033569336
2019-11-19,90.55000305175781
2020-02-06,90.38999938964844
2019-11-22,91.16999816894531
2019-03-25,91.11000061035156
2019-02-21,90.87999725341797
2018-12-19,90.30000305175781
2018-07-12,88.81999969482422
2018-09-14,88.8499984741211
2018-08-13,87.55000305175781
2018-10-16,87.6500015258789
2019-07-31,88.68000030517578
2019-05-28,89.04000091552734
2019-04-26,84.81999969482422
2020-04-28,85.2300033569336
2019-11-25,86.66999816894531
2020-02-12,86.56999969482422
2020-05-01,88.87999725341797
2020-05-04,88.05999755859375
2019-06-12,87.6500015258789
2019-04-09,86.86000061035156
2019-03-08,87.38999938964844
2019-02-04,87.48999786376953
2018-07-27,84.18000030517578
2018-08-28,89.06999969482422
2019-01-03,90.83999633789062
2019-08-15,93.95999908447266
2018-10-31,93.4000015258789
2019-09-16,91.88999938964844
2020-02-18,92.41999816894531
2020-05-07,93.80999755859375
2018-08-17,93.8499984741211
2019-12-04,93.18000030517578
2020-02-21,95.75
2018-12-17,96.62000274658203
2019-08-30,97.12999725341797
2018-11-15,96.19000244140625
2019-07-29,95.7699966430664
2019-06-27,94.19000244140625
2019-04-24,93.30000305175781
2018-07-10,92.66000366210938
2018-09-12,92.26000213623047
2019-02-19,87.79000091552734
2019-01-18,89.0
2020-02-24,89.30000305175781
2020-05-13,88.8499984741211
2019-12-10,90.75
2020-02-27,95.05000305175781
2019-12-13,94.66999816894531
2020-05-19,95.12999725341797
2019-03-06,95.73999786376953
2018-11-30,92.98999786376953
2019-08-13,92.37000274658203
2019-07-12,88.79000091552734
2019-06-10,90.12000274658203
2019-05-09,90.33000183105469
2018-07-25,91.75
2018-09-27,92.01000213623047
2018-10-29,89.19000244140625
2019-10-16,87.0199966430664
2019-12-16,86.18000030517578
2020-03-04,86.0199966430664
2020-05-22,82.91999816894531
2019-10-01,80.33000183105469
2019-12-19,78.70999908447266
2018-09-10,82.87999725341797
2019-05-24,83.68000030517578
2018-08-09,83.20999908447266
2019-04-22,83.44000244140625
2019-03-21,82.2300033569336
2019-01-16,80.68000030517578
2019-08-28,82.33999633789062
2018-11-13,83.55000305175781
2018-10-12,83.5
2019-06-25,84.62000274658203
2020-03-10,84.66999816894531
2020-05-28,85.30999755859375
2019-10-07,85.91000366210938
2020-03-13,86.94999694824219
2019-10-10,87.12999725341797
2020-03-16,88.5
2020-06-03,89.4800033569336
2018-11-28,89.36000061035156
2018-09-25,89.0199966430664
2018-07-23,87.58999633789062
2018-08-24,89.5999984741211
2019-07-10,89.11000061035156
2019-05-07,89.9000015258789
2019-04-05,89.62000274658203
2019-03-04,85.4000015258789
2019-01-31,86.97000122070312
2019-09-12,88.86000061035156
2019-12-31,89.58999633789062
2020-03-19,91.02999877929688
2020-01-03,90.75
2020-06-09,92.31999969482422
2019-02-15,94.19000244140625
2019-01-14,95.55999755859375
2018-07-06,95.83000183105469
2018-08-07,95.77999877929688
2018-10-10,97.58000183105469
2018-12-13,97.06999969482422
2019-08-26,97.55000305175781
2019-07-25,97.01000213623047
2019-05-22,96.04000091552734
2019-03-19,94.80000305175781
2020-01-06,94.80000305175781
