Dates,TSCO
2018-06-20,75.6500015258789
2018-06-21,76.86000061035156
2018-06-25,77.75
2018-06-22,76.5
2018-06-26,76.37999725341797
2018-06-27,77.51000213623047
2018-06-28,77.95999908447266
2018-06-29,77.94999694824219
2018-07-02,75.8499984741211
2018-07-03,75.93000030517578
2018-07-05,76.66000366210938
2018-07-16,77.02999877929688
2018-09-18,78.44000244140625
2019-01-24,77.5
2019-09-05,77.55000305175781
2018-11-21,77.6500015258789
2020-01-13,77.43000030517578
2020-04-01,78.43000030517578
2020-06-19,78.01000213623047
2019-10-29,79.47000122070312
2020-01-16,78.66999816894531
2020-06-22,79.44000244140625
2018-10-03,79.88999938964844
2018-07-31,80.3499984741211
2019-03-12,78.23999786376953
2019-02-08,80.0
2019-01-07,80.05000305175781
2018-12-06,76.41000366210938
2019-08-19,77.5199966430664
2019-07-18,78.2300033569336
2019-05-15,76.58000183105469
2019-09-20,78.95999908447266
2019-11-01,78.52999877929688
2020-04-07,78.66999816894531
2020-06-25,79.69999694824219
2020-06-16,80.9800033569336
2019-11-04,80.51000213623047
2020-01-22,79.86000061035156
2019-11-07,79.83000183105469
2020-04-13,81.0999984741211
2019-07-01,80.91000366210938
2019-05-30,79.98999786376953
2018-08-15,80.80999755859375
2018-10-18,81.66999816894531
2019-03-27,83.48999786376953
2019-01-22,85.97000122070312
2018-12-21,89.06999969482422
2019-09-03,88.98999786376953
2018-11-19,86.77999877929688
2019-08-02,86.18000030517578
2020-01-28,86.58999633789062
2020-04-16,86.5999984741211
2019-11-13,88.62999725341797
2020-01-31,90.56999969482422
2018-12-04,90.04000091552734
2018-11-02,89.63999938964844
2019-07-16,89.12000274658203
2018-08-30,89.80000305175781
2018-10-01,90.37999725341797
2019-06-14,88.87999725341797
2019-05-13,88.80000305175781
2019-04-11,87.69000244140625
2019-02-06,87.6500015258789
2019-09-18,88.51000213623047
2020-02-03,89.18000030517578
2020-04-22,90.06999969482422
2019-11-19,89.94999694824219
2020-02-06,90.5
2019-11-22,90.45999908447266
2019-03-25,91.05999755859375
2019-02-21,91.0
2018-12-19,91.33999633789062
2018-07-12,90.58999633789062
2018-09-14,89.33999633789062
2018-08-13,88.88999938964844
2018-10-16,87.61000061035156
2019-07-31,87.37000274658203
2019-05-28,88.62999725341797
2019-04-26,88.7699966430664
2020-04-28,84.76000213623047
2019-11-25,86.62000274658203
2020-02-12,86.61000061035156
2020-05-01,86.87999725341797
2020-05-04,88.9800033569336
2019-06-12,87.6500015258789
2019-04-09,88.37000274658203
2019-03-08,87.16000366210938
2019-02-04,86.36000061035156
2018-07-27,87.33999633789062
2018-08-28,84.29000091552734
2019-01-03,89.79000091552734
2019-08-15,91.86000061035156
2018-10-31,93.58999633789062
2019-09-16,94.16000366210938
2020-02-18,91.94999694824219
2020-05-07,93.7300033569336
2018-08-17,93.73999786376953
2019-12-04,93.68000030517578
2020-02-21,93.91999816894531
2018-12-17,95.77999877929688
2019-08-30,96.3499984741211
2018-11-15,97.04000091552734
2019-07-29,96.19999694824219
2019-06-27,96.38999938964844
2019-04-24,94.02999877929688
2018-07-10,92.81999969482422
2018-09-12,92.4800033569336
2019-02-19,90.31999969482422
2019-01-18,88.16000366210938
2020-02-24,88.51000213623047
2020-05-13,89.7300033569336
2019-12-10,88.8499984741211
2020-02-27,91.22000122070312
2019-12-13,94.6500015258789
2020-05-19,94.91000366210938
2019-03-06,95.83000183105469
2018-11-30,95.94999694824219
2019-08-13,91.66999816894531
2019-07-12,92.1500015258789
2019-06-10,89.70999908447266
2019-05-09,91.08000183105469
2018-07-25,91.31999969482422
2018-09-27,93.22000122070312
2018-10-29,90.94999694824219
2019-10-16,88.88999938964844
2019-12-16,87.3499984741211
2020-03-04,86.6500015258789
2020-05-22,85.44999694824219
2019-10-01,82.58999633789062
2019-12-19,79.94999694824219
2018-09-10,79.19999694824219
2019-05-24,81.77999877929688
2018-08-09,83.94999694824219
2019-04-22,83.58000183105469
2019-03-21,81.80999755859375
2019-01-16,82.08000183105469
2019-08-28,82.0
2018-11-13,82.23999786376953
2018-10-12,84.12999725341797
2019-06-25,84.08000183105469
2020-03-10,83.58000183105469
2020-05-28,84.5999984741211
2019-10-07,84.69000244140625
2020-03-13,85.8499984741211
