Dates,CTAS
2018-06-20,191.3699951171875
2018-06-21,190.60000610351562
2018-06-25,190.99000549316406
2018-06-22,188.85000610351562
2018-06-26,187.41000366210938
2018-06-27,187.97999572753906
2018-06-28,186.27000427246094
2018-06-29,188.1699981689453
2018-07-02,188.8699951171875
2018-07-03,189.82000732421875
2018-07-05,189.61000061035156
2018-07-16,191.88999938964844
2018-09-18,192.99000549316406
2019-01-24,194.32000732421875
2019-09-05,194.30999755859375
2018-11-21,195.17999267578125
2020-01-13,196.27000427246094
2020-04-01,196.02000427246094
2020-06-19,194.58999633789062
2019-10-29,194.99000549316406
2020-01-16,193.94000244140625
2020-06-22,204.27999877929688
2018-10-03,207.97999572753906
2018-07-31,207.97999572753906
2019-03-12,209.38999938964844
2019-02-08,210.3800048828125
2019-01-07,209.22000122070312
2018-12-06,204.99000549316406
2019-08-19,204.9600067138672
2019-07-18,206.6199951171875
2019-05-15,208.47000122070312
2019-09-20,208.6300048828125
2019-11-01,211.00999450683594
2020-04-07,212.27000427246094
2020-06-25,212.02000427246094
2020-06-16,212.58999633789062
2019-11-04,211.8000030517578
2020-01-22,211.9199981689453
2019-11-07,211.57000732421875
2020-04-13,211.63999938964844
2019-07-01,213.02000427246094
2019-05-30,213.10000610351562
2018-08-15,213.97000122070312
2018-10-18,213.83999633789062
2019-03-27,213.7100067138672
2019-01-22,212.8000030517578
2018-12-21,213.69000244140625
2019-09-03,213.92999267578125
2018-11-19,213.50999450683594
2019-08-02,214.75
2020-01-28,214.27000427246094
2020-04-16,213.72000122070312
2019-11-13,216.1699981689453
2020-01-31,216.83999633789062
2018-12-04,216.64999389648438
2018-11-02,217.33999633789062
2019-07-16,216.38999938964844
2018-08-30,216.8800048828125
2018-10-01,215.3800048828125
2019-06-14,214.38999938964844
2019-05-13,215.05999755859375
2019-04-11,214.5
2019-02-06,215.4499969482422
2019-09-18,214.83999633789062
2020-02-03,212.25
2020-04-22,213.94000244140625
2019-11-19,212.4199981689453
2020-02-06,213.64999389648438
2019-11-22,208.99000549316406
2019-03-25,202.0
2019-02-21,198.22000122070312
2018-12-19,199.64999389648438
2018-07-12,198.33999633789062
2018-09-14,197.38999938964844
2018-08-13,196.91000366210938
2018-10-16,197.25
2019-07-31,196.49000549316406
2019-05-28,196.52000427246094
2019-04-26,195.35000610351562
2020-04-28,189.27000427246094
2019-11-25,188.02999877929688
2020-02-12,186.74000549316406
2020-05-01,190.52000427246094
2020-05-04,190.72000122070312
2019-06-12,186.99000549316406
2019-04-09,182.05999755859375
2019-03-08,180.1199951171875
2019-02-04,176.97000122070312
2018-07-27,176.19000244140625
2018-08-28,174.4600067138672
2019-01-03,173.9499969482422
2019-08-15,175.2100067138672
2018-10-31,178.3800048828125
2019-09-16,183.8800048828125
2020-02-18,182.63999938964844
2020-05-07,183.74000549316406
2018-08-17,180.89999389648438
2019-12-04,179.25999450683594
2020-02-21,181.6999969482422
2018-12-17,181.2100067138672
2019-08-30,180.6699981689453
2018-11-15,179.99000549316406
2019-07-29,180.41000366210938
2019-06-27,180.0
2019-04-24,182.44000244140625
2018-07-10,183.97999572753906
2018-09-12,183.38999938964844
2019-02-19,179.1199951171875
2019-01-18,182.11000061035156
2020-02-24,181.0399932861328
2020-05-13,183.27000427246094
2019-12-10,183.52000427246094
2020-02-27,188.30999755859375
2019-12-13,188.85000610351562
2020-05-19,189.82000732421875
2019-03-06,191.25999450683594
2018-11-30,189.99000549316406
2019-08-13,178.32000732421875
2019-07-12,178.5399932861328
2019-06-10,172.3699951171875
2019-05-09,174.67999267578125
2018-07-25,176.0800018310547
2018-09-27,174.1300048828125
2018-10-29,171.69000244140625
2019-10-16,170.86000061035156
2019-12-16,167.94000244140625
2020-03-04,171.02999877929688
2020-05-22,164.1999969482422
2019-10-01,166.14999389648438
2019-12-19,160.38999938964844
2018-09-10,164.08999633789062
2019-05-24,167.2899932861328
2018-08-09,169.02999877929688
2019-04-22,168.52000427246094
2019-03-21,167.5800018310547
2019-01-16,170.0
2019-08-28,172.77000427246094
2018-11-13,174.1699981689453
2018-10-12,175.5
2019-06-25,177.22000122070312
2020-03-10,177.61000061035156
2020-05-28,177.92999267578125
2019-10-07,177.44000244140625
2020-03-13,178.1199951171875
2019-10-10,178.63999938964844
2020-03-16,181.25
2020-06-03,185.33999633789062
2018-11-28,184.64999389648438
2018-09-25,183.85000610351562
2018-07-23,182.64999389648438
2018-08-24,185.3300018310547
2019-07-10,183.5800018310547
2019-05-07,184.02999877929688
2019-04-05,187.42999267578125
2019-03-04,187.91000366210938
2019-01-31,188.97999572753906
2019-09-12,190.4199981689453
2019-12-31,192.0500030517578
2020-03-19,191.8800048828125
2020-01-03,192.08999633789062
