Dates,CTAS
2018-06-20,191.02000427246094
2018-06-21,190.11000061035156
2018-06-25,190.44000244140625
2018-06-22,188.3800048828125
2018-06-26,185.9499969482422
2018-06-27,186.0399932861328
2018-06-28,184.47999572753906
2018-06-29,185.7899932861328
2018-07-02,184.24000549316406
2018-07-03,188.97999572753906
2018-07-05,187.8300018310547
2018-07-16,189.3300018310547
2018-09-18,191.91000366210938
2019-01-24,193.07000732421875
2019-09-05,192.07000732421875
2018-11-21,194.55999755859375
2020-01-13,195.60000610351562
2020-04-01,195.77999877929688
2020-06-19,193.66000366210938
2019-10-29,193.88999938964844
2020-01-16,192.60000610351562
2020-06-22,196.5
2018-10-03,203.74000549316406
2018-07-31,204.57000732421875
2019-03-12,206.63999938964844
2019-02-08,209.9600067138672
2019-01-07,208.9600067138672
2018-12-06,204.9199981689453
2019-08-19,203.8800048828125
2019-07-18,204.0
2019-05-15,205.38999938964844
2019-09-20,208.0800018310547
2019-11-01,207.11000061035156
2020-04-07,210.89999389648438
2020-06-25,211.1999969482422
2020-06-16,211.2899932861328
2019-11-04,209.1999969482422
2020-01-22,211.1300048828125
2019-11-07,209.6999969482422
2020-04-13,209.52999877929688
2019-07-01,212.1999969482422
2019-05-30,212.67999267578125
2018-08-15,213.6199951171875
2018-10-18,213.11000061035156
2019-03-27,211.57000732421875
2019-01-22,211.9600067138672
2018-12-21,212.6999969482422
2019-09-03,213.3800048828125
2018-11-19,212.69000244140625
2019-08-02,213.5399932861328
2020-01-28,213.69000244140625
2020-04-16,212.89999389648438
2019-11-13,213.22000122070312
2020-01-31,214.4600067138672
2018-12-04,214.58999633789062
2018-11-02,215.6999969482422
2019-07-16,216.38999938964844
2018-08-30,213.6999969482422
2018-10-01,213.22999572753906
2019-06-14,214.25999450683594
2019-05-13,213.35000610351562
2019-04-11,214.5
2019-02-06,213.1699981689453
2019-09-18,214.72999572753906
2020-02-03,211.5
2020-04-22,212.2899932861328
2019-11-19,212.0
2020-02-06,212.13999938964844
2019-11-22,206.17999267578125
2019-03-25,201.3800048828125
2019-02-21,196.66000366210938
2018-12-19,198.99000549316406
2018-07-12,197.11000061035156
2018-09-14,196.6699981689453
2018-08-13,195.89999389648438
2018-10-16,195.27000427246094
2019-07-31,195.69000244140625
