Dates,CTAS
2018-06-20,186.31900024414062
2018-06-21,185.51608276367188
2018-06-25,184.70335388183594
2018-06-22,181.7168426513672
2018-06-26,182.705810546875
2018-06-27,180.51243591308594
2018-06-28,181.69725036621094
2018-06-29,181.2174530029297
2018-07-02,184.72293090820312
2018-07-03,183.1856231689453
2018-07-05,185.45730590820312
2018-07-16,187.28839111328125
2018-09-18,188.89425659179688
2019-01-24,189.26632690429688
2019-09-05,189.5307159423828
2018-11-21,190.99948120117188
2020-01-13,191.63597106933594
2020-04-01,188.49278259277344
2020-06-19,190.2161407470703
2019-10-29,188.52215576171875
2020-01-16,189.64822387695312
2020-06-22,199.3323516845703
2018-10-03,200.85008239746094
2018-07-31,202.68115234375
2019-03-12,204.89410400390625
2019-02-08,204.4436798095703
2019-01-07,200.76194763183594
2018-12-06,198.50982666015625
2019-08-19,200.22340393066406
2019-07-18,201.68238830566406
2019-05-15,203.84637451171875
2019-09-20,202.61260986328125
2019-11-01,205.81454467773438
2020-04-07,206.8328857421875
2020-06-25,206.41184997558594
2020-06-16,206.9993438720703
2019-11-04,206.59788513183594
2020-01-22,205.31515502929688
2019-11-07,205.9026641845703
2020-04-13,207.00914001464844
2019-07-01,207.518310546875
2019-05-30,208.3506317138672
2018-08-15,208.43875122070312
2018-10-18,207.5281219482422
2019-03-27,207.99810791015625
2019-01-22,207.96873474121094
2018-12-21,208.20375061035156
2019-09-03,207.6260223388672
2018-11-19,208.65415954589844
2019-08-02,209.8096160888672
2020-01-28,208.8695831298828
2020-04-16,208.9283447265625
2019-11-13,211.0531768798828
2020-01-31,210.162109375
2018-12-04,211.895263671875
2018-11-02,211.7288055419922
2019-07-16,209.97607421875
2018-08-30,210.71046447753906
2018-10-01,208.47792053222656
2019-06-14,208.9283447265625
2019-05-13,210.01524353027344
2019-04-11,208.0470733642578
2019-02-06,210.4069061279297
2019-09-18,206.43142700195312
2020-02-03,207.28330993652344
2020-04-22,207.29310607910156
2019-11-19,206.7153778076172
2020-02-06,208.52687072753906
2019-11-22,196.97251892089844
2019-03-25,193.47683715820312
2019-02-21,193.69224548339844
2018-12-19,193.8978729248047
2018-07-12,191.77305603027344
2018-09-14,191.95909118652344
2018-08-13,190.82325744628906
2018-10-16,191.82199096679688
2019-07-31,190.4119873046875
2019-05-28,191.25408935546875
2019-04-26,183.23458862304688
2020-04-28,180.18931579589844
2019-11-25,183.07789611816406
2020-02-12,180.55160522460938
2020-05-01,185.9567108154297
2020-05-04,182.3239288330078
2019-06-12,177.19300842285156
2019-04-09,174.94090270996094
2019-03-08,174.94090270996094
2019-02-04,171.04373168945312
2018-07-27,164.87489318847656
2018-08-28,170.07435607910156
2019-01-03,167.90057373046875
2019-08-15,168.32159423828125
2018-10-31,174.18692016601562
2019-09-16,178.0840606689453
2020-02-18,177.00697326660156
2020-05-07,175.8907012939453
2018-08-17,173.97149658203125
2019-12-04,173.71690368652344
2020-02-21,177.62384033203125
2018-12-17,179.4164276123047
2019-08-30,177.49510192871094
2018-11-15,175.1280975341797
2019-07-29,176.41558837890625
2019-06-27,175.5242462158203
2019-04-24,180.4662322998047
2018-07-10,181.43679809570312
2018-09-12,177.8516387939453
2019-02-19,176.08877563476562
2019-01-18,178.95095825195312
2020-02-24,178.31710815429688
2020-05-13,180.50584411621094
2019-12-10,181.58535766601562
2020-02-27,186.4282989501953
2019-12-13,186.23020935058594
2020-05-19,185.57656860351562
2019-03-06,187.5474090576172
2018-11-30,177.76251220703125
2019-08-13,176.1184844970703
2019-07-12,169.75035095214844
2019-06-10,169.88900756835938
2019-05-09,168.78968811035156
2018-07-25,171.49342346191406
2018-09-27,170.18612670898438
2018-10-29,168.10633850097656
2019-10-16,164.62022399902344
2019-12-16,164.99656677246094
2020-03-04,163.48129272460938
2020-05-22,157.5093231201172
2019-10-01,158.4303741455078
2019-12-19,154.5183868408203
2018-09-10,162.4512939453125
2019-05-24,165.6403045654297
2018-08-09,165.3035888671875
2019-04-22,166.37318420410156
2019-03-21,165.8780059814453
2019-01-16,163.22378540039062
2019-08-28,170.89920043945312
2018-11-13,171.18641662597656
2018-10-12,173.0384063720703
2019-06-25,174.55368041992188
2020-03-10,175.77183532714844
2020-05-28,176.078857421875
2019-10-07,174.95974731445312
2020-03-13,175.83126831054688
2019-10-10,176.5542449951172
2020-03-16,179.16883850097656
2020-06-03,183.13034057617188
2018-11-28,181.0010223388672
2018-09-25,180.38699340820312
2018-07-23,180.7633514404297
2018-08-24,183.1996612548828
2019-07-10,181.22882080078125
2019-05-07,181.3377685546875
2019-04-05,184.82386779785156
2019-03-04,185.70530700683594
2019-01-31,186.7947235107422
2019-09-12,188.5278778076172
2019-12-31,189.9540252685547
2020-03-19,189.70643615722656
2020-01-03,189.90451049804688
2020-06-09,192.36062622070312
2019-02-15,195.70809936523438
2019-01-14,198.659423828125
2018-07-06,199.8181610107422
2018-08-07,199.47154235839844
2018-10-10,201.82861328125
2018-12-13,201.53152465820312
2019-08-26,201.10565185546875
2019-07-25,201.0264129638672
2019-05-22,202.43275451660156
2019-03-19,202.4921875
2020-01-06,201.2443084716797
2020-03-25,203.00717163085938
2020-06-12,204.61158752441406
2019-10-22,206.34474182128906
2020-01-09,204.60166931152344
2020-06-15,203.39341735839844
2019-10-25,201.2641143798828
2020-03-31,200.58074951171875
2020-06-18,199.3824005126953
2019-04-03,202.35353088378906
2018-08-22,202.125732421875
2018-10-25,203.54197692871094
2019-01-29,202.9180450439453
2018-12-28,203.57168579101562
2018-11-26,205.5425262451172
2019-08-09,204.53236389160156
2019-07-08,203.21514892578125
2019-06-06,206.116943359375
2019-09-10,192.6775665283203
2020-01-15,195.12379455566406
2020-04-03,197.46107482910156
2019-10-31,197.15406799316406
2020-04-06,198.6990509033203
2020-06-24,200.164794921875
2018-11-09,203.00717163085938
2019-07-23,204.1064910888672
2019-06-21,205.39398193359375
2019-05-20,203.36370849609375
2019-04-18,204.3837890625
2018-09-06,204.32437133789062
2018-10-08,202.75958251953125
2019-02-13,202.9972686767578
2018-12-11,203.49246215820312
2019-09-25,205.40386962890625
2020-01-21,206.22589111328125
2020-04-09,207.3153076171875
2019-11-06,207.91943359375
2020-01-24,211.62342834472656
2020-01-27,208.741455078125
2020-04-15,211.34613037109375
2018-12-26,213.72303771972656
2019-08-07,212.732666015625
2019-06-04,214.693603515625
2018-09-21,214.78273010253906
2018-07-19,215.05014038085938
2018-08-20,213.98052978515625
2018-10-23,217.66473388671875
2019-05-03,220.78440856933594
2019-04-01,220.75469970703125
2019-02-28,216.74368286132812
2019-11-12,217.80337524414062
2020-01-30,219.37808227539062
2019-11-15,220.6853790283203
2020-04-21,214.4163055419922
2019-04-16,217.9519500732422
2019-03-15,219.41769409179688
2019-02-11,221.5668182373047
2019-01-10,221.2696990966797
2019-08-22,221.23008728027344
2018-11-07,224.82513427734375
2018-08-03,224.11207580566406
2018-09-04,222.0421905517578
2019-06-19,220.35855102539062
2019-09-23,218.56597900390625
2019-11-18,219.80393981933594
2020-02-05,221.44796752929688
2020-04-24,219.69500732421875
2019-03-29,221.239990234375
2019-11-21,224.32005310058594
2020-04-27,228.2914581298828
2020-02-11,229.31153869628906
2020-04-30,230.3811492919922
2019-05-01,232.2826690673828
2019-02-26,230.04441833496094
2019-01-25,232.44113159179688
2018-12-24,233.6890106201172
2019-09-06,234.09506225585938
2018-07-17,230.03453063964844
2018-09-19,229.21250915527344
2019-08-05,232.83729553222656
2019-10-08,230.3910675048828
2019-12-11,230.14346313476562
2019-11-27,230.86643981933594
2020-02-14,229.222412109375
2020-05-06,230.5297088623047
2019-01-08,233.4116973876953
2018-12-07,235.00619506835938
2019-08-20,236.5709991455078
2018-11-05,235.70938110351562
2019-07-19,237.22463989257812
2018-10-04,237.22463989257812
2019-06-17,235.9668731689453
2019-05-16,236.12533569335938
2018-08-01,236.39273071289062
2019-03-13,237.6802215576172
2019-12-03,240.1066436767578
2020-02-20,240.9187469482422
2019-12-06,237.13551330566406
2020-05-12,257.86407470703125
2019-12-09,258.1413879394531
2020-02-26,255.3683319091797
2020-05-15,256.5369567871094
2019-03-28,258.280029296875
2018-09-17,259.3892517089844
2018-08-16,258.2503356933594
2018-10-19,259.17138671875
2019-04-29,258.1809997558594
2019-01-23,260.3202209472656
2019-09-04,257.93341064453125
2018-11-20,256.5369567871094
2019-07-02,255.92294311523438
2019-05-31,248.70309448242188
2019-12-12,254.7146759033203
2020-05-18,255.9625701904297
2019-09-27,261.7463684082031
2020-03-03,260.8847351074219
2020-05-21,258.8841552734375
2019-05-14,263.6082763671875
2018-08-31,254.24920654296875
2018-07-30,257.5174255371094
2018-10-02,261.85528564453125
2019-04-12,265.24237060546875
2019-03-11,265.2621765136719
2019-02-07,265.0740051269531
2019-07-17,261.9147033691406
2019-09-19,253.5757598876953
2019-10-21,257.8343505859375
2019-12-18,258.6365661621094
2020-03-06,259.6566467285156
2019-10-03,262.0533752441406
2020-03-09,261.26104736328125
2020-05-27,257.4283142089844
2019-12-24,261.46905517578125
2020-03-12,264.6679382324219
2018-12-20,263.6280517578125
2019-08-01,253.19940185546875
2018-08-14,246.57379150390625
2018-07-13,243.65219116210938
2018-10-17,244.13746643066406
2019-05-29,244.3058319091797
2019-03-26,245.07833862304688
2019-02-22,247.5443572998047
2019-10-04,247.26705932617188
2019-11-05,249.00021362304688
2019-12-27,251.33749389648438
2020-06-02,252.19912719726562
2019-12-30,249.71328735351562
2020-03-18,264.0539245605469
2020-06-05,265.4404296875
2019-07-15,263.5686340332031
2018-12-03,265.5196838378906
2019-06-13,259.8646545410156
2019-01-04,256.457763671875
2018-08-29,256.1408386230469
2019-02-05,260.3301086425781
2018-11-01,258.45831298828125
2019-08-16,257.8244323730469
2019-04-10,261.0332946777344
2019-09-17,263.50921630859375
2019-10-15,265.0343933105469
2020-01-02,263.3804626464844
2020-06-08,266.856689453125
2019-10-18,264.4005432128906
2020-03-24,265.7474365234375
2020-06-11,266.718017578125
2020-01-08,267.3914794921875
2019-04-25,263.5686340332031
2019-07-30,265.54937744140625
2019-02-20,269.7188720703125
2018-07-11,267.7381286621094
2018-09-13,269.1741638183594
2018-10-15,271.87786865234375
2019-06-28,273.60113525390625
2018-12-18,266.0841979980469
2018-11-16,266.3020935058594
2019-10-02,267.12408447265625
2020-03-27,264.42034912109375
2020-01-10,262.3999938964844
2019-10-24,262.0
2020-03-30,260.8800048828125
2020-06-17,260.6099853515625
2020-01-14,258.8500061035156
2020-04-02,255.24000549316406
2019-01-02,259.3599853515625
2019-08-14,256.1199951171875
2018-10-30,256.1400146484375
2019-06-11,257.8999938964844
2019-05-10,259.4599914550781
2019-04-08,253.6300048828125
2018-08-27,254.08999633789062
2018-07-26,250.8699951171875
2018-09-28,256.04998779296875
2019-03-07,260.32000732421875
2019-10-30,257.05999755859375
2020-01-17,255.88999938964844
2020-06-23,255.3800048828125
2020-04-08,254.9499969482422
2020-06-26,254.6999969482422
2019-03-22,256.2200012207031
2019-01-17,253.80999755859375
2019-08-29,255.89999389648438
2018-11-14,258.04998779296875
2019-06-26,259.25
2018-09-11,261.80999755859375
2018-07-09,260.7300109863281
2018-08-10,260.760009765625
2019-04-23,265.8800048828125
2019-09-30,268.010009765625
2020-01-23,271.5
2019-11-08,270.8599853515625
2020-04-14,268.80999755859375
2019-11-11,268.1300048828125
2020-01-29,269.010009765625
2020-04-17,268.3599853515625
2018-07-24,269.0799865722656
2018-09-26,270.7900085449219
2019-05-08,269.57000732421875
2019-03-05,270.2699890136719
2019-02-01,270.07000732421875
2018-12-31,275.2799987792969
2018-11-29,279.3500061035156
2019-08-12,278.8399963378906
2019-07-11,282.8500061035156
2019-09-13,281.5199890136719
2019-11-14,284.6400146484375
2020-04-20,286.510009765625
2020-02-04,284.2300109863281
2020-04-23,282.0400085449219
2018-12-14,282.3399963378906
2019-08-27,286.0199890136719
2018-08-08,283.44000244140625
2018-10-11,278.6199951171875
2018-11-12,277.9599914550781
2019-07-26,280.25
2019-06-24,283.20001220703125
2019-05-23,278.9700012207031
2019-03-20,282.010009765625
2019-01-15,285.9599914550781
2019-11-20,291.3399963378906
2020-02-07,293.6499938964844
2020-02-10,291.5799865722656
2020-04-29,292.6199951171875
2019-11-26,293.489990234375
2020-02-13,297.1199951171875
2019-01-30,298.1000061035156
2018-08-23,300.8800048828125
2018-09-24,302.510009765625
2018-11-27,304.260009765625
