Dates,CTAS
2018-06-20,189.5399932861328
2018-06-21,188.00999450683594
2018-06-25,188.3699951171875
2018-06-22,184.6999969482422
2018-06-26,185.83999633789062
2018-06-27,184.16000366210938
2018-06-28,184.19000244140625
2018-06-29,185.0399932861328
2018-07-02,183.1999969482422
2018-07-03,186.9499969482422
2018-07-05,187.2100067138672
2018-07-16,188.6999969482422
2018-09-18,191.5
2019-01-24,192.38999938964844
2019-09-05,191.9499969482422
2018-11-21,193.10000610351562
2020-01-13,194.97000122070312
2020-04-01,192.1699981689453
2020-06-19,192.61000061035156
2019-10-29,192.1699981689453
2020-01-16,191.47999572753906
2020-06-22,195.05999755859375
2018-10-03,203.44000244140625
2018-07-31,204.57000732421875
2019-03-12,206.13999938964844
2019-02-08,207.42999267578125
2019-01-07,203.4199981689453
2018-12-06,201.3699951171875
2019-08-19,202.72999572753906
2019-07-18,204.0
2019-05-15,205.1300048828125
2019-09-20,205.14999389648438
2019-11-01,207.02999877929688
2020-04-07,210.50999450683594
2020-06-25,210.4499969482422
2020-06-16,211.02000427246094
2019-11-04,209.16000366210938
2020-01-22,209.13999938964844
2019-11-07,208.4600067138672
2020-04-13,208.69000244140625
2019-07-01,211.3000030517578
2019-05-30,211.6199951171875
2018-08-15,212.32000732421875
2018-10-18,211.86000061035156
2019-03-27,211.00999450683594
2019-01-22,211.11000061035156
2018-12-21,211.5
2019-09-03,211.6999969482422
2018-11-19,212.1199951171875
2019-08-02,212.39999389648438
2020-01-28,212.33999633789062
2020-04-16,212.57000732421875
2019-11-13,213.22000122070312
2020-01-31,213.4199981689453
2018-12-04,214.24000549316406
2018-11-02,214.44000244140625
2019-07-16,214.0800018310547
2018-08-30,212.49000549316406
2018-10-01,211.9600067138672
2019-06-14,212.92999267578125
2019-05-13,212.6699981689453
2019-04-11,211.72999572753906
2019-02-06,212.75999450683594
2019-09-18,209.85000610351562
2020-02-03,209.82000732421875
2020-04-22,211.14999389648438
2019-11-19,210.10000610351562
2020-02-06,211.32000732421875
2019-11-22,200.11000061035156
2019-03-25,196.8300018310547
2019-02-21,195.0800018310547
2018-12-19,197.02999877929688
2018-07-12,195.5800018310547
2018-09-14,195.27000427246094
2018-08-13,194.2899932861328
2018-10-16,194.02000427246094
2019-07-31,192.47999572753906
