Dates,CTAS
2018-06-20,190.27999877929688
2018-06-21,189.4600067138672
2018-06-25,188.6300048828125
2018-06-22,185.5800018310547
2018-06-26,186.58999633789062
2018-06-27,184.35000610351562
2018-06-28,185.55999755859375
2018-06-29,185.07000732421875
2018-07-02,188.64999389648438
2018-07-03,187.0800018310547
2018-07-05,189.39999389648438
2018-07-16,191.27000427246094
2018-09-18,192.91000366210938
2019-01-24,193.2899932861328
2019-09-05,193.55999755859375
2018-11-21,195.05999755859375
2020-01-13,195.7100067138672
2020-04-01,192.5
2020-06-19,194.25999450683594
2019-10-29,192.52999877929688
2020-01-16,193.67999267578125
2020-06-22,203.57000732421875
2018-10-03,205.1199951171875
2018-07-31,206.99000549316406
2019-03-12,209.25
2019-02-08,208.7899932861328
2019-01-07,205.02999877929688
2018-12-06,202.72999572753906
2019-08-19,204.47999572753906
2019-07-18,205.97000122070312
2019-05-15,208.17999267578125
2019-09-20,206.9199981689453
2019-11-01,210.19000244140625
2020-04-07,211.22999572753906
2020-06-25,210.8000030517578
2020-06-16,211.39999389648438
2019-11-04,210.99000549316406
2020-01-22,209.67999267578125
2019-11-07,210.27999877929688
2020-04-13,211.41000366210938
2019-07-01,211.92999267578125
2019-05-30,212.77999877929688
2018-08-15,212.8699951171875
2018-10-18,211.94000244140625
2019-03-27,212.4199981689453
2019-01-22,212.38999938964844
2018-12-21,212.6300048828125
2019-09-03,212.0399932861328
2018-11-19,213.08999633789062
2019-08-02,214.27000427246094
2020-01-28,213.30999755859375
2020-04-16,213.3699951171875
2019-11-13,215.5399932861328
2020-01-31,214.6300048828125
2018-12-04,216.39999389648438
2018-11-02,216.22999572753906
2019-07-16,214.44000244140625
2018-08-30,215.19000244140625
2018-10-01,212.91000366210938
2019-06-14,213.3699951171875
2019-05-13,214.47999572753906
2019-04-11,212.47000122070312
2019-02-06,214.8800048828125
2019-09-18,210.82000732421875
2020-02-03,211.69000244140625
2020-04-22,211.6999969482422
2019-11-19,211.11000061035156
2020-02-06,212.9600067138672
2019-11-22,201.16000366210938
2019-03-25,197.58999633789062
2019-02-21,197.80999755859375
2018-12-19,198.02000427246094
2018-07-12,195.85000610351562
2018-09-14,196.0399932861328
2018-08-13,194.8800048828125
2018-10-16,195.89999389648438
2019-07-31,194.4600067138672
2019-05-28,195.32000732421875
2019-04-26,187.1300048828125
2020-04-28,184.02000427246094
2019-11-25,186.97000122070312
2020-02-12,184.38999938964844
2020-05-01,189.91000366210938
2020-05-04,186.1999969482422
2019-06-12,180.9600067138672
2019-04-09,178.66000366210938
2019-03-08,178.66000366210938
2019-02-04,174.67999267578125
2018-07-27,168.3800048828125
2018-08-28,173.69000244140625
2019-01-03,171.47000122070312
2019-08-15,171.89999389648438
2018-10-31,177.88999938964844
2019-09-16,181.8699951171875
2020-02-18,180.77000427246094
2020-05-07,179.6300048828125
2018-08-17,177.6699981689453
2019-12-04,177.41000366210938
2020-02-21,181.39999389648438
2018-12-17,181.16000366210938
2019-08-30,179.22000122070312
2018-11-15,176.8300018310547
2019-07-29,178.1300048828125
2019-06-27,177.22999572753906
2019-04-24,182.22000122070312
2018-07-10,183.1999969482422
2018-09-12,179.5800018310547
2019-02-19,177.8000030517578
2019-01-18,180.69000244140625
2020-02-24,180.0500030517578
2020-05-13,182.25999450683594
2019-12-10,183.35000610351562
2020-02-27,188.24000549316406
2019-12-13,188.0399932861328
2020-05-19,187.3800048828125
2019-03-06,189.3699951171875
2018-11-30,179.49000549316406
2019-08-13,177.8300018310547
2019-07-12,171.39999389648438
2019-06-10,171.5399932861328
2019-05-09,170.42999267578125
2018-07-25,173.16000366210938
2018-09-27,171.83999633789062
2018-10-29,169.74000549316406
2019-10-16,166.22000122070312
2019-12-16,166.60000610351562
2020-03-04,165.07000732421875
2020-05-22,159.0399932861328
2019-10-01,159.97000122070312
2019-12-19,156.02000427246094
2018-09-10,164.02999877929688
2019-05-24,167.25
2018-08-09,166.91000366210938
2019-04-22,167.99000549316406
2019-03-21,167.49000549316406
2019-01-16,164.80999755859375
2019-08-28,172.55999755859375
2018-11-13,172.85000610351562
2018-10-12,174.72000122070312
2019-06-25,176.25
2020-03-10,177.47999572753906
2020-05-28,177.7899932861328
2019-10-07,176.66000366210938
2020-03-13,177.5399932861328
2019-10-10,178.27000427246094
2020-03-16,180.91000366210938
2020-06-03,184.91000366210938
2018-11-28,182.75999450683594
2018-09-25,182.13999938964844
2018-07-23,182.52000427246094
2018-08-24,184.97999572753906
2019-07-10,182.99000549316406
2019-05-07,183.10000610351562
2019-04-05,186.6199951171875
2019-03-04,187.50999450683594
2019-01-31,188.61000061035156
2019-09-12,190.36000061035156
2019-12-31,191.8000030517578
2020-03-19,191.5500030517578
2020-01-03,191.75
2020-06-09,194.22999572753906
2019-02-15,197.61000061035156
2019-01-14,200.58999633789062
2018-07-06,201.75999450683594
2018-08-07,201.41000366210938
2018-10-10,203.7899932861328
2018-12-13,203.49000549316406
2019-08-26,203.05999755859375
2019-07-25,202.97999572753906
2019-05-22,204.39999389648438
2019-03-19,204.4600067138672
2020-01-06,203.1999969482422
2020-03-25,204.97999572753906
2020-06-12,206.60000610351562
2019-10-22,208.35000610351562
2020-01-09,206.58999633789062
2020-06-15,205.3699951171875
2019-10-25,203.22000122070312
2020-03-31,202.52999877929688
2020-06-18,201.32000732421875
2019-04-03,204.32000732421875
2018-08-22,204.08999633789062
2018-10-25,205.52000427246094
2019-01-29,204.88999938964844
2018-12-28,205.5500030517578
2018-11-26,207.5399932861328
2019-08-09,206.52000427246094
2019-07-08,205.19000244140625
2019-06-06,208.1199951171875
2019-09-10,194.5500030517578
