Dates,DRE
2018-06-20,28.829999923706055
2018-06-21,28.81999969482422
2018-06-25,28.860000610351562
2018-06-22,28.979999542236328
2018-06-26,29.110000610351562
2018-06-27,29.219999313354492
2018-06-28,29.059999465942383
2018-06-29,29.239999771118164
2018-07-02,29.100000381469727
2018-07-03,29.309999465942383
2018-07-05,29.270000457763672
2018-07-16,29.469999313354492
2018-09-18,29.31999969482422
2019-01-24,29.1200008392334
2019-09-05,29.18000030517578
2018-11-21,29.09000015258789
2020-01-13,29.15999984741211
2020-04-01,28.93000030517578
2020-06-19,28.940000534057617
2019-10-29,28.469999313354492
2020-01-16,28.729999542236328
2020-06-22,28.489999771118164
2018-10-03,28.049999237060547
2018-07-31,27.8700008392334
2019-03-12,28.1299991607666
2019-02-08,29.1299991607666
2019-01-07,29.100000381469727
2018-12-06,28.729999542236328
2019-08-19,29.31999969482422
2019-07-18,29.350000381469727
2019-05-15,29.40999984741211
2019-09-20,29.389999389648438
2019-11-01,29.479999542236328
2020-04-07,29.260000228881836
2020-06-25,29.229999542236328
2020-06-16,29.280000686645508
2019-11-04,29.09000015258789
2020-01-22,28.940000534057617
2019-11-07,28.75
2020-04-13,28.65999984741211
2019-07-01,28.700000762939453
2019-05-30,29.0
2018-08-15,29.049999237060547
2018-10-18,28.700000762939453
2019-03-27,28.31999969482422
2019-01-22,28.110000610351562
2018-12-21,28.219999313354492
2019-09-03,28.299999237060547
2018-11-19,28.459999084472656
2019-08-02,28.610000610351562
2020-01-28,28.530000686645508
2020-04-16,28.520000457763672
2019-11-13,28.489999771118164
2020-01-31,28.399999618530273
2018-12-04,28.65999984741211
2018-11-02,28.459999084472656
2019-07-16,28.809999465942383
2018-08-30,28.739999771118164
2018-10-01,28.809999465942383
2019-06-14,28.959999084472656
2019-05-13,28.780000686645508
2019-04-11,29.040000915527344
2019-02-06,29.020000457763672
2019-09-18,28.780000686645508
2020-02-03,28.75
2020-04-22,28.90999984741211
2019-11-19,28.68000030517578
2020-02-06,28.270000457763672
2019-11-22,28.170000076293945
2019-03-25,27.90999984741211
2019-02-21,28.3700008392334
2018-12-19,28.440000534057617
2018-07-12,28.15999984741211
2018-09-14,28.200000762939453
2018-08-13,27.829999923706055
2018-10-16,28.020000457763672
2019-07-31,28.389999389648438
2019-05-28,28.65999984741211
2019-04-26,28.75
2020-04-28,28.020000457763672
2019-11-25,27.280000686645508
2020-02-12,27.110000610351562
2020-05-01,27.549999237060547
2020-05-04,27.549999237060547
2019-06-12,27.760000228881836
2019-04-09,27.760000228881836
2019-03-08,27.850000381469727
2019-02-04,27.770000457763672
2018-07-27,28.149999618530273
2018-08-28,28.649999618530273
2019-01-03,28.389999389648438
2019-08-15,28.260000228881836
2018-10-31,28.440000534057617
2019-09-16,28.010000228881836
2020-02-18,27.93000030517578
2020-05-07,27.850000381469727
2018-08-17,28.010000228881836
2019-12-04,28.209999084472656
2020-02-21,28.559999465942383
2018-12-17,28.6200008392334
2019-08-30,28.690000534057617
2018-11-15,28.860000610351562
2019-07-29,28.579999923706055
2019-06-27,28.520000457763672
2019-04-24,28.260000228881836
2018-07-10,28.469999313354492
2018-09-12,28.780000686645508
2019-02-19,28.649999618530273
2019-01-18,28.540000915527344
2020-02-24,28.329999923706055
2020-05-13,28.420000076293945
2019-12-10,28.1299991607666
2020-02-27,28.350000381469727
2019-12-13,28.270000457763672
2020-05-19,28.469999313354492
2019-03-06,28.84000015258789
2018-11-30,28.90999984741211
2019-08-13,28.84000015258789
2019-07-12,28.829999923706055
2019-06-10,28.549999237060547
2019-05-09,28.84000015258789
2018-07-25,28.799999237060547
2018-09-27,28.350000381469727
2018-10-29,28.200000762939453
2019-10-16,28.219999313354492
2019-12-16,27.3799991607666
2020-03-04,27.56999969482422
2020-05-22,27.1200008392334
2019-10-01,27.3700008392334
2019-12-19,26.540000915527344
2018-09-10,25.770000457763672
2019-05-24,25.709999084472656
2018-08-09,26.0
2019-04-22,25.899999618530273
2019-03-21,25.610000610351562
2019-01-16,25.389999389648438
2019-08-28,25.68000030517578
2018-11-13,25.799999237060547
2018-10-12,26.59000015258789
2019-06-25,26.670000076293945
2020-03-10,27.299999237060547
2020-05-28,27.540000915527344
2019-10-07,27.6299991607666
2020-03-13,27.959999084472656
2019-10-10,28.079999923706055
2020-03-16,28.270000457763672
2020-06-03,28.479999542236328
2018-11-28,28.520000457763672
2018-09-25,28.43000030517578
2018-07-23,28.6200008392334
2018-08-24,29.030000686645508
2019-07-10,29.34000015258789
2019-05-07,29.459999084472656
2019-04-05,29.950000762939453
2019-03-04,30.049999237060547
2019-01-31,29.549999237060547
2019-09-12,29.899999618530273
2019-12-31,29.920000076293945
2020-03-19,29.93000030517578
2020-01-03,30.1200008392334
2020-06-09,30.1200008392334
2019-02-15,30.06999969482422
2019-01-14,29.850000381469727
2018-07-06,29.809999465942383
2018-08-07,29.84000015258789
2018-10-10,29.8700008392334
2018-12-13,29.969999313354492
2019-08-26,29.989999771118164
2019-07-25,30.100000381469727
2019-05-22,30.139999389648438
2019-03-19,30.3799991607666
2020-01-06,30.170000076293945
2020-03-25,29.790000915527344
2020-06-12,30.030000686645508
2019-10-22,29.610000610351562
2020-01-09,29.760000228881836
2020-06-15,29.93000030517578
2019-10-25,29.90999984741211
2020-03-31,30.010000228881836
2020-06-18,29.93000030517578
2019-04-03,30.5
2018-08-22,30.790000915527344
2018-10-25,31.0
2019-01-29,30.84000015258789
2018-12-28,30.729999542236328
2018-11-26,30.760000228881836
2019-08-09,30.3799991607666
2019-07-08,30.440000534057617
2019-06-06,30.700000762939453
2019-09-10,30.950000762939453
2020-01-15,30.829999923706055
2020-04-03,30.850000381469727
2019-10-31,30.850000381469727
2020-04-06,30.84000015258789
2020-06-24,30.860000610351562
2018-11-09,30.850000381469727
2019-07-23,30.979999542236328
2019-06-21,31.06999969482422
2019-05-20,30.969999313354492
2019-04-18,31.0
2018-09-06,31.030000686645508
2018-10-08,30.700000762939453
2019-02-13,30.84000015258789
2018-12-11,31.06999969482422
2019-09-25,30.90999984741211
2020-01-21,30.920000076293945
2020-04-09,30.709999084472656
2019-11-06,30.010000228881836
2020-01-24,30.170000076293945
2020-01-27,30.100000381469727
2020-04-15,30.260000228881836
2018-12-26,30.59000015258789
2019-08-07,30.959999084472656
2019-06-04,31.030000686645508
2018-09-21,30.989999771118164
2018-07-19,31.149999618530273
2018-08-20,31.690000534057617
2018-10-23,31.670000076293945
2019-05-03,31.40999984741211
2019-04-01,31.290000915527344
2019-02-28,31.0
2019-11-12,30.520000457763672
2020-01-30,30.469999313354492
2019-11-15,30.719999313354492
2020-04-21,30.549999237060547
2019-04-16,30.579999923706055
2019-03-15,30.700000762939453
2019-02-11,30.93000030517578
2019-01-10,30.75
2019-08-22,30.760000228881836
2018-11-07,30.809999465942383
2018-08-03,30.81999969482422
2018-09-04,30.729999542236328
2019-06-19,31.040000915527344
2019-09-23,30.959999084472656
2019-11-18,30.65999984741211
2020-02-05,30.239999771118164
2020-04-24,30.260000228881836
2019-03-29,30.549999237060547
2019-11-21,30.610000610351562
2020-04-27,31.25
2020-02-11,31.530000686645508
2020-04-30,31.860000610351562
2019-05-01,31.5
2019-02-26,31.479999542236328
2019-01-25,31.739999771118164
2018-12-24,31.860000610351562
2019-09-06,31.899999618530273
2018-07-17,32.13999938964844
2018-09-19,32.40999984741211
2019-08-05,32.38999938964844
2019-10-08,32.59000015258789
2019-12-11,32.34000015258789
2019-11-27,32.08000183105469
2020-02-14,32.09000015258789
2020-05-06,31.3799991607666
2019-01-08,31.420000076293945
2018-12-07,31.6299991607666
2019-08-20,31.90999984741211
2018-11-05,32.349998474121094
2019-07-19,32.65999984741211
2018-10-04,32.689998626708984
2019-06-17,32.849998474121094
2019-05-16,33.02000045776367
2018-08-01,33.2400016784668
2019-03-13,33.22999954223633
2019-12-03,32.9900016784668
2020-02-20,33.040000915527344
2019-12-06,33.31999969482422
2020-05-12,33.40999984741211
2019-12-09,33.5099983215332
2020-02-26,33.560001373291016
2020-05-15,33.119998931884766
2019-03-28,33.279998779296875
2018-09-17,33.310001373291016
2018-08-16,33.40999984741211
2018-10-19,33.540000915527344
2019-04-29,33.720001220703125
2019-01-23,33.83000183105469
2019-09-04,33.810001373291016
2018-11-20,33.59000015258789
2019-07-02,33.08000183105469
2019-05-31,32.650001525878906
2019-12-12,32.790000915527344
2020-05-18,32.970001220703125
2019-09-27,33.34000015258789
2020-03-03,33.290000915527344
2020-05-21,33.34000015258789
2019-05-14,33.34000015258789
2018-08-31,32.95000076293945
2018-07-30,33.029998779296875
2018-10-02,33.36000061035156
2019-04-12,33.77000045776367
2019-03-11,33.68000030517578
2019-02-07,33.34000015258789
2019-07-17,33.459999084472656
2019-09-19,33.58000183105469
2019-10-21,33.15999984741211
2019-12-18,33.5
2020-03-06,33.189998626708984
2019-10-03,33.45000076293945
2020-03-09,33.43000030517578
2020-05-27,33.529998779296875
2019-12-24,33.81999969482422
2020-03-12,33.77000045776367
2018-12-20,33.560001373291016
2019-08-01,33.47999954223633
2018-08-14,33.02000045776367
2018-07-13,32.31999969482422
2018-10-17,32.619998931884766
2019-05-29,32.7599983215332
2019-03-26,32.95000076293945
2019-02-22,33.439998626708984
2019-10-04,33.52000045776367
2019-11-05,33.540000915527344
2019-12-27,33.54999923706055
2020-06-02,33.630001068115234
2019-12-30,33.779998779296875
2020-03-18,33.75
2020-06-05,34.13999938964844
2019-07-15,34.2400016784668
2018-12-03,34.2400016784668
2019-06-13,34.029998779296875
2019-01-04,33.81999969482422
2018-08-29,34.2400016784668
2019-02-05,34.439998626708984
2018-11-01,34.15999984741211
2019-08-16,34.06999969482422
2019-04-10,34.119998931884766
2019-09-17,33.58000183105469
2019-10-15,33.68000030517578
2020-01-02,33.54999923706055
2020-06-08,33.529998779296875
2019-10-18,33.540000915527344
