Dates,DRE
2018-06-20,28.670000076293945
2018-06-21,28.729999542236328
2018-06-25,28.760000228881836
2018-06-22,28.8799991607666
2018-06-26,28.950000762939453
2018-06-27,28.81999969482422
2018-06-28,28.979999542236328
2018-06-29,29.030000686645508
2018-07-02,28.739999771118164
2018-07-03,29.079999923706055
2018-07-05,29.209999084472656
2018-07-16,29.229999542236328
2018-09-18,28.90999984741211
2019-01-24,28.93000030517578
2019-09-05,28.959999084472656
2018-11-21,29.020000457763672
2020-01-13,28.920000076293945
2020-04-01,28.829999923706055
2020-06-19,28.270000457763672
2019-10-29,28.329999923706055
2020-01-16,28.540000915527344
2020-06-22,28.0
2018-10-03,27.8700008392334
2018-07-31,27.670000076293945
2019-03-12,28.049999237060547
2019-02-08,29.079999923706055
2019-01-07,28.68000030517578
2018-12-06,28.56999969482422
2019-08-19,29.1200008392334
2019-07-18,29.309999465942383
2019-05-15,29.18000030517578
2019-09-20,29.389999389648438
2019-11-01,29.309999465942383
2020-04-07,29.149999618530273
2020-06-25,29.139999389648438
2020-06-16,29.0
2019-11-04,28.829999923706055
2020-01-22,28.579999923706055
2019-11-07,28.600000381469727
2020-04-13,28.43000030517578
2019-07-01,28.549999237060547
2019-05-30,28.940000534057617
2018-08-15,28.670000076293945
2018-10-18,28.219999313354492
2019-03-27,28.059999465942383
2019-01-22,27.850000381469727
2018-12-21,28.200000762939453
2019-09-03,28.190000534057617
2018-11-19,28.440000534057617
2019-08-02,28.459999084472656
2020-01-28,28.329999923706055
2020-04-16,28.489999771118164
2019-11-13,27.979999542236328
2020-01-31,28.350000381469727
2018-12-04,28.530000686645508
2018-11-02,28.399999618530273
2019-07-16,28.6299991607666
2018-08-30,28.649999618530273
2018-10-01,28.719999313354492
2019-06-14,28.850000381469727
2019-05-13,28.739999771118164
2019-04-11,29.010000228881836
2019-02-06,28.709999084472656
2019-09-18,28.280000686645508
2020-02-03,28.719999313354492
2020-04-22,28.729999542236328
2019-11-19,28.079999923706055
2020-02-06,28.100000381469727
2019-11-22,27.68000030517578
2019-03-25,27.709999084472656
2019-02-21,28.3700008392334
2018-12-19,28.059999465942383
2018-07-12,28.0
2018-09-14,27.799999237060547
2018-08-13,27.75
2018-10-16,27.799999237060547
2019-07-31,28.25
2019-05-28,28.6200008392334
2019-04-26,27.979999542236328
2020-04-28,26.84000015258789
2019-11-25,26.809999465942383
2020-02-12,26.809999465942383
2020-05-01,27.469999313354492
2020-05-04,27.43000030517578
2019-06-12,27.549999237060547
2019-04-09,27.729999542236328
2019-03-08,27.299999237060547
2019-02-04,27.649999618530273
2018-07-27,28.010000228881836
2018-08-28,28.389999389648438
2019-01-03,27.700000762939453
2019-08-15,28.040000915527344
2018-10-31,27.979999542236328
2019-09-16,27.56999969482422
2020-02-18,27.809999465942383
2020-05-07,27.540000915527344
2018-08-17,27.8799991607666
2019-12-04,28.200000762939453
2020-02-21,28.549999237060547
2018-12-17,28.579999923706055
2019-08-30,28.579999923706055
2018-11-15,28.440000534057617
2019-07-29,28.520000457763672
2019-06-27,28.360000610351562
2019-04-24,28.1299991607666
2018-07-10,28.440000534057617
2018-09-12,28.459999084472656
2019-02-19,28.209999084472656
2019-01-18,28.280000686645508
2020-02-24,28.190000534057617
2020-05-13,28.030000686645508
2019-12-10,28.030000686645508
2020-02-27,28.280000686645508
2019-12-13,28.06999969482422
2020-05-19,28.459999084472656
2019-03-06,28.829999923706055
2018-11-30,28.020000457763672
2019-08-13,28.829999923706055
2019-07-12,28.520000457763672
2019-06-10,28.43000030517578
2019-05-09,28.440000534057617
2018-07-25,27.649999618530273
2018-09-27,28.059999465942383
2018-10-29,28.059999465942383
2019-10-16,26.84000015258789
2019-12-16,27.239999771118164
2020-03-04,27.079999923706055
2020-05-22,26.84000015258789
2019-10-01,26.56999969482422
2019-12-19,25.0
2018-09-10,25.770000457763672
2019-05-24,25.709999084472656
2018-08-09,25.559999465942383
2019-04-22,25.899999618530273
2019-03-21,25.040000915527344
2019-01-16,25.06999969482422
2019-08-28,25.420000076293945
2018-11-13,25.6200008392334
2018-10-12,26.479999542236328
2019-06-25,26.6200008392334
2020-03-10,27.149999618530273
2020-05-28,27.540000915527344
2019-10-07,27.520000457763672
2020-03-13,27.829999923706055
2019-10-10,28.020000457763672
2020-03-16,28.190000534057617
2020-06-03,28.420000076293945
2018-11-28,28.15999984741211
2018-09-25,28.399999618530273
2018-07-23,28.440000534057617
2018-08-24,28.959999084472656
2019-07-10,29.239999771118164
2019-05-07,29.459999084472656
2019-04-05,29.93000030517578
2019-03-04,29.239999771118164
2019-01-31,29.520000457763672
2019-09-12,29.899999618530273
2019-12-31,29.90999984741211
2020-03-19,29.649999618530273
2020-01-03,30.040000915527344
2020-06-09,29.979999542236328
2019-02-15,29.719999313354492
2019-01-14,29.780000686645508
2018-07-06,29.690000534057617
2018-08-07,29.690000534057617
2018-10-10,29.780000686645508
2018-12-13,29.8799991607666
2019-08-26,29.920000076293945
2019-07-25,29.989999771118164
2019-05-22,30.09000015258789
2019-03-19,30.06999969482422
2020-01-06,29.84000015258789
2020-03-25,29.719999313354492
2020-06-12,29.56999969482422
2019-10-22,29.450000762939453
2020-01-09,29.739999771118164
2020-06-15,29.75
2019-10-25,29.700000762939453
2020-03-31,29.639999389648438
2020-06-18,29.889999389648438
2019-04-03,30.479999542236328
2018-08-22,30.709999084472656
2018-10-25,30.75
2019-01-29,30.709999084472656
2018-12-28,30.56999969482422
2018-11-26,30.34000015258789
2019-08-09,30.06999969482422
2019-07-08,30.149999618530273
2019-06-06,30.700000762939453
2019-09-10,30.670000076293945
2020-01-15,30.649999618530273
2020-04-03,30.770000457763672
2019-10-31,30.56999969482422
2020-04-06,30.829999923706055
2020-06-24,30.579999923706055
2018-11-09,30.780000686645508
2019-07-23,30.940000534057617
2019-06-21,30.8700008392334
2019-05-20,30.799999237060547
2019-04-18,30.969999313354492
2018-09-06,30.649999618530273
2018-10-08,30.399999618530273
2019-02-13,30.829999923706055
2018-12-11,30.6200008392334
2019-09-25,30.860000610351562
2020-01-21,30.610000610351562
2020-04-09,29.899999618530273
2019-11-06,29.709999084472656
2020-01-24,30.1299991607666
2020-01-27,29.729999542236328
2020-04-15,30.25
2018-12-26,30.559999465942383
2019-08-07,30.81999969482422
2019-06-04,30.899999618530273
2018-09-21,30.670000076293945
2018-07-19,31.1200008392334
2018-08-20,31.440000534057617
2018-10-23,31.15999984741211
2019-05-03,31.3799991607666
2019-04-01,31.09000015258789
2019-02-28,30.299999237060547
2019-11-12,30.18000030517578
2020-01-30,30.450000762939453
2019-11-15,30.68000030517578
2020-04-21,30.43000030517578
2019-04-16,30.440000534057617
2019-03-15,30.559999465942383
2019-02-11,30.739999771118164
2019-01-10,30.729999542236328
2019-08-22,30.270000457763672
2018-11-07,30.790000915527344
2018-08-03,30.75
2018-09-04,30.729999542236328
2019-06-19,30.700000762939453
2019-09-23,30.610000610351562
2019-11-18,29.969999313354492
2020-02-05,30.0
2020-04-24,30.09000015258789
2019-03-29,30.489999771118164
2019-11-21,30.450000762939453
2020-04-27,31.25
2020-02-11,31.510000228881836
2020-04-30,31.459999084472656
2019-05-01,31.350000381469727
2019-02-26,31.420000076293945
2019-01-25,31.639999389648438
2018-12-24,31.809999465942383
2019-09-06,31.75
2018-07-17,32.13999938964844
2018-09-19,32.06999969482422
2019-08-05,32.279998779296875
2019-10-08,32.43000030517578
2019-12-11,31.90999984741211
2019-11-27,31.81999969482422
2020-02-14,31.31999969482422
2020-05-06,30.809999465942383
2019-01-08,31.209999084472656
2018-12-07,31.610000610351562
2019-08-20,31.799999237060547
2018-11-05,32.2599983215332
2019-07-19,32.619998931884766
2018-10-04,32.61000061035156
2019-06-17,32.779998779296875
2019-05-16,32.9900016784668
2018-08-01,33.189998626708984
2019-03-13,32.880001068115234
2019-12-03,32.939998626708984
2020-02-20,32.91999816894531
2019-12-06,33.2400016784668
2020-05-12,33.209999084472656
2019-12-09,33.439998626708984
2020-02-26,32.959999084472656
2020-05-15,32.95000076293945
2019-03-28,33.2400016784668
2018-09-17,33.29999923706055
2018-08-16,33.220001220703125
2018-10-19,33.459999084472656
2019-04-29,33.47999954223633
2019-01-23,33.68000030517578
2019-09-04,33.33000183105469
2018-11-20,33.0099983215332
2019-07-02,32.88999938964844
2019-05-31,32.08000183105469
2019-12-12,32.7400016784668
2020-05-18,32.66999816894531
2019-09-27,33.310001373291016
2020-03-03,33.18000030517578
2020-05-21,33.04999923706055
2019-05-14,33.15999984741211
2018-08-31,32.59000015258789
2018-07-30,32.90999984741211
2018-10-02,33.2599983215332
2019-04-12,33.630001068115234
2019-03-11,32.959999084472656
2019-02-07,33.18000030517578
2019-07-17,33.439998626708984
2019-09-19,32.83000183105469
2019-10-21,33.13999938964844
2019-12-18,32.900001525878906
2020-03-06,33.09000015258789
2019-10-03,33.29999923706055
2020-03-09,33.27000045776367
2020-05-27,33.459999084472656
2019-12-24,33.7400016784668
2020-03-12,33.400001525878906
2018-12-20,33.31999969482422
2019-08-01,33.15999984741211
2018-08-14,32.290000915527344
2018-07-13,32.119998931884766
2018-10-17,32.38999938964844
2019-05-29,32.2599983215332
2019-03-26,32.93000030517578
2019-02-22,33.43000030517578
2019-10-04,33.27000045776367
2019-11-05,33.36000061035156
2019-12-27,33.349998474121094
2020-06-02,33.4900016784668
2019-12-30,33.52000045776367
2020-03-18,33.65999984741211
2020-06-05,34.099998474121094
2019-07-15,34.040000915527344
2018-12-03,33.970001220703125
2019-06-13,33.650001525878906
2019-01-04,33.779998779296875
2018-08-29,34.11000061035156
2019-02-05,34.2599983215332
2018-11-01,33.83000183105469
2019-08-16,33.810001373291016
2019-04-10,33.529998779296875
2019-09-17,33.33000183105469
2019-10-15,33.54999923706055
2020-01-02,33.349998474121094
2020-06-08,33.5099983215332
2019-10-18,33.459999084472656
2020-03-24,33.939998626708984
2020-06-11,33.970001220703125
2020-01-08,34.290000915527344
2019-04-25,34.04999923706055
2019-07-30,34.189998626708984
2019-02-20,34.459999084472656
2018-07-11,34.560001373291016
2018-09-13,35.25
2018-10-15,35.13999938964844
2019-06-28,35.4900016784668
2018-12-18,35.13999938964844
2018-11-16,35.34000015258789
2019-10-02,35.36000061035156
2020-03-27,34.709999084472656
2020-01-10,34.900001525878906
2019-10-24,34.619998931884766
2020-03-30,34.59000015258789
2020-06-17,34.7599983215332
2020-01-14,34.900001525878906
2020-04-02,34.84000015258789
2019-01-02,34.9900016784668
2019-08-14,35.150001525878906
2018-10-30,35.08000183105469
2019-06-11,35.33000183105469
2019-05-10,35.189998626708984
2019-04-08,34.77000045776367
2018-08-27,34.630001068115234
2018-07-26,34.5099983215332
2018-09-28,35.25
2019-03-07,35.279998779296875
2019-10-30,35.18000030517578
2020-01-17,34.63999938964844
2020-06-23,34.7400016784668
2020-04-08,35.06999969482422
2020-06-26,35.22999954223633
2019-03-22,35.16999816894531
2019-01-17,35.150001525878906
2019-08-29,35.15999984741211
2018-11-14,34.81999969482422
2019-06-26,34.310001373291016
2018-09-11,34.209999084472656
2018-07-09,34.439998626708984
2018-08-10,34.060001373291016
2019-04-23,34.20000076293945
2019-09-30,34.279998779296875
2020-01-23,34.2400016784668
2019-11-08,34.02000045776367
2020-04-14,34.099998474121094
2019-11-11,34.25
2020-01-29,34.34000015258789
2020-04-17,34.380001068115234
2018-07-24,34.66999816894531
2018-09-26,34.369998931884766
2019-05-08,35.0
2019-03-05,34.619998931884766
2019-02-01,34.400001525878906
2018-12-31,34.599998474121094
2018-11-29,34.43000030517578
2019-08-12,34.91999816894531
2019-07-11,35.369998931884766
2019-09-13,34.9900016784668
2019-11-14,35.150001525878906
2020-04-20,35.38999938964844
2020-02-04,35.66999816894531
2020-04-23,35.939998626708984
2018-12-14,35.61000061035156
2019-08-27,35.959999084472656
2018-08-08,36.099998474121094
2018-10-11,36.0099983215332
2018-11-12,36.220001220703125
2019-07-26,36.380001068115234
2019-06-24,36.72999954223633
2019-05-23,36.310001373291016
2019-03-20,36.310001373291016
2019-01-15,36.68000030517578
2019-11-20,36.689998626708984
2020-02-07,36.75
2020-02-10,36.630001068115234
2020-04-29,37.290000915527344
2019-11-26,37.619998931884766
2020-02-13,37.86000061035156
2019-01-30,37.939998626708984
2018-08-23,38.47999954223633
2018-09-24,38.52000045776367
2018-11-27,38.36000061035156
2018-10-26,38.66999816894531
2019-07-09,38.83000183105469
2019-06-07,37.720001220703125
2019-05-06,36.529998779296875
2019-04-04,36.20000076293945
2019-09-11,33.880001068115234
2019-11-29,32.470001220703125
2020-05-05,33.900001525878906
2019-12-02,34.119998931884766
2020-02-19,35.77000045776367
2020-05-08,34.63999938964844
2019-05-21,33.95000076293945
2019-03-18,31.15999984741211
2018-09-07,32.709999084472656
2018-08-06,30.360000610351562
2018-10-09,27.440000534057617
2019-02-14,31.8799991607666
2018-12-12,26.149999618530273
2019-07-24,29.110000610351562
2019-09-26,29.1200008392334
2019-10-28,28.229999542236328
2019-12-05,26.989999771118164
2020-05-11,26.25
2019-07-03,29.010000228881836
2020-02-25,28.520000457763672
2020-05-14,30.639999389648438
2020-02-28,32.08000183105469
2019-08-08,33.04999923706055
2019-06-05,32.380001068115234
2018-07-20,30.18000030517578
2018-08-21,30.030000686645508
2018-10-24,29.59000015258789
2019-04-02,32.20000076293945
2019-03-01,31.520000457763672
2019-01-28,33.41999816894531
2018-12-27,35.560001373291016
2019-09-09,33.900001525878906
2020-03-02,35.61000061035156
2020-05-20,33.70000076293945
2019-12-17,34.029998779296875
2020-03-05,34.91999816894531
2019-02-12,33.7599983215332
2019-01-11,33.38999938964844
2018-12-10,34.15999984741211
2019-08-23,33.439998626708984
2018-11-08,34.29999923706055
2019-07-22,35.720001220703125
2019-06-20,36.20000076293945
2018-09-05,35.5
2019-04-17,34.70000076293945
2019-09-24,33.29999923706055
2019-12-20,32.810001373291016
2020-05-26,32.91999816894531
2019-04-30,32.93000030517578
2019-12-23,33.22999954223633
