Dates,VRTX
2018-06-20,154.4600067138672
2018-06-21,157.8800048828125
2018-06-25,157.08999633789062
2018-06-22,158.72000122070312
2018-06-26,154.41000366210938
2018-06-27,151.75999450683594
2018-06-28,147.7899932861328
2018-06-29,161.5
2018-07-02,168.39999389648438
2018-07-03,170.0
2018-07-05,168.3800048828125
2018-07-16,170.0
2018-09-18,174.3699951171875
2019-01-24,174.91000366210938
2019-09-05,173.8300018310547
2018-11-21,175.02000427246094
2020-01-13,178.35000610351562
2020-04-01,179.85000610351562
2020-06-19,180.5800018310547
2019-10-29,182.0
2020-01-16,180.1300048828125
2020-06-22,180.1199951171875
2018-10-03,176.2899932861328
2018-07-31,178.44000244140625
2019-03-12,174.77999877929688
2019-02-08,178.61000061035156
2019-01-07,175.17999267578125
2018-12-06,170.64999389648438
2019-08-19,175.0500030517578
2019-07-18,175.25999450683594
2019-05-15,174.58999633789062
2019-09-20,174.1999969482422
2019-11-01,175.5500030517578
2020-04-07,175.94000244140625
2020-06-25,177.25
2020-06-16,175.74000549316406
2019-11-04,174.41000366210938
2020-01-22,175.1300048828125
2019-11-07,175.30999755859375
2020-04-13,174.3800048828125
2019-07-01,174.17999267578125
2019-05-30,174.66000366210938
2018-08-15,176.6199951171875
2018-10-18,175.74000549316406
2019-03-27,176.80999755859375
2019-01-22,177.72000122070312
2018-12-21,176.4499969482422
2019-09-03,177.97999572753906
2018-11-19,180.36000061035156
2019-08-02,180.89999389648438
2020-01-28,185.0
2020-04-16,185.16000366210938
2019-11-13,183.22999572753906
2020-01-31,183.0
2018-12-04,182.50999450683594
2018-11-02,178.75999450683594
2019-07-16,180.0
2018-08-30,178.92999267578125
2018-10-01,179.4600067138672
2019-06-14,179.3699951171875
2019-05-13,180.50999450683594
2019-04-11,179.0
2019-02-06,175.8800048828125
2019-09-18,177.33999633789062
2020-02-03,177.38999938964844
2020-04-22,181.3000030517578
2019-11-19,179.42999267578125
2020-02-06,183.47999572753906
2019-11-22,182.6699981689453
2019-03-25,188.0
2019-02-21,189.74000549316406
2018-12-19,193.24000549316406
2018-07-12,191.83999633789062
2018-09-14,192.1300048828125
2018-08-13,191.5800018310547
2018-10-16,188.63999938964844
2019-07-31,186.9499969482422
2019-05-28,185.33999633789062
2019-04-26,184.9199981689453
2020-04-28,175.49000549316406
2019-11-25,177.1999969482422
2020-02-12,180.8000030517578
2020-05-01,178.8699951171875
2020-05-04,185.25999450683594
2019-06-12,184.2899932861328
2019-04-09,179.35000610351562
2019-03-08,175.52999877929688
2019-02-04,175.86000061035156
2018-07-27,175.02000427246094
2018-08-28,157.0
2019-01-03,162.10000610351562
2019-08-15,173.49000549316406
2018-10-31,171.6699981689453
2019-09-16,172.6199951171875
2020-02-18,169.50999450683594
2020-05-07,175.36000061035156
2018-08-17,172.0800018310547
2019-12-04,175.2100067138672
2020-02-21,177.33999633789062
2018-12-17,183.91000366210938
2019-08-30,179.61000061035156
2018-11-15,180.5500030517578
2019-07-29,174.07000732421875
2019-06-27,171.97999572753906
2019-04-24,163.75
2018-07-10,166.25999450683594
2018-09-12,164.75999450683594
2019-02-19,161.35000610351562
2019-01-18,160.57000732421875
2020-02-24,158.75999450683594
2020-05-13,164.3000030517578
2019-12-10,168.42999267578125
2020-02-27,175.50999450683594
2019-12-13,176.88999938964844
2020-05-19,179.60000610351562
2019-03-06,182.60000610351562
2018-11-30,184.74000549316406
2019-08-13,175.3699951171875
2019-07-12,178.02999877929688
2019-06-10,172.97999572753906
2019-05-09,176.2899932861328
2018-07-25,176.1999969482422
2018-09-27,175.05999755859375
2018-10-29,171.3800048828125
2019-10-16,169.63999938964844
2019-12-16,168.05999755859375
2020-03-04,163.0399932861328
2020-05-22,158.52000427246094
2019-10-01,161.94000244140625
2019-12-19,155.39999389648438
2018-09-10,152.97999572753906
2019-05-24,158.9499969482422
2018-08-09,163.52000427246094
2019-04-22,162.8000030517578
2019-03-21,161.2100067138672
2019-01-16,165.8300018310547
2019-08-28,165.89999389648438
2018-11-13,173.0500030517578
2018-10-12,177.0
2019-06-25,179.13999938964844
2020-03-10,181.85000610351562
2020-05-28,184.6199951171875
2019-10-07,186.7100067138672
2020-03-13,184.3699951171875
2019-10-10,186.2100067138672
2020-03-16,185.77000427246094
2020-06-03,192.6300048828125
2018-11-28,193.47999572753906
2018-09-25,194.6699981689453
2018-07-23,189.63999938964844
2018-08-24,188.16000366210938
2019-07-10,188.94000244140625
2019-05-07,188.16000366210938
2019-04-05,185.83999633789062
2019-03-04,187.1699981689453
2019-01-31,190.9199981689453
2019-09-12,189.19000244140625
2019-12-31,185.80999755859375
2020-03-19,193.0
2020-01-03,181.5
2020-06-09,178.75999450683594
2019-02-15,182.0500030517578
2019-01-14,181.44000244140625
2018-07-06,185.0
2018-08-07,184.52000427246094
2018-10-10,185.6699981689453
2018-12-13,187.89999389648438
2019-08-26,186.05999755859375
2019-07-25,187.6999969482422
2019-05-22,184.3300018310547
2019-03-19,186.74000549316406
2020-01-06,186.25999450683594
2020-03-25,187.97000122070312
2020-06-12,189.74000549316406
2019-10-22,189.9499969482422
2020-01-09,193.02999877929688
2020-06-15,190.16000366210938
2019-10-25,188.17999267578125
2020-03-31,181.36000061035156
2020-06-18,177.25999450683594
2019-04-03,177.94000244140625
2018-08-22,181.14999389648438
2018-10-25,183.3699951171875
2019-01-29,185.6199951171875
2018-12-28,186.8800048828125
2018-11-26,188.0
2019-08-09,184.63999938964844
2019-07-08,181.52999877929688
2019-06-06,178.22000122070312
2019-09-10,182.07000732421875
2020-01-15,181.6699981689453
2020-04-03,185.24000549316406
2019-10-31,190.0
2020-04-06,186.00999450683594
2020-06-24,184.2899932861328
2018-11-09,185.1999969482422
2019-07-23,185.9600067138672
2019-06-21,187.89999389648438
2019-05-20,188.22000122070312
2019-04-18,184.49000549316406
2018-09-06,189.27000427246094
2018-10-08,188.00999450683594
2019-02-13,188.32000732421875
2018-12-11,191.0800018310547
2019-09-25,185.4199981689453
2020-01-21,182.27000427246094
2020-04-09,183.6300048828125
2019-11-06,180.4499969482422
2020-01-24,169.9600067138672
2020-01-27,167.7899932861328
2020-04-15,169.22000122070312
2018-12-26,175.5800018310547
2019-08-07,172.39999389648438
2019-06-04,173.97999572753906
2018-09-21,172.5800018310547
2018-07-19,173.92999267578125
2018-08-20,168.75999450683594
2018-10-23,172.10000610351562
2019-05-03,170.0500030517578
2019-04-01,170.3000030517578
2019-02-28,172.3300018310547
2019-11-12,170.05999755859375
2020-01-30,167.39999389648438
2019-11-15,169.36000061035156
2020-04-21,165.6999969482422
2019-04-16,165.60000610351562
2019-03-15,165.41000366210938
2019-02-11,167.6300048828125
2019-01-10,168.89999389648438
2019-08-22,167.77000427246094
2018-11-07,167.88999938964844
2018-08-03,168.47000122070312
2018-09-04,171.61000061035156
2019-06-19,174.30999755859375
2019-09-23,172.24000549316406
2019-11-18,171.14999389648438
2020-02-05,167.25999450683594
2020-04-24,168.49000549316406
2019-03-29,166.8699951171875
2019-11-21,168.16000366210938
2020-04-27,171.89999389648438
2020-02-11,173.22000122070312
2020-04-30,169.42999267578125
2019-05-01,173.2899932861328
2019-02-26,174.0800018310547
2019-01-25,172.60000610351562
2018-12-24,171.1699981689453
2019-09-06,168.89999389648438
2018-07-17,171.1699981689453
2018-09-19,175.97000122070312
2019-08-05,178.52000427246094
2019-10-08,183.52000427246094
2019-12-11,183.33999633789062
2019-11-27,184.55999755859375
2020-02-14,181.63999938964844
2020-05-06,180.11000061035156
2019-01-08,178.0
2018-12-07,179.74000549316406
2019-08-20,185.07000732421875
2018-11-05,181.5399932861328
2019-07-19,180.25
2018-10-04,179.4499969482422
2019-06-17,177.75999450683594
2019-05-16,175.6199951171875
2018-08-01,179.0
2019-03-13,178.80999755859375
2019-12-03,176.05999755859375
2020-02-20,176.16000366210938
2019-12-06,176.47000122070312
2020-05-12,176.92999267578125
2019-12-09,176.9199981689453
2020-02-26,179.14999389648438
2020-05-15,173.33999633789062
2019-03-28,174.42999267578125
2018-09-17,175.0
2018-08-16,172.22000122070312
2018-10-19,170.17999267578125
2019-04-29,167.2100067138672
2019-01-23,165.74000549316406
2019-09-04,168.7899932861328
2018-11-20,173.4199981689453
2019-07-02,177.77999877929688
2019-05-31,176.44000244140625
2019-12-12,174.22999572753906
2020-05-18,175.11000061035156
2019-09-27,175.58999633789062
2020-03-03,182.94000244140625
2020-05-21,182.05999755859375
2019-05-14,178.36000061035156
2018-08-31,181.77000427246094
2018-07-30,180.00999450683594
2018-10-02,183.0800018310547
2019-04-12,186.24000549316406
2019-03-11,187.0399932861328
2019-02-07,185.86000061035156
2019-07-17,186.75999450683594
2019-09-19,184.36000061035156
2019-10-21,180.82000732421875
2019-12-18,181.99000549316406
2020-03-06,177.47000122070312
2019-10-03,179.3000030517578
2020-03-09,180.25999450683594
2020-05-27,180.5500030517578
2019-12-24,179.72999572753906
2020-03-12,178.17999267578125
2018-12-20,180.35000610351562
2019-08-01,181.08999633789062
2018-08-14,174.02999877929688
2018-07-13,171.19000244140625
2018-10-17,174.38999938964844
2019-05-29,173.16000366210938
2019-03-26,173.88999938964844
