Dates,VRTX
2019-02-22,173.02000427246094
2019-10-04,176.00999450683594
2019-11-05,174.47999572753906
2019-12-27,177.00999450683594
2020-06-02,178.22999572753906
2019-12-30,176.32000732421875
2020-03-18,172.30999755859375
2020-06-05,172.0500030517578
2019-07-15,170.2899932861328
2018-12-03,169.5500030517578
2019-06-13,169.24000549316406
2019-01-04,167.69000244140625
2018-08-29,166.05999755859375
2019-02-05,170.88999938964844
2018-11-01,171.5500030517578
2019-08-16,170.47000122070312
2019-04-10,170.8699951171875
2019-09-17,168.4199981689453
2019-10-15,171.44000244140625
2020-01-02,172.32000732421875
2020-06-08,174.36000061035156
2019-10-18,175.32000732421875
2020-03-24,177.8000030517578
2020-06-11,180.25
2020-01-08,177.22999572753906
2019-04-25,186.91000366210938
2019-07-30,190.3699951171875
2019-02-20,191.6999969482422
2018-07-11,193.1300048828125
2018-09-13,194.55999755859375
2018-10-15,194.42999267578125
2019-06-28,198.11000061035156
2018-12-18,197.05999755859375
2018-11-16,196.24000549316406
2019-10-02,202.1300048828125
2020-03-27,199.0
2020-01-10,198.22999572753906
2019-10-24,196.39999389648438
2020-03-30,197.0800018310547
2020-06-17,200.97999572753906
2020-01-14,202.13999938964844
2020-04-02,205.0
2019-01-02,206.83999633789062
2019-08-14,205.9499969482422
2018-10-30,209.8699951171875
2019-06-11,212.97000122070312
2019-05-10,214.77999877929688
2019-04-08,214.33999633789062
2018-08-27,216.92999267578125
2018-07-26,219.3699951171875
2018-09-28,223.66000366210938
2019-03-07,219.10000610351562
2019-10-30,220.38999938964844
2020-01-17,222.9600067138672
2020-06-23,219.61000061035156
2020-04-08,222.0
2020-06-26,223.77000427246094
2019-03-22,224.1699981689453
2019-01-17,222.99000549316406
2019-08-29,219.4199981689453
2018-11-14,221.91000366210938
2019-06-26,219.7100067138672
2018-09-11,220.19000244140625
2018-07-09,220.5
2018-08-10,219.72000122070312
2019-04-23,217.8300018310547
2019-09-30,220.13999938964844
2020-01-23,219.6199951171875
2019-11-08,220.9499969482422
2020-04-14,220.4600067138672
2019-11-11,220.60000610351562
2020-01-29,220.58999633789062
2020-04-17,220.3800048828125
2018-07-24,218.60000610351562
2018-09-26,220.24000549316406
2019-05-08,216.16000366210938
2019-03-05,217.72999572753906
2019-02-01,224.25999450683594
2018-12-31,225.88999938964844
2018-11-29,233.0800018310547
2019-08-12,231.69000244140625
2019-07-11,229.3800048828125
2019-09-13,226.44000244140625
2019-11-14,229.8800048828125
2020-04-20,234.27000427246094
2020-02-04,236.50999450683594
2020-04-23,235.83999633789062
2018-12-14,234.94000244140625
2019-08-27,235.0
2018-08-08,234.07000732421875
2018-10-11,226.50999450683594
2018-11-12,228.52999877929688
2019-07-26,231.72000122070312
2019-06-24,230.83999633789062
2019-05-23,238.64999389648438
2019-03-20,230.75999450683594
2019-01-15,233.35000610351562
2019-11-20,241.61000061035156
2020-02-07,242.1300048828125
2020-02-10,237.66000366210938
2020-04-29,239.22000122070312
2019-11-26,245.0
2020-02-13,247.61000061035156
2019-01-30,241.41000366210938
2018-08-23,241.24000549316406
2018-09-24,244.9199981689453
2018-11-27,249.85000610351562
2018-10-26,247.2899932861328
2019-07-09,247.3000030517578
2019-06-07,241.44000244140625
2019-05-06,238.17999267578125
2019-04-04,232.41000366210938
2019-09-11,228.47999572753906
2019-11-29,215.57000732421875
2020-05-05,224.42999267578125
2019-12-02,230.27000427246094
2020-02-19,232.2899932861328
2020-05-08,239.24000549316406
2019-05-21,227.64999389648438
2019-03-18,218.07000732421875
2018-09-07,226.2100067138672
2018-08-06,225.6300048828125
2018-10-09,206.58999633789062
2019-02-14,218.22999572753906
2018-12-12,201.60000610351562
2019-07-24,203.97000122070312
2019-09-26,200.60000610351562
2019-10-28,215.14999389648438
2019-12-05,217.6999969482422
2020-05-11,210.5
2019-07-03,207.83999633789062
2020-02-25,219.8800048828125
2020-05-14,209.8000030517578
2020-02-28,219.42999267578125
2019-08-08,221.33999633789062
2019-06-05,228.9499969482422
2018-07-20,232.1199951171875
2018-08-21,222.77000427246094
2018-10-24,241.3800048828125
2019-04-02,248.61000061035156
2019-03-01,263.1499938964844
2019-01-28,249.42999267578125
2018-12-27,252.0
2019-09-09,244.66000366210938
2020-03-02,257.44000244140625
2020-05-20,260.8999938964844
2019-12-17,259.6700134277344
2020-03-05,272.3399963378906
2019-02-12,271.9700012207031
2019-01-11,273.0
2018-12-10,267.1499938964844
2019-08-23,270.0299987792969
2018-11-08,270.1199951171875
2019-07-22,275.0
2019-06-20,268.0
2018-09-05,260.9700012207031
2019-04-17,257.75
2019-09-24,249.25999450683594
2019-12-20,257.3999938964844
2020-05-26,266.9700012207031
2019-04-30,272.3299865722656
2019-12-23,272.69000244140625
2020-03-11,269.5
2020-05-29,271.45001220703125
2019-12-26,287.3299865722656
2020-06-01,276.6000061035156
2019-05-02,277.55999755859375
2019-02-27,275.6300048828125
2018-11-23,293.7799987792969
2019-08-06,285.29998779296875
2018-07-18,284.80999755859375
2018-09-20,285.260009765625
2018-10-22,284.17999267578125
2019-07-05,287.95001220703125
2019-06-03,264.3800048828125
2019-10-09,276.2699890136719
2019-10-11,281.3500061035156
2020-03-17,285.4200134277344
2020-06-04,283.9200134277344
2019-10-14,283.7200012207031
2020-03-20,274.2699890136719
2018-11-06,270.82000732421875
2019-06-18,264.04998779296875
2019-05-17,267.2799987792969
2019-04-15,275.760009765625
2019-03-14,275.55999755859375
2019-01-09,268.1199951171875
2018-08-02,264.7699890136719
2018-10-05,270.42999267578125
2019-08-21,273.8800048828125
2019-10-17,279.3999938964844
2020-03-23,280.29998779296875
2020-06-10,294.0
2019-02-25,294.05999755859375
2020-01-07,294.92999267578125
2020-03-26,292.3800048828125
2019-10-23,292.67999267578125
