Dates,VRTX
2019-03-26,173.1300048828125
2019-02-22,173.02000427246094
2019-10-04,171.9600067138672
2019-11-05,173.60000610351562
2019-12-27,175.5800018310547
2020-06-02,175.77000427246094
2019-12-30,171.02999877929688
2020-03-18,170.55999755859375
2020-06-05,167.42999267578125
2019-07-15,165.52999877929688
2018-12-03,167.61000061035156
2019-06-13,166.52000427246094
2019-01-04,165.22999572753906
2018-08-29,166.05999755859375
2019-02-05,170.52000427246094
2018-11-01,169.27000427246094
2019-08-16,167.60000610351562
2019-04-10,168.5500030517578
2019-09-17,167.6199951171875
2019-10-15,171.1300048828125
2020-01-02,172.32000732421875
2020-06-08,174.02000427246094
2019-10-18,173.6199951171875
2020-03-24,177.5
2020-06-11,175.3800048828125
2020-01-08,174.82000732421875
2019-04-25,186.19000244140625
2019-07-30,186.41000366210938
2019-02-20,189.35000610351562
2018-07-11,192.5500030517578
2018-09-13,192.32000732421875
2018-10-15,193.25999450683594
2019-06-28,196.63999938964844
2018-12-18,194.1999969482422
2018-11-16,195.02000427246094
2019-10-02,197.8000030517578
2020-03-27,196.4600067138672
2020-01-10,195.6999969482422
2019-10-24,195.11000061035156
2020-03-30,196.7100067138672
2020-06-17,199.2899932861328
2020-01-14,201.83999633789062
2020-04-02,203.75
2019-01-02,203.24000549316406
2019-08-14,205.00999450683594
2018-10-30,207.67999267578125
2019-06-11,209.41000366210938
2019-05-10,212.85000610351562
2019-04-08,212.8000030517578
2018-08-27,215.10000610351562
2018-07-26,219.0
2018-09-28,218.22999572753906
2019-03-07,218.07000732421875
2019-10-30,220.02999877929688
2020-01-17,218.41000366210938
2020-06-23,218.38999938964844
2020-04-08,221.07000732421875
2020-06-26,221.35000610351562
2019-03-22,220.36000061035156
2019-01-17,219.19000244140625
2019-08-29,218.5
2018-11-14,219.5800018310547
2019-06-26,219.1699981689453
2018-09-11,217.8300018310547
2018-07-09,219.3300018310547
2018-08-10,216.00999450683594
2019-04-23,217.49000549316406
2019-09-30,216.97999572753906
2020-01-23,217.0
2019-11-08,219.67999267578125
2020-04-14,218.50999450683594
2019-11-11,218.3800048828125
2020-01-29,218.1199951171875
2020-04-17,217.3300018310547
2018-07-24,216.6999969482422
2018-09-26,216.9499969482422
2019-05-08,214.5500030517578
2019-03-05,216.91000366210938
2019-02-01,222.13999938964844
2018-12-31,224.91000366210938
2018-11-29,227.27000427246094
2019-08-12,228.07000732421875
2019-07-11,224.55999755859375
2019-09-13,225.52999877929688
2019-11-14,228.77999877929688
2020-04-20,233.27000427246094
2020-02-04,232.82000732421875
2020-04-23,233.1300048828125
2018-12-14,234.39999389648438
2019-08-27,231.3800048828125
2018-08-08,228.4199981689453
2018-10-11,226.07000732421875
2018-11-12,227.57000732421875
2019-07-26,230.57000732421875
2019-06-24,228.67999267578125
2019-05-23,223.00999450683594
2019-03-20,225.00999450683594
2019-01-15,233.2899932861328
2019-11-20,240.0
2020-02-07,238.00999450683594
2020-02-10,234.10000610351562
2020-04-29,237.0
2019-11-26,242.77999877929688
2020-02-13,240.6999969482422
2019-01-30,239.72999572753906
2018-08-23,238.5500030517578
2018-09-24,241.08999633789062
2018-11-27,245.24000549316406
2018-10-26,242.58999633789062
2019-07-09,243.27000427246094
2019-06-07,235.6999969482422
2019-05-06,228.5
2019-04-04,229.49000549316406
2019-09-11,218.00999450683594
2019-11-29,215.5
2020-05-05,223.13999938964844
2019-12-02,226.6699981689453
2020-02-19,230.89999389648438
2020-05-08,235.2899932861328
2019-05-21,226.61000061035156
2019-03-18,214.0800018310547
2018-09-07,216.47000122070312
2018-08-06,218.6999969482422
2018-10-09,201.5
2019-02-14,200.75999450683594
2018-12-12,199.16000366210938
2019-07-24,202.5
2019-09-26,197.47000122070312
2019-10-28,202.00999450683594
2019-12-05,204.16000366210938
2020-05-11,199.52000427246094
2019-07-03,207.83999633789062
2020-02-25,209.50999450683594
2020-05-14,209.42999267578125
2020-02-28,215.57000732421875
2019-08-08,220.0
2019-06-05,228.02000427246094
2018-07-20,223.4499969482422
2018-08-21,222.38999938964844
2018-10-24,234.35000610351562
2019-04-02,241.94000244140625
2019-03-01,245.3800048828125
2019-01-28,240.5
2018-12-27,243.0
2019-09-09,243.80999755859375
2020-03-02,253.50999450683594
2020-05-20,254.30999755859375
2019-12-17,258.6099853515625
2020-03-05,265.1499938964844
2019-02-12,269.04998779296875
2019-01-11,262.54998779296875
2018-12-10,264.0
2019-08-23,266.9200134277344
2018-11-08,266.42999267578125
2019-07-22,267.1600036621094
2019-06-20,250.42999267578125
2018-09-05,250.52000427246094
2019-04-17,245.05999755859375
2019-09-24,248.0
2019-12-20,256.010009765625
2020-05-26,264.79998779296875
2019-04-30,268.0
2019-12-23,266.8299865722656
2020-03-11,268.2900085449219
2020-05-29,270.44000244140625
2019-12-26,276.4100036621094
2020-06-01,272.19000244140625
2019-05-02,272.2099914550781
2019-02-27,273.510009765625
2018-11-23,283.1000061035156
2019-08-06,281.1400146484375
2018-07-18,282.1300048828125
2018-09-20,281.25
2018-10-22,281.5199890136719
2019-07-05,264.4100036621094
2019-06-03,254.41000366210938
2019-10-09,276.07000732421875
2019-10-11,276.0400085449219
2020-03-17,283.82000732421875
2020-06-04,278.6600036621094
2019-10-14,274.05999755859375
2020-03-20,270.760009765625
2018-11-06,262.54998779296875
2019-06-18,261.2799987792969
2019-05-17,265.0899963378906
2019-04-15,271.80999755859375
2019-03-14,263.6700134277344
2019-01-09,262.29998779296875
2018-08-02,262.239990234375
2018-10-05,268.2200012207031
2019-08-21,273.7699890136719
2019-10-17,275.92999267578125
2020-03-23,280.29998779296875
2020-06-10,287.79998779296875
2019-02-25,293.30999755859375
2020-01-07,288.8999938964844
2020-03-26,288.8299865722656
2019-10-23,284.739990234375
