Dates,OXY
2019-06-18,131285800.0
2019-05-17,71936800.0
2019-04-15,50740500.0
2019-03-14,61262900.0
2019-01-09,44877500.0
2018-08-02,46134000.0
2018-10-05,57505000.0
2019-08-21,38259600.0
2019-10-17,36051700.0
2020-03-23,70262400.0
2020-06-10,30116700.0
2019-02-25,33856800.0
2020-01-07,32322000.0
2020-03-26,23327600.0
2019-10-23,31831900.0
