Dates,OXY
2018-06-20,4452500.0
2018-06-21,4997400.0
2018-06-25,5305100.0
2018-06-22,3780300.0
2018-06-26,3925600.0
2018-06-27,5131800.0
2018-06-28,3507100.0
2018-06-29,3849700.0
2018-07-02,3091300.0
2018-07-03,2978900.0
2018-07-05,3670100.0
2018-07-16,2801100.0
2018-09-18,3001600.0
2019-01-24,4601500.0
2019-09-05,5109400.0
2018-11-21,4694100.0
2020-01-13,4723700.0
2020-04-01,3661700.0
2020-06-19,3476100.0
2019-10-29,3827000.0
2020-01-16,3495500.0
2020-06-22,2934400.0
2018-10-03,3328200.0
2018-07-31,7053100.0
2019-03-12,4610200.0
2019-02-08,4169200.0
2019-01-07,2787300.0
2018-12-06,3198900.0
2019-08-19,5069900.0
2019-07-18,3417600.0
2019-05-15,3355700.0
2019-09-20,3281600.0
2019-11-01,3224200.0
2020-04-07,3933400.0
2020-06-25,4532100.0
2020-06-16,14625200.0
2019-11-04,8380600.0
2020-01-22,6056000.0
2019-11-07,5701600.0
2020-04-13,6489500.0
2019-07-01,5470600.0
2019-05-30,4795100.0
2018-08-15,3119000.0
2018-10-18,3282400.0
2019-03-27,2948900.0
2019-01-22,2313600.0
2018-12-21,2580800.0
2019-09-03,2242100.0
2018-11-19,3173100.0
2019-08-02,3149800.0
2020-01-28,3216600.0
2020-04-16,3227800.0
2019-11-13,5131600.0
2020-01-31,3851000.0
2018-12-04,4084200.0
2018-11-02,3317500.0
2019-07-16,2732100.0
2018-08-30,4164700.0
2018-10-01,5535700.0
2019-06-14,7684700.0
2019-05-13,4672700.0
2019-04-11,3000600.0
2019-02-06,3789700.0
2019-09-18,3785000.0
2020-02-03,3752900.0
2020-04-22,8385900.0
2019-11-19,4700600.0
2020-02-06,5316300.0
2019-11-22,4221400.0
2019-03-25,5241400.0
2019-02-21,6414600.0
2018-12-19,4169600.0
2018-07-12,3474200.0
2018-09-14,3871200.0
2018-08-13,3960700.0
2018-10-16,3254500.0
2019-07-31,5287700.0
2019-05-28,3328600.0
2019-04-26,5059200.0
2020-04-28,5673700.0
2019-11-25,4274500.0
2020-02-12,9755700.0
2020-05-01,7987500.0
2020-05-04,5399200.0
2019-06-12,5417200.0
2019-04-09,5693600.0
2019-03-08,4341200.0
2019-02-04,5664700.0
2018-07-27,7294200.0
2018-08-28,5413800.0
2019-01-03,6326500.0
2019-08-15,4507400.0
2018-10-31,4770700.0
2019-09-16,4994800.0
2020-02-18,6132700.0
2020-05-07,6663900.0
2018-08-17,7969800.0
2019-12-04,11077000.0
2020-02-21,5995300.0
2018-12-17,4441400.0
2019-08-30,6984100.0
2018-11-15,5204400.0
2019-07-29,5500400.0
2019-06-27,5873800.0
2019-04-24,4813100.0
2018-07-10,4761900.0
2018-09-12,5149600.0
2019-02-19,4476500.0
2019-01-18,4505500.0
2020-02-24,3248800.0
2020-05-13,4534300.0
2019-12-10,5545900.0
2020-02-27,4660100.0
2019-12-13,3615200.0
2020-05-19,5947800.0
2019-03-06,5019100.0
2018-11-30,4455900.0
2019-08-13,7532700.0
2019-07-12,5494600.0
2019-06-10,6135500.0
2019-05-09,6031000.0
2018-07-25,6621400.0
2018-09-27,6730400.0
2018-10-29,5090200.0
2019-10-16,5665600.0
2019-12-16,5804700.0
2020-03-04,6612100.0
2020-05-22,7295300.0
2019-10-01,12543000.0
2019-12-19,4131100.0
2018-09-10,7171400.0
2019-05-24,6814700.0
2018-08-09,5029100.0
2019-04-22,5126200.0
2019-03-21,5355300.0
2019-01-16,5465500.0
2019-08-28,6367400.0
2018-11-13,5771600.0
2018-10-12,5420100.0
2019-06-25,4515800.0
2020-03-10,4983200.0
2020-05-28,3894600.0
2019-10-07,6604000.0
2020-03-13,4499700.0
2019-10-10,4484500.0
2020-03-16,4767500.0
2020-06-03,4596200.0
2018-11-28,4140800.0
2018-09-25,3730600.0
2018-07-23,4035100.0
2018-08-24,3474700.0
2019-07-10,3795300.0
2019-05-07,3887200.0
2019-04-05,3894100.0
2019-03-04,5914100.0
2019-01-31,5387200.0
2019-09-12,3250900.0
2019-12-31,2916300.0
2020-03-19,3205500.0
2020-01-03,4421700.0
2020-06-09,4651500.0
2019-02-15,5489500.0
2019-01-14,3903100.0
2018-07-06,7206200.0
2018-08-07,5701600.0
2018-10-10,6058100.0
2018-12-13,5082900.0
2019-08-26,4017600.0
2019-07-25,4122700.0
2019-05-22,5035900.0
2019-03-19,3594600.0
2020-01-06,2764700.0
2020-03-25,2959300.0
2020-06-12,3856300.0
2019-10-22,3866000.0
2020-01-09,4198600.0
2020-06-15,3699200.0
2019-10-25,4453400.0
2020-03-31,3156900.0
2020-06-18,5581500.0
2019-04-03,3770000.0
2018-08-22,3195500.0
2018-10-25,2561600.0
2019-01-29,2446300.0
2018-12-28,5602900.0
2018-11-26,3256800.0
2019-08-09,3695500.0
2019-07-08,5112800.0
2019-06-06,5284600.0
2019-09-10,6138600.0
2020-01-15,6588600.0
2020-04-03,5885500.0
2019-10-31,3559800.0
2020-04-06,2522500.0
2020-06-24,3190400.0
2018-11-09,2809900.0
2019-07-23,3312400.0
2019-06-21,3056700.0
2019-05-20,2855700.0
2019-04-18,3808400.0
2018-09-06,2527700.0
2018-10-08,3301400.0
2019-02-13,3645800.0
2018-12-11,2956400.0
2019-09-25,10070600.0
2020-01-21,11793400.0
2020-04-09,11094100.0
2019-11-06,6554000.0
2020-01-24,8480700.0
2020-01-27,5873700.0
2020-04-15,10307300.0
2018-12-26,28235200.0
2019-08-07,16502800.0
2019-06-04,10170800.0
2018-09-21,9112800.0
2018-07-19,24103900.0
2018-08-20,11084200.0
2018-10-23,18795100.0
2019-05-03,10790000.0
2019-04-01,25494800.0
2019-02-28,21567200.0
2019-11-12,17378500.0
2020-01-30,36678600.0
2019-11-15,17791400.0
2020-04-21,12889800.0
2019-04-16,7195100.0
2019-03-15,13684500.0
2019-02-11,10655200.0
2019-01-10,13991500.0
2019-08-22,9405500.0
2018-11-07,12046600.0
2018-08-03,13530500.0
2018-09-04,21382600.0
2019-06-19,14996800.0
2019-09-23,8680400.0
2019-11-18,9055400.0
2020-02-05,16919000.0
2020-04-24,11162300.0
2019-03-29,11148500.0
2019-11-21,8835700.0
2020-04-27,18563800.0
2020-02-11,11660800.0
2020-04-30,11714200.0
2019-05-01,9861500.0
2019-02-26,12867800.0
2019-01-25,7644400.0
2018-12-24,8013700.0
2019-09-06,7779300.0
2018-07-17,7424500.0
2018-09-19,9473900.0
2019-08-05,8907700.0
2019-10-08,7389500.0
2019-12-11,10298500.0
2019-11-27,9648100.0
2020-02-14,4574900.0
2020-05-06,7025100.0
2019-01-08,5387200.0
2018-12-07,6752100.0
2019-08-20,7251200.0
2018-11-05,10160700.0
2019-07-19,4435200.0
2018-10-04,5613200.0
2019-06-17,4740300.0
2019-05-16,7461100.0
2018-08-01,7594700.0
2019-03-13,6399400.0
2019-12-03,9102800.0
2020-02-20,10130400.0
2019-12-06,8790200.0
2020-05-12,7615300.0
2019-12-09,9689000.0
2020-02-26,7196300.0
2020-05-15,5995900.0
2019-03-28,5822600.0
2018-09-17,6096000.0
2018-08-16,6627400.0
2018-10-19,5452200.0
2019-04-29,6412100.0
2019-01-23,7420300.0
2019-09-04,12342300.0
2018-11-20,14069700.0
2019-07-02,12206900.0
2019-05-31,9977700.0
2019-12-12,13008000.0
2020-05-18,16687000.0
2019-09-27,23937100.0
2020-03-03,9879700.0
2020-05-21,12558200.0
2019-05-14,17633500.0
2018-08-31,16953400.0
2018-07-30,9352900.0
2018-10-02,8513800.0
2019-04-12,9850700.0
2019-03-11,7379100.0
2019-02-07,8500300.0
2019-07-17,5863400.0
2019-09-19,12545900.0
2019-10-21,8304200.0
2019-12-18,7322200.0
2020-03-06,7084700.0
2019-10-03,6651300.0
2020-03-09,6881900.0
2020-05-27,6917100.0
2019-12-24,4837900.0
2020-03-12,9679900.0
2018-12-20,10958800.0
2019-08-01,11069800.0
2018-08-14,9770900.0
2018-07-13,7662900.0
2018-10-17,7403700.0
2019-05-29,11149400.0
2019-03-26,24116000.0
2019-02-22,15436200.0
2019-10-04,9732800.0
2019-11-05,10491800.0
2019-12-27,8589600.0
2020-06-02,7298300.0
2019-12-30,6503800.0
2020-03-18,4324500.0
2020-06-05,4958800.0
2019-07-15,4515900.0
2018-12-03,6520300.0
2019-06-13,5229400.0
2019-01-04,6041000.0
2018-08-29,5679200.0
2019-02-05,5109400.0
2018-11-01,7449000.0
2019-08-16,8741900.0
2019-04-10,7057700.0
2019-09-17,7686300.0
2019-10-15,7375600.0
2020-01-02,12931400.0
2020-06-08,6216600.0
2019-10-18,5658900.0
2020-03-24,6484300.0
2020-06-11,6972400.0
2020-01-08,6592300.0
2019-04-25,10472400.0
2019-07-30,7655800.0
2019-02-20,7127000.0
2018-07-11,5270600.0
2018-09-13,4644400.0
2018-10-15,6373400.0
2019-06-28,5558500.0
2018-12-18,12515400.0
2018-11-16,9024800.0
2019-10-02,13452300.0
2020-03-27,19344300.0
2020-01-10,17042700.0
2019-10-24,15278600.0
2020-03-30,13610500.0
2020-06-17,14584000.0
2020-01-14,12823100.0
2020-04-02,9096500.0
2019-01-02,8786400.0
2019-08-14,14162200.0
2018-10-30,13130200.0
2019-06-11,12533200.0
2019-05-10,10302200.0
2019-04-08,9308900.0
2018-08-27,9467200.0
2018-07-26,10264400.0
2018-09-28,13362000.0
2019-03-07,7058500.0
2019-10-30,4664000.0
2020-01-17,10829600.0
2020-06-23,11535400.0
2020-04-08,10537700.0
2020-06-26,9214900.0
2019-03-22,10411500.0
2019-01-17,17193200.0
2019-08-29,12617600.0
2018-11-14,7861100.0
2019-06-26,9477300.0
2018-09-11,9886500.0
2018-07-09,9572400.0
2018-08-10,13579300.0
2019-04-23,9412200.0
2019-09-30,7469200.0
2020-01-23,17274200.0
2019-11-08,10019000.0
2020-04-14,4696300.0
2019-11-11,6050000.0
2020-01-29,7050800.0
2020-04-17,10487100.0
2018-07-24,10372400.0
2018-09-26,13066400.0
2019-05-08,15097400.0
2019-03-05,16659700.0
2019-02-01,12084800.0
2018-12-31,12250900.0
2018-11-29,14635000.0
2019-08-12,10540000.0
2019-07-11,8456100.0
2019-09-13,12183900.0
2019-11-14,7085700.0
2020-04-20,9757600.0
2020-02-04,14379300.0
2020-04-23,10814200.0
2018-12-14,12953200.0
2019-08-27,10789800.0
2018-08-08,8797600.0
2018-10-11,9303900.0
2018-11-12,7206400.0
2019-07-26,6653900.0
2019-06-24,9509100.0
2019-05-23,16035700.0
2019-03-20,8731800.0
2019-01-15,7859600.0
2019-11-20,8613200.0
2020-02-07,6201500.0
2020-02-10,5030100.0
2020-04-29,7915400.0
2019-11-26,12132300.0
2020-02-13,8214600.0
2019-01-30,8402000.0
2018-08-23,6401500.0
2018-09-24,9519200.0
2018-11-27,7536300.0
2018-10-26,7728900.0
2019-07-09,8921100.0
2019-06-07,12503100.0
2019-05-06,22058600.0
2019-04-04,22683000.0
2019-09-11,23505800.0
2019-11-29,24190100.0
2020-05-05,17223700.0
2019-12-02,19991600.0
2020-02-19,14006600.0
2020-05-08,19218000.0
2019-05-21,38969100.0
2019-03-18,104930300.0
2018-09-07,110525300.0
2018-08-06,70436000.0
2018-10-09,73141800.0
2019-02-14,64910400.0
2018-12-12,37309700.0
2019-07-24,34731500.0
2019-09-26,41257200.0
2019-10-28,38092500.0
2019-12-05,50833300.0
2020-05-11,36784000.0
2019-07-03,42020600.0
2020-02-25,55409600.0
2020-05-14,70253700.0
2020-02-28,34675600.0
2019-08-08,44717600.0
2019-06-05,35568400.0
2018-07-20,39837200.0
2018-08-21,79141600.0
2018-10-24,92062300.0
2019-04-02,52068100.0
2019-03-01,54728600.0
2019-01-28,48988600.0
2018-12-27,110851100.0
2019-09-09,43697500.0
2020-03-02,40661000.0
2020-05-20,47465200.0
2019-12-17,40453900.0
2020-03-05,51691000.0
2019-02-12,74975500.0
2019-01-11,62591200.0
2018-12-10,44568100.0
2019-08-23,55054600.0
2018-11-08,41030000.0
2019-07-22,39972500.0
2019-06-20,46179400.0
2018-09-05,59582800.0
2019-04-17,44398500.0
2019-09-24,36902400.0
2019-12-20,37197400.0
2020-05-26,49502200.0
2019-04-30,57659000.0
2019-12-23,35565400.0
2020-03-11,31352400.0
2020-05-29,22871100.0
2019-12-26,27103700.0
2020-06-01,35258100.0
2019-05-02,32064000.0
2019-02-27,27756400.0
2018-11-23,39943800.0
2019-08-06,28708600.0
2018-07-18,29203100.0
2018-09-20,35671400.0
2018-10-22,26334300.0
2019-07-05,28033000.0
2019-06-03,31403000.0
2019-10-09,39856900.0
2019-10-11,61378500.0
2020-03-17,36714900.0
2020-06-04,40165900.0
2019-10-14,41191600.0
2020-03-20,39027900.0
2018-11-06,119073400.0
