Dates,OXY
2018-06-20,82.70999908447266
2018-06-21,81.68000030517578
2018-06-25,82.87000274658203
2018-06-22,80.83000183105469
2018-06-26,81.44999694824219
2018-06-27,83.55000305175781
2018-06-28,83.08000183105469
2018-06-29,83.5999984741211
2018-07-02,82.27999877929688
2018-07-03,83.29000091552734
2018-07-05,83.66000366210938
2018-07-16,83.61000061035156
2018-09-18,84.69000244140625
2019-01-24,85.52999877929688
2019-09-05,83.45999908447266
2018-11-21,83.0999984741211
2020-01-13,83.44000244140625
2020-04-01,81.33999633789062
2020-06-19,81.61000061035156
2019-10-29,81.29000091552734
2020-01-16,82.55000305175781
2020-06-22,82.4800033569336
2018-10-03,82.33999633789062
2018-07-31,82.63999938964844
2019-03-12,83.36000061035156
2019-02-08,83.87000274658203
2019-01-07,83.19000244140625
2018-12-06,83.05000305175781
2019-08-19,83.08000183105469
2019-07-18,82.38999938964844
2019-05-15,81.83999633789062
2019-09-20,81.88999938964844
2019-11-01,81.75
2020-04-07,81.81999969482422
2020-06-25,80.33000183105469
2020-06-16,76.0999984741211
2019-11-04,77.30000305175781
2020-01-22,78.0
2019-11-07,78.51000213623047
2020-04-13,76.83999633789062
2019-07-01,77.37999725341797
2019-05-30,78.20999908447266
2018-08-15,78.4000015258789
2018-10-18,78.7300033569336
2019-03-27,79.20999908447266
2019-01-22,78.58999633789062
2018-12-21,79.20999908447266
2019-09-03,79.45999908447266
2018-11-19,79.81999969482422
2019-08-02,80.06999969482422
2020-01-28,79.55000305175781
2020-04-16,79.58000183105469
2019-11-13,77.77999877929688
2020-01-31,77.70999908447266
2018-12-04,77.1500015258789
2018-11-02,75.8499984741211
2019-07-16,76.83999633789062
2018-08-30,76.41999816894531
2018-10-01,75.29000091552734
2019-06-14,74.69000244140625
2019-05-13,76.7300033569336
2019-04-11,77.4000015258789
2019-02-06,78.54000091552734
2019-09-18,78.22000122070312
2020-02-03,78.70999908447266
2020-04-22,78.30999755859375
2019-11-19,80.06999969482422
2020-02-06,80.7699966430664
2019-11-22,80.81999969482422
2019-03-25,80.45999908447266
2019-02-21,80.62000274658203
2018-12-19,82.05000305175781
2018-07-12,82.48999786376953
2018-09-14,81.79000091552734
2018-08-13,81.5
2018-10-16,81.02999877929688
2019-07-31,80.62999725341797
2019-05-28,81.58000183105469
2019-04-26,77.86000061035156
2020-04-28,76.0
2019-11-25,75.72000122070312
2020-02-12,72.0199966430664
2020-05-01,72.1500015258789
2020-05-04,71.94999694824219
2019-06-12,71.51000213623047
2019-04-09,71.87000274658203
2019-03-08,71.25
2019-02-04,69.91000366210938
2018-07-27,68.16000366210938
2018-08-28,68.0199966430664
2019-01-03,66.83999633789062
2019-08-15,65.6500015258789
2018-10-31,66.05999755859375
2019-09-16,67.02999877929688
2020-02-18,66.86000061035156
2020-05-07,67.56999969482422
2018-08-17,68.69999694824219
2019-12-04,71.13999938964844
2020-02-21,73.29000091552734
2018-12-17,72.2699966430664
2019-08-30,70.9000015258789
2018-11-15,71.81999969482422
2019-07-29,70.47000122070312
2019-06-27,70.29000091552734
2019-04-24,69.69999694824219
2018-07-10,72.25
2018-09-12,72.4800033569336
2019-02-19,69.70999908447266
2019-01-18,70.51000213623047
2020-02-24,69.05000305175781
2020-05-13,70.26000213623047
2019-12-10,68.81999969482422
2020-02-27,67.51000213623047
2019-12-13,70.51000213623047
2020-05-19,69.12999725341797
2019-03-06,70.54000091552734
2018-11-30,68.80000305175781
2019-08-13,65.88999938964844
2019-07-12,66.41000366210938
2019-06-10,62.56999969482422
2019-05-09,63.810001373291016
2018-07-25,65.37000274658203
2018-09-27,64.7300033569336
2018-10-29,64.52999877929688
2019-10-16,63.58000183105469
2019-12-16,62.56999969482422
2020-03-04,61.52000045776367
2020-05-22,60.029998779296875
2019-10-01,59.599998474121094
2019-12-19,57.11000061035156
2018-09-10,56.83000183105469
2019-05-24,58.52000045776367
2018-08-09,60.18000030517578
2019-04-22,60.5099983215332
2019-03-21,59.720001220703125
2019-01-16,60.72999954223633
2019-08-28,62.029998779296875
2018-11-13,62.75
2018-10-12,64.9000015258789
2019-06-25,65.25
2020-03-10,65.04000091552734
2020-05-28,65.19000244140625
2019-10-07,65.4000015258789
2020-03-13,65.3499984741211
2019-10-10,65.08000183105469
2020-03-16,64.44999694824219
2020-06-03,65.86000061035156
2018-11-28,64.86000061035156
2018-09-25,63.939998626708984
2018-07-23,64.01000213623047
2018-08-24,65.41999816894531
2019-07-10,64.98999786376953
2019-05-07,66.0
2019-04-05,66.44000244140625
2019-03-04,66.20999908447266
2019-01-31,66.77999877929688
2019-09-12,67.12999725341797
2019-12-31,67.01000213623047
2020-03-19,66.4800033569336
2020-01-03,64.45999908447266
2020-06-09,63.380001068115234
2019-02-15,63.939998626708984
2019-01-14,65.58000183105469
2018-07-06,64.87999725341797
2018-08-07,65.29000091552734
2018-10-10,66.5
2018-12-13,65.63999938964844
2019-08-26,67.3499984741211
2019-07-25,66.41000366210938
2019-05-22,65.73999786376953
2019-03-19,65.66999816894531
