Dates,ETN
2018-06-20,78.66999816894531
2018-06-21,77.63999938964844
2018-06-25,77.02999877929688
2018-06-22,76.33999633789062
2018-06-26,76.12999725341797
2018-06-27,75.86000061035156
2018-06-28,75.22000122070312
2018-06-29,74.87000274658203
2018-07-02,74.19000244140625
2018-07-03,75.77999877929688
2018-07-05,75.83999633789062
2018-07-16,75.69000244140625
2018-09-18,76.1500015258789
2019-01-24,78.56999969482422
2019-09-05,77.47000122070312
2018-11-21,77.04000091552734
2020-01-13,76.63999938964844
2020-04-01,77.94000244140625
2020-06-19,77.12000274658203
2019-10-29,77.91999816894531
2020-01-16,77.9000015258789
2020-06-22,77.80000305175781
2018-10-03,77.62000274658203
2018-07-31,77.68000030517578
2019-03-12,77.36000061035156
2019-02-08,78.94000244140625
2019-01-07,80.12000274658203
2018-12-06,81.0
2019-08-19,80.19999694824219
2019-07-18,83.22000122070312
2019-05-15,81.2300033569336
2019-09-20,81.30999755859375
2019-11-01,81.72000122070312
2020-04-07,81.3499984741211
2020-06-25,82.5
2020-06-16,81.91000366210938
2019-11-04,81.16000366210938
2020-01-22,81.5199966430664
2019-11-07,80.2699966430664
2020-04-13,79.4000015258789
2019-07-01,80.22000122070312
2019-05-30,80.61000061035156
2018-08-15,81.2699966430664
2018-10-18,81.44000244140625
2019-03-27,81.93000030517578
2019-01-22,81.3499984741211
2018-12-21,81.3499984741211
2019-09-03,82.0
2018-11-19,83.41999816894531
2019-08-02,83.54000091552734
2020-01-28,83.27999877929688
2020-04-16,82.55000305175781
2019-11-13,83.08999633789062
2020-01-31,82.62000274658203
2018-12-04,84.55000305175781
2018-11-02,84.38999938964844
2019-07-16,84.55999755859375
2018-08-30,84.86000061035156
2018-10-01,85.0999984741211
2019-06-14,86.43000030517578
2019-05-13,86.9000015258789
2019-04-11,87.16000366210938
2019-02-06,87.23999786376953
2019-09-18,87.16999816894531
2020-02-03,88.51000213623047
2020-04-22,87.70999908447266
2019-11-19,88.25
2020-02-06,87.7300033569336
2019-11-22,87.33999633789062
2019-03-25,87.33000183105469
2019-02-21,86.8499984741211
2018-12-19,87.47000122070312
2018-07-12,87.44999694824219
2018-09-14,88.2699966430664
2018-08-13,87.55999755859375
2018-10-16,87.80999755859375
2019-07-31,86.43000030517578
2019-05-28,86.45999908447266
2019-04-26,84.72000122070312
2020-04-28,81.69000244140625
2019-11-25,81.19999694824219
2020-02-12,79.80000305175781
2020-05-01,79.76000213623047
2020-05-04,80.7300033569336
2019-06-12,79.20999908447266
2019-04-09,78.22000122070312
2019-03-08,77.56999969482422
2019-02-04,74.56999969482422
2018-07-27,73.51000213623047
2018-08-28,71.2300033569336
2019-01-03,71.37000274658203
2019-08-15,73.44999694824219
2018-10-31,68.43000030517578
2019-09-16,71.36000061035156
2020-02-18,71.79000091552734
2020-05-07,74.41999816894531
2018-08-17,73.63999938964844
2019-12-04,73.56999969482422
2020-02-21,75.95999908447266
2018-12-17,75.12999725341797
2019-08-30,73.66999816894531
2018-11-15,73.5
2019-07-29,72.5199966430664
2019-06-27,72.97000122070312
2019-04-24,72.0
2018-07-10,73.63999938964844
2018-09-12,73.93000030517578
2019-02-19,72.66000366210938
2019-01-18,73.3499984741211
2020-02-24,73.37000274658203
2020-05-13,74.91000366210938
2019-12-10,74.58000183105469
2020-02-27,75.62999725341797
2019-12-13,76.30000305175781
2020-05-19,75.56999969482422
2019-03-06,78.76000213623047
2018-11-30,77.98999786376953
2019-08-13,73.5
2019-07-12,73.41999816894531
2019-06-10,71.19000244140625
2019-05-09,72.80000305175781
2018-07-25,72.0199966430664
2018-09-27,71.56999969482422
2018-10-29,70.02999877929688
2019-10-16,70.38999938964844
2019-12-16,69.87999725341797
2020-03-04,68.94000244140625
2020-05-22,67.58999633789062
2019-10-01,67.25
2019-12-19,65.94000244140625
2018-09-10,65.31999969482422
2019-05-24,66.66000366210938
2018-08-09,69.25
2019-04-22,68.5199966430664
2019-03-21,67.72000122070312
2019-01-16,68.23999786376953
2019-08-28,67.69999694824219
2018-11-13,68.75
2018-10-12,69.33000183105469
2019-06-25,68.95999908447266
2020-03-10,68.58999633789062
2020-05-28,69.62999725341797
2019-10-07,69.7300033569336
2020-03-13,70.54000091552734
2019-10-10,69.80000305175781
2020-03-16,69.58000183105469
